,dates,usa_CA_0222-0000,usa_CA_0222-0001,usa_CA_0222-0002,usa_CA_0222-0003,usa_CA_0222-0004,usa_CA_0222-0005,usa_CA_0222-0006,usa_CA_0222-0007,usa_CA_0222-0008,usa_CA_0222-0009,usa_CA_0222-0010,usa_CA_0222-0011,usa_CA_0222-0012,usa_CA_0222-0013,usa_CA_0222-0014,usa_CA_0222-0015,usa_CA_0222-0016,usa_CA_0222-0017,usa_CA_0222-0018,usa_CA_0222-0019,usa_CA_0222-0020,usa_CA_0222-0021,usa_CA_0222-0022,usa_CA_0222-0023,usa_CA_0222-0024,usa_CA_0222-0025,usa_CA_0222-0026,usa_CA_0222-0027,usa_CA_0222-0028,usa_CA_0222-0029,usa_CA_0222-0030,usa_CA_0222-0031,usa_CA_0222-0032,usa_CA_0222-0033,usa_CA_0222-0034,usa_CA_0222-0035,usa_CA_0222-0036,usa_CA_0222-0037,usa_CA_0222-0038
0,1984-05-18 18:13:47+00:00,201.25170372129557,209.5661560687632,210.19788709220998,210.92489722931094,213.23416537989797,206.65880871210322,197.11041950629618,203.0800988014522,208.24505453366936,203.6943955997795,212.60941233866498,216.82020478911764,190.15600077118063,196.7539683652255,197.1526748889824,205.6912943078573,218.04230441983853,212.1673324020048,220.2604691602457,227.68465881132423,222.07267912338102,220.0559798220109,219.77729912599477,224.39508109763608,206.09960835080625,206.6218953680043,208.06772680362684,219.27187132251026,225.62764134377915,207.21790551765235,194.31911382273773,194.42289680759475,195.03470967103397,186.0371981049751,180.70376458399784,187.4807845961849,167.97521324596684,182.06961080063203,193.65923482670885
1,1984-06-03 18:14:10+00:00,197.46578512805226,207.96407128883078,213.80126677336673,213.92186233105008,209.00540956647504,209.48651712713195,200.1319321170568,206.5357119425503,206.61512917852542,202.22800881883705,212.31079998714884,212.46965974580053,201.05293768247904,206.02148107262565,201.3398743125838,210.54845453279827,213.79819092800346,210.75238465057396,217.45229515868135,226.23227806912467,222.83954090628058,217.7691066219188,218.5169855440223,221.8836458078164,212.6031114495463,218.14062991872774,209.28323478514565,217.48590552402032,224.18685869073747,208.03606334836468,187.61850053773222,180.84642702961258,182.25677655402046,177.0526164736107,171.25701771190134,179.28842076255228,157.25780283045168,171.05265231138645,184.46552311384744
2,1984-06-10 18:20:29+00:00,200.37371687288896,209.475031275593,192.72866407585315,204.19587209976362,204.47155842129422,210.66139298291682,203.60834809062,211.60800626458416,206.39123011712306,207.22763913602014,212.36578675441368,212.78034962110507,191.65125313487732,188.38789354727703,187.32963067524523,194.30777992403978,200.35533754910392,195.54800069957184,205.5921268056028,210.23091443364885,218.5406821093389,212.31115983073457,217.3037617491804,217.76698479897237,205.42995603685546,194.24390611211814,196.19039838445235,199.36053111762658,211.1053225083134,191.41494073443445,175.43659104784837,168.56103248320605,175.05531513825684,180.16016891200837,176.89231824275583,167.08088958588206,152.3814673217658,166.2614451603137,170.72135617167828
3,1984-06-26 18:20:42+00:00,194.7537902779393,204.31037226718593,204.91846237413858,218.2867723993461,210.38857972273576,208.5354731474332,202.70194438427825,205.9203175530906,209.26001009270365,206.17971131921826,212.33717949432932,205.80447106350428,188.35695929109733,196.86583761798852,197.3043939325413,209.32260539027445,216.6255164785089,211.34717637902588,215.11066365332871,220.42052203086018,218.52814575708643,216.16105994137655,219.42279351411156,214.95471989548437,203.79235434612812,204.3394967131302,204.66142698607476,213.3606977376255,217.08876972277767,194.0853930925012,182.31131200178612,175.63864425560521,177.2965560703398,177.8874958514217,175.3391525989207,162.981011290596,146.1582352493295,150.3027825368304,164.00843290771593
4,1984-07-28 18:21:26+00:00,191.20713036680922,189.76497813218072,190.94241260453396,208.64270795476875,198.26000138935686,197.61140748659471,212.76698282976906,217.52534558438083,215.53833886044072,212.77349915691502,220.32376441953113,219.75548703305844,195.2926228469325,200.09745331447385,199.59657274343198,206.41145543833687,212.30499559557543,209.3941143551569,214.9101496476913,222.87889266511343,221.7202303039868,213.6991879299473,221.81584327102433,222.90845951374757,214.4286913150784,209.719226721838,211.00485915517547,216.07796988360602,222.65779111068372,203.35617270081892,187.48207456380112,184.39037093029768,196.13710588317338,186.7900981474827,181.4748854864576,178.99668726340315,162.7808914211958,157.10072091643798,174.93124127469432
5,1984-09-07 18:16:09+00:00,198.63443856049665,196.537207176555,200.56411336333466,213.28677519314903,204.6706782181779,206.1922667102101,210.312049806714,218.37880438160158,213.0509210892929,220.58904923577393,224.58829504698218,225.63488385217235,200.87245368509542,210.56639356933772,208.504169888138,218.26735968369434,221.86589685871994,215.6108846775171,214.89061366611963,219.15218106416668,214.81136979779063,213.59379204357543,215.4251099872863,221.3033599316857,213.25047921947612,217.21183198168615,225.95125098357857,222.6756753885491,231.86603244635867,210.51729959088146,198.21939316012916,198.7885093701687,204.59763843226722,203.99771958954494,201.68376221053114,205.4207207588381,190.36378197095547,182.98126177111826,186.81211056869546
6,1984-09-23 18:16:11+00:00,182.88352720788535,187.24136741772952,185.8112227567249,196.02749884122267,198.345324745391,186.84840841965848,194.73350263802735,201.71541248322995,198.21479170438155,198.00355592030076,203.49130640177748,202.40353582362093,185.58838951870362,189.44171909426663,193.28196782090498,195.60267240663381,203.23187795674153,200.47086697438607,203.2903780396776,202.8838505315784,201.65717027202857,196.31552912006126,201.1114384034742,205.0902598076025,195.6117482661242,196.11154102039717,199.3181980435732,209.05461323313733,211.11395782531724,197.17694135665607,187.27787210145368,185.70668590984678,191.10828961753217,191.9672573000448,187.329128536145,181.8663737240766,170.3203690003571,168.61122886658018,173.46709224440497
7,1984-10-25 18:16:05+00:00,,194.02224504513566,189.1122264090596,203.3188828221499,210.12159543457716,203.5742199320898,193.8374935022834,200.94188930494957,198.33534802294216,200.85938556023825,206.95669527594492,213.1851154316032,195.5378092800479,190.07880399875012,195.36465651524034,199.13248031352282,201.8185698879765,202.7465656659114,202.3694979017318,209.45022067986696,210.73320229748828,206.97713666048082,211.5480993548279,209.8140517928547,201.6185426350523,200.0533570911329,199.17586573507288,217.42103253924145,228.07952569434886,207.43690612590427,195.34992878407002,195.00407158913563,193.05018748260292,195.85148890583667,185.6641625335662,187.17178075374792,177.8419600258987,169.5134108395253,183.20327731131988
8,1984-12-12 18:16:08+00:00,,165.8659923357222,,,178.96427543413986,,182.35419081845737,193.47489960859295,186.04423189327798,172.72898958291125,193.32677585093424,186.03533427974958,162.511708958821,167.83324944348135,161.53283209467367,167.61939293106525,173.37979904270307,175.45951372667182,192.0366060232489,192.74118284365,195.6982577183997,201.3964384805355,199.11583610159659,195.42350919460586,186.71878852910564,183.07126751782369,181.29879293647457,187.6041572006875,194.04326092559091,180.60108316365103,166.3360042397863,178.02725926841242,174.0492226594102,183.43290817991135,181.95570068971796,181.50961264398217,174.92251263773232,165.96696187480143,186.8031325761867
9,1985-04-19 18:16:20+00:00,166.48781737488702,174.9260756801782,169.14064370348507,192.98044798075125,199.24790121253162,213.04502922619778,219.35044467091473,221.73627830595774,201.74356602622038,210.35967968027023,218.70742340837194,204.20018691257044,172.87836912379004,177.50849042865207,171.36957049121162,192.18204280176232,195.58500012304782,190.46355457062035,202.79904703379054,208.84950058249382,211.37620920073803,204.1932198997078,205.52137120407684,206.70532323748947,191.3628192552395,193.4227066973229,191.5226382401191,192.88007208942358,197.358155297932,179.22058825703414,166.0121814449912,172.1871979504711,168.071357132857,170.90615798877957,166.09112356523121,163.35718660079232,155.30853050213778,152.40810823875813,160.7240298313311
10,1985-05-05 18:16:12+00:00,167.9129321927985,175.80039694912247,167.9293079709895,189.50481711182948,201.49595995444855,213.97251960476137,206.88576384256282,219.48334985197965,200.6375021432974,210.35093950779105,206.86923377318735,189.55157960741184,180.92198567778058,180.91617270586156,177.9478450951938,187.45529360436,198.30894934030846,204.2178314818139,205.3633418958047,205.78045763176425,203.48770636167419,201.17130223326592,202.961744366824,200.4751993982148,191.03499119927537,186.51903123852986,188.60672869260716,184.9404444134709,191.87949660675585,179.68311932793188,172.6550333731045,169.61846828160577,165.76288220969738,168.15545498127105,170.87821124161354,161.07595654019048,151.26433119194405,150.15755526532774,165.5109416681767
