,dates,usa_CA_0222-0000,usa_CA_0222-0001,usa_CA_0222-0002,usa_CA_0222-0003,usa_CA_0222-0004,usa_CA_0222-0005,usa_CA_0222-0006,usa_CA_0222-0007,usa_CA_0222-0008,usa_CA_0222-0009,usa_CA_0222-0010,usa_CA_0222-0011,usa_CA_0222-0012,usa_CA_0222-0013,usa_CA_0222-0014,usa_CA_0222-0015,usa_CA_0222-0016,usa_CA_0222-0017,usa_CA_0222-0018,usa_CA_0222-0019,usa_CA_0222-0020,usa_CA_0222-0021,usa_CA_0222-0022,usa_CA_0222-0023,usa_CA_0222-0024,usa_CA_0222-0025,usa_CA_0222-0026,usa_CA_0222-0027,usa_CA_0222-0028,usa_CA_0222-0029,usa_CA_0222-0030,usa_CA_0222-0031,usa_CA_0222-0032,usa_CA_0222-0033,usa_CA_0222-0034,usa_CA_0222-0035,usa_CA_0222-0036,usa_CA_0222-0037,usa_CA_0222-0038
0,1984-05-18 18:13:47+00:00,191.85255305769368,200.16700540516132,199.85882136224788,202.3090091210092,205.28103789531175,195.17095790103423,187.7112688426943,193.68094813785032,199.62916642536763,194.29524493617762,203.99352423036325,208.2043166808159,180.75685010757874,186.4149026352634,187.75352422538052,196.29214364425542,208.64315375623664,202.76818173840292,210.8613184966438,218.28550814772234,212.67352845977913,211.44009171370917,211.16141101769304,215.77919298933435,197.48372024250452,198.00600725970256,199.4518386953251,209.87272065890838,215.28857561381704,197.81875485405047,184.91996315913585,185.02374614399287,184.69564394107186,178.08407062038887,173.31871763402492,177.1417188662228,159.3593251376651,172.67046013703015,185.04334671840712
1,1984-06-03 18:14:10+00:00,185.22636881575195,195.72465497653047,200.3379088298364,202.70239737810815,198.648980379144,194.52723052320937,187.8925158047565,194.29629563025,195.3956642255835,189.98859250653675,201.0913350342069,201.2501947928586,188.81352137017873,192.55812312909532,189.10045800028348,198.30903822049797,201.55877461570316,198.51296833827365,205.21287884638105,213.99286175682437,210.60012459398027,206.54964166897688,207.29752059108037,210.66418085487447,201.38364649660437,206.9211649657858,198.06376983220372,205.24648921172002,210.72350074720714,195.79664703606437,175.3790842254319,168.60701071731228,168.79341861049014,166.69618728627967,161.64033346652252,165.82506281902195,146.03833787750975,158.81323599908615,173.2460581609055
2,1984-06-10 18:20:29+00:00,203.13663669643645,212.2379510991405,195.76787588175537,206.72854860468215,206.80941365660362,214.03829498947488,206.3712679141675,214.37092608813165,208.92390662204159,209.99055895956764,214.8984632593322,215.3130261260236,194.4141729584248,191.42710535317926,190.09255049879272,197.07069974758727,203.1182573726514,198.31092052311934,208.35504662915028,212.99383425719634,221.30360193288638,214.8438363356531,219.83643825409894,220.2996613038909,207.96263254177398,196.77658261703667,198.72307488937088,202.12345094117407,214.14453431421563,194.17786055798194,178.19951087139586,171.32395230675354,178.09452694415907,182.49802414731778,179.0631838184003,170.1201013917843,154.91414382668432,169.0243649838612,173.2540326765968
3,1984-06-26 18:20:42+00:00,198.97696615262225,208.5335481418689,209.56395583628984,222.15801695113882,213.96203623208288,213.6971325498235,206.92512025896121,210.14349342777356,213.13125464449638,210.40288719390122,216.20842404612205,209.675715615297,192.5801351657803,201.51133108013977,201.52756980722427,213.5457812649574,220.84869235319186,215.57035225370885,219.33383952801168,224.64369790554315,222.7513216317694,220.03230449316928,223.2940380659043,218.8259644472771,207.66359889792085,208.21074126492292,208.5326715378675,217.58387361230845,221.73426318492892,198.30856896718416,186.5344878764691,179.86182013028818,181.94204953249104,181.46095236076883,178.65736221474302,167.62650475274725,150.02947980112222,154.52595841151336,167.87967745950866
4,1984-07-28 18:21:26+00:00,196.93533581979258,195.49318358516408,197.24343860281567,213.89356295333684,203.10694446495816,204.6125474846855,218.49518828275242,223.2535510373642,220.7891938590088,218.50170460989838,225.57461941809922,225.00634203162653,201.02082829991585,206.39847931275557,205.32477819641534,212.13966089132023,218.0332010485588,215.12231980814025,220.63835510067466,228.6070981180968,227.44843575697016,218.9500429285154,227.06669826959242,228.15931451231566,219.67954631364648,214.97008172040609,216.25571415374355,221.80617533658938,228.95881710896543,209.08437815380228,193.21028001678448,190.11857638328104,202.4381318814551,191.637041223084,185.9756183423731,185.29771326168486,168.0317464197639,162.82892636942134,180.1820962732624
5,1984-09-07 18:16:09+00:00,206.2371408259177,204.13990944197604,208.9270858552978,220.25591893645165,211.10373398122647,215.48445836794693,217.91475207213503,225.98150664702263,220.02006483259552,228.19175150119497,231.5574387902848,232.60402759547497,208.47515595051647,218.92936606130087,216.10687215355904,225.87006194911538,229.46859912414098,223.21358694293815,222.49331593154068,226.75488332958773,222.41407206321168,220.56293578687806,222.39425373058893,228.27250367498831,220.21962296277874,224.18097572498877,232.9203947268812,230.27837765397015,240.22900493832182,218.1200018563025,205.8220954255502,206.39121163558974,212.96061092423037,210.4307753525935,207.6573139905048,213.78369325080124,197.3329257142581,190.5839640365393,193.78125431199808
6,1984-09-23 18:16:11+00:00,192.85290109284742,197.2107413026916,196.77753403018318,205.16609156910457,206.78094880189735,199.03319872350102,204.7028765229894,211.68478636819202,207.35338443226345,207.97292980526282,212.62989912965938,211.54212855150283,195.5577634036657,200.4080303677249,203.25134170586705,205.57204629159588,213.2012518417036,210.44024085934814,213.25975192463966,212.85322441654046,211.62654415699063,205.45412184794316,210.2500311313561,214.2288525354844,204.7503409940061,205.25013374827907,208.4567907714551,219.0239871180994,222.08026909877552,207.14631524161814,197.24724598641575,195.67605979480885,202.07460089099044,200.40288135655115,195.16220801718663,192.83268499753487,179.458961728239,178.58060275154224,182.60568497228687
7,1984-10-25 18:16:05+00:00,,213.58403112918134,210.63019110150984,221.25052006585844,226.6738759672312,227.48306959036785,213.39927958632907,220.50367538899525,216.2669852666507,220.42117164428393,224.88833251965346,231.11675267531174,215.09959536409357,211.59676869120037,214.92644259928602,218.6942663975685,221.3803559720222,222.30835174995707,221.93128398577747,229.01200676391264,230.29498838153395,224.90877390418936,229.47973659853645,227.74568903656325,219.55017987876084,217.98499433484145,217.1075029787814,236.98281862328713,249.5974903867991,226.99869220994995,214.9117148681157,214.5658576731813,214.56815217505317,212.4037694384907,201.0341373138878,208.68974544619817,195.77359726960722,189.07519692357099,201.13491455502842
8,1984-12-12 18:16:08+00:00,,175.88833798813673,,,187.44472175541367,,192.37653647087188,203.49724526100746,195.23138207465794,182.75133523532577,202.5139260323142,195.22248446112954,172.53405461123552,178.85782966113732,171.55517774708818,177.64173858347976,183.40214469511758,185.48185937908633,202.05895167566342,202.7635284960645,205.72060337081422,210.58358866191546,208.30298628297655,204.61065937598582,195.9059387104856,192.25841769920365,190.48594311785453,197.626502853102,205.06784114324688,190.62342881606554,176.3583498922008,188.04960492082694,185.07380287706616,191.91335450118515,189.8304008451865,192.53419286163813,184.1096628191123,175.98930752721594,195.99028275756666
9,1985-04-19 18:16:20+00:00,174.81395913961762,183.2522174449088,178.29939964468872,200.61274459842096,206.2930980903806,223.22142471642408,227.67658643564533,230.06242007068835,209.3758626438901,218.68582144500084,226.33972002604165,211.83248353024015,181.20451088852064,186.66724636985572,179.69571225594223,200.50818456649293,203.91114188777843,198.78969633535095,211.12518879852115,217.17564234722443,219.70235096546864,211.8255165173775,213.15366782174655,214.33761985515918,198.9951158729092,201.0550033149926,199.15493485778882,201.20621385415419,206.51691123913565,187.54673002176474,174.3383232097218,180.5133397152017,177.23011307406065,177.95135486662855,172.6330920946624,172.51594254199597,162.9408271198075,160.73425000348874,168.35632644900082
