,dates,usa_CA_0130-0000,usa_CA_0130-0001,usa_CA_0130-0002,usa_CA_0130-0003,usa_CA_0130-0004,usa_CA_0130-0005,usa_CA_0130-0006,usa_CA_0130-0007,usa_CA_0130-0008,usa_CA_0130-0009,usa_CA_0130-0010,usa_CA_0130-0011,usa_CA_0130-0012,usa_CA_0130-0013,usa_CA_0130-0014,usa_CA_0130-0015,usa_CA_0130-0016,usa_CA_0130-0017,usa_CA_0130-0018,usa_CA_0130-0019,usa_CA_0130-0020,usa_CA_0130-0021,usa_CA_0130-0022,usa_CA_0130-0023,usa_CA_0130-0024
0,1984-04-18 18:01:41+00:00,167.08957721573483,94.18747346652148,96.61981124824587,98.97737121641313,93.71665889261342,124.17507907097952,142.5142155944481,137.01517520469662,,121.65975427144589,118.26483197346208,171.4545522105616,120.5742587465609,105.99474558951312,,150.5682672539728,142.0394575572569,143.00989110841073,199.847935987261,192.11154555175358,163.4296513509087,161.90041736444275,188.18737129264767,156.01974849194835,183.89592416336512
1,1984-05-04 18:01:45+00:00,150.89342847188718,89.91016331484329,92.70736674603145,93.87189855274923,122.03312920542079,127.96371460344663,116.77135716503366,124.97258990136626,107.69393433343707,115.83523035344932,148.6852857485734,149.15115135684394,102.48288993146829,111.41411614901133,190.83169848690423,160.09429375240666,144.5939467623907,153.27674085705334,208.33686143720095,170.8727101753547,146.7107730411449,157.52594697903388,189.03278927538594,160.21008222011363,197.82991181782398
2,1984-05-11 18:08:11+00:00,168.7545184344811,101.73101137897928,100.17946513169649,107.4956616355947,108.09413187725043,122.29721788869573,126.25355742234002,123.22242328345793,114.12565825612681,128.83758253161997,158.30382308556554,133.98719407120717,96.58682911135193,120.95763871063727,178.9348788458605,146.4731525570443,142.2703699313218,162.60967633502824,197.35415677381494,171.36313598972438,151.07920089811012,165.69278603949186,186.7524316774634,161.20432401926107,198.80458351699215
3,1984-10-02 18:10:48+00:00,172.94051708333834,153.4823749931557,145.14544846045266,133.45067892690466,140.6270307671051,150.25963041931854,140.23968879068622,152.01602889343076,144.23355221858634,192.0717008053954,180.79880771613668,186.34167411859045,157.96825652955184,160.25366131027727,184.16066747183626,161.70559451972224,162.53242284431127,167.19688555554927,204.68929402604704,191.99287010145918,172.37414445404076,168.75532063491997,184.74768438402066,166.26957727082532,200.03106313075125
4,1984-10-18 18:10:45+00:00,155.23653123546922,149.58271910587985,162.08341006457005,150.03094452787266,138.01201461056115,137.49815701238524,135.2205554487945,149.37013525730572,131.4727218219671,178.77908126220498,180.19810619926693,183.55660193692043,148.94096209331553,162.066233443082,177.42865838073814,160.19578177304788,160.01555929643433,156.79528803906507,194.0131919867908,202.56858994919185,175.80359871505902,154.45905230736804,183.16731570082015,168.18487125610102,215.76554370113092
5,1984-10-27 18:04:31+00:00,150.61941240003043,157.20710436622443,148.79897792747747,143.0186007079868,141.5491790566333,137.46554848126797,123.21953827090385,90.51265641664085,,163.20113593667216,162.9699381040925,168.9854783942905,139.9184738778904,151.61756272073654,180.04201844675308,152.18019424950586,148.1517387919515,148.1521618956524,183.0211219139673,184.9972057258112,163.6501414961048,151.95014970705594,170.8520992619007,151.37509429598148,218.9920941734519
6,1984-11-12 18:04:23+00:00,131.54663346224277,122.40813579721731,118.78263416183879,,95.91794965309268,112.7792783735975,93.49943739459253,73.05970672456117,47.88221391958303,114.31938797051833,133.05284429089042,,135.42129705660363,131.50500394255405,157.63235226270564,138.84991629746548,130.33810341785568,134.78745456830185,152.69008055054482,152.41864818539614,141.95551169605696,128.68323501584905,142.22923165118564,119.74798521448423,203.04696770867736
7,1984-11-19 18:10:33+00:00,142.24514228909382,,118.63236536987834,,113.57380075981347,130.4738368902002,103.96632182737156,69.33715161737265,46.18122191827314,,,139.1455148570378,125.86690328654953,145.11262580287487,155.02227619158185,130.02609489971147,121.98282132626899,140.05746172343893,154.63050143356077,145.31211771903972,149.6251364743101,136.09974355503465,157.7600173845172,138.16650451676972,185.13981677434103
8,1984-11-28 18:04:24+00:00,,,123.2514455068776,134.99446392282317,111.81662180286595,101.72900751617367,90.65200689402693,52.825852008097435,41.138274395900574,67.2540038819494,65.49749556716671,,137.62228463966062,144.19496473768473,167.72571936775657,140.18970468520283,131.472779019175,134.76478588969118,152.57207339407128,138.0232710750166,145.9529036250353,134.43588073089265,143.35322256298807,134.83989609027014,185.72163334546966
9,1984-12-14 18:04:35+00:00,,,,,,100.55975364225928,103.59243227057553,41.853067337181784,22.183168880061746,46.26654235581611,45.57362481494306,,144.5233683266359,128.2631349178719,161.35702321541942,129.4255237518655,137.3844496983461,128.04042948731438,154.36545232097396,145.44523027039736,137.52677210477557,124.75169517422803,157.6411779293093,157.6743173327623,199.86069016752637
