,dates,nzd0316-0000,nzd0316-0001,nzd0316-0002,nzd0316-0003,nzd0316-0004,nzd0316-0005,nzd0316-0006,nzd0316-0007,nzd0316-0008,nzd0316-0009,nzd0316-0010,nzd0316-0011,nzd0316-0012,nzd0316-0013,nzd0316-0014,nzd0316-0015,nzd0316-0016,nzd0316-0017,nzd0316-0018,nzd0316-0019,nzd0316-0020,nzd0316-0021,nzd0316-0022,nzd0316-0023,nzd0316-0024,nzd0316-0025,nzd0316-0026,nzd0316-0027,nzd0316-0028,nzd0316-0029,nzd0316-0030,nzd0316-0031,nzd0316-0032,nzd0316-0033,nzd0316-0034,nzd0316-0035,nzd0316-0036,nzd0316-0037,nzd0316-0038,nzd0316-0039,nzd0316-0040,nzd0316-0041,nzd0316-0042,nzd0316-0043,nzd0316-0044,nzd0316-0045,nzd0316-0046
0,1999-07-25 22:05:51+00:00,157.2702024307435,147.11083464764698,142.58285887845287,141.60098541490373,147.98725004440288,137.78351324006468,126.38264974047011,123.96539359039859,115.37618948115404,114.58495271375176,101.38172644116415,116.95529833415843,124.61590551226318,125.23378402597466,135.6372635394238,130.15925427807252,129.35169136913817,130.59772585524067,132.87469621273647,137.62700021286886,141.00256932139823,150.48077258364793,148.99664646113422,145.23087836487386,136.73440722355164,135.53441140100466,131.99640449790317,126.24885146999209,126.49005519828874,129.70649490955907,135.5305716527302,134.74018394643622,141.35511673492425,144.1772135859925,144.41787349692189,135.43577362172755,137.05502468985713,139.85834049374853,139.8271227290704,129.76411715379993,132.56909544905585,119.61598444152072,123.83871211695013,113.26013643380092,130.2420720763895,130.86840246218773,138.3691502888294
1,1999-08-26 22:05:56+00:00,172.56295922300058,159.45243448793326,157.07853794161414,152.08162150122467,149.51640742362488,139.97520394863864,138.79388653177307,135.21115273481817,131.8370059353979,120.05907246716023,109.47088604483812,125.07976465226258,134.88824194999648,136.52403305860503,141.14884302702006,141.76508646112114,137.58128102662346,138.13103769508803,135.97020460713134,137.22729462517583,149.91857299794296,156.36371474717362,154.01560733345116,146.93158807802584,144.48842750165892,143.42515987705923,139.03469883892632,133.93897743166394,134.2629466228114,139.9869519187896,143.50362969312232,145.16396342558699,147.88214915435003,146.89334060362646,145.87036142292072,139.72447798773163,141.28032416047796,140.02770273356495,143.3602106371075,137.34135605461776,142.28565898797615,132.04940734501872,134.78434280612913,119.6849512458659,137.68315292827043,134.83029568578695,139.4544723159112
2,1999-09-27 22:06:00+00:00,157.5036638305462,154.77245063962636,155.32714229444616,146.3002782845461,129.80528349295017,119.98962162171728,121.0302216152576,124.49765017998931,121.36154139333203,115.94821042980733,101.94420345737515,116.38605716233448,121.03952394922408,123.88858562996026,131.55675001536795,127.32613935450699,131.2793594185988,132.7141771339053,130.63562391379406,126.1091376376575,136.0470525516139,144.45712583044187,140.48594164622722,135.34563087260585,128.71019871322287,125.025232857118,125.04487225021606,129.08075451329142,127.9471909231618,131.06686033672756,132.55222092917447,134.5757942738769,134.54922396679063,133.8753166380523,138.64866035849076,134.30401915512232,135.06975784263557,133.52793291481257,136.71422003801158,132.80295997238372,131.6771444616088,122.86692604992317,129.34146042766324,117.18022902587204,129.42039570119607,123.64847808694427,128.19407383666325
3,1999-11-30 22:05:47+00:00,172.07459940020362,168.01323362079333,173.1282699390763,166.57240010812671,156.7129519837697,148.90749543346783,146.2563139858278,131.49434594299754,135.01438980208383,128.58052281424617,132.599577259519,149.59259298222858,146.44002706289,137.91728552348803,148.73790321738278,169.4351734098663,150.8448452489347,159.9091725925108,151.18580694905958,150.74772044916764,150.16429476515648,166.40248304992676,169.44251987157497,174.203754426432,157.36779112470066,144.50972573694622,136.510979347883,136.31060962957883,138.7006943714449,141.23324842090182,135.46040397999997,138.04613349476887,140.44789514752452,142.87442909771374,141.95087913565578,142.31663921720303,146.08028683020285,135.20796748942234,140.02200235432662,141.26683475446336,142.01302898080914,145.45997581953566,151.18932677156585,134.257546657574,150.6685206690243,149.49258026578372,154.61510756404357
4,1999-12-16 22:05:57+00:00,180.95844102834,186.67999822370237,189.96214727094255,179.88299315808314,172.94930328541386,170.09639958867237,171.44838116963592,171.11191321412008,171.99161090465694,158.04495043530483,153.3129691632997,165.74173632516994,166.0732503374306,164.61575862139583,180.45909939111795,164.33191829326537,168.18817582213512,176.40512735576493,178.88211783139192,176.3489416094749,175.10482638124236,208.73512390667082,200.91409693801407,190.07836675366946,185.8566029037202,175.60429748906412,164.31152235014142,157.88198952249797,160.49155281161632,167.74499392034915,168.89251853419128,166.68634321800138,164.48892876562368,169.25512066775946,178.6158131692307,178.92808179134784,176.01968768449245,168.21772469104422,163.88487247441103,166.3514772610662,161.0725166629558,161.77617386211696,177.12449354827658,179.15964723820304,169.23597793494753,170.437260409493,181.69105588062325
5,2000-02-18 22:05:41+00:00,162.75856781801753,160.65872855455586,158.83273432056416,152.09869484203722,145.20937904536612,137.8092868673824,138.90219093376874,135.23759983443813,134.6734336787975,126.07939243302637,112.91868052489677,130.19490189201213,131.91017984805978,126.76318185753004,134.88315432716553,127.84352405102722,129.9250426739528,134.61965888288938,,,,,,,,,140.63198790278875,,,,,,158.63837307721718,138.96162669367106,144.9163014027103,147.85915599651895,138.94627783524368,143.5596350132301,143.34202539144025,155.94245629456563,159.62590001728705,128.16965583378993,126.76511513945646,125.13601524442714,127.13370580939456,,
6,2000-03-05 22:05:36+00:00,152.46250425738305,151.27302799060777,143.91324431874523,140.38173707230973,126.9645875306383,115.5552651897716,120.74720368322596,120.49253169681532,123.405064526599,118.91161089748077,108.25298219556679,121.57789364559817,123.52716657423437,121.55889556290643,129.7862268444569,123.86225952272535,125.60610383556659,126.85702159029276,131.47154571085952,132.67506915130895,136.7518532900258,154.65151969957844,149.83033809251359,146.01247229686254,139.11990778842323,135.7458174632839,130.44408243292767,130.24582019539235,121.29878583931976,124.88173948045953,124.20359157302467,133.64776988190897,136.6720417517391,146.73620758767055,147.81648875230445,142.58442044756163,140.27453665416462,139.6374454728633,140.39536422931494,138.9027497058977,136.8326850445893,125.28984478218676,128.90035349375086,121.8454336853183,133.91338740909782,125.53337756981784,131.6556261315701
7,2000-03-21 22:05:37+00:00,149.02656227724412,149.78486450969467,145.68174855234173,145.90356358124404,145.10996717109958,141.80780185362187,145.65662931325966,131.41170016455527,131.21133324103363,128.00221843467597,116.62453986817926,119.18827223322342,133.29196075266765,134.63718024866552,131.98165981820387,124.84763568573808,125.89464747625657,133.80287747925234,137.21248905482247,138.46252775534248,149.40933289636132,157.2378463267427,158.0706565295068,157.16370352826627,149.54813525457791,141.6876777576976,134.0986156688965,131.80232866562108,131.1740299462495,133.69694276056524,133.35454573060858,138.75408244057087,145.69376142592273,148.9431403105977,148.47597291208135,146.59047862608827,137.71299679440477,133.93852689010362,136.05809554540014,134.4730334110689,135.37595471281645,124.28892095949158,127.28749227711492,120.0202229716212,133.47029447136345,126.4167964347525,132.3699610102109
8,2000-05-08 22:05:09+00:00,189.44123081681778,170.3471643497426,171.7076919023476,179.1594688910525,169.33543926177344,172.6064338918407,177.22829896996564,173.7110878591572,170.3639115969953,154.45763870153718,150.17380615923622,173.09736395724994,173.2145878934022,169.5778265317836,180.00844095485033,,172.68757417356375,173.83651815546,162.82101013901354,163.5083446413788,169.60647040235307,178.96334633837054,171.57168400163025,171.69002693852656,162.5571355994828,163.9206083664199,166.28842350715587,165.72004526299713,157.15901454214287,160.88824328159734,165.15775800046546,165.36578110892776,178.12202078398852,177.51293012330945,176.83985780106724,170.0144780196104,162.7638991393892,154.32070545936477,161.99573541012072,160.11547640728173,156.19298824476306,148.99261439913113,156.82998664937435,131.9758781889587,156.33848242134852,158.71930194194243,158.79649126728168
9,2000-05-24 22:04:58+00:00,191.5599619042862,178.57236433653836,172.02613558308497,173.4206411808186,179.39126159625167,173.74063321123566,170.72922342625208,173.6763313236792,170.14000562788158,160.88724500029628,150.37754030319672,168.33519826062974,171.38019775697188,174.5640971243029,181.1524923869503,,180.25726383883193,166.22604054116215,161.8125515956761,171.14156157226597,174.3858652927491,184.0297332616172,173.52179515614392,179.29301940695967,180.79352069302013,177.97457907054917,175.9298523737801,170.13879190133775,163.17250551411564,166.75027236362072,159.36260704601946,175.53058471587525,181.32155686027818,170.38930770123048,172.09696413681434,175.30495184778835,173.33406930355858,158.52205889184958,158.90175722346603,160.04264974110217,160.1167900370086,162.2937664202064,172.45405927829572,158.2822539861627,160.03515251951018,163.2360769398922,158.34669073815283
