dates,satname,nzd0204-0000,nzd0204-0001,nzd0204-0002,nzd0204-0003,nzd0204-0004,nzd0204-0005,nzd0204-0006,nzd0204-0007,nzd0204-0008,nzd0204-0009,nzd0204-0010,nzd0204-0011,nzd0204-0012,nzd0204-0013,nzd0204-0014,nzd0204-0015,nzd0204-0016,nzd0204-0017,nzd0204-0018,nzd0204-0019,nzd0204-0020,nzd0204-0021,nzd0204-0022,nzd0204-0023,nzd0204-0024,nzd0204-0025,nzd0204-0026,nzd0204-0027,nzd0204-0028,nzd0204-0029,nzd0204-0030,nzd0204-0031,nzd0204-0032,nzd0204-0033,nzd0204-0034,nzd0204-0035,nzd0204-0036,nzd0204-0037,nzd0204-0038,nzd0204-0039,nzd0204-0040,nzd0204-0041,nzd0204-0042,nzd0204-0043,nzd0204-0044,nzd0204-0045,nzd0204-0046,nzd0204-0047,nzd0204-0048,nzd0204-0049,nzd0204-0050,nzd0204-0051,nzd0204-0052,nzd0204-0053,nzd0204-0054,nzd0204-0055,nzd0204-0056,nzd0204-0057,nzd0204-0058,nzd0204-0059,nzd0204-0060,nzd0204-0061,nzd0204-0062,nzd0204-0063,nzd0204-0064,nzd0204-0065,nzd0204-0066,nzd0204-0067,nzd0204-0068,nzd0204-0069,nzd0204-0070,nzd0204-0071,nzd0204-0072,nzd0204-0073,nzd0204-0074,nzd0204-0075,nzd0204-0076,nzd0204-0077,nzd0204-0078,nzd0204-0079,nzd0204-0080,nzd0204-0081,nzd0204-0082,nzd0204-0083,nzd0204-0084,nzd0204-0085,nzd0204-0086,nzd0204-0087,nzd0204-0088,nzd0204-0089,nzd0204-0090,nzd0204-0091,nzd0204-0092,nzd0204-0093,nzd0204-0094,nzd0204-0095,nzd0204-0096,nzd0204-0097,nzd0204-0098,nzd0204-0099,nzd0204-0100,nzd0204-0101,nzd0204-0102,nzd0204-0103,nzd0204-0104,nzd0204-0105,nzd0204-0106,nzd0204-0107,nzd0204-0108,nzd0204-0109,nzd0204-0110,nzd0204-0111
2005-05-24 21:49:26+00:00,L7,,,323.15,329.34,317.87,330.00,334.33,336.64,349.51,347.77,345.04,,,,,,,352.63,348.11,344.35,342.72,340.38,347.71,343.80,343.70,345.06,,,,,,,,347.72,346.38,352.40,345.75,343.07,355.90,367.89,375.77,377.19,375.69,,,,,,,,350.07,348.88,348.01,347.62,347.96,348.80,343.88,342.70,341.61,338.31,,,,,,,350.50,341.46,337.62,332.17,331.77,334.19,332.48,332.91,335.24,332.37,338.40,,,,,,,,340.33,337.92,332.61,336.93,335.16,339.08,338.40,337.17,334.05,334.10,,,,,,,,356.44,361.63,365.87,370.88,374.14,373.74,372.13,370.27,369.83,372.64,371.04
2005-06-01 21:47:18+00:00,L5,,349.97,353.64,362.91,368.03,347.51,354.95,366.59,367.72,376.50,379.29,367.70,358.24,364.52,363.51,367.03,359.09,356.84,363.13,366.84,366.82,371.44,376.39,376.55,367.87,370.65,384.31,383.54,388.29,392.68,389.53,392.90,383.62,357.61,364.72,359.56,375.95,373.86,382.89,397.26,411.55,417.69,414.74,402.11,385.85,374.29,372.18,371.31,384.21,384.57,389.55,385.45,383.05,377.41,375.24,372.52,376.54,377.25,374.97,377.77,381.35,379.74,382.03,375.62,369.55,372.45,369.51,375.96,364.56,357.28,358.78,362.05,362.04,359.60,356.97,361.06,,,,,,,,,,,,,,,,360.12,348.89,349.80,363.80,347.37,354.84,371.00,382.86,386.16,385.09,378.75,372.38,391.88,387.04,396.97,392.09,399.67,394.29,391.24,396.30,411.77
2005-06-08 21:53:33+00:00,L5,352.99,331.54,335.43,349.31,340.59,349.12,348.26,347.68,360.23,363.86,358.76,350.09,348.00,350.07,355.03,357.57,357.60,354.46,369.73,369.09,369.82,370.33,365.05,358.30,359.24,357.12,358.44,355.24,360.00,359.23,361.94,360.33,352.33,362.23,354.94,359.06,358.20,350.47,359.08,372.29,381.49,385.79,379.17,375.24,368.20,364.54,357.99,358.78,361.47,357.59,363.98,366.67,361.60,363.48,362.54,363.48,361.40,363.98,355.54,349.03,335.69,336.94,342.65,336.31,338.12,342.70,353.88,351.77,344.31,344.10,349.32,345.67,348.50,348.23,345.80,343.11,346.41,342.71,343.21,345.07,348.63,342.15,336.53,347.36,355.83,354.42,348.09,347.76,351.09,347.99,350.97,343.48,341.87,343.08,343.72,341.98,339.99,355.64,358.86,367.07,370.25,368.39,376.14,384.06,387.18,392.22,385.88,385.82,380.44,379.28,384.24,381.82
2005-06-09 21:49:20+00:00,L7,,,,,,,338.33,340.42,352.45,351.81,348.72,346.79,347.48,352.74,356.32,,,,,,,360.08,356.47,352.17,350.40,351.79,361.34,358.43,366.74,361.68,367.68,,,,,,,353.33,352.83,367.30,379.84,379.66,374.66,370.64,369.44,358.15,353.47,356.23,,,,,,,368.17,354.50,356.19,354.79,349.76,342.36,340.17,336.60,336.25,341.08,340.17,,,,,,,,339.87,337.68,335.36,338.06,339.12,344.51,342.30,343.28,344.53,341.57,,,,,,,,341.69,339.26,340.99,335.88,337.55,342.74,341.64,340.02,355.02,359.23,362.85,,,,,,,378.34,373.44,372.96,370.44,376.77,375.94
2005-06-25 21:49:15+00:00,L7,325.73,308.05,316.38,323.54,,,,,,,340.22,335.96,338.16,335.57,340.07,347.92,351.17,349.06,346.32,,,,,,,320.18,310.37,325.46,330.65,340.65,347.64,354.28,352.37,347.74,347.40,,,,,,,,363.88,360.42,358.36,354.56,347.76,349.38,351.35,354.26,348.78,345.81,,,,,,,,326.13,325.77,329.76,334.21,331.48,332.50,329.06,331.86,332.75,331.78,,,,,,,,328.01,333.40,332.89,335.63,330.92,329.50,326.06,327.00,335.77,339.34,333.66,,,,,,,343.05,329.27,323.64,326.28,338.82,342.78,350.22,349.44,357.16,357.39,363.30,,,,,,,,
2005-07-19 21:47:39+00:00,L5,354.34,332.98,342.35,350.18,355.72,350.60,353.35,346.12,358.31,362.93,359.74,362.35,357.37,355.65,356.50,358.03,355.10,357.85,356.30,355.42,352.58,353.81,352.47,350.59,348.12,340.40,339.14,350.66,352.90,354.98,364.21,361.97,358.72,355.09,349.54,346.19,351.15,356.95,365.46,376.25,382.19,382.85,379.16,375.91,369.04,366.25,361.25,357.27,354.24,357.04,356.33,350.76,349.52,352.53,347.71,346.54,338.58,339.45,342.39,339.04,339.88,349.58,345.53,340.60,343.40,344.73,344.91,341.71,341.19,338.04,345.63,345.69,345.45,345.41,348.00,349.12,345.48,349.18,359.55,350.39,345.12,336.70,331.72,335.72,339.88,347.12,342.30,352.29,353.44,353.93,353.39,348.13,352.99,346.63,343.94,337.50,341.42,346.37,351.32,362.00,354.83,370.36,375.27,375.44,389.08,385.59,376.93,382.08,393.12,388.30,367.46,380.51
2005-08-03 21:55:25+00:00,L7,,,329.47,337.14,327.53,338.67,337.80,338.76,343.23,344.34,343.42,345.21,,,,,354.11,355.63,355.59,346.90,344.18,341.02,340.87,339.89,337.14,336.02,329.24,,,,,,353.05,344.86,341.97,345.52,343.87,329.31,344.18,355.94,363.24,365.80,365.86,362.42,,,,,,349.07,348.28,350.38,341.88,336.81,334.94,332.45,327.40,327.03,328.04,330.00,,,,,,343.84,339.76,343.71,340.84,339.09,331.37,333.23,335.56,331.51,331.48,334.35,334.16,,,,,,334.32,328.68,333.40,339.76,339.78,337.77,346.84,351.18,346.31,341.12,336.21,333.85,,,,,,,357.03,359.85,368.60,369.01,375.96,374.79,372.31,373.56,375.11,369.56,361.13,366.45
2005-08-19 21:55:20+00:00,L7,300.35,305.72,316.01,,297.93,325.99,333.05,341.86,,,,,342.23,349.71,349.84,352.77,354.01,354.41,354.05,353.68,350.76,348.48,344.30,,,,,337.77,344.08,348.99,356.57,359.71,355.71,349.00,350.62,348.42,346.81,326.19,344.89,,,,,,,354.93,351.78,351.23,351.26,354.24,351.90,349.79,344.94,340.37,334.22,333.76,,,,,,332.46,331.31,336.95,340.15,339.71,338.20,339.48,332.24,336.34,337.28,332.07,,,,,,,352.33,345.25,339.15,328.02,319.43,324.99,337.72,342.20,341.21,340.61,345.09,,,,,,340.82,328.92,339.46,340.93,346.96,352.67,357.09,362.44,363.41,362.84,370.15,373.81,366.28,,,,,
2005-08-28 21:49:05+00:00,L7,371.31,339.00,347.70,354.58,349.13,353.75,,,,,,,353.19,352.77,352.45,355.99,356.90,359.71,361.55,359.40,355.62,,,,,,,356.54,352.69,359.36,368.00,372.82,368.64,363.50,354.57,352.96,353.90,,,,,,,,377.25,361.59,359.86,357.54,358.25,367.57,367.82,366.59,356.12,351.00,,,,,,,,344.49,342.47,345.32,345.80,347.34,346.37,342.76,345.38,344.33,345.53,,,,,,,,359.36,351.63,353.02,336.92,323.31,330.67,347.77,349.44,343.67,341.88,,,,,,,,335.52,338.50,344.76,353.18,360.54,366.65,375.68,372.93,373.98,376.12,383.28,,,,,,
2005-09-29 21:48:55+00:00,L7,,,,,,,,374.65,377.97,373.28,374.79,369.03,366.09,364.56,361.07,365.16,377.84,,,,,,364.47,365.32,368.17,359.00,365.03,367.52,378.27,383.92,387.73,396.35,386.54,,,,,,,373.75,381.71,408.06,397.16,379.53,378.96,376.17,380.57,382.66,392.24,394.22,,,,,,,359.76,352.30,346.98,346.57,352.74,358.15,354.20,352.87,355.86,357.65,,,,,,,,348.75,351.45,351.87,352.28,357.13,362.84,362.94,353.81,361.29,348.90,339.55,,,,,,,366.82,367.62,349.27,359.73,355.16,345.62,357.45,355.65,364.02,377.95,384.61,,,,,,,,383.24,384.85,384.50,377.88
2005-10-06 21:55:01+00:00,L7,327.36,312.74,314.81,,,,,,337.93,335.90,337.75,334.09,330.60,332.90,335.08,338.04,340.84,342.43,338.85,,,,,340.26,335.39,313.36,302.31,,,,,,,,,,,,,348.61,349.19,354.76,350.41,350.26,347.44,342.50,339.28,342.15,342.83,342.62,341.83,,,,,,321.24,320.58,319.13,319.55,318.46,318.89,321.80,324.58,328.86,328.94,334.74,329.60,,,,,,336.45,318.02,319.04,322.02,324.36,331.59,328.49,333.32,329.39,314.22,315.90,322.37,,,,,,341.78,332.25,326.93,327.71,324.36,315.44,324.87,334.87,343.16,344.08,350.19,349.67,,,,,,332.97,337.13,349.40,343.14,348.15
2005-10-30 21:54:03+00:00,L5,,,,361.63,362.16,354.82,359.35,353.23,352.90,353.35,355.42,348.56,345.94,343.13,349.28,368.49,370.57,370.19,367.66,358.46,357.40,359.59,351.31,348.67,340.75,332.35,327.75,344.17,344.19,352.26,375.37,378.36,373.91,372.21,367.55,360.75,361.30,357.65,345.13,355.01,371.86,377.87,370.97,363.58,360.42,357.53,356.67,368.15,366.01,367.51,370.92,373.68,365.64,357.13,342.71,332.60,332.28,334.00,336.48,332.41,331.85,339.78,342.51,352.06,350.13,356.44,357.02,356.31,346.25,349.82,347.01,331.56,334.65,335.21,334.33,334.16,336.36,340.81,344.23,347.17,351.95,352.08,340.60,333.53,343.52,356.61,353.61,342.19,338.81,347.72,347.40,349.28,341.13,330.59,332.24,332.98,352.59,355.80,358.38,375.41,378.78,374.09,375.65,374.72,377.56,375.62,374.57,368.72,369.99,379.41,382.37,365.43
2005-11-24 21:48:28+00:00,L5,355.69,340.81,341.53,347.35,353.66,357.15,357.11,354.55,359.11,361.49,360.50,357.37,355.90,355.91,356.21,359.35,359.66,358.53,353.19,352.91,361.82,361.22,356.14,354.49,352.20,349.36,348.56,350.84,353.17,356.45,367.61,370.94,365.11,362.09,361.00,359.79,356.66,358.49,357.58,359.39,370.79,377.21,374.69,370.12,372.97,365.96,364.11,366.40,366.50,366.02,363.06,358.52,352.00,353.01,346.78,345.61,342.68,342.31,343.66,342.18,340.13,342.59,340.51,337.75,339.56,344.61,349.26,343.67,338.45,344.25,345.70,342.59,342.03,343.34,341.43,343.27,344.85,347.62,350.96,345.14,340.49,339.68,329.47,322.90,335.09,346.78,348.86,347.92,352.74,360.37,359.07,359.98,355.16,343.66,336.44,346.94,344.61,347.89,356.38,365.09,369.87,365.80,370.18,374.99,384.51,384.85,377.55,376.05,373.01,384.41,387.58,378.02
2006-02-19 21:56:39+00:00,L5,322.95,306.17,305.98,305.75,294.21,312.22,316.91,313.04,327.77,330.76,329.91,331.56,329.11,328.76,328.82,334.10,334.16,339.10,337.15,334.24,335.14,337.21,334.60,332.86,332.15,313.21,301.50,321.33,329.92,331.82,339.19,345.15,344.04,342.50,336.64,329.68,329.26,305.04,320.05,338.87,341.33,348.39,353.12,353.60,348.94,345.83,339.06,337.42,341.30,339.72,335.47,337.06,338.83,335.43,329.71,324.86,321.42,321.79,317.01,318.62,319.53,318.26,319.10,320.43,322.81,322.88,325.61,323.33,322.81,319.65,323.95,319.92,316.63,314.08,313.64,314.47,318.10,320.99,321.21,320.72,319.42,315.62,311.63,310.11,320.40,325.55,322.72,325.25,327.65,327.35,328.08,328.82,325.79,320.99,316.56,310.81,316.79,330.76,344.46,337.44,329.43,340.51,344.96,341.47,347.29,350.72,343.61,339.69,342.53,345.62,346.27,341.88
2006-02-28 21:50:40+00:00,L5,350.44,327.72,325.82,334.07,324.69,332.78,331.52,331.95,339.24,339.57,338.13,344.08,340.14,340.18,349.65,348.71,347.96,351.52,348.61,342.64,339.44,340.55,343.16,336.60,336.84,336.54,326.79,332.90,342.81,350.38,354.77,360.57,349.83,348.73,348.09,343.86,342.47,330.51,339.66,350.60,353.76,355.87,359.31,367.39,365.69,357.25,354.93,349.64,345.87,346.18,344.00,341.00,339.84,334.90,331.24,331.28,327.25,326.96,329.04,330.10,335.05,334.02,333.68,338.24,338.13,336.96,339.30,338.33,335.12,329.24,328.59,326.81,321.57,320.42,320.31,321.14,330.92,341.26,340.70,339.50,337.82,326.57,323.35,328.82,336.29,337.39,333.56,330.05,328.26,333.51,333.94,337.39,338.34,336.32,333.35,333.01,337.41,353.68,363.83,353.31,349.45,351.49,352.76,351.99,353.29,360.51,360.20,355.90,353.99,354.35,360.36,364.53
2006-03-15 21:56:08+00:00,L7,326.92,,,,,,316.35,311.06,329.59,331.34,330.96,329.61,328.03,324.90,327.58,334.60,,,,,,333.09,330.51,329.31,326.29,315.54,306.36,322.35,328.81,331.89,339.45,341.34,,,,,,307.97,320.11,339.09,341.97,344.96,349.63,352.87,346.83,341.43,338.48,337.61,336.06,,,,,,322.68,319.34,316.69,315.57,316.94,316.68,319.10,316.34,318.67,319.46,320.19,,,,,,326.74,316.76,311.12,306.22,309.99,313.25,318.58,321.78,321.45,322.46,317.94,309.44,,,,,,325.70,316.47,318.26,321.03,327.24,327.92,315.44,310.93,314.80,323.09,333.89,339.42,,,,,,349.99,346.03,341.15,340.90,340.51,336.77,336.23,343.68
2006-04-08 21:57:36+00:00,L5,371.35,363.16,354.99,361.27,376.79,365.85,359.85,361.72,370.37,371.77,371.84,361.65,356.75,359.04,363.33,364.13,371.11,374.08,374.47,370.88,364.88,363.33,357.50,352.59,359.47,354.91,358.82,355.37,359.45,363.69,370.37,365.04,372.12,369.73,369.85,369.19,363.73,356.43,375.10,378.48,379.69,381.04,382.73,384.60,386.19,373.90,362.97,359.67,366.07,370.76,366.96,373.03,363.11,349.10,360.30,367.74,364.62,361.53,350.16,337.77,340.75,342.90,349.64,349.51,349.33,351.99,356.83,357.30,354.89,345.53,345.03,339.68,350.89,345.94,347.57,344.34,346.99,345.41,348.50,344.50,345.27,339.84,332.39,340.89,350.74,350.53,350.14,345.94,346.00,344.81,359.42,366.61,356.55,351.39,350.01,345.14,359.23,374.10,376.44,375.88,371.76,382.06,379.35,368.39,370.94,,,,,366.55,372.15,376.26
2006-04-25 21:49:52+00:00,L7,337.79,323.61,324.88,340.75,337.49,344.66,344.03,342.78,350.14,,,,,,362.03,352.08,354.28,353.72,353.82,356.13,354.27,350.07,346.11,348.40,,,,,,,347.21,355.50,354.80,353.82,,,,,,,,,,,,,,359.75,352.10,349.95,353.30,344.66,351.38,349.25,346.61,340.50,337.55,,,,,,,,338.38,341.24,340.57,,,,338.00,337.76,332.14,332.63,,,,,,,,329.21,320.54,324.98,329.15,332.33,334.45,333.86,333.40,338.58,338.16,343.16,,,,,,,356.61,358.90,358.10,360.48,359.98,357.09,359.87,365.37,364.12,357.15,353.33,354.24,,
2006-06-27 21:58:48+00:00,L5,327.42,318.35,316.68,321.27,316.04,336.92,338.92,342.80,353.04,349.43,348.99,347.26,342.75,341.02,343.13,346.81,350.61,351.52,350.40,342.80,340.50,345.93,351.11,347.08,344.52,337.47,313.87,332.12,340.43,345.10,347.38,349.39,346.75,348.74,345.99,350.25,349.33,335.19,340.83,360.07,365.66,369.97,369.93,365.48,360.24,354.03,348.67,346.37,350.24,349.41,349.00,342.99,347.65,342.78,342.52,341.50,340.20,331.32,330.84,330.00,327.71,323.37,324.05,327.24,330.41,333.84,336.49,330.91,332.56,337.32,333.29,329.16,329.23,332.24,328.99,327.02,325.24,326.32,329.78,332.16,332.77,330.45,327.13,324.54,331.99,335.33,333.79,335.21,341.09,340.36,341.10,342.80,339.37,336.87,337.14,337.65,339.62,349.38,354.96,355.52,351.76,347.34,355.45,362.93,363.47,365.12,354.89,352.37,347.99,341.80,349.75,353.00
2006-07-05 21:55:54+00:00,L7,,327.53,330.76,337.62,322.29,338.60,344.52,340.74,,,,,349.25,349.62,352.68,354.54,357.16,361.65,359.33,354.68,351.81,350.01,344.08,,,,,343.62,348.29,352.60,353.91,358.09,353.50,351.62,353.55,342.48,339.69,,,,,,,,,359.95,,,,,356.50,354.57,350.33,347.59,347.94,345.28,,,,,,333.82,336.29,337.18,338.08,343.88,345.60,346.47,343.15,335.93,329.43,330.67,,,,,,,,,,,,329.30,341.36,341.25,339.71,337.79,339.08,,,,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:59:02+00:00,L5,,,,,,,,,,,,,,,,,,,,345.46,343.07,348.92,346.26,347.75,343.16,339.04,338.50,352.92,347.53,353.90,352.97,351.18,362.63,,355.46,350.21,345.79,338.95,340.56,356.77,370.79,369.14,366.95,362.81,363.51,357.41,357.77,353.57,353.07,358.15,353.88,350.48,347.42,347.46,346.12,344.15,336.58,335.04,334.66,334.82,331.79,336.47,329.04,328.46,334.18,337.65,339.96,335.84,335.27,340.65,336.28,335.13,334.58,333.04,329.97,328.92,328.28,329.13,331.55,335.76,334.78,333.27,330.49,325.72,332.58,336.20,339.35,340.02,343.51,346.38,340.77,341.12,343.52,348.53,346.09,344.19,349.95,352.73,355.41,360.38,355.44,349.10,350.40,357.31,360.43,362.12,357.09,355.84,343.85,342.50,346.34,358.47
2006-07-21 21:55:45+00:00,L7,,,,330.58,318.68,333.90,338.21,332.18,346.21,352.79,351.88,348.38,348.67,349.52,,,,,,349.27,336.05,338.23,338.05,334.50,337.39,339.36,341.59,341.62,347.45,,,,,,349.58,346.96,347.44,340.65,347.53,358.51,370.93,373.99,370.06,367.19,364.89,358.21,,,,,,357.05,353.17,350.19,350.70,338.88,334.96,331.42,329.52,333.08,336.41,328.74,,,,,,,342.00,345.01,338.58,338.96,338.74,336.27,332.42,335.56,338.30,330.81,333.29,343.76,,,,,,344.60,343.17,342.55,343.32,336.77,338.38,339.44,343.25,349.46,352.59,351.39,352.96,,,,,,350.12,355.18,352.52,354.40,346.77,339.78,338.76,340.04,345.45,362.46
2006-08-15 21:49:31+00:00,L7,331.93,317.67,328.04,334.10,331.47,339.23,,,,,,,353.24,342.69,347.50,351.04,354.68,352.62,350.77,339.43,334.94,,,,,,,340.65,334.43,342.10,347.17,345.30,342.12,342.59,343.56,340.17,338.84,,,,,,,,372.85,348.66,346.11,350.16,350.14,348.30,349.38,346.61,347.09,342.26,,,,,,,,322.96,327.16,321.98,324.68,336.89,338.57,331.46,331.30,333.75,329.97,332.11,,,,,,,329.42,333.82,336.73,327.60,316.63,315.46,331.41,337.09,339.18,330.24,327.46,,,,,,,341.81,339.44,343.59,348.42,349.77,349.76,349.56,353.53,356.74,356.39,358.31,,,,,,
2006-08-22 21:55:41+00:00,L7,,,,,374.17,380.04,379.52,374.10,365.03,370.68,371.74,375.46,367.35,370.73,373.64,,,,,366.61,355.04,361.35,360.50,351.69,351.57,357.82,363.02,374.22,370.10,371.88,,,,,,362.17,361.29,361.50,380.02,380.98,383.29,385.52,383.12,377.35,377.24,369.28,369.37,,,,,,366.56,371.57,368.47,367.55,360.25,347.24,349.06,348.45,351.06,353.37,351.71,,,,,,366.89,355.61,357.70,353.90,353.02,346.45,340.94,341.52,339.36,344.29,343.73,356.17,,,,,,367.18,354.66,348.89,343.12,346.29,350.69,364.61,374.84,379.51,355.33,353.99,360.48,,,,,,370.46,369.52,374.82,368.31,358.42,357.91,359.80,360.58,357.51,370.84
2006-08-23 21:53:23+00:00,L5,359.95,348.11,347.07,351.28,356.75,355.96,357.50,360.63,361.00,368.79,368.77,364.16,364.29,363.01,368.61,370.60,374.39,374.78,368.31,359.02,351.33,350.21,347.69,347.58,346.13,343.96,341.20,356.64,358.25,360.25,366.15,362.24,363.52,359.77,359.07,360.16,357.96,351.16,365.45,374.42,379.11,382.21,382.09,380.10,371.71,366.41,366.80,365.39,372.40,374.74,360.56,359.82,364.00,362.51,360.04,357.81,349.11,343.00,342.53,342.14,346.15,347.37,345.58,340.56,346.28,362.31,354.08,349.39,351.15,352.47,350.88,348.07,341.92,341.31,350.24,342.96,338.38,341.88,344.97,351.65,355.44,349.72,340.19,329.76,339.88,348.49,345.75,342.41,338.29,337.54,347.30,359.84,370.02,368.84,356.63,353.79,355.49,356.79,361.35,369.12,363.32,360.02,364.49,362.58,366.43,367.67,357.16,354.31,364.38,359.55,358.68,365.48
2006-08-31 21:49:28+00:00,L7,,,,360.48,348.30,346.80,359.12,354.94,358.63,357.68,355.89,356.70,357.54,,,,,,366.73,342.65,340.12,336.49,339.09,344.67,341.05,335.92,341.86,344.01,,,,,,,370.81,351.88,348.19,347.75,352.44,361.13,369.84,374.70,373.33,372.09,372.29,,,,,,,364.80,352.76,348.92,348.44,350.57,345.52,337.94,330.57,330.41,334.30,334.30,,,,,,,344.39,345.16,350.35,351.22,352.25,334.32,323.95,326.61,341.74,340.22,334.23,,,,,,,344.28,340.11,334.10,331.76,329.08,334.89,342.82,348.22,357.42,346.63,343.02,,,,,,,,353.74,354.19,358.09,346.66,343.51,345.30,345.74,346.72,348.64
2006-09-23 21:55:30+00:00,L7,354.55,339.72,338.99,344.05,347.43,350.16,349.34,348.71,359.19,360.58,,,,,366.10,360.28,362.79,362.50,359.00,346.02,349.01,348.97,346.63,349.43,,,,,,,359.61,357.64,353.74,354.70,351.47,354.11,350.13,341.75,352.74,364.41,369.15,,,,,,368.82,366.05,374.60,373.58,362.38,356.14,359.15,358.21,363.62,364.42,358.35,349.74,,,,,,354.20,340.96,345.33,347.50,342.64,339.83,338.52,343.67,347.59,347.59,343.45,,,,,,,341.75,331.87,322.58,324.73,330.73,339.13,353.02,347.03,339.70,341.49,345.03,,,,,,,381.78,380.24,381.87,384.44,376.40,369.51,363.52,361.95,363.52,358.25,351.46,349.64,,,
2006-10-10 21:53:56+00:00,L5,336.94,334.50,327.18,334.46,324.84,336.13,341.35,332.16,351.48,352.75,352.48,349.98,349.03,351.58,352.49,353.26,354.24,357.79,353.12,343.98,341.33,341.82,345.67,343.60,340.16,324.19,315.08,331.45,334.34,342.83,349.85,355.46,350.48,347.64,345.84,339.08,339.98,332.34,338.17,349.72,356.03,364.33,361.07,360.16,363.52,353.73,349.40,352.79,351.02,354.80,349.94,344.46,340.89,340.86,336.07,341.90,335.49,332.71,327.14,326.83,327.13,331.37,330.48,329.75,337.04,338.67,336.50,334.25,330.45,322.28,328.46,330.14,326.17,329.49,333.89,324.45,328.54,332.75,331.69,339.32,337.95,325.70,318.71,322.86,329.88,334.53,337.83,333.04,329.65,328.15,329.36,339.19,344.75,343.90,342.20,336.56,339.00,342.13,351.10,358.57,372.92,367.98,365.36,355.02,350.21,350.59,346.70,340.72,345.21,344.30,340.48,350.32
2006-12-05 21:49:58+00:00,L7,343.00,336.85,336.95,339.81,345.79,342.25,,,,,,,346.87,348.54,349.75,352.59,353.48,357.45,356.24,354.15,353.07,,,,,,,331.24,342.85,347.03,350.49,360.27,355.81,359.59,350.98,352.55,344.04,343.24,,,,,,,359.01,356.13,347.76,349.24,350.16,347.29,349.85,347.07,349.06,352.80,352.98,,,,,,328.53,333.85,337.05,334.70,335.96,336.80,341.16,338.82,331.74,330.08,329.87,324.32,,,,,,,337.73,330.41,330.49,324.65,317.58,323.61,334.58,339.72,341.44,336.00,332.78,,,,,,,341.49,337.32,344.36,352.13,358.86,361.41,355.14,350.20,351.92,354.06,357.08,352.01,,,,,
2006-12-13 21:54:55+00:00,L5,282.64,283.11,285.97,297.13,296.62,306.59,306.06,326.10,317.21,312.85,309.67,312.74,309.54,312.67,318.11,319.42,317.26,312.04,306.98,302.60,302.81,295.09,296.34,308.66,307.91,298.53,297.97,302.33,311.41,310.29,321.33,328.71,323.42,317.19,318.30,320.39,312.61,309.83,313.05,318.41,322.68,336.85,335.11,339.81,336.59,317.81,315.55,317.62,318.67,320.82,314.83,305.89,308.31,311.58,307.70,308.35,302.44,293.89,293.77,316.21,314.63,304.91,303.69,301.07,296.90,304.85,302.63,301.62,301.73,291.79,290.13,292.57,303.33,302.11,301.28,303.97,299.20,293.04,314.07,316.10,302.28,295.26,288.17,290.71,304.24,312.31,308.70,304.48,284.66,285.28,288.34,295.48,303.71,306.69,298.10,291.98,290.22,332.28,343.92,340.16,320.11,312.13,313.15,308.28,311.11,317.78,321.24,324.36,329.09,325.40,339.85,345.82
2006-12-21 21:50:03+00:00,L7,,,,,,336.49,340.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.23,345.06,335.44,337.69,336.71,336.17,335.15,334.82,336.19,339.04,339.80,,,,,,,327.67,329.34,330.80,331.78,329.06,329.31,329.94,327.50,321.51,317.66,318.97,,,,,,,,326.39,324.52,321.37,312.94,316.83,330.98,336.23,331.98,329.44,324.07,,,,,,,315.40,328.44,334.58,342.71,349.96,355.03,339.82,337.55,337.05,335.98,343.07,334.06,,,,,
2007-01-05 22:00:52+00:00,L5,352.99,336.11,333.61,348.40,345.01,341.89,344.53,337.74,349.67,355.78,353.44,349.90,355.23,354.96,354.62,358.35,348.21,344.86,347.79,345.17,342.33,337.83,339.51,343.36,345.97,343.92,336.32,332.65,344.71,350.08,356.48,358.74,355.00,354.89,353.85,349.71,348.78,341.62,335.69,355.98,365.08,364.15,363.24,367.01,366.42,355.95,349.71,349.91,345.46,347.28,345.23,343.17,342.66,340.87,342.06,350.12,352.65,344.34,336.05,342.50,341.53,342.22,348.29,345.75,339.73,342.29,337.76,335.70,328.38,323.17,320.93,320.80,334.77,345.14,342.86,339.55,350.26,349.05,346.78,348.23,338.91,330.73,325.06,328.23,337.34,340.73,337.41,334.31,341.43,337.41,333.34,332.68,344.01,351.45,348.00,341.81,343.20,348.17,353.30,364.47,362.04,346.54,342.96,346.26,343.02,356.97,350.50,352.48,359.48,358.44,365.32,377.12
2007-01-06 21:50:04+00:00,L7,,,,,335.91,329.87,342.75,332.00,343.25,348.58,345.18,345.21,349.23,,,,,,,362.37,345.81,338.15,336.94,335.64,338.30,337.80,327.04,323.64,333.19,,,,,,,354.85,344.48,337.99,334.00,346.43,348.71,352.16,357.62,358.03,357.39,354.67,,,,,,,342.87,340.96,340.51,336.37,334.56,332.84,334.48,331.92,331.70,333.57,337.52,,,,,,330.71,322.24,318.73,320.66,323.14,328.01,329.88,329.52,336.25,333.56,334.28,333.17,,,,,,,337.03,331.89,327.02,325.58,318.26,322.70,333.94,337.18,337.55,332.64,336.85,,,,,,,344.89,342.45,344.67,342.09,335.46,344.31,347.15,352.65,363.37
