dates,nzd0204-0000,nzd0204-0001,nzd0204-0002,nzd0204-0003,nzd0204-0004,nzd0204-0005,nzd0204-0006,nzd0204-0007,nzd0204-0008,nzd0204-0009,nzd0204-0010,nzd0204-0011,nzd0204-0012,nzd0204-0013,nzd0204-0014,nzd0204-0015,nzd0204-0016,nzd0204-0017,nzd0204-0018,nzd0204-0019,nzd0204-0020,nzd0204-0021,nzd0204-0022,nzd0204-0023,nzd0204-0024,nzd0204-0025,nzd0204-0026,nzd0204-0027,nzd0204-0028,nzd0204-0029,nzd0204-0030,nzd0204-0031,nzd0204-0032,nzd0204-0033,nzd0204-0034,nzd0204-0035,nzd0204-0036,nzd0204-0037,nzd0204-0038,nzd0204-0039,nzd0204-0040,nzd0204-0041,nzd0204-0042,nzd0204-0043,nzd0204-0044,nzd0204-0045,nzd0204-0046,nzd0204-0047,nzd0204-0048,nzd0204-0049,nzd0204-0050,nzd0204-0051,nzd0204-0052,nzd0204-0053,nzd0204-0054,nzd0204-0055,nzd0204-0056,nzd0204-0057,nzd0204-0058,nzd0204-0059,nzd0204-0060,nzd0204-0061,nzd0204-0062,nzd0204-0063,nzd0204-0064,nzd0204-0065,nzd0204-0066,nzd0204-0067,nzd0204-0068,nzd0204-0069,nzd0204-0070,nzd0204-0071,nzd0204-0072,nzd0204-0073,nzd0204-0074,nzd0204-0075,nzd0204-0076,nzd0204-0077,nzd0204-0078,nzd0204-0079,nzd0204-0080,nzd0204-0081,nzd0204-0082,nzd0204-0083,nzd0204-0084,nzd0204-0085,nzd0204-0086,nzd0204-0087,nzd0204-0088,nzd0204-0089,nzd0204-0090,nzd0204-0091,nzd0204-0092,nzd0204-0093,nzd0204-0094,nzd0204-0095,nzd0204-0096,nzd0204-0097,nzd0204-0098,nzd0204-0099,nzd0204-0100,nzd0204-0101,nzd0204-0102,nzd0204-0103,nzd0204-0104,nzd0204-0105,nzd0204-0106,nzd0204-0107,nzd0204-0108,nzd0204-0109,nzd0204-0110,nzd0204-0111,satname
2000-05-26 21:51:48+00:00,334.96,317.65,314.70,320.38,309.06,314.96,317.01,317.88,324.40,323.68,318.75,317.39,318.96,321.05,325.26,329.44,334.98,338.90,339.09,338.24,337.54,337.97,340.21,339.54,339.85,336.62,334.26,345.00,346.73,350.37,357.03,359.63,355.55,353.06,348.31,346.23,341.65,331.84,340.43,349.40,356.05,355.75,354.86,352.86,348.48,343.17,338.98,341.77,343.97,345.36,344.47,345.76,346.87,343.34,338.95,336.70,333.23,330.60,328.69,327.79,326.20,327.18,327.49,329.38,334.81,339.09,340.77,339.14,336.85,338.08,330.85,327.66,326.96,326.98,326.69,324.68,329.80,332.04,334.25,336.40,336.32,332.59,327.15,329.29,337.28,340.59,340.85,340.92,342.33,345.96,344.51,341.57,343.11,345.15,346.41,349.33,356.87,359.34,364.72,373.21,378.44,380.27,382.48,392.74,402.15,400.67,385.75,375.99,369.86,368.37,370.29,377.13,L7
2000-07-29 21:51:02+00:00,338.92,320.33,319.91,323.35,312.01,319.32,320.31,323.44,329.21,330.01,322.64,321.13,323.13,325.06,328.85,333.71,339.15,343.72,341.88,340.55,338.43,338.71,341.44,340.79,343.61,340.80,339.31,345.81,347.64,350.85,357.38,359.15,356.25,352.98,351.02,349.40,343.44,333.80,342.27,356.64,359.87,360.51,358.64,355.40,351.71,345.84,342.23,345.63,347.45,349.30,346.42,349.11,348.57,344.41,340.91,339.45,335.32,332.35,329.17,329.19,328.93,329.08,329.85,331.38,334.63,339.56,342.39,338.58,336.25,339.81,336.46,329.43,330.42,329.80,329.17,328.77,335.78,338.88,339.94,341.89,338.63,335.22,331.99,331.09,342.00,342.07,346.35,347.20,345.37,348.64,347.70,344.88,346.14,348.97,348.94,353.79,360.50,361.06,367.12,374.37,380.76,382.81,386.41,394.93,405.00,403.07,387.42,378.56,372.77,371.30,370.61,377.88,L7
2000-08-05 21:57:08+00:00,336.37,318.48,318.72,321.18,310.01,319.21,318.95,323.00,329.10,329.81,322.42,319.91,321.93,323.85,327.84,332.57,338.89,343.17,341.08,339.46,337.45,336.74,340.28,339.70,342.34,335.96,334.86,341.03,344.41,347.83,354.84,356.82,354.58,350.79,349.39,347.73,341.08,330.30,341.58,356.81,359.94,360.77,359.22,355.15,351.58,345.04,341.34,344.32,346.53,348.56,345.55,347.96,346.51,341.77,338.16,337.22,333.51,329.81,326.88,326.82,326.64,326.69,327.79,329.38,331.92,337.15,340.61,335.37,333.75,337.30,334.86,327.14,328.48,327.99,327.94,327.40,335.14,338.32,338.32,339.27,334.95,331.12,327.98,327.05,339.47,339.72,344.35,344.90,342.71,345.97,345.00,343.18,345.10,348.30,348.64,353.74,359.45,360.09,365.57,371.27,377.76,379.43,384.60,394.29,403.95,400.18,383.50,375.58,369.61,368.82,367.58,374.13,L7
2000-08-14 21:50:56+00:00,334.91,316.88,317.20,319.85,307.86,318.48,317.37,321.91,328.27,329.21,322.34,319.31,320.91,323.22,327.71,332.10,338.62,343.20,341.17,338.77,337.04,336.15,339.71,339.06,341.44,335.02,333.24,339.55,342.46,346.53,353.35,355.58,353.30,349.54,348.24,346.99,340.24,329.93,341.62,355.96,358.87,360.28,359.15,354.83,351.51,344.85,340.81,344.30,346.12,347.04,344.39,346.47,345.26,340.95,336.91,336.24,332.95,329.24,325.71,325.62,325.49,325.82,326.72,328.56,330.74,335.82,339.06,333.30,332.22,336.50,333.64,325.69,327.04,325.89,326.75,327.50,334.82,337.32,337.99,338.10,333.06,330.12,327.62,326.07,338.60,339.49,344.23,344.54,342.48,344.82,343.65,342.09,343.75,347.60,347.61,351.93,358.25,359.21,363.93,369.42,375.50,377.84,384.21,394.06,403.89,399.95,383.31,375.23,369.28,367.69,366.22,371.55,L7
2000-09-15 21:50:25+00:00,334.23,315.89,316.01,317.86,307.37,319.50,317.40,322.76,328.99,329.83,323.33,320.48,321.81,323.79,327.67,332.88,339.25,343.72,341.81,338.65,337.56,336.72,340.27,339.67,342.20,333.91,330.76,337.52,341.18,345.41,350.84,354.21,351.90,348.40,347.53,346.61,338.73,324.37,341.15,355.73,357.81,360.15,358.99,354.49,351.16,344.48,340.20,344.17,346.01,346.33,343.58,344.97,343.07,338.90,334.86,334.87,331.51,328.01,324.74,324.68,324.42,323.47,326.00,327.03,329.20,334.70,338.28,330.75,329.82,335.23,332.21,323.77,325.83,323.89,324.63,326.49,333.55,337.29,338.31,338.97,331.84,328.51,326.24,325.34,337.70,339.40,343.36,343.74,341.05,342.83,341.91,341.00,342.54,346.70,346.96,351.69,357.59,357.84,363.53,367.45,373.89,375.96,384.83,394.36,403.92,401.38,384.34,375.25,368.52,366.54,363.22,366.08,L7
2000-10-17 21:50:01+00:00,332.28,315.33,314.39,315.89,306.60,318.69,316.57,320.94,328.09,328.57,321.92,319.84,320.91,322.71,327.26,331.55,338.35,342.32,341.67,338.96,339.07,337.07,340.00,339.20,342.12,333.85,327.86,334.19,338.10,342.44,348.45,352.56,350.24,347.37,347.12,346.43,339.14,324.91,340.31,355.14,356.63,359.11,357.35,352.50,349.98,343.30,339.35,342.56,344.73,344.93,341.43,344.13,342.29,338.79,333.30,331.94,329.09,325.71,322.06,322.74,322.86,321.51,324.23,325.93,328.58,334.07,336.64,329.32,328.33,332.80,330.79,322.00,324.19,321.80,323.65,324.91,331.58,335.72,336.08,337.75,330.79,327.71,325.10,324.69,338.53,340.55,343.60,342.94,340.39,342.14,341.39,339.59,341.38,345.33,345.66,350.38,356.85,358.73,360.60,363.03,370.18,374.48,383.45,393.42,401.98,402.20,384.45,375.26,367.92,365.27,360.34,361.99,L7
2001-01-05 21:50:16+00:00,335.92,317.40,315.71,315.98,310.38,321.11,317.86,320.89,326.94,329.98,325.25,322.63,322.16,323.86,329.14,332.72,339.53,343.57,342.69,341.05,343.42,340.73,343.01,340.85,343.31,334.65,328.83,331.18,337.13,341.46,347.81,350.93,349.91,347.65,348.56,347.65,340.45,328.72,340.28,356.52,355.58,358.88,356.90,351.67,349.90,342.91,340.31,342.87,343.32,343.35,340.46,343.64,340.85,336.44,332.67,330.51,327.94,324.76,321.87,322.16,323.03,321.64,324.87,325.74,328.22,332.49,334.92,327.86,326.59,331.57,331.90,322.22,324.85,321.37,323.81,326.28,333.16,337.36,338.04,336.88,329.42,326.59,324.48,324.82,339.39,341.89,346.25,344.23,338.62,339.16,338.61,337.57,341.97,343.98,345.10,351.14,357.58,358.71,359.60,362.41,367.82,374.07,383.69,392.23,398.85,401.20,387.31,378.32,367.23,359.90,353.07,353.11,L7
2001-03-10 21:50:10+00:00,338.27,318.53,313.87,317.77,315.76,323.49,323.50,318.56,325.71,328.17,326.84,325.73,324.01,324.18,328.81,333.33,338.26,341.12,343.10,345.40,348.50,345.90,344.21,341.58,342.23,334.97,324.19,329.98,337.60,341.94,348.79,353.17,350.88,349.48,347.58,346.28,341.24,333.12,342.14,350.78,355.29,355.90,354.25,351.49,349.23,343.61,340.85,340.83,341.95,342.23,341.40,342.41,341.01,337.81,333.25,328.31,325.92,325.27,325.55,324.49,323.50,322.93,327.09,327.67,331.42,334.39,333.45,333.05,330.25,328.82,328.72,326.94,327.16,325.36,326.99,324.47,328.22,333.09,333.52,334.37,333.08,327.77,321.65,330.34,340.62,345.50,342.39,339.60,337.06,337.72,337.31,336.61,342.30,342.85,347.19,351.89,359.55,363.76,362.68,366.64,370.89,374.90,379.92,386.97,389.64,394.29,386.18,376.42,364.85,353.91,350.51,350.65,L7
2001-06-21 21:55:29+00:00,340.47,316.33,314.78,320.95,314.61,324.61,325.67,321.26,324.72,330.47,330.83,328.32,322.62,322.33,327.50,330.39,335.84,342.62,342.62,344.26,347.97,346.32,343.02,337.88,337.14,332.96,328.10,333.65,341.80,344.97,350.30,348.17,346.89,348.55,345.55,344.47,340.58,329.09,339.28,351.40,355.86,353.78,353.30,352.05,349.12,343.38,339.32,340.56,342.79,341.72,340.43,342.03,341.81,335.79,332.94,329.91,328.79,325.99,326.71,323.75,323.32,326.04,328.18,329.01,333.15,333.50,333.61,336.79,330.92,328.38,329.58,329.86,330.09,329.11,329.80,325.22,326.72,327.00,331.68,334.61,332.92,326.43,321.62,329.37,337.94,341.00,340.64,339.08,335.56,335.11,335.06,338.63,342.60,342.14,345.38,349.10,359.97,363.53,365.57,368.16,370.94,375.51,376.61,380.24,382.95,385.03,375.75,367.73,360.01,348.74,345.07,347.01,L7
2001-06-30 21:49:12+00:00,340.47,320.44,319.97,323.06,323.45,329.50,327.33,324.24,328.47,333.20,334.00,331.84,326.83,326.75,330.47,333.44,338.93,345.42,348.33,346.50,349.12,349.59,346.51,340.14,339.79,333.45,329.99,337.50,343.98,348.94,354.77,350.57,348.94,353.25,348.12,346.93,342.96,329.09,343.40,356.04,360.15,359.58,354.51,353.34,352.45,348.84,341.31,343.04,346.62,345.53,344.34,347.15,346.73,339.62,336.61,334.41,332.98,329.06,329.08,325.79,328.08,327.89,329.23,331.95,337.17,336.38,337.69,341.32,333.89,332.80,332.38,335.07,331.66,335.89,331.50,327.98,329.11,330.78,338.44,341.48,339.16,330.06,324.18,332.82,343.28,343.06,342.55,340.33,338.69,337.72,337.78,346.30,347.94,348.06,348.23,352.91,365.22,367.53,369.98,372.21,376.90,380.99,383.71,386.43,387.09,388.40,378.57,368.91,360.91,350.38,347.79,351.52,L7
2001-09-09 21:54:36+00:00,334.31,320.56,321.73,326.15,325.84,329.09,328.66,329.44,332.63,335.14,336.78,335.13,328.89,329.60,331.97,334.90,340.96,346.47,352.26,347.99,345.71,347.89,344.52,338.61,340.26,337.92,327.06,340.57,344.63,353.04,357.36,348.87,346.59,352.91,347.04,346.99,342.98,320.89,348.40,360.38,365.21,364.65,355.92,353.42,353.78,350.59,341.27,345.54,349.09,348.83,348.41,350.84,350.22,343.46,341.81,338.91,333.13,327.22,326.20,326.01,330.36,329.64,330.77,336.49,341.15,339.66,341.52,340.28,334.54,335.17,335.37,340.38,335.88,341.16,334.80,330.28,329.02,330.16,339.22,346.84,344.92,334.64,327.55,333.76,344.70,345.06,343.07,340.49,342.29,341.02,341.18,352.15,350.23,350.95,347.58,351.46,364.18,366.17,368.37,369.81,376.27,380.52,384.32,385.48,385.17,383.98,374.21,366.50,353.72,346.16,345.87,352.16,L7
2001-10-20 21:48:09+00:00,334.31,320.56,321.73,326.15,325.84,329.09,328.66,329.44,332.63,331.08,331.90,329.98,324.87,324.42,329.03,330.95,337.26,343.29,347.80,344.77,342.90,344.55,342.50,337.06,338.39,335.83,326.20,337.11,341.72,348.86,354.34,348.87,346.59,352.91,347.04,346.99,342.98,320.89,348.40,360.38,365.21,364.65,355.92,353.42,353.78,350.59,341.27,345.54,349.09,348.83,348.41,350.84,350.22,343.46,341.81,338.91,333.13,327.22,326.20,326.01,330.36,329.64,330.77,336.49,338.52,336.30,337.88,337.12,332.71,333.19,334.12,335.30,332.33,334.38,330.80,327.43,326.73,326.18,333.56,340.17,340.53,331.80,324.49,328.06,337.52,340.39,339.06,337.20,338.66,338.60,338.33,347.04,347.37,346.72,345.03,348.24,358.25,361.47,363.76,364.64,370.17,374.05,377.64,380.26,381.26,379.68,371.33,363.54,351.81,344.21,342.51,349.10,L7
2001-11-05 21:48:14+00:00,332.01,318.69,317.36,321.94,320.57,324.90,325.26,325.53,328.61,328.21,328.58,326.85,323.40,322.92,327.82,329.70,335.90,341.48,345.84,343.06,341.58,342.82,340.80,335.99,336.52,335.36,324.33,334.40,340.34,346.46,352.32,347.93,345.86,349.25,345.35,344.10,339.06,318.42,343.43,355.59,361.24,360.95,354.57,351.03,349.03,344.70,337.51,341.06,344.69,345.12,344.76,346.78,346.88,340.80,338.57,336.03,330.25,324.01,322.77,322.03,326.08,326.66,327.68,332.34,335.02,333.24,335.24,335.11,331.52,330.96,333.17,332.76,330.32,331.47,328.97,325.77,325.89,324.54,331.07,336.66,337.39,330.56,323.14,325.34,334.34,338.06,337.23,335.80,337.65,337.46,337.18,344.69,345.14,344.41,344.04,346.08,354.43,358.40,360.42,361.22,366.50,369.98,374.45,378.07,379.87,378.00,369.91,362.10,351.01,343.22,341.20,348.70,L7
2002-01-24 21:48:42+00:00,332.43,316.58,313.54,319.56,311.09,317.93,321.02,317.46,325.00,324.10,321.79,321.46,320.01,320.43,325.33,327.38,333.78,338.32,340.18,340.86,338.68,339.07,337.45,335.58,336.06,338.27,328.72,332.34,339.92,343.79,350.76,351.41,347.22,345.67,344.12,342.91,337.42,321.62,341.18,350.29,360.15,361.42,360.50,354.78,347.62,339.15,335.84,338.65,338.92,341.13,342.09,342.49,345.33,341.54,338.76,334.86,327.24,321.11,320.96,322.80,324.66,327.49,329.41,330.20,331.95,332.91,333.52,330.81,331.29,329.91,332.28,329.06,328.65,326.29,328.21,326.13,327.02,326.62,329.52,333.58,335.57,330.56,323.39,321.92,327.66,335.40,336.83,336.39,338.32,340.89,340.03,342.84,345.57,344.68,344.18,345.04,346.46,351.27,354.19,354.94,356.99,360.93,367.07,369.25,372.81,372.86,368.48,362.46,349.58,343.84,342.86,350.03,L7
2002-01-31 21:54:50+00:00,331.20,314.48,311.25,318.22,309.59,317.27,319.33,316.85,323.95,323.05,321.72,320.50,319.23,319.23,324.51,326.58,332.71,337.53,340.26,339.86,339.18,339.36,337.82,335.27,335.13,337.09,326.22,330.79,338.78,342.59,349.53,350.11,347.09,345.10,343.93,342.32,337.15,321.11,337.98,348.43,358.04,359.70,359.06,352.54,346.04,337.13,334.13,336.80,336.12,340.56,340.28,340.80,342.87,339.75,337.60,332.72,325.74,321.42,321.00,321.62,322.18,324.47,327.12,328.66,331.22,332.69,333.00,330.51,330.57,328.84,330.63,327.06,327.34,324.91,328.16,325.44,326.07,325.05,329.17,332.88,334.17,329.84,322.49,321.25,327.34,334.94,336.21,335.79,337.63,340.11,339.91,342.68,345.57,344.15,342.71,344.13,345.86,350.55,353.27,355.17,356.86,360.02,366.26,368.77,373.18,373.59,369.17,362.37,350.50,346.19,345.54,351.46,L7
