,dates,per0155-0000,per0155-0001,per0155-0002,per0155-0003,per0155-0004,per0155-0005,per0155-0006,per0155-0007,per0155-0008,per0155-0009
0,1984-12-25 14:41:08+00:00,260.25276259352876,207.20202891659815,207.5401149975842,213.01819389972297,234.5069664484124,212.69965174177446,226.96878905191218,,225.99309123302598,196.53559072882004
1,1985-01-26 14:41:44+00:00,222.19013573998333,202.90234333546903,206.97841177073798,210.91730880772292,223.67576704047582,226.25957892021378,221.7762541514315,221.8503511589259,214.3139067256441,205.47967712501614
2,1986-04-03 14:36:38+00:00,,,,,,,,,,
3,1986-05-05 14:35:53+00:00,199.9168362627412,200.32558073265005,203.72247563365147,209.86608391514994,228.1236037653634,224.88446171663315,225.34122997878376,216.6878413093917,199.17242162295315,178.37811745812428
4,1986-08-09 14:32:48+00:00,,,,,,,,,,
5,1986-08-25 14:32:12+00:00,,,,,,,,,,
6,1986-09-10 14:31:38+00:00,,,,,,,,,,
7,1986-09-26 14:31:09+00:00,,,,,,,,,,
8,1986-10-12 14:30:38+00:00,,,,,,,,,,
9,1986-10-28 14:30:05+00:00,217.88909021356244,200.4330427514473,198.35679722546303,200.2112430528729,209.10168381311794,205.28867594630117,205.7896334497196,209.07019059733997,203.70614984394868,193.73521520883625
10,1986-12-15 14:29:44+00:00,231.0341214460856,203.60398447213086,195.64332383834295,195.41130804088323,205.74259504501865,201.00064787379333,198.5338349045277,199.48673419770165,196.94580134159176,195.44302504278681
11,1986-12-31 14:30:37+00:00,193.57987796814473,184.60870549686257,197.0605630136098,196.88598394719344,209.05988375273168,212.15937823331845,217.76921072088462,226.40382931965073,211.34846822362007,200.23720207956464
12,1987-02-01 14:31:12+00:00,,,,,,,,,,
13,1987-03-05 14:32:27+00:00,213.40801577724082,199.25700860030258,196.76869777166556,204.31127640095835,226.37504791847192,223.54484180778812,219.67319121594622,221.10869072312238,219.16082514032578,210.68798329080582
14,1987-04-06 14:33:36+00:00,203.65596958990025,193.21268628726287,193.497244855845,199.31317270270168,210.59980772028408,205.60018332667278,204.06595906700286,206.51144418614743,207.04668034769387,198.6047418198823
15,1987-05-24 14:35:24+00:00,210.54955712717495,192.57173127753515,190.9944987148907,191.3252565624626,204.20063278619074,211.37718936664152,210.81966620094923,218.5844780014504,211.92450951240176,200.01793107744385
16,1987-06-09 14:35:23+00:00,,,,,,,,,,
17,1987-07-27 14:36:25+00:00,,,,,,,,,,
18,1987-12-18 14:39:56+00:00,208.26821123140675,190.02821823627283,191.59248534209993,194.10115520927582,210.1537941346009,208.1847325610592,216.19301844873897,217.14005600330688,214.90271158009315,209.42834707031386
19,1988-01-03 14:39:48+00:00,216.28062718235688,201.7062736926488,202.38025299129734,196.57710668284662,215.0257698533653,236.86463648605587,223.25797356475783,216.92979850733937,214.6332437042231,208.18586106611653
20,1988-02-04 14:40:48+00:00,210.32442573668112,200.82897192801465,201.9997159863458,203.3291961377214,199.4067441726952,225.89912477619177,224.54597668305604,219.20527502589653,208.27476668414607,202.76343226055263
21,1988-03-07 14:40:48+00:00,,241.78400102988434,160.9074094169102,181.04142672743137,,,,,197.84818019468244,166.2071696193961
22,1988-03-23 14:41:20+00:00,207.18841740195012,193.0827178190222,200.64389868861153,201.23748694512528,208.78285382358814,213.65781051911128,215.43279352754993,213.68840291721762,216.43343493657335,203.94848253837716
23,1988-04-08 14:41:02+00:00,209.77319394519392,196.77399172501987,201.2561287193379,204.44930132099594,215.45384981142593,221.93039862043094,219.32939293871644,220.5382750961898,221.52458173833762,212.30767973328878
24,1988-04-24 14:41:31+00:00,185.9267438908588,167.95503737379912,170.1379671155193,172.41707474622714,183.84957728061352,191.97776178372482,195.22456052806936,199.75900020618207,198.3560563675341,187.13292750147988
25,1988-05-10 14:41:17+00:00,,,,,,,,,,
26,1988-06-11 14:41:30+00:00,,,,,,,,,,
27,1988-06-27 14:41:35+00:00,,,,,,,,,,
28,1988-09-15 14:41:41+00:00,,,,,,,,,,
29,1988-11-02 14:41:33+00:00,214.54870908566255,194.60993104856178,192.00293823594714,196.31223409214465,209.03493709561076,207.58078808917335,200.86214893478066,208.21630386640248,216.376474946462,223.24349041640176
30,1988-12-20 14:41:16+00:00,,,,,,,,,,
31,1989-03-10 14:40:26+00:00,191.81495753343174,170.65944068384442,174.5084831786159,181.43689099674296,185.18324753278398,192.583473094587,190.83193399747947,199.8826593087855,194.37261569558893,182.14352272181023
32,1989-04-27 14:39:44+00:00,,,,,,,,,,
33,1989-05-13 14:39:30+00:00,204.15640924366534,190.04110673438782,196.78078239290593,197.216468459365,217.12439313017532,211.18124275558324,214.61141439980818,214.78792272529557,198.36177204427025,185.29917844977945
34,1989-06-14 14:38:51+00:00,,,,,,,,,,
35,1989-07-16 14:38:17+00:00,,,,,,,,,,
36,1989-12-07 14:34:35+00:00,218.416100291247,200.35934337420198,203.71043412191872,201.49214528388882,214.84466503854281,214.15859893827525,213.8312870225405,216.46274709583136,209.9906597074744,200.36338785505995
37,1990-01-24 14:33:08+00:00,,,,222.90122963620382,,219.61318887435053,,,,
38,1990-02-09 14:32:37+00:00,204.8036372912032,195.82255163233896,190.74538306017303,190.91984104702235,206.2538450770308,198.95525486655663,201.91030963135879,197.95030963652385,194.34007147756668,197.87097452402688
39,1990-02-25 14:32:08+00:00,202.8720553203011,189.66323869572574,196.1342105750755,188.1098750251826,204.29268536971253,197.51704571826568,194.8653537337417,204.66582894143986,184.4558229565283,
40,1990-03-13 14:31:33+00:00,200.72589613755076,194.3518598268721,199.08498278689328,195.24361104178828,206.76224655479933,208.48940359609443,220.28002415627535,241.86430796436773,233.80027957679243,190.2312350550958
41,1990-03-29 14:31:02+00:00,208.61860402023115,197.12821260325208,202.49160298881503,204.37249997211936,208.38506568306246,203.96099036052178,203.6200753868247,211.85656908790128,216.4117798794201,217.9646920020785
42,1990-04-14 14:31:34+00:00,214.7557878591256,194.89526795616695,197.83316910087657,194.27882409915904,202.05983636868123,209.28313553540337,203.77320816220976,217.0380499317954,221.26010622553673,223.3551846598833
43,1990-04-30 14:31:01+00:00,218.60895824052736,198.68613203168425,200.5904986568948,198.3266517260608,207.15360633872797,213.45769600007387,201.7707604899068,206.2273793972822,212.34646838944872,209.85190035621522
44,1990-05-16 14:31:13+00:00,,,,,,,,,246.00781765291933,
45,1990-07-03 14:31:05+00:00,,,,,,,,,,
46,1990-08-20 14:30:53+00:00,,,,,,,,,,
47,1991-01-27 14:31:30+00:00,,,,,,,,,,201.99461595578742
48,1991-02-12 14:31:42+00:00,,,,,,,,,,
49,1991-04-01 14:32:59+00:00,,,,,192.43987639796478,192.69516225296297,169.51090032653312,224.00396340190505,215.37201645312186,207.94160580208788
50,1991-04-17 14:32:53+00:00,,,,,,,,,,
51,1991-05-19 14:33:26+00:00,,,,,,,,,,
52,1991-06-04 14:33:43+00:00,,,,,,,,,,
53,1991-07-06 14:34:09+00:00,,,,,,,203.43319044656735,,,
