,dates,chi0481-0000,chi0481-0001,chi0481-0002,chi0481-0003,chi0481-0004,chi0481-0005,chi0481-0006,chi0481-0007,chi0481-0008,chi0481-0009,chi0481-0010,chi0481-0011,chi0481-0012,chi0481-0013,chi0481-0014,chi0481-0015,chi0481-0016,chi0481-0017,chi0481-0018,chi0481-0019,chi0481-0020,chi0481-0021,chi0481-0022,chi0481-0023,chi0481-0024,chi0481-0025,chi0481-0026,chi0481-0027,chi0481-0028,chi0481-0029,chi0481-0030,chi0481-0031,chi0481-0032,chi0481-0033,chi0481-0034,chi0481-0035,chi0481-0036,chi0481-0037,chi0481-0038,chi0481-0039,chi0481-0040,chi0481-0041,chi0481-0042,chi0481-0043,chi0481-0044,chi0481-0045,chi0481-0046,chi0481-0047,chi0481-0048,chi0481-0049,chi0481-0050,chi0481-0051,chi0481-0052,chi0481-0053,chi0481-0054,chi0481-0055,chi0481-0056,chi0481-0057,chi0481-0058,chi0481-0059,chi0481-0060,chi0481-0061,chi0481-0062,chi0481-0063,chi0481-0064,chi0481-0065,chi0481-0066,chi0481-0067,chi0481-0068,chi0481-0069,chi0481-0070,chi0481-0071,chi0481-0072,chi0481-0073,chi0481-0074,chi0481-0075,chi0481-0076,chi0481-0077,chi0481-0078,chi0481-0079,chi0481-0080,chi0481-0081,chi0481-0082,chi0481-0083,chi0481-0084,chi0481-0085,chi0481-0086,chi0481-0087,chi0481-0088,chi0481-0089,chi0481-0090,chi0481-0091,chi0481-0092,chi0481-0093,chi0481-0094
0,1984-07-08 14:10:01+00:00,160.25122909612543,151.7513211113569,154.74277691691984,151.10409011939146,157.62749922415077,156.3809284339396,151.23234258216561,132.90149898602172,133.51821238398196,,136.09424573505498,151.2609633670509,164.2931926765052,170.8744457964599,159.99993671445816,148.49504642944189,141.12137332943877,142.6079074753952,154.60739927908023,142.15228513034154,141.41682231459475,146.88741800830144,146.3160017796629,138.5757403832095,154.066558674257,151.71671653039635,155.48862561865405,147.77525648758893,,,,,,,,152.1458377739253,183.8642266401647,184.82718948666647,,,,,,133.46585964153527,144.8727867192859,131.5550214433452,131.51405975559317,132.01764390750327,125.80017594340299,126.33353519838124,131.90044444493117,135.03635458508126,142.13596236756783,139.9193521867437,141.02107849665984,149.7014242207998,,,,,,,,,,147.08551969811344,148.97809850789528,143.10227095722328,139.16301940612075,138.80117756606143,135.3563674265867,133.67897319576932,137.29273425983698,138.9709693550212,136.30674281026913,133.66672775390455,132.97747188737827,142.02123903189627,138.4318798241311,124.00600643476947,113.6890708493939,127.93607539820948,129.76421856331655,135.6818191047573,123.15176387632337,117.99048145693473,,115.70002524866399,123.22095813154353,115.90917568385485,117.66338452692136,111.45332902325048,,,
1,1985-01-25 14:05:39+00:00,182.46531177463592,174.6642001131874,168.44863125813055,160.95817157212784,157.86012394262858,169.39071416444955,160.79762596905954,143.472703303146,149.85232681695734,162.78559624961076,156.90370716066082,172.0820232418974,186.31714056748356,195.47867136051175,175.2669342262863,162.28819946601294,163.63781759963413,149.20090743920792,149.49582901900084,158.35294337201313,149.10080733528935,166.90794776736035,168.90337359685935,166.26182033056224,154.9870982298666,181.23130014751786,165.40254602445304,161.50058861335654,149.52169120296531,146.99336240893143,,,187.4812818964441,184.20214238079885,170.7807808166933,180.07199371267387,202.43788383553434,199.64496435631239,188.66076163943876,183.32162300119913,172.47037008857035,153.59766898317866,145.9275591059217,151.7548801565073,150.86336409549918,144.21358609963232,142.46278130463742,126.60375303217137,131.7180772819553,148.06067873524114,155.48027160016585,149.03249894945557,149.5208018218578,162.55075550344276,165.41538039802327,165.8907150124312,171.08292717682957,170.30065753490797,166.8131023227691,163.77043744135702,179.87220292378248,167.4759362241556,159.833307766229,159.6754121215058,156.70608643956763,154.08789505259048,148.2714380707988,146.16503995679184,144.6109957042728,148.34427345887818,145.82312793416418,153.94727637849854,157.14104892680106,159.1020618712418,154.8163060283,150.17505799940284,151.08812980844033,145.53723874927135,139.57786475752715,139.248699265568,137.71189944397554,135.64445243405459,146.36490380965645,147.6770534517915,139.2250221887412,129.2537540474651,127.44979343104758,141.68970293327214,136.84768976451554,131.414285782171,132.16187676911707,119.73734740341375,123.72107743110519,128.60436793923338,117.54160004816758
2,1986-02-04 14:08:23+00:00,157.13408677633103,194.16245707646473,206.57296367476462,204.33194297599178,,216.30627058935252,203.40295658999722,189.62813538927227,172.52093739012207,176.93285430462055,181.20846689429737,182.9931172012592,200.57948192047343,210.3452614183488,195.99055558298446,177.54111550134337,166.7385014064222,162.82737947386602,172.75212383244516,182.49102702299655,177.8509377606133,176.05317774241303,190.04348102449805,197.21851581513644,181.7207743585219,185.71021666865025,188.69519749539478,176.39579227102166,171.3386741175062,178.64678618275275,170.5457145724611,166.82451243579752,173.97693313978968,174.06402931777095,176.9235588927874,186.215667628356,196.5427078530028,214.6632427569162,207.55310319377358,197.78438373502453,182.35834714373263,157.83111095814817,143.93440358448382,130.6865955493902,126.24444007040428,134.6760221187744,139.31795034538632,139.6982647404833,138.78019957241864,140.12715258411257,147.4139222300959,145.28604684726037,155.91187799871435,166.9272192388103,160.58952641096104,157.03755721297307,157.69469058728467,174.21847050099373,177.06700769508188,168.90750544701245,162.2237209222159,153.00506024936965,150.98443632464472,168.5509388834597,171.55979446008953,172.382807354799,159.35690911271334,148.53982931761448,181.61049927720208,178.92494318158867,152.65066620622125,142.4637484885823,151.70926456816645,155.17865517928493,165.33674087165602,164.0892690530496,165.1991421817769,151.6087726030879,156.29981768349995,166.80340307838316,164.71227189089475,173.7430914358084,169.89101130401394,149.99048469782204,128.17586380202354,130.01871674392257,138.17176483389312,137.84043290418145,140.41286717241974,148.32267421617075,128.90747027266025,120.02179628618829,126.84656515734108,128.00593804286925,104.5521041063194
3,1986-08-15 14:03:05+00:00,186.37205018950812,173.3153185339226,171.4205211781426,165.65309495666102,169.70469750766523,188.58762697084995,172.52415885491698,166.9586587329041,151.4346471245541,160.9994381907022,150.14281972904098,160.1767403643628,,189.09156403720954,175.45862138687542,162.5365082989304,155.34765116178824,159.03409932262676,161.50197656439377,164.59080088439194,170.54673483390357,161.04355776163555,163.67855074777844,,170.86397626786666,176.86553669608085,162.88155707675867,156.61251322494238,145.04158753938205,146.6551801622889,166.53030352230994,159.85738691552933,167.93584506174773,171.5506971087358,185.9859971161286,177.3941610113276,198.65525128541498,207.86680883317567,177.7410182406455,184.21606107445268,165.36338394004986,145.1015057324494,140.52261199816115,149.64813753129704,156.9655622074789,132.99412129747537,134.06539554993054,150.06139940112914,157.00317171927338,149.97323121134554,153.41726091607384,149.29941242469016,161.98949831032937,167.86053729509047,171.85295021616827,174.17048879124576,170.48198666557343,179.23868516440797,175.12468421626465,152.19511421380193,145.2240805514914,174.8399278511501,186.20707380142198,182.77420326874562,164.29449570198204,166.09280903669958,163.25449575214003,165.49363558176364,163.77834161134754,153.40686406254943,149.9845712536148,158.64329862220393,160.6109143164877,156.64035733617862,152.07485286682902,164.5232613894577,151.72612897588823,142.48658790977603,144.6602141912678,157.31411425000746,157.77789593748983,150.39827136855354,146.7875484590969,146.6914939769319,149.4211553856056,145.08607375857832,136.92885157837702,134.5513151199747,139.43268879710763,142.2713352376655,153.15668825348388,155.726281555496,117.67951640446793,95.34671060440836,99.19922706345704
4,1986-09-25 13:55:30+00:00,214.53295909940516,206.91146778790267,193.5758996895079,198.30158061810243,203.8741486732386,221.06186182869152,209.84190118319552,203.21279495426975,191.42936743253512,180.55644276037992,184.01434203172192,173.11916612211886,199.93922122183173,227.06346160404087,200.60985654749481,189.5509259060809,194.79621950747884,203.55820464916212,197.21234685267578,198.5868577136904,200.94301104519457,209.8898910403995,199.14332567886544,201.23821287835125,214.5137323048722,218.83880202476794,198.79508774452552,193.68630861298095,185.9753145494291,192.83278797881772,193.63075257360018,,213.56681752750973,202.71576489946176,206.78201481311214,218.70751139256888,232.2155711161741,231.83234322785285,213.6368920369114,204.9244098343887,205.02981971171403,195.0919532411608,186.96247030337693,181.34381562820275,181.38547454569917,179.28530421286627,173.70122042481364,175.0808851233686,185.92542813191812,177.57410426932955,182.49166957450527,184.7486621645143,183.9979958193405,181.9170241075763,198.8865522488974,204.70712389169327,201.86325783401665,192.7206549682946,194.28963658430362,200.32844134236507,205.89970919829247,195.28391812560432,184.7295916117672,198.3059472693947,197.3735681199045,204.2220238037777,194.1349013160396,179.13358997927,179.70836841899035,194.23390608834865,194.13024380657592,191.793608157311,190.3646616389811,195.7835198739837,196.05852195666233,,,192.84373881929676,182.19800642361434,178.2844641586128,176.16464245590083,174.24542652907994,180.87392687506312,179.62911407854529,177.77956299039909,165.2574475982981,152.815204902582,156.83391485724573,157.2227780917855,163.81085204230388,172.33936781188828,164.20829152548583,158.88312304816228,134.11735906529435,118.51219695882824
5,1986-11-12 13:53:50+00:00,197.3018565948486,193.76871671124368,178.0102874047882,181.6522743818469,195.09595382616266,212.08270970528315,197.66017272085224,183.03907438417994,187.60385659631586,167.41311540041264,163.28573493993557,173.98825895472018,176.94550668282008,203.13379646741598,192.59684367770484,181.67928947829725,186.0577355308288,176.78487644351972,183.56031568307245,184.65867868830054,177.78562402569742,186.20148325051605,180.4688707099515,180.17578273673834,188.0748816583963,196.35896424970406,183.4069787659037,173.84999983891336,171.5200291483369,160.8732645474926,152.74316968469267,159.31566558152895,187.62523599035018,190.04141602900975,199.67611620668674,207.38061622845498,216.81637569382707,213.5218989264814,205.81140298026858,200.7448298766512,180.68379438260064,168.45782522180664,178.4753945905524,164.3897099973451,172.35660105053992,170.76907470074724,170.23460060590511,162.78301574040628,155.60424210322327,167.4052458558444,163.61286541492615,171.12446591666964,162.53597276709405,167.97411852209189,181.04086168834417,194.2543739162908,196.05290822417714,183.05619417012292,182.25214474462692,182.1179212316611,181.1766310509274,176.84587700691327,177.1522864404514,178.3583651284018,179.36189555640954,181.7354284482982,176.10853019932952,179.78293781909812,183.47807816834973,174.1715264229277,172.95335734799144,173.0667661452342,175.84694560836255,171.38325287940316,170.68199118040093,166.1804098885782,172.40620844111132,181.71179324367364,178.76287679091934,165.26497376785963,159.5333945972662,169.89110501741743,170.61914140896326,168.97788030106454,159.15028442003984,159.41034300085173,152.4517427331014,150.45531498461182,170.03748696476467,171.70934042044814,158.50554262474526,141.53494760807905,141.94492742446275,151.8893175585733,145.2967400868859
6,1986-12-21 14:00:25+00:00,194.4198871703531,192.5293723227413,179.00937088185248,173.7357014067208,181.7006445375096,195.62807444028292,182.30769154211984,171.52680801188635,165.73155546526138,151.0727893393773,152.2213163820464,163.22822439209742,160.12640763835242,187.49958182833535,166.10219566162033,156.4357688538867,163.04405308192565,163.43211663642154,159.5296353139898,161.63619002971976,162.44940784052554,171.41155164284106,168.1652847061737,160.80245997416074,168.72797718074895,185.73753624590583,174.4935064592169,156.57707196875162,153.55449113373808,161.83327282386725,153.07436879557747,145.46997248927772,155.28196019713593,171.34004518929905,183.63357453036332,193.796644452259,204.28310724699517,198.42346036593887,169.714346620812,183.66571866963764,174.18215419062906,153.6325290723348,150.47197373742108,157.75450489181856,159.53324399599455,142.65531747971752,138.7399839295638,145.22664947210438,144.73722933686443,143.00873876840555,144.04465131450542,152.50621499191172,142.72778731324144,144.8596257880067,165.09588986911706,172.25454380763932,181.4273130782029,168.34788184137798,150.9677448135648,164.36246327828243,158.9644582736941,158.45675936489258,161.68336860302105,162.4596661646133,162.01590229457395,150.74684707685643,147.59761094901862,159.85234059955695,167.43958054871794,164.76668965153706,163.49903813802905,149.01864808061364,156.23866822614892,147.94853167662657,152.5836911743416,162.97716400008122,165.7607530014263,158.2323641810367,162.74318485255498,159.78223077816222,145.49558021967826,131.67711868767714,129.0741244418062,139.73515185990564,159.70884340705382,164.30959956904246,134.44142048538842,135.16924083893224,140.04604376901818,150.91068278973987,128.26943805722445,128.62112481542664,135.63446947375957,127.17912817534032,137.8986853842228
7,1986-12-30 13:54:30+00:00,214.29039230209244,209.21598943411234,197.16576037164108,202.32238165898005,214.80712541261948,230.56611583272385,222.11883166214176,205.89029753996337,198.4691615075641,193.47434609436448,201.22315979436695,199.16748787576606,199.66871426692364,225.07705503770288,196.03233754327223,191.0592868214496,195.95363150463322,196.89257238514034,206.76118830281325,201.80500426902037,200.2746826529964,209.45097547637187,210.97484531824088,204.21858175389568,210.49139909161946,215.7268716541736,207.59252660488963,201.13332321603002,186.0437677624519,192.67662816403728,193.36150594761395,192.5894559560659,187.26598283952967,210.69834954459068,219.84654954963784,232.80872561668562,230.27084635594292,232.84290764421513,218.85305948637605,208.43531784350145,214.7416209619766,201.10724519713074,189.90689086783954,191.962872724512,193.57880856359148,172.10270275581078,160.3308810575583,169.12598088235345,189.27117742979587,186.2472688998126,183.47947827514642,184.70020637588902,183.17115032838805,178.54744730164074,189.64782007073148,199.7761942965629,206.84417675746386,197.00947557203963,175.46447124034697,200.03594932812015,203.26235659943464,188.69295222466198,187.79859581854038,197.98023806524088,193.80267877924322,193.39891514373124,183.32702258723685,179.21632573023737,194.64070373516185,201.0898433816977,202.48700334278087,190.01058622825508,181.9704456856934,182.632664044803,173.24263190857334,190.5161268437382,194.89201262161686,181.17042665439703,175.83853672463786,188.7540555587541,184.01151991735637,184.16864748410558,161.92196667154445,164.91938345871412,183.26379546310685,196.7553082248627,180.27518928332105,167.22958438195423,164.33455702182783,173.5540745121634,161.2067156964195,152.5079420071063,164.22610037932085,159.89633520673215,157.4815097252231
8,1987-01-06 14:00:54+00:00,190.6277297911269,192.72339244269938,188.9742352714465,177.5129267350382,187.64869009163957,195.2807694588672,184.68456779350728,164.9630711702272,162.86758648107158,150.57993135108867,151.61510715984068,156.15582203771464,168.4957334320339,190.1899871525034,179.52141505169755,157.1926054319764,161.66152728172403,162.9552093071813,160.536897688356,176.83188384453098,168.00245318830727,167.1877905709963,167.45820796163494,161.5400180960577,171.55649341081556,177.33793000372532,174.33848520394844,168.26141152071227,156.62569820066062,150.05664856658834,160.29477629136397,161.2516673864103,157.7863017969221,172.6351163255477,196.68640685808307,194.54722892279503,199.5586754466325,196.53819962809203,186.9957725080803,167.45561362717999,174.73025428243912,166.84462736521775,156.83795057740244,160.78482676635386,161.74041615168198,129.71999359129103,124.56871179092734,138.5853494020571,150.33876510855316,151.77925029280192,151.17373802372384,148.87003244740657,145.22082305153558,148.00746215782289,161.89884755288395,174.50661492387374,176.34069823953362,168.19260450650367,150.77126816090978,168.2299879960643,161.42772437876138,154.81100833658883,149.0256924579121,161.72113754888983,164.32280305950695,154.11058729688793,151.63675115559428,143.37693632153255,164.59434459544164,171.96260754787997,165.60611869933913,156.99069375909173,150.7723628585617,152.61244342541505,149.78315869401115,150.04843716028805,154.84464704643625,152.78438479775969,159.99614223578882,168.58931861066156,157.45236151934677,151.23552742880318,119.2804242643228,129.00494725368728,143.99001156269273,157.7323019482367,145.87656347640393,138.99394338817268,133.16421724988757,135.05915865531142,126.3087011186061,123.86748394258215,132.6132168024951,122.88259597607411,125.74428333641397
9,1987-01-15 13:54:59+00:00,222.78095936900345,212.84593204872905,209.48871587719034,207.63905514743198,214.23684472636987,226.40428409768072,216.6296215417157,198.48687627249342,189.61048159637122,190.2500821127807,186.52902635313194,192.61521579432574,196.78637588520886,217.49932014391396,203.21971746843187,191.55428839021428,184.16916722559623,186.49479896493312,191.391068286671,186.4966464009507,195.51025603932553,203.46316650424663,193.48863398725533,201.49282718474782,207.49904350668578,220.88040274805843,199.4437407484289,188.56307792782874,185.3147512983284,176.941708534858,187.44077935122326,194.0029124016722,187.3974620138286,194.63666896051416,212.18365796248153,224.78828559060167,227.1433852448279,218.06167978162273,212.90624101128387,195.28339181506578,191.54209701269207,192.51897702879444,178.37404979488025,179.61025633158386,194.0679987620362,170.47692796752978,146.11029858850614,159.5232572948401,174.27843333297125,183.73110760237168,175.39420646266987,178.38578788391436,174.80007942302655,162.93616410758557,183.04266026589167,198.8175112836367,204.55660875210862,189.3031133540285,184.11605710142757,186.32860819896734,186.5006697449683,178.58184289903406,170.46919285802917,167.05832713889708,170.6697218062733,186.87813917849883,193.92919748559518,182.19955748003912,188.17317690335318,197.61983484858348,188.45633893944554,182.41917141410238,178.5010033356755,178.0414394472623,177.56690473430905,174.74802278767788,170.9514593283733,175.63839143479294,176.77272216914915,182.5655114581762,179.75455279601243,172.0871152415681,155.80933844919264,148.23960474941867,161.52733798075965,174.7126877781729,164.99526891806119,162.93907652962454,162.40195192885696,161.503207442989,153.32016758501462,150.12738731828077,152.45379077941905,151.20168651559328,131.8802636763433
