dates,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086,satname
2000-12-18 22:05:01+00:00,324.64,353.86,358.01,357.42,356.42,364.39,360.51,352.63,350.20,350.53,346.52,341.10,334.14,329.28,333.40,335.59,339.95,350.10,349.71,344.65,342.90,344.54,344.67,336.24,338.74,336.35,332.61,335.07,336.40,343.62,350.07,336.37,333.73,340.37,331.28,324.36,328.44,330.37,323.91,324.57,328.11,328.33,339.10,345.81,351.96,346.52,336.10,350.74,345.10,337.24,322.61,314.17,324.14,348.27,353.35,366.36,359.92,364.83,370.80,377.27,371.91,368.21,366.39,365.97,372.46,375.40,377.59,369.18,369.73,370.18,367.23,365.86,366.00,372.96,368.85,366.87,361.30,358.48,359.25,362.42,360.44,360.90,361.97,362.13,363.71,363.08,357.72,L7
2001-01-03 22:05:00+00:00,325.77,351.63,356.81,354.69,354.77,362.14,357.01,349.71,348.27,348.60,344.25,339.29,331.98,327.48,329.63,333.21,339.60,351.15,351.25,345.38,342.14,344.12,344.22,335.87,337.57,338.54,332.09,333.84,335.57,342.06,349.03,335.12,333.31,340.10,330.67,323.46,327.53,329.57,322.83,324.08,327.61,326.96,336.93,343.82,349.46,344.01,333.37,348.46,342.44,335.04,321.22,312.80,322.00,346.61,351.67,365.06,357.86,362.98,369.11,375.84,370.39,366.14,364.37,364.52,369.74,373.41,375.58,367.33,367.18,367.97,365.00,363.78,364.04,371.55,367.41,364.86,359.86,356.77,358.84,360.45,361.00,359.10,360.52,359.03,362.09,362.97,355.85,L7
2001-02-20 22:05:00+00:00,335.61,355.93,357.54,354.00,354.14,360.12,356.06,349.31,347.69,346.86,342.86,336.81,329.97,324.76,331.60,334.12,341.57,355.94,356.65,349.26,345.16,345.59,346.54,342.11,344.66,350.34,341.11,337.38,334.70,341.84,346.58,337.19,332.84,342.58,333.02,327.57,328.46,330.07,325.65,326.05,331.44,329.43,341.44,351.86,356.15,348.87,333.54,346.36,344.48,339.98,325.72,313.75,322.69,347.86,357.14,369.85,362.49,365.80,368.75,373.79,367.63,364.54,364.78,367.28,373.09,372.63,376.73,369.69,368.19,367.94,365.20,365.60,361.49,372.01,368.52,367.19,361.49,354.14,359.74,359.34,362.10,360.96,360.53,358.12,363.06,362.19,353.82,L7
2001-03-08 22:04:56+00:00,335.61,362.48,368.12,369.66,365.81,370.06,364.82,354.53,351.69,351.47,347.51,342.46,335.80,329.11,335.76,338.06,344.75,357.06,359.57,352.23,347.71,347.42,348.45,343.31,345.19,350.85,339.87,338.80,336.98,344.32,349.68,338.75,336.40,342.90,334.21,326.45,329.16,331.86,326.95,327.96,331.20,332.20,344.26,352.79,361.81,348.87,337.50,351.91,347.69,345.85,330.06,316.60,328.05,353.20,361.03,370.78,363.88,367.20,370.89,375.66,372.30,369.96,367.85,372.57,377.96,377.32,378.35,370.20,368.24,369.34,367.10,367.53,364.94,372.69,371.16,370.13,368.82,362.47,363.46,362.36,365.73,366.80,364.15,360.83,368.61,367.66,356.37,L7
2001-04-09 22:04:41+00:00,339.86,358.72,360.91,365.00,359.13,364.04,359.18,349.99,347.54,347.68,348.03,341.89,336.11,331.04,331.85,338.92,343.05,352.82,354.92,349.89,345.46,344.07,341.27,343.57,343.59,349.36,337.75,341.12,338.02,343.12,349.34,338.66,341.66,342.32,333.52,325.31,328.95,333.27,328.25,328.54,329.16,331.53,345.18,352.27,365.98,346.70,338.15,353.48,348.30,348.04,324.49,319.33,330.13,354.82,361.34,370.92,363.84,367.54,369.47,376.08,374.47,371.35,367.10,373.08,378.68,375.24,371.49,366.50,365.12,365.12,363.54,364.00,363.41,367.38,366.86,363.94,364.40,362.52,361.60,361.05,365.14,363.77,363.07,359.15,365.86,367.04,352.08,L7
2001-07-14 22:03:57+00:00,351.38,355.68,357.51,362.11,356.52,361.46,357.22,348.28,345.99,347.36,346.73,340.30,334.07,326.10,333.89,339.62,342.92,350.99,352.57,346.87,343.37,341.59,338.60,340.59,338.67,338.41,337.38,330.49,335.83,341.69,346.25,332.59,332.10,336.94,329.40,319.50,325.45,327.15,318.04,319.98,325.19,328.93,342.84,351.97,359.24,339.28,336.82,356.23,351.71,350.58,326.44,322.53,333.57,353.64,360.28,368.76,364.42,367.81,373.20,376.37,377.64,374.86,372.49,379.27,381.77,374.65,369.31,363.54,365.39,365.79,365.75,364.28,368.09,370.60,370.80,367.14,366.50,366.01,361.70,361.24,363.03,364.48,365.59,359.13,365.87,366.64,351.80,L7
2001-08-15 22:03:26+00:00,342.26,355.68,356.92,360.13,354.79,360.71,357.52,348.48,347.01,348.39,347.10,340.51,333.54,326.07,335.21,340.47,341.85,350.41,352.80,347.77,343.94,343.13,340.31,340.20,338.81,338.09,338.81,333.36,335.95,344.10,346.91,334.33,334.37,337.26,330.85,322.13,325.54,327.99,321.56,324.73,325.91,328.86,341.08,351.33,357.55,340.20,336.53,354.68,351.39,349.94,327.81,322.49,333.98,353.79,359.35,368.63,364.88,367.74,372.37,376.20,377.04,373.89,370.87,376.18,379.44,375.02,370.95,365.61,367.30,365.94,364.70,363.26,366.88,370.37,369.67,367.49,365.67,365.51,361.46,362.10,363.00,364.43,365.65,359.38,365.43,364.63,351.73,L7
2002-03-11 22:03:31+00:00,361.91,364.20,360.21,361.33,353.63,356.14,350.94,341.08,342.63,346.20,350.33,341.53,329.16,333.60,334.22,,,361.42,365.59,355.76,344.42,341.44,344.18,341.17,343.48,347.52,337.64,346.18,351.25,354.15,360.84,344.16,341.22,344.11,344.74,338.71,337.77,344.52,339.05,337.97,337.55,332.56,333.16,350.84,371.72,353.82,329.84,346.08,331.15,329.34,322.12,315.11,340.75,357.37,358.03,368.76,361.43,371.36,377.05,380.42,374.69,369.47,370.15,371.95,373.08,373.66,381.61,381.21,383.36,373.23,361.61,371.29,374.52,375.40,369.52,371.56,365.45,363.42,366.98,362.91,370.33,374.57,369.03,367.61,377.10,378.45,358.87,L7
2002-04-12 22:03:25+00:00,358.30,354.81,354.15,353.57,344.45,349.94,346.24,340.61,341.94,343.53,346.57,340.52,331.88,332.50,336.06,340.21,342.35,358.01,359.37,356.10,347.64,338.64,340.28,335.51,341.50,349.70,330.44,335.61,340.76,349.99,357.78,343.16,343.13,344.46,341.24,334.89,335.83,342.15,334.34,331.79,334.00,332.70,337.33,350.72,364.52,353.82,325.71,341.74,331.15,329.34,322.94,317.33,339.14,351.16,351.84,362.92,360.16,366.31,375.06,377.69,369.97,366.43,367.15,371.64,369.77,371.67,376.56,377.21,377.94,371.17,364.05,368.32,368.99,370.08,368.28,371.51,363.94,364.64,365.75,365.07,368.80,372.88,370.64,367.73,372.05,375.27,356.40,L7
2002-05-14 22:03:19+00:00,358.30,348.45,347.06,349.37,341.52,348.32,345.04,340.10,341.02,344.81,349.20,342.67,334.09,335.17,337.62,339.86,343.62,356.82,358.41,354.74,347.66,340.90,341.61,338.69,342.61,349.37,332.28,335.53,340.17,346.81,355.01,342.81,342.75,344.69,341.90,334.25,334.78,340.90,332.54,331.50,333.58,332.90,343.11,351.92,361.07,343.85,324.61,342.16,333.32,331.07,325.25,315.98,337.68,350.76,352.26,363.99,360.01,366.57,375.57,379.33,371.09,368.08,367.87,371.87,370.86,371.86,375.61,376.95,376.33,369.85,363.11,364.68,367.27,367.79,367.05,366.42,362.06,361.25,363.78,364.05,367.18,368.10,370.32,365.01,368.22,369.21,351.08,L7
2002-05-30 22:03:13+00:00,358.30,335.25,338.47,344.98,339.01,345.75,342.45,335.94,336.62,342.69,346.79,340.75,331.55,331.74,335.79,338.58,343.33,356.57,359.41,354.04,346.18,340.07,340.28,338.11,341.15,345.20,330.75,332.03,337.49,345.29,352.60,340.01,340.36,344.39,339.69,332.08,332.21,338.05,330.82,330.70,333.43,331.95,340.78,349.53,355.93,333.56,321.52,340.38,333.32,331.07,324.57,316.96,335.88,350.43,351.60,364.18,359.62,368.13,377.25,378.38,369.02,367.60,367.86,370.78,370.59,371.40,372.95,374.36,373.13,367.16,361.38,362.15,363.95,365.14,364.58,362.19,359.70,359.89,362.06,364.68,364.43,364.11,367.31,361.89,364.78,364.74,350.10,L7
2002-06-15 22:03:07+00:00,358.30,329.55,334.80,341.79,336.98,343.31,339.38,333.69,334.76,342.49,346.89,340.66,328.85,331.74,335.79,338.58,343.33,356.57,358.25,352.43,344.14,339.11,341.43,337.58,337.83,340.06,328.19,329.39,336.41,343.91,350.31,338.15,336.97,343.47,338.73,329.94,331.04,336.43,329.03,328.21,331.82,330.33,340.05,348.66,353.91,331.66,320.91,339.40,333.32,331.07,323.41,315.59,334.56,350.67,351.92,364.80,359.92,369.45,377.28,377.03,367.23,367.31,369.50,370.43,370.92,371.41,371.92,371.94,370.01,365.12,360.41,361.58,363.09,364.21,362.73,361.04,359.07,359.50,361.49,364.32,363.61,361.37,365.23,360.98,363.72,364.74,351.29,L7
2002-08-18 22:02:45+00:00,347.20,326.51,332.54,339.54,336.21,342.21,338.57,332.68,332.91,340.60,343.88,337.78,327.82,329.02,335.05,337.67,341.13,353.71,355.19,350.06,343.16,339.22,341.19,337.25,337.23,339.02,327.18,328.35,335.06,341.80,347.90,335.55,334.00,341.57,335.81,327.29,327.19,333.74,325.75,325.61,329.94,328.37,337.99,346.91,350.78,331.87,320.33,337.57,331.63,331.07,323.13,312.99,331.44,348.14,350.42,362.86,357.73,366.00,372.83,372.97,365.53,365.80,367.57,367.09,368.78,368.93,371.15,368.63,366.77,361.84,357.13,359.11,359.42,361.52,359.22,358.24,356.69,357.96,359.74,361.84,361.81,359.11,362.63,358.40,361.94,361.78,349.60,L7
2002-11-22 22:02:45+00:00,337.06,311.55,322.58,332.46,331.96,337.78,333.85,327.52,327.01,336.47,339.92,334.81,325.08,324.79,330.48,337.14,339.53,348.94,350.86,345.28,339.50,338.40,341.38,335.62,331.34,328.44,322.56,323.34,330.60,339.86,344.18,330.23,327.90,338.45,329.86,321.14,321.06,326.89,319.12,321.58,326.25,323.37,334.56,342.24,340.27,325.33,317.58,335.90,333.23,332.57,321.71,311.27,328.21,348.27,349.55,361.67,355.20,363.33,369.36,367.92,361.74,363.69,365.67,362.55,370.10,368.30,366.52,360.61,357.20,354.52,351.50,354.09,354.72,355.31,352.32,349.02,349.52,353.29,354.25,358.61,356.93,347.42,354.33,348.65,352.14,349.31,344.44,L7
2002-12-24 22:02:57+00:00,335.10,326.86,332.20,336.02,334.47,341.02,338.19,332.00,329.73,335.06,336.80,332.55,329.33,327.95,330.23,336.37,337.88,345.43,344.93,343.66,340.62,340.67,341.01,333.91,332.80,331.76,324.83,328.86,331.75,340.85,344.18,328.65,328.83,333.42,325.28,319.20,318.79,325.19,315.86,320.94,324.54,320.90,331.00,341.33,338.58,332.70,321.77,337.50,332.89,331.56,320.67,309.07,324.85,345.79,347.85,356.68,350.90,353.60,360.93,364.13,361.62,361.23,359.86,356.66,365.28,365.85,366.67,356.77,353.87,351.01,346.62,351.24,352.62,351.78,348.38,345.07,344.45,349.72,350.43,352.49,355.59,343.56,351.09,342.36,347.32,348.29,337.26,L7
2003-02-26 22:03:16+00:00,340.14,334.64,337.66,339.88,335.53,343.15,340.02,334.18,332.75,337.00,340.80,337.15,332.65,332.86,329.31,337.08,339.55,347.02,347.43,346.40,341.80,341.14,341.52,333.08,332.10,330.72,326.18,331.71,333.50,345.64,348.35,331.72,333.65,334.09,327.31,321.78,324.23,327.64,319.12,325.09,326.55,322.06,332.66,342.90,340.32,332.69,323.93,342.04,335.20,331.56,320.15,313.60,329.34,350.94,350.31,358.45,352.95,356.03,366.08,369.86,363.90,362.72,360.83,359.78,368.89,375.20,366.04,361.46,355.44,355.10,357.03,355.75,356.68,355.84,354.27,349.60,348.52,350.63,351.66,355.42,356.33,343.15,349.91,340.85,346.69,348.51,338.25,L7
2003-08-05 22:02:59+00:00,,,,,,,,,,,,,,,339.71,338.54,,,,334.10,331.86,329.61,324.72,,,,,,335.58,343.50,344.14,323.88,303.66,,,,330.52,335.61,327.65,327.04,330.58,332.98,337.21,355.56,359.88,352.62,340.87,354.24,,,,324.92,336.44,349.79,360.25,367.88,364.45,366.63,376.39,381.53,379.37,379.37,382.54,384.07,,,378.05,367.95,363.39,358.48,364.78,361.73,354.91,361.74,358.26,359.75,359.95,356.01,353.46,355.27,357.05,352.85,355.25,353.20,358.74,358.18,352.60,L7
2003-08-13 21:51:08+00:00,,347.37,355.80,367.41,354.19,361.96,359.08,349.63,353.75,356.14,359.98,350.82,345.89,329.01,337.89,341.12,343.26,352.28,356.27,343.63,338.94,338.28,336.52,339.43,339.07,338.66,331.54,335.51,340.60,344.92,347.51,332.03,320.24,342.43,334.34,324.04,329.10,333.62,323.55,327.65,331.45,334.75,348.00,357.17,361.52,353.23,334.71,351.68,359.05,353.53,329.37,318.58,338.94,357.64,365.23,374.77,369.32,372.88,382.37,381.39,372.63,375.55,381.31,379.82,383.31,387.24,378.72,371.83,368.21,364.63,368.69,365.81,363.47,370.14,365.76,370.96,369.63,359.94,360.55,366.79,362.54,357.09,359.70,358.45,358.10,362.86,355.43,L5
2003-10-16 21:52:31+00:00,342.71,348.15,352.92,360.12,355.26,361.85,358.13,349.52,349.14,350.41,353.18,347.49,341.25,331.81,335.77,339.22,341.99,351.95,356.10,344.67,341.30,342.59,341.41,340.47,342.01,345.13,338.65,341.95,343.98,345.10,348.28,333.88,326.71,342.18,331.91,325.30,332.38,339.57,329.83,332.07,335.93,336.88,350.74,359.32,360.92,352.58,334.54,351.65,351.69,347.91,330.60,318.35,338.76,359.11,364.57,374.84,369.92,374.64,384.47,384.43,376.18,376.46,382.56,381.17,384.03,383.22,380.76,378.89,382.52,377.18,376.56,378.67,376.65,382.37,374.06,377.84,374.42,363.37,363.58,364.32,361.82,362.14,365.91,366.43,361.25,369.09,361.59,L5
2003-11-17 21:52:57+00:00,340.75,345.94,348.50,353.92,352.44,358.40,353.97,347.87,345.55,348.38,350.03,344.48,337.84,332.19,337.02,339.54,340.32,348.68,351.40,343.03,339.21,341.84,341.38,338.56,340.79,347.27,340.67,344.51,345.13,347.21,350.82,335.87,331.03,338.88,330.17,323.60,331.63,338.17,329.97,330.62,335.52,337.93,349.95,359.74,363.00,354.72,337.29,352.76,346.95,342.97,327.89,315.70,334.62,356.31,360.93,373.55,370.36,375.43,384.06,386.64,379.99,380.73,384.35,378.63,381.32,382.01,381.48,378.61,380.74,374.68,378.76,381.81,379.18,385.87,378.56,381.19,375.36,361.89,363.15,362.18,362.20,358.78,362.01,361.51,366.21,369.93,364.20,L5
2003-12-11 22:03:21+00:00,340.75,345.94,348.50,353.92,352.44,358.40,353.97,347.87,345.55,348.38,350.03,344.48,337.84,332.19,337.02,339.54,340.32,348.68,351.40,343.03,339.21,341.84,341.38,337.88,338.89,347.27,340.67,344.51,345.13,347.21,350.82,335.87,331.03,338.88,330.17,323.60,331.63,338.17,329.97,330.62,335.52,337.93,349.95,359.74,363.00,354.72,337.29,350.86,344.64,341.34,327.89,315.70,334.35,355.89,360.17,372.46,369.38,374.01,382.43,386.29,379.87,379.65,382.55,378.51,380.03,382.01,380.88,377.76,378.84,373.25,376.81,380.04,378.44,384.51,379.29,378.48,373.00,361.42,361.85,362.18,362.20,358.13,361.15,358.91,361.35,365.88,357.91,L7
2004-01-12 22:03:31+00:00,339.49,344.07,347.35,352.48,351.12,356.86,351.70,345.60,343.44,345.73,350.03,344.48,337.84,331.33,336.07,339.27,339.77,349.19,350.83,344.02,340.35,342.76,341.63,337.74,338.51,346.20,338.53,344.51,345.13,345.87,349.82,334.94,331.45,337.78,330.25,323.42,330.01,336.27,328.58,329.84,334.96,335.81,346.42,359.74,363.00,351.76,335.03,349.53,343.02,340.96,327.71,315.98,333.12,353.69,359.00,371.36,367.95,371.87,382.43,386.29,380.19,378.97,380.91,376.51,378.36,379.89,380.55,377.51,377.68,372.39,375.06,378.23,376.88,384.51,379.29,376.20,370.34,360.51,360.37,361.50,360.37,355.40,358.31,356.89,359.31,363.65,354.70,L7
2004-02-29 22:03:45+00:00,339.49,342.97,344.53,347.50,350.10,355.16,349.24,344.25,340.01,342.25,345.05,341.30,330.13,330.13,331.40,334.64,336.53,346.56,346.56,340.98,337.35,340.34,339.12,334.00,334.85,342.56,335.72,349.00,349.67,341.91,346.38,332.67,336.39,333.83,325.88,319.94,325.89,332.63,325.27,326.05,331.82,332.01,339.16,362.31,355.19,346.56,332.02,345.98,337.02,336.07,324.17,313.70,327.56,348.82,354.94,366.92,363.90,367.60,382.47,389.55,379.71,378.55,379.63,373.97,376.27,375.07,379.38,378.07,375.86,372.03,373.76,378.36,380.01,389.43,377.70,370.64,364.36,356.17,356.70,352.74,353.92,349.29,350.67,348.62,355.83,357.02,350.11,L7
2004-04-25 21:54:35+00:00,337.88,339.99,341.77,344.83,346.99,351.87,345.26,341.67,337.75,341.04,343.73,338.46,326.89,328.64,331.35,334.38,335.14,344.86,343.44,339.06,334.46,333.26,335.11,332.12,332.32,339.54,332.36,349.62,348.59,340.73,345.24,331.04,335.30,331.13,324.68,317.73,321.53,326.34,319.56,321.09,327.47,328.98,333.48,360.99,352.93,344.98,331.28,344.57,335.19,334.51,321.62,312.30,324.85,345.51,352.86,364.91,362.09,364.96,379.37,389.08,378.81,378.62,378.27,371.50,374.15,373.69,378.02,374.34,370.67,367.23,370.91,374.38,377.10,387.71,377.49,369.81,363.63,354.62,355.99,353.54,354.52,349.29,350.67,348.62,355.83,357.02,350.11,L5
