dates,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086,satname
1999-08-26 22:07:32+00:00,349.60,357.32,368.65,370.44,357.52,361.92,360.80,347.83,339.08,338.91,344.24,342.07,334.02,332.67,329.72,341.22,341.37,343.11,345.08,350.04,343.60,347.62,350.31,336.56,315.44,320.82,322.61,325.63,323.26,331.52,335.03,325.65,333.47,339.88,331.97,318.16,315.63,322.00,321.08,327.35,326.39,320.64,338.20,345.35,358.02,331.11,315.41,346.24,340.05,329.37,319.23,311.83,329.48,348.36,350.01,359.39,350.72,350.97,369.89,373.12,369.16,352.93,358.32,370.83,371.58,367.79,378.59,386.25,383.55,370.01,361.89,361.88,366.90,363.55,366.60,355.46,361.10,364.84,363.79,371.69,383.52,366.62,368.43,375.53,368.08,374.71,369.50,L7
1999-11-30 22:07:23+00:00,337.95,354.67,359.54,356.52,351.67,355.87,353.00,340.56,332.78,335.19,337.48,331.49,326.68,328.02,320.72,334.45,337.91,343.86,344.40,344.17,341.94,344.61,345.21,332.89,323.75,325.26,322.87,324.90,322.37,331.74,336.68,325.09,333.00,337.19,329.96,319.93,320.78,325.22,318.97,320.38,319.65,320.85,335.54,347.97,354.82,338.64,321.97,341.78,339.76,332.58,322.31,312.57,322.85,346.55,350.01,359.39,350.72,350.97,369.89,373.12,369.16,352.93,358.32,370.83,371.58,367.79,378.59,386.25,383.55,370.01,361.89,361.88,366.90,363.55,366.60,355.46,361.10,364.84,363.79,371.69,383.52,366.62,368.43,375.53,368.08,374.71,369.50,L7
1999-12-16 22:07:33+00:00,334.45,354.84,358.46,354.39,351.57,355.77,353.25,342.23,333.68,336.84,337.42,330.69,327.61,327.86,320.72,335.15,338.28,344.72,344.57,343.02,343.14,344.89,344.55,332.95,327.66,330.08,325.03,326.82,323.80,332.75,339.70,327.31,334.21,338.09,331.60,321.99,323.56,326.83,320.07,320.15,321.10,320.56,336.92,348.79,356.10,340.52,325.39,341.83,341.11,336.23,325.07,316.01,325.04,348.47,350.61,362.10,355.10,358.60,366.48,370.22,365.38,360.93,366.35,373.44,377.42,375.93,385.99,388.41,382.40,372.81,364.38,363.01,363.26,367.75,367.61,365.54,361.75,365.68,364.71,369.90,376.69,371.74,369.88,372.74,367.86,368.83,362.08,L7
2000-05-08 22:06:44+00:00,325.42,352.16,353.06,351.27,352.04,356.44,353.50,344.97,338.52,342.32,341.12,332.88,329.93,327.77,325.87,336.42,337.82,347.09,347.13,343.14,345.26,344.48,344.94,335.30,335.11,332.62,325.92,329.30,326.37,335.76,342.97,329.30,332.18,336.82,331.85,324.45,328.69,328.18,319.47,318.99,320.10,323.01,336.92,348.42,352.72,342.29,329.35,341.72,343.91,341.97,331.83,322.28,328.13,350.98,352.59,364.78,362.28,366.40,365.56,369.01,364.76,369.44,371.65,378.00,381.89,379.40,388.55,384.87,380.73,374.21,368.08,366.11,362.83,372.54,369.14,371.54,359.70,362.50,361.50,366.69,365.89,371.74,370.04,368.04,364.91,363.03,353.89,L7
2000-06-25 22:06:19+00:00,322.51,356.29,357.02,363.33,360.15,367.54,366.26,358.70,354.79,355.85,355.49,348.49,341.88,334.44,342.38,345.06,340.67,348.06,348.14,346.05,347.95,346.50,349.20,340.85,341.21,326.92,330.24,337.12,335.75,346.00,350.08,337.12,331.61,338.90,333.52,327.66,332.46,330.62,324.83,325.70,327.23,332.27,345.17,350.98,357.43,348.99,339.87,355.15,354.76,348.51,335.22,326.51,337.87,357.08,358.71,369.45,368.69,371.27,374.51,378.30,374.47,375.28,373.74,377.31,384.65,381.02,386.68,379.75,382.61,378.12,374.98,373.19,371.91,377.29,373.58,373.22,363.47,363.59,363.32,370.74,364.19,369.73,371.47,372.69,370.23,363.12,361.75,L7
2000-07-11 22:06:05+00:00,322.51,356.29,357.02,363.33,360.15,367.54,366.26,358.70,354.79,355.85,355.49,348.49,341.88,334.44,342.38,345.06,340.67,348.06,348.14,346.05,347.95,345.90,346.24,336.43,339.19,328.78,327.69,335.39,336.25,344.13,350.50,336.22,332.88,337.82,331.63,324.04,329.79,329.08,323.71,322.94,326.38,329.47,341.72,345.82,353.28,346.35,337.68,354.11,350.87,343.21,330.82,322.24,331.72,352.61,356.34,368.12,363.10,365.93,372.28,376.43,372.36,371.31,369.46,373.23,379.47,377.87,382.47,376.06,377.72,374.64,372.02,369.92,367.48,373.95,369.26,369.31,360.85,361.93,360.98,367.49,361.01,365.43,365.42,368.02,367.65,362.16,360.76,L7
2000-07-27 22:05:48+00:00,322.51,357.08,361.15,364.63,361.63,369.10,366.90,358.85,355.37,356.20,354.06,348.30,341.76,336.29,340.49,342.90,340.76,347.22,347.42,344.81,346.42,346.26,346.12,336.31,338.14,329.03,328.89,335.56,337.81,345.24,351.40,336.81,334.94,339.97,332.40,324.01,330.65,330.97,324.91,324.96,327.70,330.16,340.98,346.34,352.33,348.50,339.78,354.68,350.28,342.55,329.86,322.56,331.09,353.45,357.13,368.48,363.44,367.05,372.83,378.15,374.36,372.61,370.59,375.14,381.31,378.86,383.69,376.66,379.04,375.53,372.01,370.62,370.15,375.96,370.90,371.15,363.64,363.64,362.44,367.49,362.36,364.75,366.47,366.65,367.95,364.90,361.92,L7
2000-08-03 22:11:31+00:00,322.51,357.08,361.15,364.63,361.63,369.10,366.90,358.85,355.37,356.20,354.06,348.30,341.76,336.29,340.49,342.90,340.76,347.22,347.42,344.81,346.42,346.26,346.12,336.31,338.14,329.03,328.89,335.56,337.81,345.24,351.40,336.81,334.94,339.97,332.40,324.05,330.08,330.85,324.81,324.89,327.51,329.16,340.04,345.27,351.96,345.61,337.62,353.37,348.07,339.97,327.30,320.88,329.58,352.19,354.90,366.99,361.86,366.85,373.05,378.51,374.10,371.57,369.81,371.65,378.28,378.52,380.67,373.59,375.97,373.10,369.86,368.39,369.98,374.39,371.53,368.90,363.20,362.11,360.93,366.05,362.39,363.85,365.76,364.90,366.14,364.21,359.02,L7
2000-08-12 22:05:41+00:00,321.59,351.72,357.55,361.30,358.98,366.72,363.90,356.57,353.36,354.10,352.31,346.50,338.96,334.36,337.91,340.81,340.06,346.29,346.65,344.38,344.87,345.47,345.87,335.56,335.55,328.32,327.74,333.74,335.99,343.72,350.43,335.09,332.82,338.63,330.87,323.49,328.86,329.75,322.56,323.97,326.21,327.90,338.18,343.53,349.88,343.37,335.26,351.43,345.22,337.45,324.48,317.59,328.56,350.62,352.33,364.79,359.59,365.03,371.28,377.41,373.10,369.51,367.17,368.34,373.75,376.86,378.49,370.62,372.54,371.09,368.67,366.81,368.67,373.48,369.93,366.89,361.06,360.57,359.22,364.26,360.99,361.91,363.97,363.31,363.67,363.24,356.39,L7
2000-09-20 22:10:50+00:00,321.59,351.72,357.55,361.30,358.98,366.72,363.90,356.57,353.36,354.10,349.48,343.94,335.97,330.76,337.91,338.73,340.29,349.24,349.78,345.15,343.66,344.42,345.36,336.72,337.96,332.82,330.47,333.81,335.81,344.22,350.41,335.73,331.66,339.53,331.66,324.24,328.97,329.65,322.82,324.37,327.50,328.71,338.78,345.00,350.39,344.78,335.29,350.82,345.31,337.71,324.17,316.28,327.60,350.29,353.44,365.59,360.22,365.20,371.83,376.98,372.05,368.97,367.59,368.73,374.04,376.15,378.72,369.61,371.32,370.78,368.25,366.04,367.22,373.18,369.79,367.05,360.86,359.36,359.11,363.72,361.00,361.85,363.66,362.85,364.16,363.12,356.67,L7
