dates,satname,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086
2011-06-15 22:13:58+00:00,L7,,,,,332.13,345.68,341.34,336.27,337.15,338.96,,,,,,,,,,,,,,334.13,331.53,311.42,,344.08,340.83,343.38,343.41,333.35,,,,,,,,,,319.64,355.04,351.41,357.20,340.13,335.28,,,,,,,,371.50,378.96,383.59,385.85,383.87,379.43,371.23,373.03,,,,,,,382.22,379.04,381.94,385.44,383.06,384.38,382.80,380.61,,,,,,,378.52,396.30,380.75,,385.19
2011-07-01 22:13:54+00:00,L7,105.76,178.50,,,,,,,337.23,341.89,341.62,341.55,343.73,347.89,335.33,349.77,347.21,350.18,,,,,,,,,326.28,336.01,336.40,342.01,354.76,336.78,343.33,349.75,334.74,,,,,,,332.83,346.93,354.86,357.20,340.74,336.28,362.31,358.75,352.45,,,,,,,,381.01,384.46,386.62,382.30,394.64,401.94,400.82,408.10,,,,,,,388.03,384.36,390.56,386.48,391.92,386.65,384.06,381.74,,,,,,,394.64,384.14
2011-07-17 22:13:54+00:00,L7,,,,,,,,,,,,343.23,345.41,345.37,320.62,344.69,348.79,355.45,352.95,355.33,353.29,,,,,,,,342.41,348.23,359.73,345.45,354.28,352.14,341.14,330.52,336.34,,,,,,,,377.71,357.70,337.17,366.01,371.85,,349.27,345.91,347.13,209.11,,,,,,394.38,391.39,391.24,403.13,398.24,407.44,399.50,391.03,,,,,,,394.56,387.04,378.10,388.25,402.49,391.11,395.02,405.45,,,,,,
2011-07-26 22:08:05+00:00,L7,,318.87,329.02,333.87,333.80,341.81,339.60,335.17,338.74,341.94,343.43,340.56,332.99,333.50,325.76,,,,343.99,342.37,339.31,341.54,335.86,328.07,322.52,326.23,321.62,326.80,333.07,336.54,342.98,327.74,,,319.24,313.08,317.58,319.22,309.58,312.44,314.52,324.38,336.56,333.35,331.00,317.13,321.59,,,337.86,324.79,310.56,328.10,343.06,336.40,348.18,353.75,359.69,364.27,368.84,364.96,366.20,,,365.44,359.96,353.06,350.18,349.29,355.14,365.16,373.72,378.03,374.42,375.76,366.03,,,353.06,355.02,352.24,357.77,365.59,364.79,356.74,356.63,351.95
2011-08-27 22:07:59+00:00,L7,338.32,361.52,357.45,353.02,356.83,367.21,365.57,359.61,354.38,357.03,359.42,355.28,352.80,360.02,351.46,359.22,362.84,,,363.36,365.47,367.71,363.12,353.50,346.52,351.20,344.75,350.49,345.94,342.25,364.03,339.95,347.98,354.06,,,345.81,335.16,319.92,337.65,330.51,342.63,355.46,366.71,376.20,,352.92,367.50,372.71,,,335.38,343.47,370.51,370.27,378.52,370.23,378.06,384.79,388.35,386.74,390.33,387.10,,,396.39,388.77,382.84,387.93,382.75,380.20,380.79,377.04,381.81,377.73,374.96,375.70,,,,392.10,396.75,385.84,385.01,387.62,390.02,375.07
2011-09-19 22:13:39+00:00,L7,324.82,320.19,328.77,329.72,,,,,,,,,,,,,,342.05,346.31,336.32,329.16,338.05,342.27,336.70,330.43,324.99,316.17,,,,,,,,323.64,313.13,310.89,309.27,298.61,298.47,299.62,314.51,,,,,,,,329.67,316.87,304.90,324.26,337.25,335.49,349.53,339.03,341.26,,,,,,,349.84,351.79,348.91,351.39,353.26,350.79,346.72,347.16,,,,,,,344.74,348.67,344.79,355.75,354.59,349.52,351.84,352.11,
2011-09-28 22:07:51+00:00,L7,361.27,362.76,356.63,351.29,349.99,363.37,359.50,347.30,346.04,348.70,349.62,344.30,344.99,346.73,,,360.07,367.21,369.05,365.07,354.22,365.39,363.84,349.04,351.15,358.30,347.09,340.47,345.40,354.68,367.74,,,359.85,359.15,351.64,343.09,349.50,337.46,343.65,335.15,347.66,370.98,383.70,396.31,413.19,,,382.18,367.46,351.84,358.26,354.11,384.93,385.76,383.34,378.30,385.41,390.31,392.60,388.03,,,400.96,421.30,423.54,416.53,405.85,402.84,390.85,388.71,388.16,388.71,401.10,402.83,,,393.95,406.76,403.78,419.62,425.64,417.23,415.46,425.49,414.05,404.57
2011-11-06 22:13:51+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.78,332.95,341.56,323.37,328.25,,,,,,,,,,,,330.18,319.33,320.31,338.70,,,,,,,,,,,,357.73,357.25,357.80,356.93,,,,,,,,,,,337.03,340.84,342.31,336.80,,,,,,,,,,
2011-11-15 22:08:10+00:00,L7,343.57,346.88,351.71,355.87,353.31,362.01,362.89,353.96,348.74,351.66,352.26,349.40,347.80,347.16,332.23,347.40,,,359.27,358.86,351.07,348.91,348.95,340.58,337.23,340.39,329.35,336.46,341.34,343.87,357.08,338.36,,,335.95,324.61,324.74,322.99,311.93,315.74,332.16,332.36,339.68,353.61,341.70,352.12,336.06,,,348.56,338.29,322.08,332.74,346.89,350.69,358.43,352.04,355.70,361.81,368.50,366.07,359.67,,,368.82,364.08,374.23,368.86,365.78,358.06,354.91,353.16,352.09,353.11,352.68,352.12,,,353.22,356.88,361.74,360.75,358.00,351.45,355.69,359.44,341.87
2012-01-02 22:08:37+00:00,L7,322.47,327.58,328.33,,,342.71,346.55,340.14,337.81,340.04,340.09,333.76,329.70,325.09,320.68,329.82,332.71,342.08,343.18,341.96,335.31,,,329.92,325.81,322.13,314.20,317.43,319.22,328.63,330.27,317.94,320.30,320.22,315.32,306.16,310.72,311.65,,,312.88,319.50,327.16,332.23,,,,341.28,330.38,329.40,316.13,310.91,317.42,,,344.33,339.92,349.69,347.87,354.58,361.74,354.55,349.79,346.39,348.33,353.34,353.40,,,354.19,350.88,350.80,,,,,,,,,,,,,,349.53,338.50
2012-03-13 22:14:29+00:00,L7,330.25,350.74,354.53,354.90,349.83,362.83,,,,,,,,,,,,,,,339.92,341.84,339.22,332.06,329.45,344.64,333.76,335.76,341.24,,,,,,,,313.13,316.92,305.50,310.35,319.22,332.21,339.87,344.10,344.46,,,,,,,304.99,320.04,334.93,338.19,350.87,358.17,361.88,377.03,376.99,,,,,,,368.22,367.01,368.13,360.05,358.83,360.01,365.17,369.37,,,,,,,342.87,347.35,347.36,347.37,352.35,358.36,346.70
2012-04-07 22:08:40+00:00,L7,390.88,384.08,384.50,392.52,383.46,383.75,377.20,,,,363.37,354.99,348.19,336.61,341.37,352.53,359.37,366.34,361.91,359.25,357.28,354.45,356.97,349.66,352.70,,,352.94,352.28,360.55,367.94,354.95,356.67,356.81,345.89,332.79,340.63,342.60,336.76,338.29,341.85,,,381.94,,429.81,387.43,377.39,370.16,353.84,348.03,347.03,341.31,375.15,391.57,401.26,,,403.81,407.12,409.18,402.72,398.28,396.34,400.18,404.41,408.13,406.30,402.92,392.84,,,388.83,399.63,395.26,408.62,415.07,409.37,401.74,403.67,415.54,407.62,398.32,394.23,,,
2012-04-23 22:08:52+00:00,L7,,,347.19,367.02,358.83,363.96,359.97,353.46,348.35,349.18,352.96,339.03,335.39,336.92,332.90,347.39,351.40,,360.50,357.92,358.47,356.92,356.38,354.97,353.68,358.29,349.53,354.39,352.12,360.96,368.56,354.13,358.86,,,340.01,342.78,349.74,340.01,345.67,353.14,356.48,362.14,376.96,383.74,406.19,366.57,382.95,,,347.22,338.22,349.79,381.13,384.96,393.84,394.99,399.56,400.89,399.94,403.96,401.96,394.30,,410.37,421.88,405.59,408.44,410.06,400.86,395.14,392.40,391.46,400.55,394.78,407.00,398.74,,,381.24,386.78,380.07,376.63,383.18,372.43,386.95,372.67
2012-07-03 22:15:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.28,,,,,,,,,,,,,,,498.00,503.96,347.48,356.98,208.91,,,,,,,,,,,,419.74,,,,,,,,,,,,,,,,,,,,
2012-07-19 22:15:37+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.11,356.72,375.38,,,,,,,,,,,,,392.26,395.70,406.68,395.00,,,,,,,,,,,,379.73,386.71,378.55,,,,,,,,,,,389.59,375.22
2012-08-04 22:15:23+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.53,,,,,,,,,,,,,,,,,239.87,,,,,,,,,,,,,,,156.94,,,,,,,206.75
2012-08-29 22:09:52+00:00,L7,337.52,358.56,354.92,354.32,350.26,357.96,356.73,351.76,351.20,353.48,359.16,,,,339.94,345.24,359.97,368.63,364.68,354.35,352.41,361.12,366.65,359.29,354.33,353.65,345.66,355.99,,,374.03,353.80,355.12,354.13,337.33,333.33,338.43,349.04,348.64,349.46,349.47,349.78,357.77,,,,342.43,364.89,355.00,347.50,339.52,326.87,331.99,373.11,377.53,389.19,386.18,379.99,389.27,,,391.19,390.24,383.14,386.52,385.24,402.01,396.64,389.82,387.44,389.12,386.00,384.37,,,382.93,382.08,379.00,381.42,376.37,384.39,377.85,385.86,383.65,390.97,392.25,375.53
2012-09-21 22:15:53+00:00,L7,,,,,,,334.23,331.50,330.12,335.80,338.27,,,,,,,,,,,,,,331.06,331.94,323.93,328.99,,,,,,,,,,,,,319.22,321.88,322.54,329.87,333.53,321.25,314.01,334.42,324.64,,,,,,,,352.22,355.13,358.61,365.26,357.15,353.37,354.89,,,,,,,,349.72,353.22,357.18,359.91,353.65,345.11,346.38,,,,,,,,346.88,343.71,335.10
2012-11-08 22:16:15+00:00,L7,,,,,,,,,,,,,,,,,,354.55,356.57,347.68,337.74,338.14,,,,,,,,,,,,,329.91,322.35,323.39,324.37,318.28,327.26,336.03,336.62,,,,,,,,328.53,312.97,299.24,312.37,329.48,349.58,366.42,364.09,,,,,,,,354.55,352.59,351.61,347.03,358.96,363.60,360.96,363.36,,,,,,,349.34,346.94,350.99,352.03,363.78,364.81,364.89,362.75,
2012-11-17 22:10:34+00:00,L7,336.37,334.68,337.50,340.04,339.53,347.39,348.50,343.40,342.04,345.27,,,,333.05,341.48,344.23,347.56,355.59,357.11,341.80,340.49,347.33,354.12,346.03,347.42,351.48,342.18,,,338.28,342.31,333.11,331.84,340.96,335.72,324.67,326.37,333.46,323.77,329.69,329.47,329.56,333.47,,,335.93,322.82,343.53,342.45,336.75,325.84,306.80,325.12,349.99,357.08,372.42,367.48,369.39,,,373.45,370.40,366.06,369.73,374.66,373.01,377.16,366.60,362.84,366.39,367.66,373.56,,,355.99,356.54,353.36,350.61,353.68,361.84,362.63,359.25,367.84,362.06,359.44,362.57,
2012-11-24 22:16:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.03,298.52,313.57,,,,,,,,244.30,,,,,285.39,297.79,286.63,,,,,,,,,,,264.40,266.32,288.75,291.49,,,,
2012-12-19 22:10:43+00:00,L7,339.59,336.96,,,332.73,343.50,346.47,338.58,335.22,337.54,337.48,333.26,328.20,318.27,332.53,339.11,338.15,348.59,348.80,339.95,,,,338.34,339.48,341.37,331.06,331.90,333.12,334.46,335.55,323.30,326.94,331.88,323.62,315.25,317.60,,,313.89,315.51,316.68,320.33,323.86,327.87,310.67,307.81,328.51,330.18,327.49,316.66,300.00,,,338.96,352.74,344.83,348.60,352.73,362.62,360.05,352.97,351.38,349.98,354.44,354.60,,,351.40,350.66,350.02,350.11,346.24,348.77,339.57,332.97,333.74,330.29,334.14,331.15,,,341.13,341.05,339.53,338.25,333.83
2013-01-04 22:10:46+00:00,L7,322.93,332.76,338.50,162.74,,,345.34,338.73,336.64,338.78,335.50,333.53,315.84,330.19,334.77,333.44,335.51,341.60,343.30,335.83,329.49,334.53,,,334.53,338.74,324.29,330.30,328.21,328.82,333.99,321.23,322.45,325.96,319.63,313.74,310.58,,,,307.55,310.25,310.19,320.84,318.35,318.83,309.77,331.38,328.66,332.74,320.29,306.38,316.16,,,351.03,344.13,345.85,351.61,358.30,355.79,346.59,350.22,341.59,347.60,348.72,353.09,,,336.62,339.53,343.62,338.84,335.25,332.56,324.53,326.58,326.28,333.21,330.49,327.90,,,327.49,330.08,328.55,321.74
2013-02-21 22:10:46+00:00,L7,336.33,346.77,349.73,350.64,,,355.59,349.37,348.27,348.26,349.31,344.77,332.18,343.94,342.65,341.40,338.87,345.46,342.10,339.33,338.55,341.53,,,,345.94,338.04,341.11,336.22,341.17,346.56,333.48,332.54,334.93,326.53,320.71,326.57,331.47,,,327.90,325.26,329.44,337.40,345.84,342.53,332.29,348.96,344.38,346.91,337.87,329.44,338.85,,,374.91,363.00,366.42,369.77,380.30,376.97,378.22,368.53,373.29,374.42,375.15,374.56,369.90,,,365.68,370.45,368.06,369.15,365.94,363.67,357.29,355.52,353.68,355.66,354.77,349.31,,,355.53,356.99,344.97
2013-02-28 22:16:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.48,,,330.93,326.21,332.26,330.28,,,,,,,,,,,,,,,410.97,,,,,,,419.45,416.43,,,,,,,,,,,,,,364.12,369.90,363.54,376.13,384.30,,,,,,,,
2013-04-01 22:16:26+00:00,L7,337.36,346.79,349.92,357.18,353.10,355.75,356.01,351.35,350.52,347.62,,,,,,,,,349.28,347.87,343.73,345.69,343.78,338.32,338.11,343.96,334.47,,,,,,,,328.79,320.63,327.97,327.41,317.82,316.39,321.53,316.00,322.11,,,,,,,,336.24,326.15,336.50,353.64,356.37,365.72,355.80,357.24,,,,,,,370.58,370.04,373.59,364.86,364.62,359.89,355.56,353.97,,,,,,,352.36,348.59,347.68,345.79,350.78,342.52,349.80,348.30,
2013-04-17 22:16:21+00:00,L7,,,,343.22,345.51,351.53,350.26,345.55,345.32,345.91,342.64,340.30,333.95,333.73,,,,,,,,,335.50,332.65,330.52,335.82,329.58,331.78,333.10,338.08,341.28,,,,,,,,307.74,312.10,316.88,320.28,320.54,324.21,328.44,332.06,,,,,,,,360.62,354.84,362.83,353.57,352.38,357.80,367.45,366.00,362.02,,,,,,,363.58,360.18,353.03,351.57,349.15,358.96,352.57,348.41,,,,,,,340.00,341.81,344.60,340.91,333.29
2013-05-03 22:16:17+00:00,L7,323.51,337.80,348.60,348.40,343.17,350.20,346.71,343.97,,,,,,,,,,339.73,338.65,333.77,332.75,337.55,334.10,328.05,329.46,325.75,,,,,,,,326.30,319.34,311.64,314.75,311.15,299.80,299.43,307.72,310.23,,,,,,,,331.54,316.21,302.50,317.96,334.15,336.28,348.69,339.67,,,,,,,351.90,352.66,348.22,355.31,347.31,349.55,343.57,347.99,,,,,,,,340.01,330.66,331.15,340.92,339.61,334.10,340.88,,
2013-05-11 22:22:18+00:00,L8,,,,,,,,,,,,,,,,,,,,349.23,347.80,351.94,350.19,349.76,348.59,354.33,347.33,349.13,348.52,353.34,363.75,348.19,353.50,348.05,339.82,335.23,340.99,344.76,333.03,333.27,333.80,331.32,362.11,372.56,368.86,358.01,351.44,370.50,361.92,348.55,336.75,323.23,341.79,367.47,371.58,382.66,378.22,385.33,391.11,394.42,390.09,384.70,383.92,387.31,387.83,389.36,385.95,380.57,378.10,378.50,377.15,380.25,378.18,382.19,377.14,374.91,371.49,373.55,372.35,375.69,389.96,381.01,389.04,387.72,394.58,389.81,378.40
2013-06-04 22:16:04+00:00,L7,,332.82,336.66,336.09,336.14,339.93,343.94,338.02,341.80,344.00,341.31,329.86,313.41,,,,,,,,,341.63,336.43,334.84,336.31,327.81,331.81,330.08,329.55,340.08,,,,,,,,317.87,310.51,303.21,308.19,316.35,321.76,329.47,337.08,,,,,,,,314.72,328.92,340.73,348.39,345.77,357.64,364.07,376.71,,,,,,,,353.78,348.04,349.49,341.50,351.63,353.38,357.38,,,,,,,339.70,354.00,347.03,346.47,347.27,,337.91
2013-06-12 22:22:23+00:00,L8,,,,,,,,,,,,,164.35,,220.99,,,,,,,,,,,,,,,,,,,,,,,,55.57,,,,,,,,,,,,,572.50,460.70,446.84,,,,400.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13 22:10:16+00:00,L7,106.80,346.25,342.73,345.28,344.12,348.43,347.60,340.40,335.19,344.65,345.45,333.14,327.99,,,,343.09,353.65,351.65,341.39,342.44,345.03,344.33,341.54,329.60,338.23,335.91,333.46,342.25,343.55,,,325.86,332.84,328.37,314.75,319.52,315.48,311.84,313.46,313.62,319.83,325.53,335.60,331.19,,,348.73,,,326.12,306.09,324.92,335.00,339.50,348.43,351.68,356.57,357.42,369.18,,,362.50,356.28,348.75,355.27,362.29,354.53,345.15,347.47,349.78,349.74,346.45,354.35,,,,352.98,353.77,358.21,348.27,349.09,349.80,345.59,351.06,,349.37
2013-06-28 22:22:20+00:00,L8,106.98,293.12,314.92,327.00,330.64,337.47,338.42,334.85,335.82,337.22,335.45,326.91,305.73,288.59,,333.47,342.27,347.35,348.95,340.73,337.24,336.64,333.68,329.76,329.28,327.95,309.27,325.06,331.39,331.91,335.80,315.46,299.31,332.08,329.38,318.41,317.45,313.15,309.79,309.55,317.30,318.44,328.38,327.93,330.58,315.34,310.44,329.14,322.66,323.09,301.82,282.43,305.80,327.66,335.68,353.00,352.52,357.20,356.29,358.00,352.15,357.25,359.62,354.00,352.89,360.25,356.73,354.35,347.57,346.99,343.48,344.73,342.11,345.14,345.85,337.18,347.15,350.01,349.98,344.95,346.64,343.14,346.60,343.62,348.74,345.17,341.78
2013-07-06 22:15:50+00:00,L7,123.33,,,,,,,344.09,344.24,352.05,344.72,339.23,331.60,343.39,341.37,348.98,355.05,,,,,,,,,353.38,343.77,348.23,347.11,340.92,359.45,347.02,348.36,353.55,,,,,,,,342.35,336.66,345.92,360.01,364.76,342.96,358.58,360.94,,,,,,,,369.41,366.74,380.52,386.47,386.47,383.20,380.22,383.98,,,,,,,360.07,365.67,372.59,372.71,363.13,364.49,362.65,368.25,,,,,,,379.14,383.52,367.20
2013-07-07 22:16:35+00:00,L8,231.94,344.44,339.19,335.27,336.39,346.68,352.94,347.87,347.27,349.69,351.85,344.40,350.75,339.63,341.38,343.55,353.62,360.27,359.49,349.31,354.02,353.06,355.63,347.80,350.26,357.93,345.49,355.00,346.40,344.56,359.92,348.60,346.62,353.81,342.14,335.53,345.60,359.71,384.02,,500.16,480.70,,409.86,444.96,370.47,345.29,363.86,358.32,345.60,333.27,334.06,340.37,364.78,377.38,389.91,,,,,395.09,390.07,385.67,389.98,391.21,398.55,412.87,,510.73,,374.57,382.87,384.85,381.50,380.97,379.60,370.52,371.71,375.60,377.32,388.81,373.51,386.51,382.69,383.92,381.97,373.53
2013-07-14 22:22:22+00:00,L8,246.86,314.13,325.99,330.00,332.12,338.35,339.34,339.06,342.13,349.56,349.91,339.52,330.88,322.68,333.79,338.80,343.80,348.78,348.64,350.52,345.27,341.13,338.68,332.48,327.90,327.95,327.80,333.51,330.93,334.64,338.18,324.78,314.23,328.20,333.75,322.16,321.40,313.16,309.51,311.78,322.71,323.40,324.28,325.49,331.76,316.43,310.28,330.35,325.44,321.88,305.00,293.49,305.17,325.16,329.71,345.35,336.88,342.44,345.92,356.52,346.47,346.03,344.66,344.48,346.16,350.73,349.53,350.63,345.51,342.55,339.97,342.17,343.78,344.99,346.81,340.95,345.67,345.16,350.68,355.15,349.31,341.12,340.85,336.63,338.28,339.38,334.86
2013-07-22 22:15:43+00:00,L7,,367.58,345.73,343.97,341.30,345.99,347.62,342.41,345.95,347.85,350.05,,,,,,,,,351.90,349.90,346.93,354.04,346.59,349.27,356.33,347.64,346.24,351.58,,,,,,,333.04,337.39,336.32,330.65,334.35,334.16,335.80,353.39,377.46,,,,,,,,331.90,345.20,371.14,374.65,382.13,368.97,379.38,389.81,,,,,,,391.56,398.55,383.68,379.79,376.78,370.53,382.74,379.69,,,,,,,385.95,398.32,383.10,393.81,391.69,396.82,392.08,381.02
2013-07-23 22:16:34+00:00,L8,246.91,365.37,346.08,342.27,340.83,345.88,346.09,343.07,347.43,349.52,353.08,344.43,339.99,332.46,336.08,350.75,355.73,365.24,363.28,354.98,357.14,357.95,357.09,353.84,355.61,359.91,350.66,352.55,349.28,356.60,365.83,350.29,350.94,351.23,346.14,337.37,341.74,341.34,333.50,337.38,339.38,343.91,371.61,393.66,407.91,,354.20,380.47,385.78,350.38,355.80,348.53,347.72,389.41,388.07,390.20,385.79,395.30,406.89,416.63,408.58,409.23,395.94,405.43,407.26,405.04,410.03,402.47,408.26,398.13,392.06,395.68,393.70,400.28,395.28,401.83,386.52,384.87,391.61,393.35,405.56,408.47,409.41,401.82,415.42,409.82,395.70
2013-08-24 22:16:15+00:00,L8,,,,,,,,,,,,335.11,323.73,307.84,329.08,333.16,341.80,349.90,345.42,342.19,341.11,337.75,336.20,335.12,327.91,345.92,342.85,344.76,334.88,340.31,347.79,336.99,338.72,333.82,334.51,325.59,320.56,327.15,332.82,333.17,337.18,329.42,335.79,345.27,342.23,343.50,326.64,345.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31 22:22:50+00:00,L8,,,,,,,,,,,,,,,,,334.44,348.25,347.39,340.80,335.90,333.79,332.68,326.88,332.53,340.19,340.19,337.59,333.45,340.40,345.10,337.85,341.45,339.10,323.17,313.35,316.81,325.06,317.19,322.30,331.81,326.93,325.45,328.80,339.03,332.39,317.95,343.32,334.56,328.62,317.62,297.56,321.25,336.02,348.82,365.35,357.66,362.22,368.81,369.23,366.78,364.78,363.64,361.64,365.09,366.87,374.58,355.64,361.79,362.15,361.04,355.02,357.62,351.34,349.52,346.81,346.08,347.78,347.58,349.50,338.80,342.23,343.81,345.26,348.02,347.82,333.33
2013-09-01 22:10:06+00:00,L7,337.01,349.74,351.69,349.83,345.82,354.86,351.99,349.17,347.04,348.46,349.76,346.56,,,342.37,342.49,349.07,358.00,360.04,352.05,347.95,344.28,335.96,333.03,336.54,348.63,342.89,343.72,336.59,,,348.78,348.14,345.66,339.17,324.06,326.53,329.10,326.84,336.08,340.74,335.07,333.08,338.68,,,335.25,351.98,343.50,340.82,328.04,311.85,329.67,349.40,360.31,372.23,367.24,368.22,379.69,,,367.39,372.62,368.05,369.23,373.42,377.25,367.56,363.46,365.39,367.97,362.57,360.92,,,361.64,355.61,360.68,358.55,365.54,360.68,351.62,351.51,350.07,355.87,358.73,347.85
2013-09-08 22:15:58+00:00,L7,,,,,,,,338.71,341.16,346.56,348.51,346.96,340.73,,,,,,,,,,,,,353.70,347.84,348.89,345.13,348.40,,,,,,,,,,,,343.22,343.00,356.85,359.72,350.65,334.48,356.39,353.32,345.35,,,,,,,369.61,375.41,383.78,384.22,378.03,376.56,370.43,376.96,,,,,,,,373.95,373.78,372.11,371.11,367.13,361.94,357.09,361.93,,,,,,,373.53,354.77
2013-09-16 22:22:21+00:00,L8,398.50,366.14,385.30,374.43,,464.61,463.48,473.30,502.87,,600.08,,514.57,,290.39,324.58,375.16,350.97,333.20,326.24,326.82,329.70,328.93,320.82,307.91,325.75,325.98,331.86,349.49,344.85,345.60,325.49,330.19,330.06,320.26,,,,312.26,313.31,341.52,,305.98,314.33,310.59,311.42,300.42,317.91,319.72,312.54,306.90,331.65,382.40,407.79,439.75,428.44,383.38,371.44,431.29,446.55,,342.13,353.22,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-17 22:10:16+00:00,L7,335.93,342.85,337.93,341.08,339.21,349.27,349.34,344.56,342.40,345.38,,,,332.42,313.14,340.10,343.81,350.94,353.29,349.96,345.77,343.38,339.11,338.25,337.92,345.86,337.79,,,346.07,350.04,340.33,340.67,341.12,332.32,326.99,322.36,328.50,325.92,329.64,329.58,327.76,326.81,,,329.02,322.78,343.92,338.27,333.04,318.87,307.46,322.73,339.68,343.53,358.45,361.29,365.67,,,366.76,366.48,370.07,358.30,372.95,375.70,375.19,359.85,359.62,364.05,363.46,364.04,,,367.01,362.65,357.05,355.79,358.29,362.12,368.84,357.48,364.11,363.73,362.71,368.95,
2013-09-25 22:16:28+00:00,L8,342.44,321.76,328.17,336.23,332.57,340.24,341.79,335.06,334.54,339.47,334.58,327.89,327.40,322.19,306.66,327.00,328.19,339.87,339.64,336.04,332.32,336.84,336.36,325.84,327.46,332.32,328.39,332.58,326.91,338.14,333.72,325.15,330.94,332.27,325.02,316.81,315.31,320.23,303.26,309.40,310.75,316.09,315.45,324.58,322.49,315.41,304.51,330.75,322.25,322.87,305.57,288.74,306.25,328.48,329.51,345.52,339.83,351.09,354.20,359.04,352.51,343.59,344.80,340.87,351.44,350.11,347.16,338.24,338.66,340.33,343.71,342.54,336.13,346.20,339.66,332.93,336.02,336.62,341.54,333.96,336.66,333.69,339.67,333.81,338.14,339.31,331.82
2013-10-02 22:22:16+00:00,L8,335.15,337.71,347.06,346.62,339.42,344.45,347.20,339.88,339.05,341.58,338.71,335.39,335.61,334.64,335.48,338.73,329.15,340.51,343.25,343.39,336.63,338.96,341.12,332.59,337.04,331.68,326.10,329.78,333.74,336.75,341.09,334.75,336.43,339.42,339.13,333.06,341.07,338.02,,,,,,,,,,343.62,343.52,347.39,323.87,309.41,328.12,345.90,348.55,362.83,359.79,371.37,384.76,,,566.01,,619.55,,,,,,,,,,,623.37,594.14,606.57,,,360.05,355.63,,,,,,
2013-10-10 22:16:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.36,290.69,305.04,,,,,,,,,,,,,325.38,328.54,339.18,336.13,,,,,,,,,,,341.02,337.35,338.83,337.26,,,,,,,,,,,328.27,329.86,330.22,332.50,,
2013-10-26 22:16:27+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.73,329.98,335.37,330.42,327.90,,,,,,,,,,,319.44,312.28,336.54,328.58,329.18,,,,,,,,,,,358.45,350.30,348.48,347.09,357.26,365.89,359.80,356.19,,,,,,,,339.44,341.44,335.34,341.79,338.58,335.61,337.55,,,,,
2013-10-27 22:16:19+00:00,L8,,,,,344.26,348.61,348.28,340.38,337.91,340.25,336.02,331.17,328.42,328.86,330.66,333.70,336.65,343.44,345.75,343.93,339.35,343.74,342.73,336.69,331.54,331.31,333.20,334.25,335.68,338.21,345.97,332.58,338.16,335.29,329.19,325.73,326.34,329.44,322.20,328.51,325.70,322.80,330.08,328.93,335.86,319.48,315.22,337.72,332.46,332.04,316.67,307.82,323.04,343.54,344.40,355.41,352.20,364.46,368.04,376.10,368.34,357.13,360.55,354.78,368.78,371.51,372.51,363.63,358.65,365.14,363.99,365.82,357.91,363.95,355.42,350.59,350.24,343.63,350.16,343.08,345.29,341.97,340.66,339.04,340.50,342.83,332.56
