dates,satname,nzd0306-0000,nzd0306-0001,nzd0306-0002,nzd0306-0003,nzd0306-0004,nzd0306-0005,nzd0306-0006,nzd0306-0007,nzd0306-0008,nzd0306-0009,nzd0306-0010,nzd0306-0011,nzd0306-0012,nzd0306-0013,nzd0306-0014,nzd0306-0015,nzd0306-0016,nzd0306-0017,nzd0306-0018,nzd0306-0019,nzd0306-0020,nzd0306-0021,nzd0306-0022,nzd0306-0023,nzd0306-0024,nzd0306-0025,nzd0306-0026,nzd0306-0027,nzd0306-0028,nzd0306-0029,nzd0306-0030,nzd0306-0031,nzd0306-0032,nzd0306-0033,nzd0306-0034,nzd0306-0035,nzd0306-0036,nzd0306-0037,nzd0306-0038
2000-02-20 21:53:17+00:00,L7,385.91,377.08,369.92,367.17,369.85,367.96,365.84,369.35,373.96,380.71,383.57,383.93,378.53,383.75,381.99,382.48,373.54,365.34,368.53,376.62,369.85,364.43,367.73,,378.72,375.80,380.61,385.52,385.27,385.64,390.20,385.82,381.48,382.86,383.47,375.80,372.15,384.84,384.67
2000-05-26 21:52:36+00:00,L7,372.90,376.83,370.53,369.97,370.10,367.73,362.77,363.63,367.69,371.42,,372.69,367.34,366.69,372.08,366.69,360.92,356.37,352.99,365.96,366.05,364.35,363.91,369.06,360.51,345.82,340.66,366.97,369.27,368.71,373.45,375.40,367.15,367.00,371.18,370.71,366.04,368.56,371.37
2000-07-13 21:52:07+00:00,L7,402.93,389.13,397.35,392.39,379.61,355.99,362.77,375.41,375.40,380.23,382.76,382.44,369.21,363.66,374.64,374.27,359.67,363.47,368.69,382.24,382.83,364.98,358.90,359.29,372.31,352.83,366.82,371.46,379.43,381.60,385.38,384.84,379.97,375.60,373.52,386.95,382.45,387.65,397.47
2000-07-29 21:51:50+00:00,L7,417.00,416.74,422.59,421.77,406.29,383.39,384.93,407.92,400.24,385.81,386.76,413.39,371.51,398.01,397.68,402.23,375.20,368.21,386.82,394.43,424.65,413.42,388.11,411.04,,402.78,405.11,404.58,399.00,407.10,415.40,401.33,408.93,405.38,387.84,426.07,423.42,439.41,456.18
2000-08-07 21:45:32+00:00,L7,370.70,371.01,368.89,366.11,360.45,352.99,346.92,352.65,358.14,360.26,362.09,363.65,361.65,358.05,359.52,359.08,348.36,345.87,354.14,369.56,365.75,359.68,342.99,327.35,326.26,340.19,354.63,360.77,366.35,367.88,378.15,373.02,370.94,361.56,363.01,368.19,369.05,369.63,368.48
2000-08-14 21:51:44+00:00,L7,372.68,373.73,371.13,373.47,369.88,363.20,356.57,358.31,364.07,365.17,363.03,365.72,360.75,359.18,360.81,360.51,352.32,348.83,361.17,370.32,368.66,361.99,354.69,363.10,347.29,351.39,363.29,368.51,373.15,377.77,382.38,382.24,375.72,369.89,373.30,377.96,380.78,380.08,373.86
2000-10-26 21:44:46+00:00,L7,396.40,397.22,398.89,391.37,376.45,374.55,377.17,373.87,368.97,376.48,378.49,386.33,377.92,373.55,376.14,359.52,356.40,357.74,358.45,367.18,362.45,354.49,368.25,,381.34,392.62,380.01,384.20,393.89,389.80,402.86,401.88,407.84,402.93,402.39,397.08,394.06,398.35,380.54
2000-12-04 21:50:58+00:00,L7,363.55,365.76,363.23,357.16,353.72,352.95,347.01,341.01,342.38,352.90,353.81,358.27,356.64,348.37,355.10,347.51,339.77,337.19,341.13,345.65,347.88,351.72,334.59,335.43,346.68,347.25,358.57,362.51,368.13,363.86,371.58,378.57,373.52,371.38,379.27,373.17,373.72,373.75,368.54
2000-12-13 21:44:52+00:00,L7,357.73,360.65,359.46,354.68,347.52,342.66,340.64,340.11,343.42,352.20,353.75,354.05,352.89,348.08,351.49,345.56,336.04,331.01,334.60,342.09,339.26,341.48,333.94,321.25,328.61,340.26,346.01,356.52,357.69,355.50,362.63,362.03,361.89,362.47,365.33,361.18,355.86,364.42,363.62
2001-01-05 21:51:04+00:00,L7,393.54,391.97,398.94,401.80,392.84,375.32,377.57,379.31,377.97,385.67,393.77,395.32,391.30,377.84,392.70,392.92,381.13,369.50,377.32,384.82,383.37,384.54,387.53,381.07,387.17,390.07,384.75,391.97,399.98,396.52,410.77,411.77,407.54,404.62,414.63,412.54,406.56,409.50,390.70
2001-01-21 21:51:10+00:00,L7,392.25,388.29,390.93,386.95,376.57,375.10,371.15,375.15,373.74,376.03,381.44,389.04,389.10,385.76,390.62,380.70,369.97,363.98,370.77,382.56,365.85,363.66,380.40,396.29,391.28,392.76,389.99,404.91,396.29,391.88,401.85,398.11,397.97,400.39,404.07,401.61,398.62,398.11,379.77
2001-03-19 21:44:40+00:00,L7,,,,392.12,,,,,,,,,,,,389.44,383.78,378.84,379.61,384.25,,380.95,,,377.38,386.25,383.54,387.32,394.64,400.88,403.00,399.47,403.66,399.04,408.30,407.42,405.59,402.54,403.47
2001-04-04 21:44:30+00:00,L7,397.13,382.35,380.55,379.59,375.53,379.54,373.28,374.23,379.93,393.41,401.41,401.53,393.91,394.35,399.88,392.62,383.49,378.86,387.02,398.92,392.55,384.91,385.30,391.82,391.65,395.74,389.85,398.59,402.79,405.02,404.69,399.16,396.77,397.34,394.62,390.00,392.19,393.60,398.14
2001-04-20 21:44:34+00:00,L7,409.19,410.89,383.79,372.08,367.02,381.98,383.40,379.01,384.60,387.25,386.36,395.68,390.81,391.67,396.95,388.03,375.97,366.63,377.59,384.31,382.79,383.11,389.78,398.74,387.57,388.58,384.08,392.21,395.32,394.29,396.03,393.17,388.89,396.48,393.69,395.02,389.28,397.68,401.72
2001-04-27 21:50:43+00:00,L7,362.27,360.20,351.26,344.23,341.50,343.73,344.95,345.64,348.57,352.87,354.90,354.98,359.64,355.04,355.65,355.54,342.46,342.56,345.29,354.47,357.32,358.73,365.04,368.49,359.72,364.91,367.27,373.18,376.02,378.36,383.03,379.21,375.43,372.56,375.90,374.61,374.12,371.14,369.43
2001-05-22 21:44:18+00:00,L7,382.82,376.50,373.07,365.64,353.25,354.62,365.09,367.34,371.01,376.08,379.87,385.22,377.61,375.59,374.32,368.77,356.04,354.42,362.40,371.19,368.17,369.37,366.61,371.04,368.78,374.63,380.97,382.48,382.25,382.86,391.28,386.22,379.31,383.48,388.96,393.29,391.32,385.58,376.49
2001-06-07 21:44:06+00:00,L7,373.72,365.06,362.99,360.52,361.18,361.79,361.01,354.06,363.43,371.02,370.86,373.21,369.34,367.30,369.70,361.04,354.45,350.19,354.74,364.70,362.53,365.34,366.21,373.72,363.95,371.06,377.08,385.45,380.74,381.20,390.46,386.30,387.28,385.13,389.80,385.86,388.35,391.30,377.38
2001-07-25 21:43:42+00:00,L7,336.50,335.03,348.54,348.99,340.65,336.22,329.92,327.45,332.60,337.98,333.31,338.84,339.63,334.10,332.33,324.91,311.47,312.15,311.15,327.46,322.88,315.14,,274.67,305.23,323.29,338.09,346.40,347.04,350.75,354.74,344.78,350.03,346.92,353.56,344.07,342.27,340.48,345.76
2001-08-26 21:43:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,,575.19,,,502.94,,,,,,,,,,,,,,
2001-09-18 21:49:05+00:00,L7,376.78,363.76,365.61,367.57,362.99,353.47,350.81,350.91,349.18,353.23,361.28,358.91,354.36,357.74,363.54,351.51,340.32,340.28,338.95,333.99,332.21,328.79,328.63,335.29,344.58,347.69,348.48,359.99,365.40,367.97,369.80,360.09,359.86,364.02,364.97,359.85,350.85,350.33,353.51
2001-10-04 21:48:54+00:00,L7,372.41,368.02,367.56,365.18,363.78,357.37,354.34,353.99,352.18,355.19,362.75,357.83,357.62,368.54,367.98,352.44,339.00,338.58,339.03,336.42,334.59,337.21,333.16,324.26,345.39,350.62,354.90,364.52,368.96,370.81,371.00,366.30,364.23,365.39,365.84,366.14,365.48,361.63,357.10
2001-10-29 21:42:45+00:00,L7,401.87,375.99,379.40,381.54,383.05,378.68,374.23,373.63,369.97,361.31,371.34,368.38,381.69,385.96,385.33,383.30,367.55,360.06,360.24,372.01,372.78,368.23,387.37,383.59,385.59,385.04,383.63,391.74,398.19,385.63,383.52,390.91,392.15,396.78,402.59,395.45,392.65,392.79,382.15
2002-02-18 21:43:18+00:00,L7,368.84,366.95,379.02,371.31,358.03,355.49,347.42,342.60,347.26,349.99,355.51,352.64,349.00,342.09,343.03,341.76,326.65,319.97,323.36,326.83,329.07,326.16,314.44,297.69,327.44,335.21,336.13,349.47,351.04,352.58,356.68,347.88,351.09,354.79,360.67,354.17,354.60,356.09,356.97
2002-02-25 21:49:35+00:00,L7,411.19,402.71,397.55,411.67,404.08,402.53,397.91,375.82,360.66,375.73,401.96,385.94,367.38,357.26,366.49,368.59,346.78,339.16,365.16,349.46,354.20,342.12,378.19,,387.45,368.71,370.92,367.94,376.73,373.14,370.86,383.11,373.27,374.07,389.01,394.32,387.75,387.95,403.91
2002-03-06 21:43:23+00:00,L7,374.07,374.61,374.06,371.87,367.15,361.54,359.97,348.00,348.88,360.58,366.22,361.39,355.94,350.62,354.24,351.41,337.82,329.17,336.52,340.54,337.35,334.35,330.59,324.05,341.25,345.69,348.95,358.65,363.66,360.41,363.23,362.52,363.90,367.07,366.61,366.55,364.38,364.66,364.08
2002-03-13 21:49:32+00:00,L7,384.01,383.95,385.26,378.45,373.31,367.28,362.75,354.67,352.39,369.17,373.17,369.44,362.86,350.54,360.91,355.46,343.52,334.11,341.03,347.23,341.98,342.63,342.40,342.72,353.62,351.77,358.34,366.56,376.14,372.75,376.07,374.96,376.01,374.31,381.75,376.51,375.39,379.64,374.04
2002-04-07 21:43:17+00:00,L7,383.10,385.59,385.73,392.57,384.30,373.49,358.68,354.34,351.14,351.60,355.29,361.81,358.44,358.72,358.72,347.07,338.36,331.77,337.31,321.63,314.81,326.06,339.43,349.12,350.57,349.16,359.52,364.90,369.26,372.84,384.84,382.94,386.15,388.70,380.62,381.07,383.85,383.31,390.04
2002-04-14 21:49:26+00:00,L7,368.01,365.73,367.42,373.99,366.13,352.51,341.57,339.01,338.73,336.25,337.94,344.49,341.25,338.77,343.70,332.81,323.84,313.87,311.02,309.80,297.36,303.68,306.30,323.82,328.48,327.91,336.21,340.43,348.98,354.26,360.47,361.33,362.92,365.57,364.56,360.57,356.91,355.94,362.74
2002-05-09 21:43:16+00:00,L7,392.66,395.81,386.42,376.44,363.86,362.00,360.49,360.08,355.74,355.10,352.04,363.29,363.12,356.82,360.07,349.93,339.28,330.87,329.07,323.56,307.06,330.18,337.25,352.18,354.34,360.30,365.98,367.94,369.59,372.11,384.01,388.24,392.12,386.46,380.23,373.55,368.80,368.58,377.81
2002-05-16 21:49:21+00:00,L7,357.09,,,,,,,,120.52,76.61,,,,,,,,,,,,,,,,,,341.20,345.00,349.65,357.66,353.15,358.12,360.11,360.45,348.70,347.76,351.62,354.98
2002-06-01 21:49:16+00:00,L7,339.14,336.44,341.77,340.81,335.77,328.90,322.35,312.35,324.56,323.60,,,,310.91,322.88,315.02,304.45,290.77,289.38,292.39,277.70,297.25,292.88,301.25,313.63,318.97,321.05,328.96,334.12,341.80,350.89,346.67,347.01,341.39,351.15,341.64,338.75,341.82,348.89
2002-06-10 21:43:00+00:00,L7,,,,,,,,,,,,359.68,357.79,,,,,,,,,,,,,,,,369.93,378.37,388.19,390.71,383.60,373.92,369.75,363.39,358.09,363.63,371.21
2002-07-19 21:48:57+00:00,L7,394.17,379.08,372.77,377.73,384.95,374.90,362.26,368.11,370.86,373.85,375.19,371.82,,359.99,369.67,345.56,335.97,337.84,337.48,338.61,346.43,351.83,348.62,352.48,353.74,352.48,365.82,372.59,376.88,378.63,386.01,379.87,377.22,373.20,384.33,379.32,371.73,377.08,394.31
2002-08-29 21:42:27+00:00,L7,363.26,353.87,360.93,357.39,350.75,340.64,340.80,339.76,340.82,345.97,346.44,350.15,349.59,345.97,340.78,329.71,310.94,311.01,315.03,321.02,307.89,292.78,278.45,314.10,320.55,325.37,340.51,348.84,345.70,347.22,354.79,351.05,356.04,347.69,356.28,347.69,348.48,350.49,349.00
2002-09-05 21:48:38+00:00,L7,429.10,,397.14,401.86,404.75,397.74,379.02,387.38,363.53,389.49,393.90,388.99,369.98,374.12,374.30,352.23,329.44,330.06,352.00,352.81,354.44,397.05,,368.96,372.85,400.94,408.22,389.91,367.85,366.18,373.45,387.50,402.14,379.53,406.91,390.43,380.16,380.20,
2002-09-14 21:42:19+00:00,L7,374.80,367.85,373.49,373.41,364.22,356.32,356.42,349.89,350.55,358.46,361.35,360.40,358.73,356.01,355.35,344.56,323.98,323.83,328.91,335.79,327.74,317.73,312.52,330.36,333.18,347.54,350.09,358.96,355.22,352.02,357.23,357.21,363.40,362.22,363.06,353.87,351.67,355.24,353.20
2002-09-30 21:42:11+00:00,L7,376.35,370.26,373.49,374.09,368.57,358.43,354.01,354.67,357.20,359.65,363.07,359.97,360.82,354.69,356.04,342.54,325.14,324.80,331.92,341.40,340.36,331.02,315.89,327.78,342.98,349.21,359.27,360.71,366.60,354.46,358.95,356.95,366.88,367.26,365.15,355.44,351.07,357.50,358.88
2002-10-23 21:48:27+00:00,L7,367.89,360.62,367.82,366.43,366.79,353.57,350.94,347.62,349.77,349.23,347.87,346.47,350.38,345.85,341.47,337.62,323.66,319.34,321.46,326.39,326.43,316.96,302.01,328.05,332.64,336.92,342.20,352.17,352.14,353.24,357.59,354.06,355.84,363.06,360.66,348.17,347.86,350.46,347.46
2002-11-01 21:42:18+00:00,L7,354.86,354.96,359.88,360.21,359.04,358.56,353.84,353.50,357.87,357.12,355.83,357.46,355.71,353.05,350.82,350.70,339.24,345.37,340.66,344.32,346.15,330.55,319.33,358.18,357.99,358.27,360.38,,,,,,,,,,,,
2003-01-11 21:49:02+00:00,L7,401.78,396.83,395.30,388.53,379.06,364.38,353.91,361.35,365.58,366.84,367.57,366.65,364.29,364.11,368.97,361.69,349.55,348.93,351.34,354.47,348.40,341.54,338.92,349.97,351.86,353.72,359.52,360.02,364.50,360.87,365.54,360.19,362.80,365.95,363.49,360.31,353.04,361.70,359.95
2003-01-20 21:42:57+00:00,L7,376.21,379.64,383.39,376.62,368.51,354.38,354.72,354.44,356.19,359.34,357.03,356.94,355.02,348.06,351.13,343.08,331.42,327.97,328.53,338.22,334.48,334.14,325.03,334.47,338.32,338.52,341.86,351.03,348.42,349.89,356.25,354.29,352.51,358.59,359.09,349.37,350.87,352.45,353.60
2003-02-05 21:43:05+00:00,L7,378.45,380.06,383.52,381.04,372.89,361.23,357.32,355.57,356.39,361.18,359.29,359.93,359.47,352.23,355.83,348.48,338.72,338.78,340.50,345.13,344.49,335.25,,,344.46,344.19,348.06,360.08,361.42,355.56,361.93,360.07,365.85,363.34,361.44,358.08,351.59,356.40,348.83
2003-02-21 21:43:08+00:00,L7,,,,,,343.21,345.82,342.44,344.27,345.73,347.04,343.54,346.21,342.47,337.42,329.03,318.01,315.45,324.11,333.92,328.08,328.45,,,329.04,335.54,336.39,344.99,345.81,344.06,351.68,344.44,345.13,350.49,354.76,344.11,346.41,346.43,342.29
2003-03-16 21:49:22+00:00,L7,425.36,416.64,418.04,414.02,394.95,389.26,390.95,387.26,402.39,397.37,396.66,394.35,382.19,382.72,384.35,380.02,364.41,358.92,365.29,377.18,383.31,367.18,366.84,358.95,366.88,359.35,377.82,375.55,378.44,378.46,384.90,383.58,378.66,385.40,390.36,393.07,388.96,395.90,415.67
2003-03-25 21:43:05+00:00,L7,390.61,388.75,387.09,380.44,369.03,361.48,363.17,363.84,367.44,369.59,373.24,370.86,370.79,370.34,370.70,366.29,354.16,352.98,358.62,367.24,364.00,358.69,351.47,351.61,350.82,348.44,357.96,362.64,369.27,363.88,369.34,365.00,367.57,366.92,371.23,369.65,364.05,364.71,363.23
2003-04-10 21:43:13+00:00,L7,397.64,399.37,394.50,387.46,381.30,370.68,369.49,374.15,378.20,377.80,383.30,388.52,378.16,374.83,379.95,378.33,365.37,357.10,363.96,370.33,369.07,365.66,359.71,353.67,358.77,359.01,359.87,364.43,371.45,364.57,368.06,371.22,371.70,367.53,370.25,369.65,373.13,367.94,367.41
2003-05-03 21:49:25+00:00,L7,373.50,373.91,374.26,366.71,362.54,356.06,345.97,347.56,351.45,354.00,358.46,366.51,361.35,355.54,356.51,350.26,346.04,339.81,342.09,354.43,354.38,348.97,338.13,324.44,341.22,344.05,341.62,350.90,353.49,355.98,356.19,352.50,352.87,359.88,362.94,356.74,355.96,361.95,357.82
2003-05-12 21:43:12+00:00,L7,397.81,402.25,410.05,405.03,393.49,382.20,373.18,373.30,380.84,376.74,381.95,387.75,382.35,374.32,379.49,372.83,358.89,358.81,367.23,370.67,370.11,366.57,376.59,394.50,386.32,381.93,376.74,379.24,390.10,385.47,383.54,382.49,381.58,381.37,385.27,386.50,380.88,384.99,389.41
2003-05-19 21:49:19+00:00,L7,354.69,361.75,360.71,354.87,350.39,345.63,337.31,337.82,342.45,345.29,350.79,354.18,351.01,345.58,346.93,338.91,331.85,327.76,336.12,345.71,346.22,339.23,327.79,,330.79,332.72,334.19,336.07,348.78,349.65,347.02,346.44,348.12,344.53,354.64,348.63,349.45,351.75,347.73
2003-07-30 21:37:21+00:00,L5,372.15,365.40,362.29,358.58,354.06,346.26,342.29,346.48,350.04,351.10,354.98,354.99,358.17,352.19,354.59,355.97,346.36,338.98,338.53,349.11,349.80,342.25,335.51,333.32,338.76,344.09,345.48,356.82,358.84,357.08,364.36,355.31,355.27,358.21,366.04,365.87,354.86,357.03,358.73
2003-08-15 21:37:36+00:00,L5,360.41,348.75,350.93,347.48,339.11,327.81,323.49,332.05,340.52,343.37,348.11,349.78,353.77,346.70,350.70,348.71,327.60,318.21,327.47,332.22,334.33,329.48,325.96,318.20,313.85,339.19,340.25,345.87,351.23,342.15,340.45,329.53,335.78,337.85,348.00,341.94,350.40,356.99,360.28
2003-08-16 21:42:52+00:00,L7,345.97,337.70,340.59,,,,,,334.37,340.35,340.87,341.24,340.60,335.00,333.33,325.67,312.27,291.66,295.02,,,,,275.26,296.69,314.42,315.30,326.26,326.13,333.14,333.44,,,,,347.26,340.29,338.32,341.02
2003-10-18 21:38:36+00:00,L5,366.06,369.10,369.77,363.54,358.71,349.57,348.35,349.52,353.16,359.32,365.68,368.82,370.14,365.16,364.60,348.67,340.53,341.13,346.31,361.20,355.74,352.73,357.64,351.18,356.46,362.26,367.34,366.62,343.89,336.36,348.20,353.60,355.97,358.30,362.28,372.26,375.93,373.64,368.50
2003-10-19 21:42:44+00:00,L7,380.69,379.85,382.47,377.80,369.14,360.16,356.87,355.15,356.16,363.70,369.67,373.06,,,,,360.76,356.93,365.63,374.34,366.34,367.51,,350.58,359.88,363.21,,,,347.30,361.95,368.12,370.34,369.42,371.56,374.64,374.68,375.85,371.32
2003-10-26 21:49:02+00:00,L7,,,,362.51,359.44,349.18,346.40,342.55,340.88,347.48,354.88,359.92,360.81,,,,,,,350.69,348.96,339.35,,312.37,333.71,347.28,352.82,,,,,,364.67,365.76,366.79,364.11,365.61,369.32,358.97
2003-11-04 21:42:51+00:00,L7,396.29,389.96,389.45,389.61,,,,,,368.20,373.66,379.80,372.47,361.37,369.00,364.70,357.06,357.34,362.30,370.82,,,,,387.30,378.27,383.81,384.93,366.14,352.73,371.57,383.03,385.08,,,,,402.44,395.28
2003-11-19 21:39:02+00:00,L5,396.36,388.99,391.35,386.01,386.11,377.86,373.08,376.39,367.18,362.47,372.48,375.19,367.55,359.96,365.17,359.51,373.52,377.08,379.79,380.21,378.35,377.92,389.15,372.01,362.81,367.06,368.12,365.38,361.43,355.51,376.24,381.80,382.37,385.79,388.95,387.21,384.54,384.95,372.77
2003-11-28 21:32:58+00:00,L5,356.63,346.82,352.33,356.08,352.17,344.86,342.30,333.91,331.15,334.71,347.16,348.73,345.81,341.13,338.58,343.32,341.53,337.32,345.93,355.03,353.62,348.22,321.00,301.62,328.13,329.84,336.24,344.84,351.12,344.38,346.79,352.37,354.54,355.40,357.15,348.14,351.17,354.64,349.58
2003-12-06 21:43:10+00:00,L7,400.91,378.65,384.60,382.66,378.58,377.46,371.71,,,,,380.22,370.18,372.34,364.96,370.24,388.05,384.12,385.10,386.20,378.69,371.87,,,,,380.81,405.25,391.91,362.16,381.31,395.07,395.17,395.86,405.16,,,,
2003-12-13 21:49:25+00:00,L7,,,,,,,,,,,,,,,,317.61,320.43,333.71,343.28,349.83,343.34,,,,,,343.66,353.90,341.79,334.52,340.47,350.04,348.79,348.77,,,,,
2003-12-14 21:33:02+00:00,L5,372.65,367.61,370.16,371.82,369.41,364.31,358.38,356.29,349.03,353.64,359.81,362.95,359.62,353.71,355.21,354.09,359.17,358.83,365.61,369.39,368.92,362.16,345.52,318.97,347.21,345.31,348.82,356.27,359.40,352.85,354.82,360.34,369.00,368.13,369.10,367.44,366.12,366.00,362.36
2003-12-30 21:33:12+00:00,L5,363.42,359.11,364.14,359.56,357.96,355.09,350.39,354.55,357.29,362.34,369.21,369.27,368.90,348.65,353.54,352.40,348.93,345.03,356.82,360.90,365.83,363.06,359.81,336.14,354.79,355.46,365.25,365.25,360.18,352.60,356.36,358.89,361.29,371.22,378.08,373.28,374.12,381.86,368.47
2004-01-15 21:33:14+00:00,L5,382.28,374.50,373.81,370.59,369.60,367.15,361.05,360.12,360.54,360.42,368.09,375.16,369.53,365.65,365.71,368.85,364.43,367.61,375.08,382.62,377.14,370.08,362.78,352.38,353.69,355.45,363.60,366.42,366.52,370.61,371.78,369.08,370.11,374.27,380.65,374.62,372.35,381.29,376.61
2004-02-16 21:33:24+00:00,L5,392.98,379.05,371.93,371.63,372.03,374.71,370.35,362.94,370.05,378.43,384.37,381.91,373.28,379.75,383.70,378.51,376.32,377.78,382.23,389.35,393.05,386.17,393.66,,378.30,389.58,387.63,387.66,383.31,388.49,390.31,387.93,385.33,386.55,388.29,384.24,386.80,385.10,372.26
2004-02-24 21:43:33+00:00,L7,358.25,339.53,350.24,349.49,345.10,342.23,,,,,,351.70,351.95,346.99,345.19,342.14,338.02,340.53,350.64,356.84,358.31,,,,,343.52,345.46,345.52,345.41,345.38,354.21,343.85,345.30,339.52,,,,,344.86
2004-03-02 21:49:48+00:00,L7,,,,370.63,369.57,366.91,,,,,,379.06,378.40,376.65,375.85,371.02,369.21,374.11,372.23,388.08,387.74,,,,,,372.13,379.95,383.78,379.04,373.28,367.29,374.48,364.77,,,,,
2004-03-19 21:33:35+00:00,L5,396.10,378.16,389.98,385.85,379.12,377.50,367.06,370.66,374.56,386.31,391.23,395.31,382.57,382.36,404.94,408.48,394.97,377.11,380.89,390.09,387.55,391.19,391.22,371.39,396.12,400.14,378.29,380.58,401.95,384.57,392.79,399.92,390.57,379.15,384.68,381.84,391.01,385.37,
2004-03-27 21:43:45+00:00,L7,374.38,370.19,375.24,371.07,370.15,366.34,360.19,360.70,365.69,371.42,377.88,377.88,,,,,374.63,373.01,377.60,387.03,386.69,381.70,363.14,343.00,360.11,371.62,,,,,382.55,377.73,374.42,371.22,373.18,373.44,378.04,379.97,373.12
2004-04-03 21:49:54+00:00,L7,,,,,,,,,,,,,,,,,,361.66,369.99,373.46,,375.45,,,376.36,,,,,,388.64,383.25,380.74,387.40,386.76,385.68,380.66,386.34,383.31
2004-04-20 21:34:19+00:00,L5,380.91,374.74,372.70,370.07,368.69,365.22,358.44,354.41,357.73,359.79,365.67,372.89,370.52,369.40,373.10,368.96,363.04,359.79,363.73,374.83,370.88,362.47,355.97,352.28,360.95,360.58,363.81,373.71,375.51,375.86,380.26,375.68,372.49,372.12,375.04,368.74,361.41,368.49,368.16
2004-05-21 21:49:49+00:00,L7,355.53,353.68,357.00,,,,,,,352.88,,,,357.17,,,,,,,,,,301.41,347.13,346.68,345.20,355.31,359.45,357.34,357.45,349.66,,,,,,361.45,361.17
2004-06-06 21:49:44+00:00,L7,331.81,330.38,339.07,337.46,334.19,,,,,,,338.42,342.77,340.22,332.34,321.49,298.65,304.73,300.50,266.26,,,,,,318.68,322.85,331.04,336.73,338.46,341.59,328.42,339.14,,,,,,
