dates,nzd0306-0000,nzd0306-0001,nzd0306-0002,nzd0306-0003,nzd0306-0004,nzd0306-0005,nzd0306-0006,nzd0306-0007,nzd0306-0008,nzd0306-0009,nzd0306-0010,nzd0306-0011,nzd0306-0012,nzd0306-0013,nzd0306-0014,nzd0306-0015,nzd0306-0016,nzd0306-0017,nzd0306-0018,nzd0306-0019,nzd0306-0020,nzd0306-0021,nzd0306-0022,nzd0306-0023,nzd0306-0024,nzd0306-0025,nzd0306-0026,nzd0306-0027,nzd0306-0028,nzd0306-0029,nzd0306-0030,nzd0306-0031,nzd0306-0032,nzd0306-0033,nzd0306-0034,nzd0306-0035,nzd0306-0036,nzd0306-0037,nzd0306-0038,satname
2002-02-18 21:43:18+00:00,380.14,368.82,373.04,371.54,367.10,361.40,356.84,355.45,354.79,355.07,362.86,359.58,360.79,363.71,365.10,357.40,343.52,339.87,340.56,342.48,342.33,340.30,341.15,335.46,350.92,354.78,355.93,366.57,371.04,369.39,370.39,366.46,366.98,370.39,373.64,369.04,366.02,365.35,362.60,L7
2002-02-25 21:49:35+00:00,381.69,371.60,373.94,375.57,370.50,365.62,361.06,354.86,351.96,355.20,366.68,360.85,358.61,358.92,361.87,355.63,340.17,335.72,340.82,339.21,340.04,335.06,341.56,335.46,353.56,353.57,354.93,362.85,368.18,366.14,366.49,365.13,364.23,367.12,373.22,370.10,366.87,365.87,366.20,L7
2002-03-06 21:43:23+00:00,381.19,372.77,374.63,375.62,370.61,365.61,361.54,354.49,352.12,356.77,367.27,361.61,358.75,358.12,361.19,355.60,340.45,335.30,340.88,340.21,340.37,335.88,340.90,334.58,352.29,352.92,354.60,362.81,368.09,365.85,366.61,365.47,364.85,367.78,372.70,370.17,367.04,366.34,366.62,L7
2002-03-13 21:49:32+00:00,380.36,373.30,375.09,374.96,369.93,364.79,360.65,353.28,351.09,357.48,367.05,361.67,358.41,356.11,360.22,354.52,339.83,334.07,339.66,339.97,339.36,335.36,339.25,333.77,351.24,351.70,354.07,362.29,368.18,365.78,366.90,365.59,365.38,367.65,373.06,370.02,367.30,367.18,366.44,L7
2002-04-07 21:43:17+00:00,380.40,375.82,377.69,378.76,372.51,367.36,361.02,351.40,349.24,355.59,364.77,360.79,357.47,352.45,356.37,352.12,337.64,329.90,337.16,336.17,334.92,331.79,338.57,334.23,350.88,350.12,353.77,360.73,366.69,363.75,366.72,366.94,367.95,370.14,375.12,372.20,371.35,371.60,371.76,L7
2002-04-14 21:49:26+00:00,379.35,374.99,376.84,378.69,372.21,365.85,358.85,350.34,348.35,353.44,361.55,359.07,355.69,351.03,355.10,349.98,336.28,328.22,334.14,333.12,330.27,328.63,335.03,333.75,348.39,347.56,351.88,358.45,364.78,363.01,366.44,366.86,367.85,370.10,374.15,371.15,369.83,369.97,371.18,L7
2002-05-09 21:43:16+00:00,377.70,377.54,377.56,377.68,369.18,363.18,356.60,348.08,346.03,352.26,358.51,358.06,352.78,346.62,351.24,344.92,331.95,323.76,329.35,325.87,320.55,322.80,327.37,327.93,343.59,343.74,349.07,354.76,360.40,360.79,366.23,366.14,367.56,368.34,370.71,367.74,366.17,366.23,370.23,L7
2002-05-16 21:49:21+00:00,377.04,377.54,377.56,377.68,369.18,363.18,356.60,348.08,346.03,352.26,358.51,358.06,352.78,346.62,351.24,344.92,331.95,323.76,329.35,325.87,320.55,322.80,327.37,327.93,343.59,343.74,349.07,354.71,360.12,361.04,366.80,366.43,368.02,368.96,370.86,367.00,365.31,366.04,370.24,L7
2002-06-01 21:49:16+00:00,374.38,373.90,374.58,374.57,366.51,360.40,353.82,345.36,344.85,350.18,358.51,358.06,352.78,343.47,349.00,342.69,330.02,321.14,326.11,323.43,316.94,321.70,325.69,327.12,341.60,342.14,347.07,353.18,358.57,360.23,366.36,365.79,367.02,367.23,369.84,365.52,363.52,364.69,369.42,L7
2002-06-10 21:43:00+00:00,374.38,373.90,374.58,374.57,366.51,360.40,353.82,345.36,344.85,350.18,358.51,357.01,352.32,343.47,349.00,342.69,330.02,321.14,326.11,323.43,316.94,321.70,325.69,327.12,341.60,342.14,347.07,353.18,358.70,361.05,367.55,367.12,367.68,366.90,368.95,364.30,362.10,363.58,368.43,L7
2002-07-19 21:48:57+00:00,375.33,373.49,373.40,373.93,367.57,361.02,353.77,346.74,346.75,351.83,359.49,357.67,352.32,344.44,350.44,342.02,329.69,322.01,326.22,323.97,319.07,323.67,326.51,328.35,341.80,342.31,348.17,354.24,359.55,361.84,368.42,367.34,367.74,366.66,369.65,364.86,362.27,364.00,369.85,L7
2002-08-29 21:42:27+00:00,373.06,370.46,370.37,369.73,364.35,356.23,349.68,345.37,346.46,350.59,354.69,356.08,352.50,345.29,350.12,339.44,327.84,321.00,322.94,322.68,314.66,320.34,319.49,329.97,337.86,340.03,348.12,354.64,359.10,361.98,369.79,368.18,369.48,367.01,368.85,363.07,360.69,362.85,367.74,L7
2002-09-05 21:48:38+00:00,376.06,369.29,370.25,370.48,366.05,357.75,349.06,346.80,345.29,351.20,355.22,356.53,351.50,345.61,350.00,336.55,323.80,318.11,321.37,320.71,313.29,317.54,316.90,330.33,338.31,343.93,352.53,355.45,357.12,360.15,368.41,367.88,370.90,365.86,370.78,363.06,360.17,362.00,367.63,L7
2002-09-14 21:42:19+00:00,376.78,368.91,370.46,371.52,366.59,358.06,349.95,348.16,346.74,351.54,355.45,357.08,352.59,347.76,350.78,336.86,323.03,318.50,321.82,321.24,313.47,316.67,315.99,331.72,337.71,345.08,353.18,356.10,356.37,359.42,367.87,367.67,370.99,365.99,370.08,362.14,358.97,360.91,367.06,L7
2002-09-30 21:42:11+00:00,377.40,369.79,371.43,372.44,367.45,358.74,351.03,349.62,348.54,353.08,357.12,358.03,354.25,349.08,351.92,338.13,323.90,319.84,323.68,324.22,317.20,319.47,317.23,332.39,339.04,346.18,354.49,357.13,357.82,359.49,367.58,367.30,371.13,366.63,370.09,362.05,358.71,361.11,366.91,L7
2002-10-23 21:48:27+00:00,378.61,368.85,371.48,370.77,367.21,358.81,353.04,352.19,351.38,356.67,360.84,359.60,356.74,350.33,352.35,339.40,323.86,320.81,325.37,328.71,323.22,323.28,317.02,333.96,340.20,348.72,356.39,359.16,358.42,359.48,366.99,366.67,370.35,365.60,369.90,360.33,356.54,359.78,364.49,L7
2002-11-01 21:42:18+00:00,374.50,365.25,368.54,367.95,364.65,357.13,351.47,350.41,350.45,355.07,358.35,357.71,354.98,349.18,350.74,339.00,323.92,321.89,325.14,328.51,323.84,321.59,314.06,333.76,340.25,348.13,355.18,359.16,358.42,359.48,366.99,366.67,370.35,365.60,369.90,360.33,356.54,359.78,364.49,L7
2003-01-11 21:49:02+00:00,381.23,370.41,373.78,373.64,370.95,361.75,355.08,356.24,355.70,361.25,362.58,361.42,358.29,355.57,356.02,344.25,328.42,328.83,333.31,337.81,335.69,327.94,318.89,338.92,344.18,351.74,359.43,363.93,361.88,359.56,365.41,364.55,369.80,366.17,371.95,362.79,358.25,362.42,365.19,L7
2003-01-20 21:42:57+00:00,381.99,373.43,377.68,376.07,371.46,361.75,356.71,357.54,356.44,362.01,362.88,362.13,359.16,356.33,355.95,346.52,330.42,330.16,335.19,340.76,337.19,329.53,320.66,341.17,345.25,352.56,359.01,363.79,360.76,358.39,364.09,364.32,369.21,367.02,370.91,361.45,357.84,361.84,362.40,L7
2003-02-05 21:43:05+00:00,384.04,376.62,380.42,378.72,373.72,363.79,358.87,359.76,358.53,364.02,364.58,363.98,361.03,357.70,357.77,348.83,333.44,333.22,338.22,343.69,340.45,333.55,320.66,341.17,347.61,353.73,359.89,365.68,363.20,360.40,366.18,366.54,371.15,368.92,371.79,363.38,359.12,363.52,363.61,L7
2003-02-21 21:43:08+00:00,384.04,376.62,380.42,378.72,373.72,364.07,359.91,360.76,359.45,364.53,365.17,364.28,361.59,358.23,357.79,349.19,334.24,333.78,339.55,345.45,341.95,336.62,320.66,341.17,348.49,354.25,359.88,365.98,363.87,361.18,367.17,367.12,370.86,369.48,372.18,363.85,359.99,364.22,364.36,L7
2003-03-16 21:49:22+00:00,384.99,381.57,384.78,381.85,374.54,364.81,362.12,362.27,365.64,366.49,366.22,365.09,363.14,359.27,359.63,353.57,340.70,339.37,343.14,350.30,349.13,341.84,326.00,340.90,350.69,351.39,357.62,364.98,366.80,363.83,369.59,367.46,368.28,372.05,371.28,365.55,361.97,367.30,369.33,L7
2003-03-25 21:43:05+00:00,386.15,382.86,385.46,382.06,374.25,364.79,362.58,362.85,366.19,367.18,367.35,366.08,364.29,360.81,361.16,355.34,342.54,341.23,345.27,352.59,351.19,344.20,330.43,343.22,351.11,351.41,358.00,365.08,367.50,364.23,369.95,367.61,368.58,371.81,371.62,366.45,362.58,367.37,369.03,L7
2003-04-10 21:43:13+00:00,388.10,385.89,387.48,383.13,375.23,365.61,363.76,364.39,367.98,368.66,369.06,368.72,365.75,362.57,363.35,358.77,346.47,344.28,348.20,355.17,353.75,347.29,335.47,345.70,352.23,351.96,357.53,364.94,367.50,364.89,370.48,368.69,368.58,371.23,371.72,367.62,364.80,368.07,369.39,L7
2003-05-03 21:49:25+00:00,395.89,394.13,394.26,388.36,378.86,368.48,366.06,367.70,371.13,372.38,373.72,374.31,369.84,366.44,368.26,363.04,351.85,348.39,353.68,361.99,360.15,355.74,348.10,346.94,354.55,353.75,358.78,364.60,367.49,365.05,370.13,368.29,368.03,370.66,371.85,368.52,365.66,369.33,370.48,L7
2003-05-12 21:43:12+00:00,393.71,393.07,394.16,388.37,378.62,368.16,365.01,366.18,370.37,371.02,372.79,373.96,369.62,365.71,367.90,362.29,350.79,347.70,353.04,360.81,359.11,354.36,348.03,349.59,355.93,355.04,358.94,364.38,368.16,365.48,369.78,367.72,367.69,370.01,371.73,368.67,365.74,369.23,370.43,L7
2003-05-19 21:49:19+00:00,391.56,391.47,392.32,386.53,377.35,367.59,363.93,365.31,369.26,370.13,372.28,373.67,369.23,365.17,367.28,361.64,350.59,347.39,353.31,361.26,359.79,355.21,349.19,349.59,355.38,354.49,358.15,363.24,367.91,365.58,369.19,367.56,367.42,369.14,371.50,368.36,365.58,369.17,370.13,L7
2003-07-30 21:37:21+00:00,387.53,387.09,387.38,382.09,373.40,365.34,361.95,362.86,367.28,367.87,370.86,372.52,368.63,364.25,365.97,361.35,350.65,346.73,352.64,361.23,360.76,355.23,348.29,344.83,353.82,353.48,356.68,362.53,367.73,365.19,368.78,366.49,366.53,367.74,371.66,369.37,365.92,368.79,369.83,L5
2003-08-15 21:37:36+00:00,384.44,382.46,382.59,377.18,368.47,360.99,357.55,359.51,364.88,365.25,368.98,370.75,367.44,363.08,364.85,360.74,348.78,343.81,350.45,359.05,358.89,353.70,348.37,344.31,349.68,352.29,355.18,360.31,365.97,363.07,365.76,362.35,362.55,364.27,369.61,366.94,365.23,368.22,370.36,L5
2003-08-16 21:42:52+00:00,382.24,379.26,379.70,377.18,368.47,360.99,357.55,359.51,363.43,364.36,367.77,369.40,366.16,361.67,363.10,358.83,346.73,340.20,346.78,359.05,358.89,353.70,348.37,339.18,346.25,350.10,352.79,358.51,363.58,361.67,364.13,362.35,362.55,364.27,369.61,366.57,364.14,366.83,369.29,L7
2003-10-18 21:38:36+00:00,374.32,371.63,373.02,370.46,364.14,355.68,349.53,352.96,356.49,358.96,363.34,366.55,364.95,358.82,360.49,354.80,343.73,336.99,343.21,357.39,356.93,352.74,351.35,334.94,344.82,351.60,351.93,357.76,359.29,357.49,359.40,358.48,359.36,361.12,367.07,365.97,363.57,366.75,367.60,L5
2003-10-19 21:42:44+00:00,375.75,373.20,374.74,372.12,365.47,356.94,351.19,353.98,356.98,360.09,364.67,367.90,364.95,358.82,360.49,354.80,346.39,340.02,346.63,360.53,358.99,355.71,351.35,334.94,347.33,353.59,351.93,357.76,359.29,356.75,360.25,360.57,361.54,362.92,368.25,367.59,365.43,368.42,368.69,L7
2003-10-26 21:49:02+00:00,375.75,373.20,374.74,370.35,364.15,355.39,350.02,351.89,354.68,358.18,363.08,366.50,363.93,358.82,360.49,354.80,346.39,340.02,346.63,358.63,357.07,352.86,351.35,329.85,345.23,352.38,351.47,357.76,359.29,356.75,360.25,360.57,361.36,362.70,367.56,366.69,365.01,368.01,367.01,L7
2003-11-04 21:42:51+00:00,376.22,373.17,374.60,371.18,363.68,354.61,349.90,351.70,354.48,357.95,362.95,366.17,363.54,357.62,360.23,354.53,345.74,340.17,346.79,358.31,356.64,352.45,352.30,329.23,348.23,354.37,354.71,360.30,358.77,354.31,360.14,362.22,363.35,362.41,367.62,367.33,365.61,370.70,369.07,L7
2003-11-19 21:39:02+00:00,378.13,372.09,373.10,369.97,363.71,354.43,351.03,353.41,353.43,357.03,362.58,365.38,362.50,356.40,359.23,353.96,348.99,343.74,349.15,360.51,358.64,355.21,359.06,328.63,346.64,354.51,355.59,361.07,354.70,349.87,360.15,363.62,364.82,365.17,369.56,369.29,367.72,372.35,368.82,L5
2003-11-28 21:32:58+00:00,379.11,372.07,373.65,371.38,365.66,356.65,353.38,354.82,353.79,357.35,363.66,366.33,363.17,357.36,359.42,356.04,351.20,346.08,352.42,363.50,362.12,359.24,360.25,331.46,347.84,354.56,356.31,362.35,357.78,352.33,361.62,366.20,366.68,367.37,370.93,369.78,368.40,373.18,369.94,L5
2003-12-06 21:43:10+00:00,379.90,371.40,373.47,371.24,365.70,357.68,354.10,354.82,353.79,357.35,363.66,366.46,362.72,357.86,358.74,356.24,353.90,348.91,354.42,364.39,362.35,358.62,360.25,331.46,347.84,354.56,357.64,366.14,360.48,352.03,362.41,367.98,368.45,369.36,373.83,369.78,368.40,373.18,369.94,L7
2003-12-13 21:49:25+00:00,379.90,371.40,373.47,371.24,365.70,357.68,354.10,354.82,353.79,357.35,363.66,366.46,362.72,357.86,358.74,353.88,352.30,349.13,355.34,364.97,362.50,358.62,360.25,331.46,347.84,354.56,357.98,366.71,360.34,352.02,361.96,368.24,368.23,369.01,373.83,369.78,368.40,373.18,369.94,L7
2003-12-14 21:33:02+00:00,381.31,372.85,374.97,373.12,368.14,360.45,356.60,357.67,355.29,358.81,365.10,367.80,364.01,359.17,360.13,355.73,354.58,351.68,358.21,367.31,365.27,361.85,363.13,334.25,349.91,355.46,358.81,367.50,362.07,353.76,362.98,369.59,369.96,370.75,375.09,371.56,369.93,374.29,371.31,L5
2003-12-30 21:33:12+00:00,380.53,372.33,374.71,372.62,367.93,360.71,356.78,358.36,356.29,359.85,366.20,368.59,365.09,358.82,360.17,356.16,354.78,351.79,358.87,367.55,366.17,363.09,364.66,336.24,351.21,356.19,360.02,368.02,362.63,354.33,363.09,369.46,369.90,371.52,376.09,372.53,371.05,375.70,371.90,L5
2004-01-15 21:33:14+00:00,381.40,373.13,375.25,373.07,368.75,361.97,357.85,359.40,357.35,360.52,366.98,369.67,366.00,360.03,361.26,357.83,356.09,353.58,360.78,369.38,367.81,364.68,366.05,339.47,352.13,356.75,360.86,368.51,363.57,356.15,364.33,370.15,370.49,372.37,377.09,373.39,371.76,376.79,373.02,L5
2004-02-16 21:33:24+00:00,383.93,376.02,377.66,373.98,370.66,365.38,361.23,360.57,359.05,362.53,369.96,372.46,367.38,363.02,364.44,359.76,361.34,361.90,369.04,373.05,371.76,368.59,372.94,346.50,360.26,362.83,366.66,373.62,366.54,358.32,367.62,373.78,373.51,375.48,379.73,376.88,376.84,380.97,373.65,L5
2004-02-24 21:43:33+00:00,383.62,374.44,376.91,373.54,370.07,365.01,361.23,360.57,359.05,362.53,369.96,372.32,367.50,363.10,364.19,359.90,360.99,361.71,369.37,373.52,372.50,368.59,372.94,346.50,360.26,362.81,366.49,372.81,366.36,358.84,368.10,373.15,372.81,374.08,379.73,376.88,376.84,380.97,373.06,L7
2004-03-02 21:49:48+00:00,383.62,374.44,376.91,372.46,369.10,364.24,361.23,360.57,359.05,362.53,369.96,371.98,367.59,363.44,364.36,359.90,360.77,361.81,368.59,373.63,372.67,368.59,372.94,346.50,360.26,362.81,366.06,372.47,366.88,359.53,367.64,371.70,372.13,372.51,379.73,376.88,376.84,380.97,373.06,L7
