,dates,usa_HI_0012-0000,usa_HI_0012-0001,usa_HI_0012-0002,usa_HI_0012-0003,usa_HI_0012-0004,usa_HI_0012-0005,usa_HI_0012-0006,usa_HI_0012-0007,usa_HI_0012-0008,usa_HI_0012-0009
0,1991-11-10 20:18:16+00:00,190.86440723591883,197.42153522643952,190.56904914480197,185.66414499492407,188.99568336682614,194.3378149583565,200.53354536515212,204.58372308055584,204.7761313999756,199.17932811053586
1,1991-12-12 20:18:31+00:00,201.07601919886395,202.45291896632986,196.91149396269196,190.65842946159174,191.47104449964678,197.00176390128897,207.5648485780486,207.37399608938156,200.99645065701253,202.19685467891136
2,1999-07-03 20:46:48+00:00,202.65186621227534,205.66139392953994,200.10938725056667,194.44534977477383,196.8099006479736,200.74212113130332,206.1225431611703,205.68159729105565,201.24978734749504,205.65004575720775
3,1999-08-20 20:46:55+00:00,204.71645965705108,206.78295278899276,196.35897357746646,193.2766835544661,194.73021572707793,203.1268419365944,205.32800678638094,208.23270541951567,202.623081531121,206.34980057888635
4,1999-09-05 20:46:59+00:00,202.3742550061664,202.63167359859813,191.01326000519086,188.73609782097952,196.780063828125,197.9217133530754,206.55187712147202,205.41684562589268,199.55684899159166,204.3051631784408
5,1999-11-24 20:46:49+00:00,210.4439841337466,203.8242942176586,202.03521026623736,189.16483898881458,200.27935728083045,195.52384713666956,202.33434795612527,202.05950035510367,201.99494021315653,200.40066242894713
6,2000-02-12 20:46:47+00:00,210.8742548310614,217.07270154418708,207.1599730984274,197.24682685598017,200.73961651821804,201.42442795173125,209.07275551828246,208.87599988909295,206.48604074019224,208.18217230608286
7,2000-03-15 20:46:37+00:00,205.20732598693704,208.38025642447755,199.23036858949635,189.10245552931656,192.532680866113,196.65804352111232,203.85032588711414,206.276080191243,202.80890269199634,198.42928114667689
8,2000-05-18 20:46:08+00:00,199.70365844964581,201.29590797846066,190.80062896306762,182.71102122321898,,,,,,
9,2000-06-03 20:45:56+00:00,204.45161104974278,206.26818742353484,198.61002683138182,196.30904822102525,194.29641493398938,202.97559449893086,206.2441045106387,206.52868207935248,203.54975901133255,204.3947736982201
10,2000-09-07 20:44:48+00:00,201.7013430776653,194.87973017898176,191.63935034329384,183.79479959443623,192.47594969339485,197.19638718934198,204.77512248286757,205.94179523037582,199.42159816989638,198.79374712766483
11,2000-09-23 20:44:31+00:00,208.11647363922978,206.78398521126275,199.81741515235214,193.17260935843913,199.44555879189704,201.84212324637573,209.20967905999774,207.58201324331884,202.0645098218145,209.40509383778326
12,2000-12-28 20:44:30+00:00,209.34815191182454,217.00126051246806,206.49154333547506,203.02846589905562,200.7473053009086,206.3629140514859,209.63292189632705,210.51327628369475,207.1137561443195,210.88197560379095
13,2001-01-13 20:44:32+00:00,199.93192913325325,195.8253586473688,187.79745713631962,177.25609114562448,193.483304353533,,,,,
14,2001-03-02 20:44:23+00:00,201.62578350237473,210.1199362281038,200.88673957559666,193.23249782812974,179.70196873959347,201.63925737142986,196.47853830397332,206.90056901729108,203.71014648006238,200.54068318344378
15,2001-03-18 20:44:17+00:00,,,,,196.34872846578241,203.70945463192123,208.86290809472413,207.22829387867827,202.8139636912336,207.99641914894468
