dates,sar1387-0000,sar1387-0001,sar1387-0002,sar1387-0003,sar1387-0004,sar1387-0005,satname
1984-05-06 09:33:27+00:00,228.25,199.25,220.79,230.06,493.73,122.03,L5
1984-06-07 09:34:18+00:00,225.50,199.20,221.81,225.43,493.86,120.44,L5
1985-05-25 09:36:15+00:00,224.52,199.74,221.16,226.65,,,L5
1985-07-28 09:35:58+00:00,224.53,203.06,223.53,226.67,489.89,111.71,L5
1985-08-13 09:35:48+00:00,224.93,205.19,223.10,229.14,489.76,115.69,L5
1985-08-29 09:35:38+00:00,226.95,207.29,226.15,229.88,491.69,114.01,L5
1985-12-03 09:34:19+00:00,228.59,209.46,226.06,230.72,491.76,115.65,L5
1986-03-25 09:32:01+00:00,228.78,203.68,221.87,231.18,491.85,121.17,L5
1986-05-12 09:30:53+00:00,231.11,204.67,222.60,230.85,493.79,117.27,L5
1986-05-28 09:30:26+00:00,232.37,204.72,222.62,229.78,494.16,117.93,L5
1986-07-31 09:28:19+00:00,231.51,202.01,222.46,227.94,494.25,117.62,L5
1986-09-01 09:27:08+00:00,229.58,201.58,222.03,227.72,493.90,118.61,L5
1986-09-17 09:26:37+00:00,227.52,200.81,221.22,227.20,493.88,118.28,L5
1987-01-07 09:25:37+00:00,222.25,198.13,213.94,223.29,493.47,120.06,L5
1987-01-23 09:26:04+00:00,227.90,199.41,217.68,225.05,493.76,120.78,L5
1987-04-29 09:29:30+00:00,240.81,202.24,218.42,227.47,493.67,121.11,L5
1987-05-15 09:29:57+00:00,233.22,202.49,219.66,225.99,492.60,119.00,L5
1987-06-16 09:30:43+00:00,233.38,202.10,221.20,225.09,491.89,118.69,L5
1987-07-02 09:31:03+00:00,231.98,201.02,221.65,224.83,491.75,119.11,L5
1987-07-18 09:31:44+00:00,230.38,199.20,225.51,224.60,490.98,118.29,L5
1987-08-03 09:31:49+00:00,230.98,201.03,225.50,225.28,491.10,117.57,L5
