dates,satname,nzd0508-0000,nzd0508-0001,nzd0508-0002,nzd0508-0003,nzd0508-0004,nzd0508-0005,nzd0508-0006,nzd0508-0007,nzd0508-0008,nzd0508-0009,nzd0508-0010,nzd0508-0011,nzd0508-0012,nzd0508-0013,nzd0508-0014,nzd0508-0015,nzd0508-0016,nzd0508-0017,nzd0508-0018,nzd0508-0019,nzd0508-0020,nzd0508-0021,nzd0508-0022,nzd0508-0023,nzd0508-0024,nzd0508-0025
2004-05-03 22:03:47+00:00,L7,223.52,258.26,266.63,261.06,351.87,,,,,,326.55,347.98,342.72,338.30,335.56,337.95,349.12,349.18,350.55,352.74,,,,,,
2004-06-12 21:55:59+00:00,L5,,235.66,266.25,267.21,274.92,347.01,353.85,353.15,351.46,351.07,344.36,341.76,321.73,340.42,337.31,343.69,347.42,352.94,351.42,334.72,341.54,356.38,364.46,386.47,394.15,392.83
2004-06-28 21:56:28+00:00,L5,,,,620.99,552.51,,,336.66,315.65,249.05,175.82,167.44,,,,,,,,,,,,,,
2004-07-06 22:03:36+00:00,L7,219.32,218.07,263.30,257.29,300.54,342.94,330.75,320.63,323.85,335.38,325.88,299.51,,101.04,172.79,322.15,337.55,324.82,325.88,326.86,338.45,341.52,347.20,363.05,374.24,374.27
2004-07-30 21:57:15+00:00,L5,232.49,256.47,268.83,263.85,305.28,364.07,364.66,350.26,348.93,345.96,347.66,347.71,332.61,334.06,351.89,355.49,354.49,353.77,354.22,354.36,361.22,364.50,367.54,380.12,393.45,409.89
2004-08-15 21:57:37+00:00,L5,,,,,335.37,352.55,359.64,356.17,360.61,355.10,327.29,320.13,331.52,345.89,336.43,333.56,336.33,345.33,344.29,343.94,346.47,355.59,363.70,376.65,394.84,401.68
2004-09-08 22:03:17+00:00,L7,233.07,285.59,275.07,277.22,323.13,333.81,337.59,,,,,,310.62,322.50,327.84,334.61,338.02,335.78,335.35,334.99,332.46,332.99,340.53,353.06,372.30,383.76
2004-09-24 22:03:12+00:00,L7,,,,,,,,,,,,,,,,,325.25,323.71,332.01,335.38,330.99,325.75,327.32,335.37,,
2004-10-10 22:03:07+00:00,L7,278.88,,,,,317.11,324.99,324.46,323.26,327.52,332.20,332.39,330.88,333.58,327.77,325.36,325.89,334.91,343.20,337.16,325.55,322.92,323.43,336.12,361.85,372.57
2004-10-18 21:59:11+00:00,L5,304.13,316.84,343.12,340.37,330.59,329.84,338.35,337.93,332.98,342.67,342.72,348.56,351.56,348.27,340.34,333.38,331.49,337.95,348.26,344.08,333.64,329.28,328.84,346.73,371.33,390.73
2004-11-03 21:59:30+00:00,L5,315.92,324.60,335.63,339.66,333.55,337.34,340.57,338.17,340.90,338.17,339.80,343.85,349.27,352.09,340.92,329.08,319.22,337.99,345.28,331.57,320.87,316.52,323.14,347.61,365.57,380.88
2004-11-19 21:59:42+00:00,L5,,,,,,,,,,,,,,,,,,,,,,615.58,,,,
2005-03-03 22:04:17+00:00,L7,266.86,292.38,288.16,295.76,315.79,331.12,,,,,316.72,323.08,326.50,332.35,330.73,331.37,333.60,331.93,322.86,304.64,300.67,307.74,314.70,331.91,347.21,370.94
2005-04-04 22:04:14+00:00,L7,231.05,285.46,269.40,292.62,332.84,342.29,337.09,321.49,325.55,337.08,341.16,,,150.29,150.72,309.92,336.99,333.36,332.70,326.60,318.52,319.53,332.26,351.32,366.64,386.55
2005-05-05 22:08:01+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,346.07,360.40,377.98,389.24
2005-05-14 22:01:54+00:00,L5,219.02,229.28,253.57,256.44,290.48,326.13,329.92,314.67,313.87,324.47,320.51,320.67,326.09,332.66,333.03,334.94,334.85,336.90,318.33,312.99,306.30,316.78,315.03,324.73,346.68,362.13
2005-06-07 22:04:06+00:00,L7,,,,,,,,,,,,348.20,352.54,364.52,354.96,341.97,338.13,340.89,,,,,348.23,370.75,394.32,408.73
2005-06-15 22:02:10+00:00,L5,,299.55,254.58,247.33,331.90,328.73,300.58,344.82,335.19,369.05,326.30,326.35,314.19,293.22,357.56,353.58,345.34,331.68,352.83,348.35,347.66,376.59,,,,
2005-07-09 22:04:02+00:00,L7,212.46,216.18,267.88,257.88,297.62,157.66,113.80,,348.79,347.86,353.04,351.04,350.83,354.17,347.19,340.17,341.25,355.01,362.59,355.10,344.05,351.51,361.73,368.14,384.24,404.15
2005-08-26 22:03:51+00:00,L7,228.28,272.79,269.17,262.64,256.13,,,,306.39,327.27,320.20,321.00,326.87,336.97,336.85,329.24,324.83,325.70,328.65,315.38,311.03,320.41,323.95,330.26,354.39,370.65
2005-09-27 22:03:40+00:00,L7,,,,,,333.37,346.87,351.54,347.87,342.85,339.17,338.19,339.23,338.47,327.28,319.38,316.41,323.21,327.62,326.77,330.43,327.42,309.24,320.57,355.72,
2005-10-05 22:02:41+00:00,L5,332.53,336.44,327.37,335.48,335.86,346.01,353.50,359.00,360.28,357.47,353.63,349.42,350.12,347.61,340.75,338.93,337.09,342.12,347.31,346.26,346.22,349.97,356.82,368.85,379.12,385.45
2006-03-14 22:05:42+00:00,L5,366.23,373.13,376.78,381.22,379.45,385.43,385.20,379.80,378.72,376.52,375.07,369.75,368.21,376.50,381.18,373.88,356.38,356.06,356.36,363.16,373.23,375.44,387.98,403.50,404.12,418.93
2006-04-07 22:04:39+00:00,L7,233.96,,,355.16,358.83,355.68,359.93,354.07,354.57,342.78,341.20,345.85,355.88,358.24,342.00,324.08,326.22,335.40,342.25,342.80,345.98,346.15,351.19,357.82,366.79,
2006-04-15 22:06:18+00:00,L5,,372.12,377.50,390.39,394.27,395.67,389.18,377.96,379.67,370.81,372.56,380.85,391.34,391.47,368.70,347.91,346.22,359.96,386.21,382.31,388.56,387.85,385.51,389.97,396.27,404.83
2006-06-02 22:07:00+00:00,L5,244.00,274.22,284.93,281.74,321.28,345.54,352.39,347.71,348.10,338.63,334.75,334.67,331.11,338.98,332.72,339.50,335.14,339.01,341.67,324.99,322.69,326.76,330.28,346.19,363.84,373.49
2006-06-26 22:04:32+00:00,L7,,221.05,268.94,259.09,268.22,359.58,345.90,340.92,121.50,86.91,77.30,356.35,362.94,363.43,363.73,369.07,364.52,365.25,369.12,365.41,357.57,349.72,352.90,393.76,416.16,423.89
2006-07-12 22:04:25+00:00,L7,215.73,223.83,266.98,260.80,282.73,360.60,347.51,338.30,351.56,,,,,167.03,342.89,342.91,349.64,355.65,358.65,340.28,326.84,329.76,340.63,348.22,382.20,394.26
2006-08-05 22:07:55+00:00,L5,,,203.90,248.61,279.58,288.59,249.18,295.06,637.46,489.30,493.90,,,,,,,,,,,,,,,
2006-08-21 22:08:07+00:00,L5,239.70,279.60,273.81,341.72,345.21,342.09,340.98,445.35,470.03,451.19,340.70,335.37,336.76,342.57,351.96,353.14,346.95,327.52,326.03,321.95,317.40,327.76,342.70,358.26,364.02,379.76
2006-10-16 22:04:06+00:00,L7,,294.69,290.81,292.35,310.05,319.88,329.13,335.90,336.87,332.68,328.47,316.48,321.81,321.59,307.34,304.39,304.87,304.02,316.90,323.04,323.07,318.66,321.78,333.68,,
2007-05-12 22:04:59+00:00,L7,231.10,255.89,272.47,262.35,329.58,349.46,342.74,330.48,309.63,310.93,309.74,315.54,325.54,330.99,323.55,321.43,316.78,315.17,,,,309.69,319.03,336.12,347.39,353.67
2007-07-15 22:04:48+00:00,L7,220.58,228.85,261.37,255.67,297.98,364.23,365.28,356.24,349.85,342.26,342.53,342.47,334.00,350.69,364.09,356.54,325.11,332.90,333.37,321.66,312.42,,,341.06,370.38,397.71
2007-09-01 22:04:31+00:00,L7,,267.14,273.43,257.45,325.48,333.62,337.85,322.84,312.78,311.24,317.22,319.42,320.68,326.18,327.62,326.84,322.81,319.55,323.03,315.44,304.99,302.65,302.67,,,
2007-09-16 22:13:52+00:00,L5,264.25,288.83,285.84,306.28,326.78,342.07,341.99,340.00,327.52,324.32,330.03,333.46,330.36,333.83,334.50,333.99,333.45,339.86,335.95,322.61,317.25,312.71,303.41,300.51,309.76,331.45
2007-11-04 22:04:37+00:00,L7,277.62,289.99,283.99,279.48,310.40,330.19,329.22,321.88,317.14,320.82,321.02,285.96,298.82,303.62,304.27,315.19,329.26,332.32,325.53,299.00,277.54,270.13,275.84,292.21,318.92,336.58
2008-02-24 22:04:50+00:00,L7,321.31,321.18,319.89,342.93,348.70,356.46,342.03,332.57,329.71,333.22,328.08,318.90,322.41,331.51,337.26,336.73,337.20,340.21,329.31,303.01,297.35,298.75,,,345.69,341.56
2008-03-18 22:10:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-12 22:04:44+00:00,L7,227.45,274.99,268.44,261.90,329.35,337.69,335.55,311.11,304.71,307.16,312.06,307.48,297.82,298.59,304.20,312.63,317.26,311.36,310.39,301.20,295.30,298.14,,,,309.25
2008-06-15 22:04:20+00:00,L7,,209.15,264.36,257.68,248.68,343.67,349.38,349.97,352.82,359.32,346.99,332.01,287.47,290.54,267.38,288.80,,,312.27,320.18,323.93,330.00,332.97,338.03,342.84,351.59
2008-07-08 22:10:15+00:00,L7,,,,,,,,,,,,,,,,,,,615.36,621.67,,609.17,,,337.77,358.46
2008-07-17 22:03:58+00:00,L7,309.32,329.54,338.67,358.61,360.04,355.68,336.38,347.62,350.61,349.22,360.57,356.08,,,,,,342.47,341.45,333.00,326.04,337.60,,,,
2008-08-09 22:09:59+00:00,L7,217.86,235.32,246.81,,172.93,141.78,,,,,,,,,,,,,,,,,293.80,321.36,337.67,361.24
2008-08-18 22:03:44+00:00,L7,232.62,272.16,269.48,323.00,359.27,364.05,364.72,350.22,350.40,336.95,340.12,339.34,339.83,341.82,341.59,329.85,318.21,338.14,354.94,261.55,,,314.06,337.86,368.93,397.54
2008-09-10 22:09:44+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-17 21:59:44+00:00,L5,301.96,297.02,293.33,294.41,326.06,336.42,336.92,334.91,324.23,315.84,315.80,323.65,324.19,333.27,349.89,363.57,364.64,350.24,322.26,305.24,304.63,,,,,
2009-03-30 22:04:52+00:00,L7,239.17,,,,330.90,345.61,343.42,339.03,353.99,348.06,344.27,342.11,337.23,343.30,344.86,335.55,325.47,322.95,337.07,340.36,338.58,342.21,342.20,358.40,367.64,
2009-05-01 22:05:01+00:00,L7,231.49,261.03,268.26,258.47,323.22,328.28,328.15,316.42,318.00,326.10,332.24,330.79,317.78,320.26,,,,319.04,332.18,330.24,320.48,322.08,327.73,345.97,357.41,365.98
2009-08-05 22:04:48+00:00,L7,227.94,242.07,265.36,262.55,315.25,127.66,,,,327.60,338.82,344.05,342.69,344.20,354.63,356.17,358.12,352.77,354.27,346.22,331.04,327.64,336.26,358.91,373.04,384.14
2009-08-12 22:10:57+00:00,L7,,,,,,325.53,339.86,343.35,334.61,,,,,,,,,,,,,,,,,
2009-08-28 22:10:57+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-24 22:04:54+00:00,L7,292.93,294.37,288.91,282.84,306.68,323.74,338.63,342.12,,,329.60,343.52,347.08,338.00,338.02,336.86,338.00,334.77,334.35,334.25,331.10,325.73,324.76,336.17,359.87,380.87
2010-02-13 22:06:30+00:00,L7,269.00,299.76,314.84,340.49,349.57,364.28,364.98,352.45,349.51,344.43,340.35,346.58,356.03,357.99,345.96,347.24,353.30,352.07,352.95,348.56,341.86,336.29,345.45,370.49,399.68,426.32
2010-03-01 22:06:39+00:00,L7,328.17,325.16,338.55,343.22,346.53,356.91,359.99,352.71,343.93,330.51,334.74,347.35,349.52,342.32,341.46,342.88,364.18,353.44,341.79,343.56,329.76,330.93,351.48,370.51,399.95,405.85
2010-05-04 22:06:46+00:00,L7,234.15,256.91,268.23,264.02,325.34,,,,322.67,332.33,338.45,336.53,332.75,330.04,325.32,320.27,330.06,337.47,348.61,344.01,328.72,321.12,317.17,334.88,361.39,385.98
2010-07-14 22:13:00+00:00,L7,,,,,,,,,,,,,,,,,381.43,363.70,390.34,345.83,,345.26,,,,
2010-07-23 22:06:50+00:00,L7,,,,,,,,,,,,,,166.86,309.38,341.42,349.04,351.07,352.94,353.29,,,355.24,383.87,389.47,408.16
2010-09-25 22:06:53+00:00,L7,222.67,274.20,261.31,,122.69,305.81,304.55,305.13,301.21,316.16,333.53,298.31,303.27,291.99,296.93,332.03,309.93,305.89,299.43,297.24,,323.97,,,,374.97
2010-11-27 22:10:35+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-13 22:10:37+00:00,L5,,,,,,,,,,,,,,,,,610.03,544.65,527.16,456.50,,348.31,255.54,191.99,158.61,117.93
2011-02-08 22:04:35+00:00,L5,299.92,300.50,295.51,311.12,321.59,330.57,339.75,340.94,337.59,335.22,337.09,341.18,340.55,340.49,339.89,333.94,331.46,327.10,327.98,325.39,322.28,326.07,336.40,353.28,369.65,392.07
2011-03-04 22:08:09+00:00,L7,330.04,316.45,324.87,344.01,349.45,359.43,369.09,369.69,359.91,360.26,350.91,351.52,347.91,352.03,362.47,343.57,333.86,337.91,355.77,357.69,356.25,412.72,590.94,,,542.42
2011-03-12 22:04:31+00:00,L5,306.87,293.93,294.29,322.35,335.26,343.50,354.03,349.16,349.47,343.40,340.01,342.50,339.62,351.69,356.20,344.07,333.27,335.33,350.54,346.27,341.84,342.19,346.01,365.91,386.83,407.12
2011-04-12 22:14:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-28 22:14:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-08 22:08:12+00:00,L7,220.88,,151.35,81.36,297.69,347.44,334.57,301.03,297.34,307.96,330.17,339.80,341.84,341.06,342.37,343.31,343.84,336.64,332.57,321.76,321.35,339.04,347.75,355.51,,
2011-06-15 22:14:22+00:00,L7,,,,,,,,,,,583.03,575.67,563.27,357.81,351.46,345.02,347.49,341.85,,,,,,,,
2011-07-10 22:08:07+00:00,L7,,,263.07,260.93,298.26,313.41,311.63,297.37,295.58,296.68,302.19,307.02,303.16,290.25,265.88,302.39,310.53,300.51,297.84,291.18,300.25,304.56,,,,359.13
2011-07-17 22:14:18+00:00,L7,,,155.27,,,,,,,,,,,,,,,,,333.89,337.19,336.84,345.01,363.80,389.07,426.68
2011-07-26 22:08:05+00:00,L7,220.58,219.22,,,297.99,311.01,307.65,305.68,313.42,315.88,319.29,318.21,309.47,297.71,303.15,317.10,314.62,309.25,307.01,312.35,313.96,310.79,319.11,328.13,,
2011-08-18 22:14:11+00:00,L7,,347.60,304.46,192.21,,,,,,,,,,,,,,,,,,,,,,
2011-08-27 22:07:59+00:00,L7,232.90,282.78,,,,324.28,333.16,344.88,351.47,336.20,336.01,336.95,337.51,336.85,342.63,341.45,339.65,339.50,339.86,334.52,327.30,322.15,329.72,349.35,374.52,
2011-11-15 22:08:10+00:00,L7,,,,,320.20,338.46,338.84,328.81,317.26,323.27,331.87,328.40,329.26,331.89,330.61,333.00,327.03,321.84,326.63,332.10,326.80,320.16,315.91,332.63,366.05,
2012-04-07 22:08:40+00:00,L7,,348.66,340.66,324.25,334.14,345.81,352.17,353.24,345.16,336.85,339.86,344.91,346.20,341.96,350.45,,,,,337.85,332.03,354.29,352.08,343.79,368.79,405.53
2012-04-23 22:08:52+00:00,L7,225.20,253.64,288.90,288.60,331.36,352.84,364.62,361.49,347.30,346.76,344.02,339.91,347.63,348.34,344.49,343.38,356.22,353.87,339.31,331.91,338.38,349.78,346.84,353.09,379.09,
2012-08-29 22:09:52+00:00,L7,,269.99,275.34,264.44,322.33,323.78,315.91,305.99,350.40,473.42,465.32,414.41,615.73,625.45,600.68,,,,,,,,,331.67,,
2012-09-21 22:16:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-08 22:16:39+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-10 22:16:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-11 22:16:56+00:00,L7,,,,,,,,,,,141.62,134.34,,,,,,,,,,,,,,
2013-02-21 22:10:46+00:00,L7,,,,,,,,,,,342.91,,,,343.23,360.60,353.71,352.00,349.46,347.05,355.23,362.11,365.20,373.35,387.58,412.84
2013-04-01 22:16:50+00:00,L7,,313.97,318.40,320.69,295.53,296.01,,300.90,276.15,341.77,346.49,350.57,356.88,357.52,357.79,353.67,351.82,,279.15,231.44,,,,,,
2013-04-17 22:16:45+00:00,L7,,,,,,,,,,328.92,336.54,339.26,343.22,341.55,342.78,344.37,340.64,343.60,346.62,338.72,337.58,338.67,,,,
2013-04-25 22:22:32+00:00,L8,,169.46,272.41,330.70,365.58,394.07,392.18,347.93,343.04,393.25,389.02,357.05,458.42,459.03,603.79,619.76,618.39,577.79,576.90,444.63,372.10,625.33,600.74,,,
2013-05-03 22:16:41+00:00,L7,,240.08,259.99,254.66,315.04,323.34,331.31,345.75,342.55,336.35,330.11,340.07,347.37,348.09,350.57,,,,,,,,,,,380.25
2013-05-11 22:22:42+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04 22:16:28+00:00,L7,,,,,,,,,322.05,330.62,323.66,317.52,321.63,329.85,332.01,333.60,331.99,330.98,329.20,324.29,322.69,326.14,,,,
2013-06-05 22:16:38+00:00,L8,,,,,,,,,,,,,,,311.89,339.80,345.50,344.97,342.56,336.94,,618.07,,,,415.23
2013-06-12 22:22:47+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13 22:10:16+00:00,L7,,,262.63,257.79,320.86,355.34,358.15,284.98,209.62,212.34,,,,,,,,,136.26,194.79,,,,,,406.82
2013-06-28 22:22:44+00:00,L8,,,,,,195.85,336.43,341.47,342.32,335.90,322.52,299.93,302.30,302.87,328.99,337.16,335.92,327.76,321.25,319.58,327.82,327.90,333.85,344.76,351.14,339.76
2013-07-06 22:16:14+00:00,L7,228.48,237.96,247.06,58.64,179.99,159.05,53.91,,,,,,,,327.54,340.10,323.73,310.86,319.45,334.15,336.60,341.89,352.46,361.17,354.15,343.20
2013-07-07 22:16:35+00:00,L8,222.20,224.05,266.33,261.36,298.16,320.37,334.81,345.62,347.79,327.34,301.53,301.90,308.80,323.25,342.65,341.55,325.65,314.32,326.14,331.13,332.23,336.03,348.40,356.72,350.14,339.62
2013-07-14 22:22:46+00:00,L8,,,,,,,,,,439.06,471.46,636.70,,,,606.62,504.79,322.59,104.83,55.48,,474.05,,,,474.37
2013-07-22 22:16:07+00:00,L7,,,,,,336.70,342.49,343.94,355.43,357.80,346.50,329.07,337.00,343.04,341.41,331.89,336.90,349.04,358.35,,,,,,,
2013-07-23 22:16:34+00:00,L8,227.66,269.50,270.21,260.73,312.76,335.76,341.36,347.83,357.28,358.38,345.50,320.58,324.55,341.01,338.83,327.41,324.87,346.54,357.18,342.32,339.27,335.07,338.94,365.85,370.93,438.34
2013-08-08 22:16:37+00:00,L8,227.25,261.73,267.46,261.17,312.72,331.43,339.57,340.89,348.64,353.95,348.52,343.00,332.89,334.74,340.00,339.62,341.44,353.73,358.99,353.05,348.21,352.00,357.49,365.00,370.49,372.68
2013-08-31 22:22:50+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-08 22:16:22+00:00,L7,,,,,,,,,,,,,,,,,,,,189.83,182.72,163.75,114.68,,,
2013-09-16 22:22:45+00:00,L8,,,,,,,,,,,,,362.80,289.91,267.67,219.71,166.56,177.15,112.23,,,,,,,181.63
2013-09-17 22:10:16+00:00,L7,,290.34,278.60,264.83,305.09,322.46,334.65,338.85,330.80,333.36,340.64,343.52,350.54,347.82,340.33,341.14,345.32,352.64,,,,338.91,348.63,367.56,374.49,374.84
2013-10-02 22:22:40+00:00,L8,298.70,298.85,295.46,288.11,308.97,323.73,333.76,329.53,334.42,335.74,340.37,346.37,351.08,352.30,352.47,348.63,351.80,352.70,354.18,340.62,340.66,341.78,351.11,367.19,376.77,377.69
2013-10-11 22:16:29+00:00,L8,279.10,301.07,298.72,281.10,289.03,302.49,315.28,315.67,314.08,318.54,320.01,322.61,325.37,330.19,330.72,329.76,330.81,334.14,329.91,322.22,321.49,323.75,330.37,343.02,349.48,353.94
2013-10-18 22:22:37+00:00,L8,,303.16,305.90,310.70,319.23,332.42,340.06,336.50,331.55,340.20,347.70,344.89,345.17,350.68,357.10,354.59,354.12,352.29,349.45,342.09,342.89,347.89,355.41,368.43,380.94,384.47
2013-11-03 22:22:32+00:00,L8,324.86,305.58,309.07,312.25,347.07,355.57,341.24,336.85,346.50,348.57,343.28,348.06,357.17,368.33,375.44,372.36,354.24,353.48,356.83,358.81,361.78,362.25,371.75,393.66,,506.30
2013-11-04 22:10:43+00:00,L7,339.20,324.79,315.92,340.03,,,,,349.28,358.33,347.13,352.54,363.31,372.84,387.86,379.94,357.10,366.78,369.95,370.39,371.23,374.05,377.66,392.74,,527.27
2013-11-19 22:22:25+00:00,L8,308.10,297.67,308.61,335.77,500.59,522.80,525.68,491.10,350.43,353.93,342.56,338.41,339.78,362.24,359.70,346.16,347.09,354.01,366.60,366.12,359.36,361.64,364.43,371.97,378.29,374.10
2013-12-05 22:22:24+00:00,L8,,,,,,,,,,,,,,352.41,355.12,366.51,370.65,369.67,373.17,365.74,361.38,362.72,371.51,393.54,402.29,385.81
2013-12-21 22:22:15+00:00,L8,299.66,301.52,304.62,313.23,331.92,341.61,343.93,342.89,342.91,344.28,347.95,350.55,349.42,344.13,462.18,561.96,543.93,563.43,636.06,,,,,,,
2014-01-22 22:21:55+00:00,L8,303.96,299.05,299.10,310.67,325.29,335.19,339.18,338.24,332.36,331.27,332.25,332.63,344.41,345.78,342.45,338.67,337.33,344.93,348.33,341.24,338.82,340.90,350.87,364.04,372.34,379.87
2014-02-07 22:21:45+00:00,L8,,376.54,267.09,244.00,263.75,280.01,189.61,219.78,248.38,305.29,266.83,181.67,339.52,458.50,454.36,405.93,434.43,,638.06,626.85,,,,,,144.11
2014-02-23 22:21:32+00:00,L8,277.73,294.80,295.14,278.53,286.05,310.85,323.43,318.96,320.03,322.27,318.02,324.41,330.80,335.01,332.22,325.15,327.17,335.02,336.53,329.75,325.95,331.08,333.11,342.47,348.77,348.60
2014-03-11 22:21:19+00:00,L8,295.70,301.37,298.15,317.75,334.92,349.73,348.40,346.47,335.31,333.94,340.67,347.87,353.86,356.26,347.07,347.55,349.37,349.43,352.84,346.58,346.27,346.11,356.54,366.62,379.24,392.40
2014-03-19 22:17:41+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
