dates,nzd0508-0000,nzd0508-0001,nzd0508-0002,nzd0508-0003,nzd0508-0004,nzd0508-0005,nzd0508-0006,nzd0508-0007,nzd0508-0008,nzd0508-0009,nzd0508-0010,nzd0508-0011,nzd0508-0012,nzd0508-0013,nzd0508-0014,nzd0508-0015,nzd0508-0016,nzd0508-0017,nzd0508-0018,nzd0508-0019,nzd0508-0020,nzd0508-0021,nzd0508-0022,nzd0508-0023,nzd0508-0024,nzd0508-0025,satname
1999-08-26 22:07:32+00:00,,,,,355.59,371.68,380.39,376.47,371.63,352.43,344.24,344.24,336.33,344.30,345.93,335.50,336.67,332.11,340.74,337.64,337.25,332.11,321.70,317.38,326.20,,L7
2000-05-08 22:06:44+00:00,223.04,256.03,265.66,257.28,324.59,339.90,345.36,345.68,350.16,345.21,335.73,315.31,306.83,326.14,332.27,336.89,336.53,338.33,334.54,318.59,316.91,325.13,328.69,350.84,366.07,390.77,L7
2000-06-25 22:06:19+00:00,224.68,241.36,269.83,260.65,317.99,340.64,344.67,342.40,348.25,352.93,345.01,332.94,322.17,329.61,332.73,325.88,322.36,329.50,331.53,327.92,331.87,338.02,341.19,361.75,373.23,394.50,L7
2000-09-20 22:11:14+00:00,224.68,241.36,269.83,260.65,317.99,340.64,344.67,342.40,348.25,352.93,345.01,332.94,322.17,329.61,332.73,325.88,322.36,329.50,331.53,327.92,331.87,338.02,341.19,361.75,373.23,393.96,L7
2000-11-16 22:04:56+00:00,252.37,260.03,287.96,291.12,320.57,337.48,341.39,336.62,338.13,343.29,337.47,336.51,334.54,334.22,332.74,314.86,308.18,320.66,328.52,337.25,346.82,350.92,353.68,372.65,380.39,395.55,L7
2000-12-02 22:04:57+00:00,268.64,280.35,299.80,303.59,327.63,337.99,341.34,338.19,337.50,338.34,328.48,330.04,332.10,333.27,334.36,331.23,330.44,343.08,347.09,345.13,337.51,334.33,336.81,352.75,370.07,394.28,L7
2000-12-18 22:05:01+00:00,276.64,287.64,304.54,306.93,328.73,336.80,338.30,334.61,334.18,333.38,324.57,327.46,331.25,330.68,333.68,334.93,334.06,348.88,351.18,345.43,332.17,326.82,329.22,343.84,363.74,392.08,L7
2001-01-03 22:05:00+00:00,293.42,307.95,314.72,321.24,334.50,335.28,336.41,333.10,330.13,324.29,314.67,319.76,329.17,329.88,333.84,344.97,351.20,366.24,365.78,353.34,324.04,313.77,318.63,334.54,363.54,393.32,L7
2001-01-19 22:05:06+00:00,297.54,309.56,317.21,324.63,335.60,338.44,337.61,334.07,328.41,323.41,317.88,323.61,333.37,333.01,334.29,345.34,351.52,367.49,365.38,349.87,323.03,313.00,318.70,337.87,365.98,391.98,L7
2001-04-09 22:04:41+00:00,297.54,316.28,321.96,331.76,340.61,344.55,342.14,335.72,329.00,324.03,321.51,327.03,332.73,331.45,333.71,342.97,351.86,367.49,365.38,349.87,323.03,313.00,318.70,337.87,365.98,391.75,L7
2001-07-14 22:03:57+00:00,309.89,328.77,309.10,318.64,349.78,353.37,342.08,331.72,323.88,320.54,329.92,332.40,334.88,329.30,331.11,337.76,344.37,358.56,354.75,339.62,320.83,318.66,320.64,341.70,361.17,378.80,L7
2001-08-15 22:03:26+00:00,,307.61,291.82,293.72,344.60,351.28,339.61,327.60,329.85,329.11,332.70,328.47,329.31,325.26,328.38,332.48,339.79,347.74,347.29,341.42,330.27,329.79,327.56,335.08,344.26,356.21,L7
2001-10-02 22:02:52+00:00,299.93,300.75,289.50,292.88,332.63,349.44,343.51,333.88,334.45,331.07,332.31,330.31,331.50,329.85,333.32,335.58,343.05,346.66,348.52,341.27,333.72,331.81,331.37,334.42,335.23,341.35,L7
2001-11-19 22:03:08+00:00,299.89,286.04,280.59,281.46,322.49,344.55,340.58,334.03,336.12,334.89,333.76,330.81,334.26,332.88,334.45,336.36,340.50,347.00,350.12,344.65,336.86,331.62,328.00,331.53,333.35,337.72,L7
2002-04-12 22:03:25+00:00,258.81,280.48,281.38,316.25,326.45,343.40,340.75,333.38,328.60,335.26,332.38,334.61,333.62,334.51,337.56,337.61,342.42,342.44,350.18,348.82,345.62,336.47,327.76,334.63,341.33,345.65,L7
2002-05-30 22:03:13+00:00,221.78,248.64,262.72,317.90,314.94,333.54,331.77,322.25,315.44,321.70,320.33,324.32,321.21,329.50,337.10,333.31,340.12,339.06,346.19,343.19,341.07,338.40,336.38,347.89,353.97,358.34,L7
2002-06-15 22:03:07+00:00,221.78,238.96,263.61,317.90,301.35,324.63,325.69,319.39,312.12,315.42,314.44,319.50,315.34,322.73,327.98,328.48,329.00,335.17,344.13,339.17,336.20,335.16,333.90,344.13,353.58,360.40,L7
2002-08-18 22:02:45+00:00,221.78,238.96,276.78,315.62,301.35,327.47,327.77,321.96,314.94,315.52,312.78,318.57,315.49,322.12,326.55,327.66,331.75,336.26,340.57,333.56,331.19,330.75,331.21,342.94,354.92,366.95,L7
2003-03-14 22:03:20+00:00,262.49,,291.81,301.86,,331.59,338.99,333.30,328.09,334.74,331.83,334.91,328.82,335.50,342.23,343.84,344.11,352.03,358.93,358.08,353.79,351.49,353.48,369.14,394.62,416.70,L7
2003-08-05 22:02:59+00:00,244.43,227.91,281.22,282.33,261.10,328.47,330.84,322.38,317.62,321.98,319.86,324.36,337.67,338.80,353.46,339.18,330.33,334.53,340.68,341.66,340.92,351.49,353.48,369.14,394.62,416.70,L7
2004-04-25 21:54:35+00:00,230.92,267.17,278.46,271.23,,350.12,340.34,330.41,325.96,332.51,329.48,333.11,334.44,337.46,330.96,316.16,334.54,341.78,342.87,350.33,,,,,,,L5
2004-05-03 22:03:47+00:00,223.22,258.10,267.93,263.64,,350.12,340.34,330.41,325.96,332.51,322.56,335.55,331.91,331.88,329.92,323.06,338.08,337.98,340.71,345.53,,,,,,,L7
2004-06-12 21:55:59+00:00,223.22,252.41,269.16,265.81,281.92,351.06,349.78,344.70,342.21,345.68,331.95,339.56,331.11,337.06,333.68,331.49,342.65,345.88,346.61,344.26,346.92,362.21,372.24,394.25,401.93,402.83,L5
2004-06-28 21:56:28+00:00,223.22,252.41,269.16,265.81,281.92,351.06,349.78,344.74,336.62,345.68,331.95,339.56,331.11,337.06,333.68,331.49,342.65,345.88,346.61,344.26,346.92,362.21,372.24,394.25,401.93,402.83,L5
2004-07-06 22:03:36+00:00,221.83,243.75,267.62,263.63,291.03,348.26,343.34,338.63,333.33,342.10,330.34,329.47,331.11,337.06,333.68,329.09,341.31,340.49,341.33,339.81,342.53,351.70,359.50,378.43,387.87,388.26,L7
2004-07-30 21:57:15+00:00,222.53,244.48,266.05,262.69,291.85,350.11,346.40,338.99,334.09,339.79,331.66,331.15,328.21,333.36,336.59,332.79,342.48,340.20,341.55,340.36,345.73,352.69,357.81,374.62,385.36,389.85,L5
2004-08-15 21:57:37+00:00,222.53,244.48,266.05,262.69,299.63,348.82,347.14,340.13,336.44,340.09,329.05,327.59,326.12,333.39,335.18,331.54,340.16,338.47,339.94,338.89,343.53,350.83,355.84,371.69,384.28,388.38,L5
2004-09-08 22:03:17+00:00,225.97,252.61,268.83,265.81,306.33,347.51,346.83,340.13,336.44,340.09,329.05,327.59,325.38,333.24,334.89,332.93,340.75,339.87,340.71,339.76,342.86,348.93,355.00,370.18,384.11,390.32,L7
2004-09-24 22:03:12+00:00,225.97,252.61,268.83,265.81,306.33,347.51,346.83,340.13,336.44,340.09,329.05,327.59,325.38,333.24,334.89,332.93,339.50,339.23,340.72,340.31,342.01,346.29,352.02,366.01,384.11,390.32,L7
2004-10-10 22:03:07+00:00,235.12,252.61,268.83,265.81,306.33,343.47,344.04,338.25,334.99,338.55,329.89,328.63,326.65,333.72,334.11,332.24,338.19,339.16,341.33,340.30,339.99,343.31,348.41,362.22,380.95,388.07,L7
2004-10-18 21:59:11+00:00,245.09,261.92,268.83,265.81,310.57,341.88,343.44,338.33,334.89,339.33,331.63,331.25,329.93,335.69,334.97,332.45,337.60,339.19,342.14,340.80,339.31,341.68,346.13,360.45,379.77,388.70,L5
2004-11-03 21:59:30+00:00,265.10,274.69,269.28,266.89,315.03,341.01,344.26,340.16,337.78,341.44,336.45,332.80,333.42,340.29,337.91,335.06,336.02,340.47,343.72,339.63,337.96,339.64,344.59,360.03,379.13,389.18,L5
2005-03-03 22:04:17+00:00,284.12,310.55,289.38,290.70,333.17,334.50,339.68,336.96,336.51,340.71,338.00,341.68,341.01,344.28,337.15,335.11,333.22,342.34,344.73,338.20,329.34,328.28,333.99,349.46,370.89,389.09,L7
2005-04-04 22:04:14+00:00,283.21,309.78,285.09,297.61,334.64,335.66,338.83,334.39,335.32,341.52,339.76,341.68,345.83,347.22,338.08,329.66,333.04,342.43,344.22,334.57,324.28,324.00,330.87,349.14,368.92,388.56,L7
2005-05-05 22:08:01+00:00,254.42,295.23,285.09,297.61,332.51,342.56,341.86,326.66,331.75,343.97,336.40,331.58,337.83,342.55,336.40,326.11,340.43,342.89,335.98,323.82,315.91,320.47,336.12,352.99,369.05,388.82,L5
2005-05-14 22:01:54+00:00,243.91,295.23,276.07,284.69,332.51,338.47,338.12,323.08,325.71,337.44,332.86,328.54,335.18,340.50,336.32,330.34,339.78,343.31,332.03,322.14,314.19,320.85,332.46,347.53,365.07,384.22,L5
2005-06-07 22:04:06+00:00,243.91,295.23,276.07,284.69,332.51,338.47,338.12,323.08,325.71,337.44,332.86,331.04,335.56,343.64,339.83,330.82,337.08,338.14,332.03,322.14,314.19,320.85,332.37,348.93,367.68,384.95,L7
2005-06-15 22:02:10+00:00,243.91,299.23,272.62,276.39,335.64,337.82,328.17,333.10,332.20,337.44,333.49,331.95,333.00,343.64,345.65,336.70,339.98,339.35,339.73,331.19,324.48,320.85,332.37,348.93,367.68,384.95,L5
2005-07-09 22:04:02+00:00,234.65,299.23,270.38,271.99,335.64,337.82,328.17,333.10,334.25,337.80,335.87,334.37,334.70,344.18,345.03,336.35,339.32,340.21,342.62,334.30,327.10,326.76,335.71,350.58,368.88,386.15,L7
2005-08-26 22:03:51+00:00,235.13,295.16,271.87,271.35,335.64,337.82,328.17,333.10,331.32,338.84,335.26,333.97,335.84,345.37,344.89,336.59,338.43,340.50,342.49,333.34,326.12,327.69,336.12,349.77,368.91,386.63,L7
