dates,satname,nzd0104-0000,nzd0104-0001,nzd0104-0002,nzd0104-0003,nzd0104-0004,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094
1999-08-26 22:04:44+00:00,L7,344.41,372.50,370.50,378.44,376.54,381.91,389.24,382.47,382.44,382.47,378.26,374.91,373.81,370.63,373.45,366.46,369.63,368.10,366.29,368.78,370.30,376.85,371.75,366.37,365.97,361.47,363.45,365.05,364.27,370.95,368.98,367.52,377.45,373.59,377.32,372.72,368.13,368.86,363.37,356.30,350.93,350.73,358.10,352.90,360.17,365.86,370.25,372.60,374.25,373.90,379.41,379.65,369.98,366.49,361.24,357.72,354.45,349.12,359.36,353.74,355.63,357.09,357.56,362.85,359.43,351.47,358.31,356.73,349.98,342.31,342.25,341.79,347.92,347.19,347.29,351.02,352.05,342.67,347.48,346.14,352.82,348.12,355.96,367.42,365.19,366.78,368.04,365.21,363.75,364.46,357.28,349.61,352.47,349.59,363.84
1999-09-27 22:04:48+00:00,L7,337.55,355.52,361.23,352.14,354.12,354.83,357.13,363.59,363.44,364.02,363.83,356.91,357.16,356.03,355.48,338.25,356.74,353.65,351.53,355.47,351.08,354.46,350.96,342.83,344.13,343.52,344.59,349.03,352.30,351.41,356.30,358.49,356.52,359.25,355.47,353.14,355.55,353.23,345.10,344.50,338.78,342.48,344.40,345.71,349.84,349.06,353.70,348.83,349.79,347.09,355.67,349.37,348.51,348.23,340.88,334.98,341.42,334.17,339.61,339.45,331.82,336.67,336.74,341.75,338.56,335.48,337.05,337.40,337.53,328.47,326.97,327.26,328.63,324.27,321.19,317.01,325.42,320.99,325.01,326.64,326.50,337.94,349.23,357.15,339.33,341.44,344.34,342.37,346.77,342.92,344.05,332.23,334.25,336.10,351.93
1999-11-14 22:04:42+00:00,L7,,369.44,371.21,364.71,368.56,378.27,382.34,373.60,375.02,373.33,370.21,368.87,370.55,367.73,368.82,358.88,368.10,371.80,370.39,366.16,372.49,373.20,362.00,356.24,351.88,357.59,356.41,360.58,366.46,369.59,372.89,366.55,366.08,367.36,366.14,368.54,363.06,361.26,356.65,348.15,347.85,344.15,350.46,352.52,356.58,357.86,357.52,356.59,351.64,354.93,354.44,357.10,351.53,352.37,348.54,346.64,349.11,344.47,344.99,343.08,339.19,344.93,344.26,347.47,344.10,343.64,338.44,346.29,342.38,332.95,332.02,332.03,327.67,331.24,326.19,320.04,324.16,322.16,323.78,325.78,329.43,334.33,343.54,353.95,343.04,357.31,354.61,360.39,355.55,,,,,,
2000-01-01 22:04:37+00:00,L7,,389.98,401.65,392.22,393.52,404.23,397.75,390.76,388.03,385.06,381.26,379.68,376.36,377.12,383.04,373.54,379.63,377.09,376.44,375.67,377.12,380.32,370.60,363.36,361.57,364.38,364.96,369.07,372.03,373.50,376.64,378.84,383.06,383.37,384.24,382.32,379.95,376.59,372.67,368.46,368.50,370.18,372.88,376.55,375.81,377.53,372.86,372.63,378.17,376.51,383.47,385.71,379.53,371.11,372.04,371.35,363.89,364.64,369.20,373.28,372.25,366.53,370.70,358.05,359.93,349.92,358.09,365.60,353.49,349.21,347.26,344.61,347.40,340.42,348.26,341.93,333.44,341.36,337.79,340.41,352.58,355.64,352.12,363.38,367.63,369.29,374.41,366.34,377.43,385.65,377.88,366.13,,118.14,
2001-01-03 22:02:12+00:00,L7,,382.64,376.12,368.83,371.11,374.96,378.73,377.05,376.10,376.54,373.66,371.88,373.77,368.98,368.71,366.56,360.61,357.75,358.48,358.65,362.47,363.70,358.40,356.41,348.04,352.89,360.13,356.55,359.36,362.06,358.24,355.91,362.05,364.80,363.62,364.79,353.19,346.10,352.02,352.96,343.22,345.77,341.26,345.10,344.50,345.61,345.21,340.46,346.25,362.61,371.74,366.48,365.28,362.59,352.64,335.38,342.25,346.05,343.49,345.92,340.44,340.50,349.86,345.56,346.10,342.51,340.95,347.27,341.91,327.29,325.01,321.34,323.13,330.65,329.84,336.80,339.03,336.86,340.78,343.13,339.96,336.84,343.25,346.53,349.39,343.98,349.66,357.41,356.88,353.50,350.42,348.07,347.13,364.68,359.14
2001-05-11 22:01:45+00:00,L7,,,,,,,354.56,354.92,,,,,,,,,,,,,,,280.70,283.99,290.71,,323.72,333.22,327.31,326.98,331.44,334.52,331.75,336.26,329.53,337.57,338.27,,,,,,,,322.78,326.09,323.58,324.82,,,,,524.38,,321.65,325.13,,530.51,552.44,594.48,625.64,,,,,,,,,,,,,,,310.25,,,,,,,,332.17,319.68,320.47,328.90,328.15,326.13,332.26,,,647.73,,621.31
2001-12-05 22:00:18+00:00,L7,,355.61,351.25,345.16,342.72,348.14,350.64,335.36,340.46,349.92,352.44,353.18,353.59,346.25,348.01,345.42,337.94,347.00,345.29,356.25,352.71,355.02,350.28,337.65,337.97,336.59,331.78,336.38,335.46,333.61,331.56,339.57,343.93,338.33,337.43,338.30,339.44,332.85,331.18,330.43,332.98,326.65,326.37,329.16,328.62,328.53,327.03,325.44,326.87,331.86,337.99,337.65,330.44,333.77,324.23,315.38,320.65,322.83,324.24,326.91,322.23,327.42,324.59,327.70,325.66,323.07,314.49,317.04,312.02,314.19,305.65,309.24,313.55,317.50,316.73,308.41,308.35,307.43,305.69,306.56,309.17,308.50,313.72,319.01,324.53,330.59,332.95,334.24,337.35,334.12,329.96,318.19,326.33,325.43,311.29
2002-01-22 22:00:40+00:00,L7,,396.59,393.05,381.95,377.28,375.20,372.45,360.56,378.39,381.36,381.27,381.09,379.76,377.39,379.69,373.49,374.60,375.20,373.86,375.84,378.38,378.34,372.56,367.54,363.52,360.36,363.47,364.55,364.74,367.57,370.49,373.48,376.79,378.76,377.24,378.50,378.41,374.93,374.71,374.56,374.67,371.83,374.49,382.51,378.92,377.14,376.79,375.06,372.60,384.12,389.95,388.96,382.70,379.26,372.77,367.67,361.81,365.66,369.53,368.57,366.35,369.38,374.62,377.08,378.22,367.79,363.58,366.83,360.38,357.96,349.73,355.52,361.01,365.54,369.21,367.53,356.51,352.79,350.89,345.06,352.60,344.57,350.47,358.64,358.49,355.80,362.34,367.35,367.01,368.04,357.36,355.52,366.53,392.71,421.51
2002-04-28 22:00:38+00:00,L7,323.53,352.20,352.70,348.05,347.74,342.82,345.06,340.01,343.77,352.03,356.26,356.01,353.58,355.23,356.95,349.13,348.53,348.88,352.80,356.74,354.51,357.63,348.33,333.62,331.79,334.35,336.81,336.70,334.35,338.64,346.32,344.99,346.09,348.56,356.07,349.37,349.35,350.14,343.47,339.22,339.30,336.61,337.94,346.03,342.54,343.51,341.46,339.22,339.76,340.62,342.09,338.09,333.85,336.11,327.84,327.76,326.99,329.03,323.32,329.16,326.09,333.72,338.62,336.92,334.89,328.65,325.43,327.32,318.64,315.41,311.51,312.83,315.36,321.14,321.20,312.25,309.38,305.85,309.47,307.91,310.52,315.55,321.08,329.84,328.06,331.54,334.44,327.90,329.25,331.27,324.86,320.76,326.43,324.74,315.84
2002-07-17 22:00:08+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.14,363.77,,,,,,,,,,,,,,,,,,354.70,354.83,348.75,356.77,359.26,357.54,353.16,352.40,340.71,346.02,343.21,345.99,344.37,339.75,357.68,358.08,349.69,347.71,343.52,343.53,345.45,349.22,350.30,337.96,335.93,335.43,335.11,333.39,339.25,329.41,333.95,326.30,333.05,335.43,339.31,344.72,344.85,349.52,352.15,353.10,,,,,,,,
