dates,nzd0104-0000,nzd0104-0001,nzd0104-0002,nzd0104-0003,nzd0104-0004,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094,satname
1999-08-26 22:04:44+00:00,344.08,372.17,370.17,378.15,376.39,381.69,388.99,382.32,382.24,382.18,378.09,374.74,373.63,370.48,373.28,366.29,369.50,367.96,366.15,368.65,370.16,376.73,371.62,366.22,365.79,361.30,363.37,364.91,364.15,370.82,368.85,367.39,377.32,373.46,377.15,372.55,367.95,368.71,363.20,356.16,350.80,350.59,357.97,352.77,359.95,365.71,370.12,372.46,374.08,373.78,379.24,379.45,369.80,366.32,361.06,357.55,354.27,348.95,359.19,353.57,355.48,356.92,357.36,362.68,359.26,351.32,358.16,356.59,349.86,342.13,342.10,341.62,347.78,347.02,347.14,350.85,351.85,342.50,347.30,345.99,352.64,347.95,355.79,367.24,364.99,366.58,367.84,364.99,363.53,364.24,357.08,349.39,352.25,349.26,363.34,L7
1999-09-27 22:04:48+00:00,370.22,388.19,393.90,380.14,369.20,376.61,381.63,378.67,383.04,392.02,380.16,373.24,374.98,371.11,371.81,354.58,369.81,367.65,365.53,368.54,365.08,366.71,364.03,357.91,361.95,359.85,352.43,363.03,363.83,363.66,369.37,370.74,368.77,372.32,371.80,369.47,373.37,368.31,361.43,358.50,351.85,356.48,357.47,358.78,371.62,364.14,366.77,362.83,366.12,358.62,372.00,368.97,366.33,364.56,358.70,351.31,359.24,350.50,355.94,355.78,346.90,353.00,356.34,358.08,354.89,350.56,352.13,351.40,349.06,346.29,342.05,343.59,342.63,340.60,336.27,333.34,345.02,337.32,342.83,341.72,344.32,354.27,365.56,374.97,358.93,361.04,363.94,364.15,368.55,364.70,363.65,354.01,356.03,368.77,400.93,L7
1999-11-14 22:04:42+00:00,,384.11,385.88,377.28,375.33,388.05,393.34,380.37,383.82,385.90,377.54,376.20,378.55,374.50,376.15,366.21,373.97,378.09,376.68,372.03,378.78,378.70,367.87,363.01,359.88,364.92,359.93,366.87,371.64,375.09,378.76,372.05,371.58,373.23,373.47,375.87,371.06,368.03,363.98,354.44,353.72,350.44,356.33,358.39,366.36,364.63,363.39,362.88,358.97,360.11,361.77,365.90,359.53,359.70,356.54,353.97,357.11,351.80,352.32,350.41,345.96,352.26,353.06,354.80,351.43,350.41,345.21,352.58,347.56,340.95,338.79,339.36,333.96,338.57,332.96,327.37,332.96,329.49,331.78,332.55,337.43,341.66,350.87,361.95,351.84,366.11,363.41,370.17,365.33,,,,,,,L7
2000-01-01 22:04:37+00:00,,370.31,381.98,375.36,384.44,391.12,383.00,381.68,376.23,368.20,371.43,369.85,365.63,368.04,373.21,363.71,371.76,368.66,368.01,367.80,368.69,372.94,362.73,354.28,350.84,354.55,360.24,360.64,365.09,366.12,368.77,371.46,375.69,375.50,374.41,372.49,369.22,367.51,362.84,360.03,360.63,361.75,365.01,368.68,362.70,368.45,364.99,364.20,368.34,369.57,373.64,373.91,368.80,361.28,361.31,361.52,353.16,354.81,359.37,363.45,363.17,356.70,358.90,348.22,350.10,340.84,349.01,357.17,346.55,338.48,338.18,334.78,338.97,330.59,339.18,332.10,321.64,331.53,327.06,331.33,341.85,345.81,342.29,352.65,355.83,357.49,362.61,353.23,364.32,372.54,366.08,353.02,,,,L7
2001-01-03 22:02:12+00:00,,376.64,370.12,363.69,368.34,370.96,374.23,374.28,372.50,371.40,370.66,368.88,370.50,366.21,365.71,363.56,358.21,355.18,355.91,356.25,359.90,361.45,356.00,353.64,344.77,349.89,358.69,353.98,357.24,359.81,355.84,353.66,359.80,362.40,360.62,361.79,349.92,343.33,349.02,350.39,340.82,343.20,338.86,342.70,340.50,342.84,342.81,337.89,343.25,360.49,368.74,362.88,362.01,359.59,349.37,332.38,338.98,343.05,340.49,342.92,337.67,337.50,346.26,342.56,343.10,339.74,338.18,344.70,339.79,324.02,322.24,318.34,320.56,327.65,327.07,333.80,335.43,333.86,337.51,340.36,336.69,333.84,340.25,343.26,345.79,340.38,346.06,353.41,352.88,349.50,346.82,344.07,343.13,358.68,,L7
2001-05-11 22:01:45+00:00,,,,,,,373.56,366.61,,,,,,,,,,,,,,,,,,,329.80,344.08,336.25,336.48,341.57,344.02,341.25,346.39,342.20,350.24,352.09,,,,,,,,339.67,337.78,333.71,335.68,,,,,,,335.47,337.80,,,,,,,,,,,,,,,,,,,,322.92,,,,,,,,345.99,334.88,335.67,344.10,345.04,343.02,349.15,,,,,,L7
2001-12-05 22:00:18+00:00,,385.94,381.58,371.16,356.72,368.36,373.39,349.36,358.66,375.92,367.61,368.35,370.14,360.25,363.18,360.59,350.07,360.00,358.29,368.38,365.71,366.39,362.41,351.65,354.52,351.76,339.06,349.38,346.17,344.99,343.69,350.94,355.31,350.46,352.60,353.47,355.99,346.85,346.35,343.43,345.11,339.65,338.50,341.29,348.84,342.53,339.16,338.44,342.04,342.57,353.16,355.85,346.99,348.94,340.78,330.55,337.20,338.00,339.41,342.08,336.23,342.59,342.79,342.87,340.83,337.07,328.49,330.04,322.73,330.74,319.65,324.41,326.55,332.67,330.73,323.58,326.55,322.60,322.24,320.56,325.72,323.67,328.89,335.56,342.73,348.79,351.15,354.46,357.57,354.34,348.16,338.41,346.55,355.76,,L7
2002-01-22 22:00:40+00:00,,389.92,386.38,376.24,374.20,370.76,367.45,357.48,374.39,375.65,377.94,377.76,376.12,374.31,376.36,370.16,371.93,372.34,371.00,373.17,375.52,375.84,369.89,364.46,359.88,357.03,361.87,361.69,362.39,365.07,367.82,370.98,374.29,376.09,373.91,375.17,374.77,371.85,371.38,371.70,372.00,368.97,371.82,379.84,374.48,374.06,374.12,372.20,369.27,381.77,386.62,384.96,379.06,375.93,369.13,364.34,358.17,362.33,366.20,365.24,363.27,366.05,370.62,373.75,374.89,364.71,360.50,363.97,358.03,354.32,346.65,352.19,358.15,362.21,366.13,364.20,352.51,349.46,347.25,341.98,348.96,341.24,347.14,355.00,354.49,351.80,358.34,362.91,362.57,363.60,353.36,351.08,362.09,386.04,411.51,L7
2002-04-28 22:00:38+00:00,352.20,380.87,381.37,372.62,360.97,361.93,366.56,353.24,360.97,376.60,370.59,370.34,369.22,368.46,371.28,363.46,360.00,361.17,365.09,368.21,366.80,368.38,359.80,346.85,347.43,348.68,343.69,348.99,344.47,349.39,357.79,355.74,356.84,360.03,370.40,363.70,364.99,363.37,357.80,351.51,350.77,348.90,349.41,357.50,361.65,356.74,352.93,351.51,354.09,350.74,356.42,355.29,349.49,350.44,343.48,342.09,342.63,343.36,337.65,343.49,339.32,348.05,355.82,351.25,349.22,341.88,338.66,339.61,328.76,331.05,324.74,327.16,327.65,335.47,334.43,326.58,326.58,320.18,325.11,321.14,326.16,329.88,335.41,345.48,345.26,348.74,351.64,347.01,348.36,350.38,342.06,339.87,345.54,353.41,,L7
2002-07-17 22:00:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.38,359.77,,,,,,,,,,,,,,,,,,350.13,349.50,344.99,351.44,352.86,351.72,347.83,346.58,335.38,340.20,337.88,340.66,339.04,334.83,352.35,351.68,344.36,342.38,338.60,338.61,340.88,345.46,344.48,333.04,330.60,330.86,329.78,328.47,333.92,323.01,328.62,320.48,328.13,329.61,333.98,339.39,339.03,343.12,345.75,346.70,,,,,,,,,L7
