dates,nzd0104-0000,nzd0104-0001,nzd0104-0002,nzd0104-0003,nzd0104-0004,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094,satname
1999-08-26 22:04:44+00:00,344.08,372.17,370.17,378.15,376.39,381.69,388.99,382.32,382.24,382.18,378.09,374.74,373.63,370.48,373.28,366.29,369.50,367.96,366.15,368.65,370.16,376.73,371.62,366.22,365.79,361.30,363.37,364.91,364.15,370.82,368.85,367.39,377.32,373.46,377.15,372.55,367.95,368.71,363.20,356.16,350.80,350.59,357.97,352.77,359.95,365.71,370.12,372.46,374.08,373.78,379.24,379.45,369.80,366.32,361.06,357.55,354.27,348.95,359.19,353.57,355.48,356.92,357.36,362.68,359.26,351.32,358.16,356.59,349.86,342.13,342.10,341.62,347.78,347.02,347.14,350.85,351.85,342.50,347.30,345.99,352.64,347.95,355.79,367.24,364.99,366.58,367.84,364.99,363.53,364.24,357.08,349.39,352.25,349.26,363.34,L7
1999-09-27 22:04:48+00:00,357.15,380.18,382.03,379.14,372.79,379.15,385.31,380.50,382.64,387.10,379.12,373.99,374.31,370.80,372.54,360.44,369.65,367.80,365.84,368.60,367.62,371.72,367.82,362.07,363.87,360.58,357.90,363.97,363.99,367.24,369.11,369.06,373.04,372.89,374.48,371.01,370.66,368.51,362.31,357.33,351.33,353.53,357.72,355.77,365.78,364.92,368.44,367.64,370.10,366.20,375.62,374.21,368.06,365.44,359.88,354.43,356.75,349.73,357.56,354.67,351.19,354.96,356.85,360.38,357.07,350.94,355.14,354.00,349.46,344.21,342.08,342.61,345.20,343.81,341.70,342.10,348.44,339.91,345.06,343.86,348.48,351.11,360.68,371.11,361.96,363.81,365.89,364.57,366.04,364.47,360.37,351.70,354.14,359.01,382.13,L7
1999-11-14 22:04:42+00:00,357.15,381.49,383.32,378.52,373.64,382.12,387.99,380.45,383.03,386.70,378.60,374.73,375.72,372.03,373.75,362.36,371.09,371.23,369.45,369.74,371.34,374.05,367.84,362.38,362.54,362.02,358.58,364.94,366.54,369.86,372.33,370.06,372.56,373.00,374.14,372.63,370.79,368.35,362.87,356.37,352.12,352.50,357.26,356.65,365.98,364.83,366.76,366.06,366.39,364.17,371.00,371.44,365.22,363.53,358.77,354.28,356.87,350.42,355.82,353.25,349.45,354.06,355.59,358.52,355.19,350.76,351.83,353.52,348.83,343.12,340.98,341.52,341.46,342.06,338.79,337.19,343.28,336.44,340.64,340.09,344.80,347.96,357.41,368.05,358.59,364.58,365.06,366.44,365.80,364.47,360.37,351.70,354.14,359.01,382.13,L7
2000-01-01 22:04:37+00:00,357.15,378.69,382.98,377.73,376.34,384.37,386.74,380.76,381.33,382.07,376.81,373.51,373.20,371.03,373.61,362.70,371.26,370.59,369.09,369.25,370.68,373.77,366.56,360.36,359.62,360.16,358.99,363.86,366.18,368.92,371.44,370.41,373.34,373.63,374.21,372.60,370.40,368.14,362.86,357.28,354.25,354.81,359.19,359.65,365.16,365.73,366.32,365.59,366.88,365.52,371.66,372.06,366.12,362.96,359.40,356.09,355.94,351.51,356.70,355.80,352.88,354.72,356.41,355.94,353.92,348.28,351.13,354.44,348.26,341.96,340.28,339.84,340.83,339.19,338.89,335.92,337.87,335.21,337.24,337.90,344.06,347.42,353.63,364.20,357.90,362.81,364.45,363.13,365.43,367.16,362.27,352.14,354.14,359.01,382.13,L7
2001-01-03 22:02:12+00:00,,376.64,370.12,363.69,368.34,370.96,374.23,374.28,372.50,371.40,370.66,368.88,370.50,366.21,365.71,363.56,358.21,355.18,355.91,356.25,359.90,361.45,356.00,353.64,344.77,349.89,358.69,353.98,357.24,359.81,355.84,353.66,359.80,362.40,360.62,361.79,349.92,343.33,349.02,350.39,340.82,343.20,338.86,342.70,340.50,342.84,342.81,337.89,343.25,360.49,368.74,362.88,362.01,359.59,349.37,332.38,338.98,343.05,340.49,342.92,337.67,337.50,346.26,342.56,343.10,339.74,338.18,344.70,339.79,324.02,322.24,318.34,320.56,327.65,327.07,333.80,335.43,333.86,337.51,340.36,336.69,333.84,340.25,343.26,345.79,340.38,346.06,353.41,352.88,349.50,346.82,344.07,343.13,358.68,,L7
2001-05-11 22:01:45+00:00,,376.64,370.12,363.69,368.34,370.96,373.89,370.44,372.50,371.40,370.66,368.88,370.50,366.21,365.71,363.56,358.21,355.18,355.91,356.25,359.90,361.45,356.00,353.64,344.77,349.89,344.25,349.03,346.75,348.14,348.70,348.84,350.52,354.39,351.41,356.01,351.00,343.33,349.02,350.39,340.82,343.20,338.86,342.70,340.09,340.31,338.26,336.78,343.25,360.49,368.74,362.88,362.01,359.59,342.42,335.09,338.98,343.05,340.49,342.92,337.67,337.50,346.26,342.56,343.10,339.74,338.18,344.70,339.79,324.02,322.24,318.34,320.56,327.65,327.07,328.36,335.43,333.86,337.51,340.36,336.69,333.84,340.25,344.62,340.34,338.02,345.08,349.23,347.95,349.32,346.82,344.07,343.13,358.68,,L7
2001-12-05 22:00:18+00:00,,385.94,381.58,371.16,356.72,368.36,373.39,349.36,358.66,375.92,367.61,368.35,370.14,360.25,363.18,360.59,350.07,360.00,358.29,368.38,365.71,366.39,362.41,351.65,354.52,351.76,339.06,349.38,346.17,344.99,343.69,350.94,355.31,350.46,352.60,353.47,355.99,346.85,346.35,343.43,345.11,339.65,338.50,341.29,348.84,342.53,339.16,338.44,342.04,342.57,353.16,355.85,346.99,348.94,340.78,330.55,337.20,338.00,339.41,342.08,336.23,342.59,342.79,342.87,340.83,337.07,328.49,330.04,322.73,330.74,319.65,324.41,326.55,332.67,330.73,323.58,326.55,322.60,322.24,320.56,325.72,323.67,328.89,335.56,342.73,348.79,351.15,354.46,357.57,354.34,348.16,338.41,346.55,355.76,,L7
2002-01-22 22:00:40+00:00,,387.93,383.98,373.70,365.46,369.56,370.42,353.42,366.52,375.78,372.77,373.06,373.13,367.28,369.77,365.38,361.00,366.17,364.64,370.77,370.62,371.12,366.15,358.05,357.20,354.39,350.47,355.53,354.28,355.03,355.75,360.96,364.80,363.27,363.25,364.32,365.38,359.35,358.87,357.56,358.56,354.31,355.16,360.56,361.66,358.29,356.64,355.32,355.65,362.17,369.89,370.40,363.02,362.44,354.95,347.44,347.69,350.16,352.81,353.66,349.75,354.32,356.71,358.31,357.86,350.89,344.50,347.00,340.38,342.53,333.15,338.30,342.35,347.44,348.43,343.89,339.53,336.03,334.75,331.27,337.34,332.46,338.01,345.28,348.61,350.30,354.75,358.69,360.07,358.97,350.76,344.75,354.32,370.90,411.51,L7
2002-04-28 22:00:38+00:00,352.20,385.58,383.11,373.34,363.96,367.02,369.13,353.36,364.67,376.06,372.05,372.15,371.83,367.67,370.27,364.74,360.67,364.50,364.79,369.92,369.34,370.20,364.03,354.32,353.94,352.49,348.21,353.35,351.01,353.15,356.43,359.22,362.15,362.19,365.64,364.11,365.25,360.69,358.51,355.55,355.96,352.51,353.24,359.54,361.66,357.78,355.40,354.05,355.13,358.36,365.40,365.37,358.51,358.44,351.13,345.66,346.00,347.90,347.75,350.27,346.27,352.23,356.41,355.96,354.98,347.89,342.55,344.54,336.51,338.70,330.35,334.59,337.45,343.45,343.76,338.12,335.21,330.75,331.53,327.89,333.61,331.60,337.15,345.35,347.49,349.78,353.71,354.79,356.17,356.11,347.86,343.12,351.39,365.07,411.51,L7
2002-07-17 22:00:08+00:00,352.20,385.39,383.88,374.43,367.59,366.34,367.01,355.36,367.68,376.12,374.26,374.05,372.67,371.38,373.82,366.81,365.97,366.75,368.05,370.69,371.16,372.11,364.84,355.66,353.65,352.86,352.78,355.34,355.08,358.08,362.80,363.36,365.57,368.06,372.16,369.44,369.88,367.61,364.59,361.60,361.39,358.94,360.62,368.67,368.07,365.40,363.52,357.95,357.62,359.17,364.83,364.37,360.09,358.07,353.06,347.27,347.00,347.86,348.17,349.26,345.81,355.48,359.37,356.45,355.50,348.40,345.92,348.15,344.08,343.28,334.81,336.65,338.89,342.49,343.01,341.57,334.03,332.75,330.95,330.42,334.91,335.03,340.65,346.50,347.62,348.76,352.23,354.96,355.47,356.99,347.71,345.48,353.82,369.73,411.51,L7
