,dates,chi0027-0000,chi0027-0001,chi0027-0002,chi0027-0003,chi0027-0004,chi0027-0005,chi0027-0006,chi0027-0007,chi0027-0008,chi0027-0009,chi0027-0010,chi0027-0011,chi0027-0012,chi0027-0013,chi0027-0014,chi0027-0015,chi0027-0016,chi0027-0017,chi0027-0018,chi0027-0019
0,1985-03-28 14:12:49+00:00,201.44729283055898,190.83118696844207,192.49601811373608,205.85140324197346,190.0442585867466,191.72722982808244,194.99250436839742,201.61516221767585,189.76281749103674,187.72429109612392,180.2775536760912,194.6386859667415,198.38780758733486,190.0571637611475,190.97968791414337,200.41794702661315,201.19407975676629,208.42227926590837,217.3794632336778,225.1889419526575
1,1986-10-25 14:01:41+00:00,216.75287421537314,208.5491956858094,204.40529004828613,212.2264327300981,194.00772537991372,205.17984164854647,203.30491796911565,213.4786329513915,202.40125785003693,198.54251135703447,191.58382094090354,201.45616733572177,206.54424192254737,207.5368594958557,202.29310083554424,216.77217149047095,210.88284247795073,220.4641937437478,229.3931658965775,245.6659658967057
2,1986-11-26 14:00:41+00:00,216.06304691577753,209.5611706066081,205.4697760301505,211.50582428301018,197.8132782119942,199.4256632293346,205.45067205518066,211.4564702135092,200.90848772530308,198.76117967888177,191.0247393276506,205.44851360910292,206.05658109389907,206.57570687625002,202.12845205140232,216.1956911465634,212.03156366971965,216.98726837089472,226.32896266894485,243.40169844820304
3,1986-12-28 14:01:38+00:00,202.47653191929496,196.69691606211555,193.32172281515926,,,,,,,,,,200.06175121455388,190.2529160428602,195.2379914851022,206.279811524298,205.19574437628157,211.7921059667504,220.71652585578784,226.41076493348635
4,1987-01-29 14:02:34+00:00,201.04656154253226,194.6397908386224,193.79316325724258,204.0589436853092,196.00964186021855,199.28941873154076,200.08931840566433,201.91048910331148,183.270801016967,189.5469400881766,176.55142343909148,194.10687775421505,194.28006728896148,189.67824300711493,183.03628184685647,196.15329756296006,198.26485523165226,203.9223095266628,215.50049067801484,223.57156824547206
5,1987-03-18 14:04:25+00:00,202.1144546984748,195.98917440908752,196.67219278449127,204.83531011879302,195.69781266787012,196.77754766398857,198.47008099711263,196.3456611308833,183.83658581094375,191.87406119661512,176.24769710970617,191.35418697756577,195.78409549537946,190.15828523733205,182.56939568727915,197.41026299916797,191.69859723960218,200.64517807226383,206.689169038079,225.5533975299199
6,1987-11-29 14:10:45+00:00,207.0219464393451,196.36224791457144,193.23969723381498,207.31758767318698,196.560561066178,193.75756015968295,199.84322409336465,200.19829561499927,187.9418838959802,194.8785461026768,180.14707270525992,193.8122178139173,201.60846632482838,202.0968123626389,195.91846254793722,206.97216522656615,202.00136183530535,207.03619910718115,220.97875777585142,227.08000202812457
7,1987-12-15 14:10:59+00:00,205.7309145215739,201.00274736014,202.20522361081976,209.8933422870333,194.95066793099986,197.706354138199,200.19452095623802,205.58009064599688,189.2094148224491,192.16601471638694,189.98810842264714,200.54475265593004,204.91392175145728,197.81105000687046,192.08450368001238,202.40323264026836,199.92469521422333,209.70293009084426,215.350427444976,217.7379656342041
8,1987-12-31 14:11:15+00:00,214.3833074691992,203.6055664812905,202.11334412888056,212.83714588762797,200.319180450725,201.1746335024052,199.84268145698653,209.930280358152,197.93590327833613,205.07771086056005,189.2415441321538,197.61557853249957,203.44398677315127,200.25337889521103,194.37309348897872,206.28290129648445,203.04558336207384,211.9276919429977,216.4884952180647,231.68771149515533
9,1988-02-01 14:11:50+00:00,202.51000505383104,196.09164981180123,197.5687095085438,214.41245914145287,207.45682189346553,198.0771259820684,200.25505975082808,208.34138706429565,189.26508220771407,198.87140940332884,185.9674835443081,200.10041154585917,204.06861915802548,196.6126680107276,193.66628076409563,203.7659244321466,201.07186391120663,210.63755045458763,220.17940302145516,236.30069232029422
10,1988-02-17 14:12:05+00:00,203.08523576761468,196.1045996167212,194.49417117251141,208.53430149876243,198.30170367101613,195.5790510678739,195.55089210141443,195.9921885052739,183.5013042170374,183.47702075053553,177.24036605193652,198.87455819380278,201.10217573947423,196.2581400980001,190.7453244751461,200.2025102235325,199.04637775605477,203.94095708694397,214.47551603678528,227.6417019942742
11,1988-03-04 14:12:15+00:00,211.67567491293673,196.3675176772599,195.35625229854597,205.98108632594898,208.04740238975643,198.4806605444718,199.50602240889577,203.39888167711956,181.53663242747757,192.0266193892107,178.20916891534023,191.83516572339033,196.8480580269377,190.21076254406177,184.17326725892065,198.00346823880375,192.71950641280984,209.1739375499487,209.24174869571874,223.4827499823271
12,1988-04-21 14:12:35+00:00,181.294678927593,177.46947792117788,174.0947943337151,184.14061344713383,169.36319747738423,167.73408886804026,,,143.62727942421174,,,,,,,,,,,
13,1988-10-14 14:13:00+00:00,206.64898634781233,205.53936375624798,202.98485618433472,211.16381941731424,197.13083335568763,202.46796121170942,203.12777841515526,207.18269310699583,204.59435289163136,196.5179818891766,189.17842369914166,197.62415226436596,203.27964971869739,197.28756519004986,190.54462752212532,207.88851219654566,199.95658665464666,212.94633395974512,219.49506318962437,236.6128578725263
14,1988-12-01 14:13:00+00:00,,,,,,,,,193.5859750632409,189.4361692278691,179.85059237619225,193.8517235996316,200.0599581472143,202.25226313898023,192.45806369862365,209.17876282215062,199.77926204614013,210.05650182214544,,
15,1988-12-17 14:12:47+00:00,219.37808073972067,206.48599085758988,205.96817127057017,218.31361130502938,205.0120500172445,207.99297861794258,211.69661276115283,215.4641521347051,204.43776298217088,204.07129829048262,191.55613330996658,202.78520875690214,218.2636104688413,217.36791924406833,209.46342864418546,223.56576866982664,215.73273925042875,222.6085644700215,233.47071702746487,243.8769529821891
16,1989-03-23 14:11:21+00:00,200.63510140671406,192.31828878198615,192.04771106243209,201.22213640291938,190.03196349088645,193.31699041636642,193.707597366675,199.236446851116,187.80871810374381,193.73374396531023,181.23071100687818,192.3317002112078,197.34102676725473,191.16856308503696,187.16241117491103,202.25485554764003,195.7810570994341,210.29526673889174,210.8497552957745,222.63495696429976
17,1989-09-15 14:08:15+00:00,200.59813460151707,196.36070082286648,196.08165875442756,205.619339056696,190.3368628704926,189.31744738256066,191.13320142349613,197.48684889462675,183.94007696137274,192.10782808013917,178.52257860651312,198.4686379433561,200.69643638204417,195.35229433733727,185.49864581927875,197.2428652334096,195.496533587663,200.1725543593227,208.54626053422152,225.72739923437456
18,1989-12-20 14:05:45+00:00,219.73131137866287,210.5193279286857,205.57016822683747,214.39791417203395,202.9212583493885,205.75541868300394,208.6253944199094,217.26376788677914,205.3440172131517,205.64293725265208,192.49873070648826,205.9811835763749,206.60960452067735,208.40917531500995,202.5777441503261,214.3208442178056,206.83429514527103,215.02629419349577,222.75292794912676,238.57400901431328
19,1990-01-21 14:04:45+00:00,211.02465576519623,201.96942005784763,195.80268870546058,205.99726152497743,197.8633830184581,201.185848862729,205.25096292102427,207.06757756784992,186.86153867975602,199.27246263483676,182.63842155959952,196.46223071586454,202.11232271309666,193.6390312396304,195.0252992614105,205.63736378110553,205.39982365990517,212.03208161444994,223.98187383188662,232.71495911617438
20,1990-02-22 14:03:42+00:00,220.38181351061874,204.79746149040452,204.9712245811322,213.87923570770926,202.88955873680482,209.133723505199,213.98001367523563,220.98411623583465,200.0828078163311,196.4641081758836,194.55764077781487,203.61262988273543,206.0022548637217,208.5043569868572,204.67529806934505,218.29636318373772,211.33861228333822,223.99386954920953,231.48700143921735,240.19909659635047
21,1990-03-10 14:03:08+00:00,204.6262463222303,196.76896943551708,196.439869914212,204.535699992215,193.727056677287,195.62249660098524,192.80397035570104,201.85673579426782,189.15273379007994,188.10436463575536,181.92748507879577,196.8792143727169,199.97804876410072,190.17257255126043,190.24547661148227,201.91042889491712,194.55312738993763,208.2778954034902,208.1131640991795,214.54288136628122
