,dates,chi0027-0000,chi0027-0001,chi0027-0002,chi0027-0003,chi0027-0004,chi0027-0005,chi0027-0006,chi0027-0007,chi0027-0008,chi0027-0009,chi0027-0010,chi0027-0011,chi0027-0012,chi0027-0013,chi0027-0014,chi0027-0015,chi0027-0016,chi0027-0017,chi0027-0018,chi0027-0019
0,1985-03-28 14:12:49+00:00,201.80350539409778,191.40112707010414,193.06595821539815,206.42134334363553,190.45135865936237,192.3848530223079,195.65012756262288,202.47007237016896,190.71271766047354,188.43671622320153,180.93517687031667,195.24933607566516,198.83776029917334,190.5321138458659,191.51400675945158,200.98788712827522,201.85170295099175,209.19947031362938,218.1566542813988,226.1388421220943
1,1986-10-25 14:01:41+00:00,214.7992449694811,205.42338889238212,201.27948325485886,209.10062593667084,191.77500624175138,201.57314150228424,199.69821782285342,208.78992276125058,197.19157986099148,194.63525286525038,187.9771207946413,198.10708862847827,204.07649971721005,204.932020501333,199.36265696670617,213.64636469704368,207.2761423316885,216.2017299345288,225.1307020873585,240.45628790766025
2,1986-11-26 14:00:41+00:00,213.4864461006706,205.43860930243702,201.34721472597943,207.3832629788391,194.8685915661577,194.66886172452178,200.69387055036785,205.27262825725256,194.03755221835127,193.60797804866792,186.26793782283778,201.03148364034817,202.80192743271135,203.14023912277412,198.26355082874193,212.07312984239232,207.27476216490683,211.36559386520688,220.707288163257,236.53076294125123
3,1986-12-28 14:01:38+00:00,200.49341325578152,193.52392620049406,190.14873295353777,,,,,,,,,,197.5567592185369,187.6087578248423,192.26331348983206,203.1068216626765,201.53460222825677,207.46530160999382,216.38972149903125,221.12244849745053
4,1987-01-29 14:02:34+00:00,201.97311783538237,196.12228090718258,195.27565332580278,205.5414337538694,197.06856333776153,200.99998419526406,201.79988386938763,204.13422420615177,185.74161779790066,191.40005267387684,178.26198890281478,195.69525997052955,195.4504541851932,190.91365139758176,184.42611628613164,197.63578763152026,199.97542069537556,205.94388689288124,217.5220680442333,226.04238502640573
5,1987-03-18 14:04:25+00:00,205.51398131981682,201.42841700323478,202.11143537863853,210.27455271294028,199.58298594940388,203.05359681108158,204.74613014420564,204.5045250221042,192.90199013452252,198.6731144392992,182.52374625679917,197.18194689986643,200.07823438549573,194.69098739912144,187.66868561929223,202.84950559331523,197.97464638669518,208.06232706428284,214.106318030098,234.61880185349867
6,1987-11-29 14:10:45+00:00,203.3743263708737,190.5260558050172,187.40350512426073,201.48139556363273,192.3918524164964,187.0234923409665,193.1091562746482,191.4440074506679,178.2148970467231,187.58330596573398,173.41300488654346,187.5591548393949,197.0009462383382,197.23331893801037,190.44703244523012,201.1359731170119,195.2672940165889,199.07775532142534,213.02031399009562,217.35301517886748
7,1987-12-15 14:10:59+00:00,203.05732889639395,196.7250103598521,197.92748661053184,205.6156052867454,191.89514150222277,192.77050375325143,195.25867057129045,199.163485145565,182.0798531553026,186.81884346602706,185.05225803769957,195.96146301276443,201.5367609617563,194.2462691732972,188.07412524224247,198.12549563998044,194.98884482927576,203.86965236317894,209.51714971731067,210.6084039670576
8,1987-12-31 14:11:15+00:00,212.38952126172472,200.41550854933132,198.92328619692137,209.64708795566878,198.04056764218274,197.49379742706768,196.16184538164902,205.14519346021325,192.61914005840416,201.09013844561107,185.56070805681628,194.19765931968615,200.92551998476245,197.59499728524506,191.382414177767,203.09284336452527,199.36474728673633,207.57761294487156,212.13841621993856,226.37094827522336
9,1988-02-01 14:11:50+00:00,202.88149937720314,196.6860407291966,198.16310042593918,215.00685005884824,207.88138683446223,198.76296165598612,200.9408954247458,209.2329734403887,190.25573373670636,199.61439805007305,186.65331921822582,200.73725895735421,204.53787514544288,197.10799377522372,194.22352224915377,204.36031534954196,201.75769958512436,211.44808352376313,220.98993609063066,237.2913438492865
10,1988-02-17 14:12:05+00:00,204.45565000838866,198.29726240195956,196.68683395774977,210.7269642840008,199.86789137475782,198.10904658930278,198.0808876228433,199.28118268313145,187.15574219243464,186.21784923208347,179.7703615733654,201.2238397494153,202.83322530676767,198.08535908569874,192.80094583630705,202.39517300877085,201.57637327748364,206.93095179408718,217.4655107439285,231.29613996967146
11,1988-03-04 14:12:15+00:00,214.22709829408626,200.44979508709915,199.4385297083852,210.06336373578822,210.96331482535587,203.19098063274782,204.2163424971718,209.5222977918784,188.34042811054294,197.12946615150975,182.91948900361626,196.2090343767895,200.07090861365288,193.61266038559447,188.00040233064493,202.08574564864298,197.42982650108587,214.74067947245675,214.80849061822678,230.28654566539248
12,1988-04-21 14:12:35+00:00,183.29110483583483,180.66375937436482,177.28907578690203,187.33489490032076,171.64482708680347,171.41979823710213,,,148.95108184618996,,,,,,,,,,,
13,1988-10-14 14:13:00+00:00,207.70755766931373,207.23307787065022,204.67857029873696,212.85753353171648,198.34062915168923,204.4222467283274,205.08206393177323,209.7232642785992,207.41720974896845,198.63512453217942,191.13270921575963,199.43884595836838,204.6167924405939,198.6989936187184,192.13248450437743,209.5822263109479,201.91087217126463,215.25594411574818,221.80467334562744,239.43571472986338
14,1988-12-01 14:13:00+00:00,,,,,,,,,186.0278224410192,183.76755476120283,174.61802517619262,188.99291119963195,196.4797805893198,198.47318682786937,188.20660284862393,204.6438712488176,194.5466948461405,203.87255876760042,,
15,1988-12-17 14:12:47+00:00,215.8041345296296,200.76767692144418,200.24985733442446,212.59529736888368,200.9275400628547,201.394924076236,205.09855821944626,206.88668123048654,194.90723975526137,196.92340587030048,184.95807876826,196.65844382531745,213.74915209819997,212.60265763061358,204.10250932904884,217.84745473368093,209.13468470872218,214.8108636480046,225.673016205448,234.3464297552796
16,1989-03-23 14:11:21+00:00,204.1925354297294,198.01018321881068,197.7396054992566,206.9140308397439,194.09760237433252,199.8845609203947,200.27516787070329,207.77428850635278,197.29520883178466,200.84861201134086,187.79828151090646,198.43015853637692,201.83462763843198,195.9118084490574,192.498562209434,207.94674998446456,202.34862760346238,218.05694097092515,218.6114295278079,232.1214476923406
