dates,satname,nzd0124-0000,nzd0124-0001,nzd0124-0002,nzd0124-0003,nzd0124-0004,nzd0124-0005,nzd0124-0006,nzd0124-0007,nzd0124-0008,nzd0124-0009,nzd0124-0010,nzd0124-0011,nzd0124-0012,nzd0124-0013,nzd0124-0014,nzd0124-0015,nzd0124-0016,nzd0124-0017,nzd0124-0018,nzd0124-0019,nzd0124-0020,nzd0124-0021,nzd0124-0022,nzd0124-0023,nzd0124-0024,nzd0124-0025,nzd0124-0026,nzd0124-0027,nzd0124-0028,nzd0124-0029,nzd0124-0030,nzd0124-0031,nzd0124-0032,nzd0124-0033,nzd0124-0034,nzd0124-0035,nzd0124-0036,nzd0124-0037,nzd0124-0038,nzd0124-0039,nzd0124-0040
1999-08-26 22:04:44+00:00,L7,446.30,440.02,444.24,443.75,429.15,433.94,436.92,428.49,418.91,418.22,411.43,416.19,407.45,400.55,398.29,392.27,394.53,407.47,412.06,414.00,405.45,396.10,395.55,391.37,397.71,395.21,392.49,394.65,401.64,401.09,392.94,397.61,402.77,403.24,405.64,408.44,403.53,399.46,394.32,384.14,383.89
1999-09-27 22:04:48+00:00,L7,431.50,433.61,433.01,429.31,419.55,420.89,417.44,410.03,402.89,397.79,394.73,390.69,391.25,383.68,382.21,378.92,378.95,384.52,391.73,395.93,387.49,378.76,374.86,374.24,373.48,373.27,373.33,375.45,380.27,384.39,376.33,381.86,384.69,388.94,388.69,386.30,384.60,382.63,373.59,369.18,365.11
1999-10-22 21:58:28+00:00,L7,454.02,448.63,453.43,454.35,440.67,447.21,452.68,449.39,431.60,424.17,422.93,417.40,414.76,407.38,402.60,404.69,403.32,411.91,410.13,403.77,404.39,397.70,400.91,404.36,409.77,411.23,423.10,422.94,429.27,422.23,394.61,400.20,,,,419.98,419.29,409.48,,,
2000-03-14 21:58:11+00:00,L7,,444.94,453.72,454.40,444.60,445.73,450.62,436.95,432.99,429.13,426.06,425.19,425.03,418.34,406.43,409.07,407.64,413.41,415.10,415.60,407.28,401.72,404.10,403.57,408.46,414.58,418.06,420.06,427.02,428.37,421.69,426.22,431.55,433.00,438.31,443.73,442.50,439.18,424.58,,405.09
2000-07-11 22:03:17+00:00,L7,429.64,415.18,418.80,412.70,408.72,409.73,408.38,410.31,402.18,399.79,397.35,394.60,396.09,389.17,377.55,377.58,375.03,380.72,386.60,381.49,376.81,372.25,374.26,373.77,378.16,382.90,382.09,385.92,388.53,388.08,382.96,389.04,390.25,394.58,390.14,390.72,386.58,384.15,380.87,377.21,377.34
2000-07-20 21:56:59+00:00,L7,403.50,388.88,393.59,392.61,385.30,388.86,384.36,391.77,386.89,381.99,381.15,378.74,374.62,358.67,359.48,348.34,350.66,357.86,362.60,360.74,359.97,354.26,355.27,357.45,357.98,355.94,359.39,366.15,367.91,368.45,363.73,366.30,371.52,371.30,373.03,370.43,364.70,360.61,361.03,348.26,354.24
2000-08-12 22:02:54+00:00,L7,,,417.48,423.89,420.36,417.37,420.73,424.47,420.28,420.06,413.50,415.84,404.94,389.07,383.86,380.78,378.05,380.58,392.22,402.32,400.32,386.25,377.84,389.34,390.74,385.25,379.65,,,,,,,,,,,,,,
2000-09-13 22:02:26+00:00,L7,,,,,,,,,,,,,,376.46,371.58,367.08,367.61,373.96,376.07,378.52,369.79,361.75,366.64,369.09,374.82,374.52,373.68,375.90,384.18,376.66,370.39,378.25,381.38,382.01,382.11,379.09,371.75,372.65,369.72,356.82,360.81
2001-01-03 22:02:12+00:00,L7,441.19,423.72,433.11,429.78,430.27,422.83,436.56,433.44,421.07,411.27,409.90,415.04,416.41,410.56,399.29,382.03,389.02,391.92,391.59,394.30,392.83,383.08,384.08,388.63,387.88,386.65,389.77,389.82,395.63,395.75,391.84,397.89,402.37,400.65,403.79,403.24,398.79,399.46,389.42,381.45,392.90
2001-01-28 21:56:08+00:00,L7,424.94,412.35,419.87,422.05,406.17,417.28,424.47,415.92,410.02,401.99,402.24,398.75,403.93,390.66,388.04,378.47,386.04,385.45,384.94,369.03,360.86,,366.66,360.73,364.57,375.51,375.96,380.18,389.54,388.63,384.35,390.36,390.12,391.07,383.46,380.58,376.52,369.92,364.56,,
2001-02-04 22:02:14+00:00,L7,447.69,440.79,448.36,444.47,431.76,432.19,446.11,441.01,438.44,427.53,426.70,425.53,430.09,423.07,414.21,410.77,413.79,419.67,422.75,415.42,405.01,394.31,395.49,397.85,398.56,399.32,402.49,409.50,418.86,422.49,423.97,435.26,440.84,443.20,447.56,430.40,432.74,424.83,,,
2001-03-01 21:55:57+00:00,L7,433.50,418.65,433.84,425.79,423.57,416.15,431.05,425.28,414.60,410.72,409.18,409.02,406.71,396.74,390.42,381.95,384.10,388.20,386.96,389.70,380.65,367.50,372.76,376.46,378.65,377.77,379.98,380.77,384.18,390.65,,,,,,,,,,,
2001-03-24 22:01:59+00:00,L7,428.17,413.89,421.28,421.01,411.11,411.74,415.91,419.36,409.96,402.05,403.51,403.71,406.95,398.77,386.42,379.14,382.55,384.21,385.63,386.90,379.03,372.15,376.69,379.86,380.85,378.99,377.20,382.85,388.29,391.79,393.56,394.18,394.82,399.94,399.97,394.83,388.90,388.70,380.07,374.90,374.32
2001-06-28 22:01:09+00:00,L7,443.23,428.40,427.58,437.17,440.65,449.32,447.65,436.50,425.49,418.80,414.41,417.66,414.03,403.68,394.27,397.08,418.97,411.82,440.30,436.52,399.70,390.29,388.74,391.91,390.69,392.19,393.84,394.91,405.23,404.77,397.73,400.15,405.42,408.82,408.79,411.00,403.25,402.88,395.90,390.81,388.89
2001-09-09 21:54:12+00:00,L7,426.91,416.09,421.65,423.80,417.45,413.03,424.68,416.56,407.24,406.21,402.55,401.26,406.66,394.64,389.17,387.70,389.34,391.22,389.92,392.25,384.10,375.77,376.67,375.41,378.68,377.57,381.01,381.41,382.06,386.61,384.06,390.72,390.72,390.93,390.23,390.59,381.42,376.57,376.89,362.47,364.86
2001-09-25 21:54:04+00:00,L7,440.84,430.03,433.29,432.32,428.24,427.68,429.96,432.77,427.67,422.03,419.56,418.36,413.17,413.51,401.19,400.24,397.08,402.46,402.35,397.87,392.95,388.54,388.67,385.86,387.63,383.37,383.15,391.60,395.21,394.45,391.88,394.89,398.79,396.23,398.55,404.72,385.94,391.49,387.48,380.78,387.20
2001-10-02 22:00:04+00:00,L7,435.35,422.27,427.86,428.36,424.39,425.85,427.29,422.02,415.45,406.44,410.90,408.22,407.36,401.28,396.13,386.61,388.98,388.11,390.83,390.89,385.18,378.59,377.46,375.08,378.09,378.76,378.81,385.20,387.08,385.68,387.93,390.08,389.20,394.33,392.51,393.04,386.05,380.94,375.60,371.46,368.72
2001-10-11 21:53:46+00:00,L7,445.91,426.45,435.94,429.85,428.78,422.57,434.15,425.78,420.67,409.34,413.07,413.93,409.00,406.96,399.46,391.72,393.20,394.24,399.28,394.54,396.12,384.28,383.22,381.40,383.00,384.24,378.50,386.32,391.38,390.31,388.00,391.62,394.16,396.89,395.51,396.30,389.27,389.90,379.58,377.59,394.20
2001-11-28 21:54:11+00:00,L7,424.34,409.81,417.97,417.51,415.27,416.82,420.23,418.34,405.87,405.50,402.60,406.05,404.23,400.14,392.04,387.00,390.69,388.19,387.43,393.25,390.44,379.16,381.67,382.87,379.52,380.48,378.62,381.84,388.38,389.02,385.85,390.67,391.90,395.01,394.51,395.82,385.87,386.89,380.29,372.05,370.46
2002-01-22 22:00:40+00:00,L7,,,,443.83,435.90,434.98,440.99,437.46,428.12,428.27,426.12,430.07,427.12,420.68,413.16,405.36,401.02,408.37,413.18,411.45,411.01,399.34,394.01,400.21,396.97,390.99,396.71,402.09,408.70,418.02,411.29,408.46,408.43,418.83,420.55,425.66,417.15,417.35,406.28,398.46,392.51
2002-01-31 21:54:26+00:00,L7,425.27,409.05,414.71,407.17,401.61,404.59,406.81,404.83,400.53,395.31,393.94,395.60,392.30,385.91,375.66,373.61,369.30,375.56,376.27,374.59,365.56,356.58,360.50,362.86,362.44,367.61,367.42,369.20,373.65,375.31,370.77,376.67,375.73,362.60,361.05,340.80,368.01,368.64,361.59,347.88,352.52
2002-02-23 22:00:43+00:00,L7,445.40,437.79,447.47,443.50,440.29,415.36,,415.65,414.51,430.02,429.05,427.72,427.12,419.81,409.20,409.81,411.02,416.27,417.91,420.33,417.44,407.30,392.14,393.19,396.12,398.57,392.65,400.73,401.40,404.31,400.00,404.10,407.37,410.10,,272.09,311.86,,,,274.39
2002-03-27 22:00:37+00:00,L7,429.62,414.04,420.52,422.75,413.12,415.43,421.56,412.60,407.92,404.34,401.85,405.89,404.18,392.40,386.31,380.93,385.23,386.36,386.98,389.69,384.90,378.44,379.87,382.61,381.86,380.81,382.13,384.27,388.61,389.70,386.44,391.74,394.99,397.97,401.12,399.05,392.58,391.36,382.02,377.40,339.77
2002-05-23 21:54:18+00:00,L7,,,,,,,,,,,,,,,,,,404.94,411.04,404.65,398.04,391.08,391.16,391.53,390.65,391.76,393.76,400.27,400.28,404.10,394.07,397.21,405.23,407.17,404.81,406.39,404.20,405.63,389.80,386.08,410.39
2002-06-15 22:00:19+00:00,L7,428.29,420.10,425.84,429.52,427.03,430.61,430.03,426.85,422.02,412.17,407.17,414.79,407.54,395.09,397.19,389.85,390.99,391.42,396.21,393.75,393.40,381.10,382.05,383.65,385.75,383.71,382.46,385.34,390.44,392.10,389.82,394.73,394.95,399.13,396.98,393.89,387.37,389.56,382.08,374.70,386.91
2002-07-17 22:00:08+00:00,L7,436.98,421.76,424.90,428.11,427.31,426.38,433.70,427.55,412.76,409.98,410.82,410.10,407.71,398.05,392.47,386.50,391.58,391.52,394.45,395.68,390.46,383.96,383.74,384.94,384.54,384.67,384.35,385.40,393.34,392.49,390.45,393.12,394.19,396.13,396.24,393.70,386.11,388.23,380.83,374.84,377.52
2002-08-02 22:00:01+00:00,L7,405.50,390.23,407.24,419.20,420.22,420.56,418.35,413.11,408.83,404.83,408.03,406.86,408.52,397.58,390.04,385.48,388.62,388.52,393.66,391.11,385.92,377.99,369.84,361.98,365.19,369.17,371.27,382.63,397.05,391.90,381.01,383.58,391.01,389.98,388.43,391.20,381.99,382.42,380.52,373.20,369.63
2002-08-18 21:59:57+00:00,L7,438.11,424.10,425.04,430.30,434.82,432.19,435.38,436.63,415.74,417.92,426.83,433.87,426.73,422.61,409.67,391.97,394.97,399.51,396.67,396.21,398.23,389.14,385.88,387.01,389.91,389.15,392.54,393.57,399.56,394.88,390.12,393.20,396.06,400.66,395.13,396.86,400.42,402.98,386.32,387.04,383.70
2002-08-27 21:53:36+00:00,L7,426.73,420.87,419.82,422.42,412.14,408.94,415.32,409.15,405.00,404.80,403.02,409.55,406.28,396.81,390.31,380.34,386.62,387.46,386.23,390.50,385.35,372.92,375.13,374.10,378.28,379.06,379.15,381.38,386.84,388.01,381.41,386.98,389.97,391.74,392.43,391.03,381.51,382.41,376.67,369.15,367.06
2002-09-12 21:53:31+00:00,L7,430.98,423.06,424.12,423.60,419.60,410.67,417.64,412.43,403.41,404.60,399.48,412.01,408.37,398.75,392.80,379.14,385.06,381.99,384.74,385.36,379.96,372.04,370.57,372.13,375.24,376.18,375.69,370.51,375.87,379.91,373.75,381.54,383.92,,,,,,,,
2002-09-19 21:59:35+00:00,L7,425.29,421.99,420.60,422.87,414.94,407.80,418.43,413.50,401.49,400.19,399.41,399.72,396.24,392.97,386.48,378.55,381.87,381.46,383.66,385.10,384.52,376.36,373.90,375.72,376.59,376.47,378.96,383.48,386.36,385.20,381.57,385.43,389.04,393.44,394.42,392.12,387.60,386.57,378.81,375.79,373.59
2002-10-05 21:59:31+00:00,L7,428.49,418.18,423.11,423.56,422.77,425.94,423.94,413.75,412.09,407.85,414.81,,,,,,,,,,,,,,382.36,382.17,386.34,387.34,391.43,390.68,388.33,391.12,394.01,397.39,398.38,400.43,394.82,394.61,388.94,382.07,385.66
2002-10-14 21:53:19+00:00,L7,440.77,433.96,429.74,438.91,436.24,436.51,438.03,437.10,430.15,427.79,424.87,422.61,417.52,416.60,404.99,400.62,399.69,406.13,399.56,401.78,410.91,392.34,389.60,391.41,395.73,396.69,404.58,400.31,402.41,404.60,400.22,404.62,413.01,419.28,421.70,417.19,407.48,407.22,403.44,399.10,399.10
2002-10-30 21:53:25+00:00,L7,432.06,423.38,425.37,433.56,432.40,432.24,433.93,427.07,427.79,423.97,422.39,420.44,413.30,413.80,401.05,401.06,401.88,404.82,403.45,410.35,419.32,398.82,388.81,389.60,393.31,391.26,411.17,415.49,400.64,405.67,403.50,,,,,,,,405.09,402.84,400.36
2002-11-06 21:59:41+00:00,L7,398.99,397.39,392.91,394.99,392.63,396.93,394.44,395.51,389.91,386.80,390.34,388.46,381.90,,,,,,,,,,,,,,,,,,,364.27,370.41,371.49,371.09,370.96,365.74,360.20,358.82,347.89,344.42
2002-12-24 22:00:09+00:00,L7,426.24,414.55,420.07,424.30,413.32,415.05,421.03,409.11,408.81,407.12,403.05,409.39,406.34,390.96,394.22,384.40,388.31,389.43,391.75,392.06,391.76,381.39,385.24,384.82,387.06,383.24,383.96,389.44,393.59,389.64,387.27,392.41,394.03,395.41,397.93,398.51,388.07,389.25,386.31,376.96,385.96
2003-01-18 21:54:06+00:00,L7,431.88,413.85,419.49,418.31,411.36,408.26,417.56,417.32,410.41,408.43,402.78,411.00,406.84,397.61,393.12,385.59,388.32,392.56,390.01,394.52,394.72,384.13,384.13,384.02,385.94,382.97,382.85,386.03,390.88,,,,,,,,,,,,
2003-01-25 22:00:18+00:00,L7,433.93,431.63,424.18,425.74,425.35,416.33,427.70,419.90,411.81,411.77,403.52,413.11,410.72,411.93,403.25,404.24,405.76,406.05,408.95,407.93,403.21,393.14,394.96,402.38,400.90,394.35,398.64,405.75,410.87,409.01,398.52,394.99,401.74,405.05,404.28,402.60,398.73,396.00,393.74,388.95,388.56
2003-02-26 22:00:28+00:00,L7,,,284.55,,,228.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.76,,
2003-03-23 21:54:16+00:00,L7,414.05,406.14,409.87,413.88,408.86,412.38,412.41,412.97,407.10,403.65,398.92,401.59,401.70,391.47,388.27,381.79,386.28,393.64,390.51,394.32,391.71,380.75,382.05,382.64,383.26,380.71,377.77,383.49,386.51,386.75,380.96,384.20,390.62,395.36,392.09,389.21,384.49,381.09,376.14,371.85,369.93
2003-03-30 22:00:31+00:00,L7,,,,424.53,420.66,420.52,422.73,422.01,417.66,407.82,413.19,416.05,409.50,402.98,397.66,392.73,392.12,398.85,397.22,397.01,396.20,386.44,384.41,387.40,387.50,386.00,386.18,389.74,394.48,393.00,388.41,392.93,397.21,398.43,399.16,396.72,388.12,389.44,385.61,378.46,384.07
2003-04-24 21:54:22+00:00,L7,430.23,417.63,422.10,404.80,425.09,432.45,433.63,433.57,446.95,431.49,434.95,441.28,429.29,415.85,402.36,407.68,413.67,415.42,401.05,409.38,399.80,389.53,390.24,,,,,,,,,,,,,,,,,,
2003-05-10 21:54:22+00:00,L7,438.98,424.27,432.32,428.93,428.03,429.99,430.60,418.69,425.62,418.07,426.82,436.81,425.01,412.88,401.90,408.31,406.65,403.55,399.56,404.67,396.57,386.35,383.99,388.84,389.43,388.11,388.15,394.57,397.31,393.69,387.80,392.65,395.86,397.36,395.99,394.96,387.76,387.61,384.46,376.60,374.36
2003-07-21 21:42:09+00:00,L5,452.03,438.06,446.70,445.71,439.26,438.78,454.79,461.60,455.18,444.95,450.11,458.24,442.13,427.25,421.80,427.11,429.95,428.78,423.02,424.07,426.01,413.33,408.28,411.48,415.06,405.38,408.62,412.69,421.97,415.73,411.13,416.16,418.82,418.52,421.22,424.35,417.13,416.11,411.82,407.80,399.95
2003-08-05 22:00:11+00:00,L7,,,,,,422.64,424.23,423.16,413.07,408.34,408.78,415.71,411.33,,,,,405.12,392.69,394.62,394.39,384.17,384.99,387.45,390.27,385.52,384.82,,,,,,399.57,396.86,396.82,393.51,387.48,388.68,381.99,375.35,373.89
