dates,nzd0124-0000,nzd0124-0001,nzd0124-0002,nzd0124-0003,nzd0124-0004,nzd0124-0005,nzd0124-0006,nzd0124-0007,nzd0124-0008,nzd0124-0009,nzd0124-0010,nzd0124-0011,nzd0124-0012,nzd0124-0013,nzd0124-0014,nzd0124-0015,nzd0124-0016,nzd0124-0017,nzd0124-0018,nzd0124-0019,nzd0124-0020,nzd0124-0021,nzd0124-0022,nzd0124-0023,nzd0124-0024,nzd0124-0025,nzd0124-0026,nzd0124-0027,nzd0124-0028,nzd0124-0029,nzd0124-0030,nzd0124-0031,nzd0124-0032,nzd0124-0033,nzd0124-0034,nzd0124-0035,nzd0124-0036,nzd0124-0037,nzd0124-0038,nzd0124-0039,nzd0124-0040,satname
2002-05-23 21:54:18+00:00,431.51,418.06,425.63,426.76,421.05,417.30,424.19,417.64,411.22,412.50,410.50,412.81,410.76,403.59,395.07,391.14,391.26,394.21,396.40,396.59,392.32,382.91,380.82,382.96,382.00,382.23,382.81,387.14,391.26,394.34,389.16,392.83,395.29,396.37,395.63,400.08,392.68,392.87,382.90,375.27,380.97,L7
2002-06-15 22:00:19+00:00,435.17,423.61,431.17,432.02,426.26,422.10,429.79,421.48,416.97,416.69,414.70,418.45,414.99,405.64,399.16,394.77,394.18,397.30,400.41,399.22,395.19,385.78,383.43,385.83,385.79,385.74,386.00,390.47,393.98,397.40,392.20,395.60,397.90,399.43,398.64,403.71,395.84,396.97,386.82,379.37,390.43,L7
2002-07-17 22:00:08+00:00,434.91,422.55,429.09,430.68,425.74,422.32,429.84,421.97,415.66,414.88,413.26,416.12,412.91,403.63,397.31,392.65,393.06,395.84,398.92,398.08,393.93,384.89,382.84,385.02,384.93,384.85,385.13,389.07,393.30,396.07,391.36,394.73,396.85,398.37,397.63,400.75,393.53,394.65,384.96,377.75,386.61,L7
2002-08-02 22:00:01+00:00,427.26,414.67,422.66,426.08,423.06,419.86,425.12,417.25,410.97,409.73,408.46,409.62,407.85,397.87,392.33,387.80,390.95,392.00,395.54,394.70,390.83,382.14,378.63,378.14,379.17,379.53,379.94,384.93,390.99,391.27,386.10,390.37,394.25,395.88,394.67,393.12,387.22,387.41,379.02,373.21,381.21,L7
2002-08-18 21:59:57+00:00,427.53,414.54,421.01,424.74,422.97,420.45,425.00,418.95,409.96,409.05,409.16,410.87,408.44,399.81,393.03,386.31,389.58,391.20,393.83,393.04,390.13,381.27,377.79,377.38,378.69,378.72,379.86,384.14,390.46,389.91,384.92,389.23,392.96,394.81,392.94,391.39,387.38,387.45,377.68,372.96,378.03,L7
2002-08-27 21:53:36+00:00,426.74,414.30,419.49,424.32,421.37,421.59,424.78,420.18,411.10,407.94,408.39,412.06,408.83,399.28,393.19,384.70,388.60,389.92,392.14,391.61,388.20,379.19,378.20,377.71,379.19,379.24,380.77,384.43,391.03,390.41,384.91,389.12,392.81,394.84,394.06,392.90,387.89,388.42,379.22,374.11,378.57,L7
2002-09-12 21:53:31+00:00,428.07,416.36,421.13,425.19,422.09,420.72,424.62,419.80,410.86,408.43,408.24,413.37,409.98,400.25,394.17,384.95,389.07,389.84,392.12,391.74,388.02,379.21,378.15,378.00,379.68,379.92,381.04,383.67,389.98,390.01,384.37,388.92,392.45,394.84,394.06,392.90,387.89,388.42,379.22,374.11,378.57,L7
2002-09-19 21:59:35+00:00,427.20,416.48,420.36,424.20,420.50,418.61,423.23,418.49,409.07,406.70,406.33,410.71,407.38,398.59,392.46,383.40,387.47,388.24,390.52,390.34,387.01,378.23,377.02,377.02,378.62,378.76,380.15,382.93,388.96,388.81,383.43,387.99,391.52,393.96,393.49,391.99,387.16,387.31,378.30,373.44,376.66,L7
2002-10-05 21:59:31+00:00,426.87,416.79,420.43,424.05,421.45,419.74,423.31,418.45,409.37,406.89,407.66,412.00,408.39,399.94,393.81,384.22,388.23,388.89,391.37,390.83,387.65,378.61,377.07,376.77,378.42,378.63,380.38,383.02,389.05,388.68,383.42,387.72,391.22,393.64,392.93,391.88,387.19,387.41,378.85,373.71,376.83,L7
2002-10-14 21:53:19+00:00,427.83,418.04,420.68,424.91,422.31,421.05,424.25,419.93,410.99,408.43,408.67,412.12,408.43,401.08,394.26,385.33,388.78,389.96,391.44,391.21,389.45,379.29,377.62,377.49,379.33,379.55,382.04,383.93,389.68,389.52,384.39,388.79,392.77,395.70,395.43,393.78,388.66,388.63,380.60,375.55,378.13,L7
2002-10-30 21:53:25+00:00,427.70,417.96,420.42,425.04,422.59,421.64,424.57,420.09,412.02,409.25,409.19,411.93,407.95,401.62,394.14,386.20,389.42,390.66,391.85,392.33,391.71,380.46,377.95,377.85,379.83,379.78,383.97,386.03,390.01,390.27,385.47,388.79,392.77,395.70,395.43,393.78,388.66,388.63,382.13,377.36,379.25,L7
2002-11-06 21:59:41+00:00,426.05,417.16,419.20,423.60,421.15,420.31,422.96,418.82,411.15,408.49,408.96,411.51,407.11,401.62,394.14,386.20,389.42,390.66,391.85,392.33,391.71,380.46,377.95,377.85,379.83,379.78,383.97,386.03,390.01,390.27,385.47,387.69,391.87,394.69,394.24,393.13,387.78,387.55,381.62,376.29,378.01,L7
2002-12-24 22:00:09+00:00,426.08,416.89,418.96,423.40,420.18,419.10,422.39,417.42,410.19,408.31,408.91,411.39,407.37,401.52,394.18,385.96,389.46,390.71,391.08,392.64,392.55,381.17,378.70,378.47,380.68,380.49,384.81,386.82,390.86,390.31,385.91,387.89,391.82,394.63,394.70,394.17,387.76,387.67,383.18,377.49,377.02,L7
2003-01-18 21:54:06+00:00,426.42,417.07,419.54,423.59,419.81,418.22,421.88,417.30,410.93,409.25,409.42,413.10,408.77,402.89,395.66,387.27,390.42,392.24,392.00,393.92,394.34,382.60,380.15,379.88,382.19,381.80,385.94,388.25,391.80,390.56,385.86,387.71,391.97,394.96,394.97,394.83,388.49,388.25,384.01,378.36,377.65,L7
2003-01-25 22:00:18+00:00,426.99,418.22,419.85,423.69,420.19,418.01,422.29,417.46,410.93,409.38,408.84,412.98,408.84,403.69,396.32,388.87,391.86,393.52,393.60,395.22,395.14,383.56,381.54,382.03,383.80,382.84,387.00,389.74,393.45,392.31,387.04,388.36,392.86,395.97,395.91,395.57,389.52,388.98,384.87,379.30,378.60,L7
2003-03-23 21:54:16+00:00,427.84,419.65,420.81,424.37,420.58,419.89,423.53,418.63,414.66,412.39,410.72,414.73,410.26,405.99,399.75,395.21,397.15,401.03,399.63,402.42,404.05,390.69,389.73,391.58,391.05,388.70,393.35,396.66,397.70,397.70,393.11,391.74,397.11,400.88,400.72,400.59,393.44,392.51,390.00,383.88,385.00,L7
2003-03-30 22:00:31+00:00,427.84,419.65,420.81,424.03,420.24,419.71,423.13,418.74,414.68,411.53,410.58,414.35,409.66,405.07,398.96,394.37,395.98,400.23,398.80,401.16,402.47,389.59,388.48,390.46,390.14,387.86,392.02,395.33,396.90,396.54,391.98,391.51,396.72,400.08,400.09,399.51,392.23,391.50,388.95,382.70,384.28,L7
2003-04-24 21:54:22+00:00,426.75,418.10,420.08,420.43,419.13,418.85,423.00,419.37,417.63,413.05,412.01,416.64,411.09,404.92,398.54,395.33,397.94,401.52,398.97,402.20,400.85,389.15,388.53,391.66,392.84,389.87,393.05,398.17,398.92,398.70,393.49,391.10,396.15,399.20,398.25,398.59,391.08,390.76,389.06,382.60,384.62,L7
2003-05-10 21:54:22+00:00,430.75,419.71,423.38,421.37,420.25,420.21,424.81,420.05,419.48,413.92,413.38,420.23,414.39,404.77,398.64,396.35,398.60,401.32,398.39,401.37,397.58,387.35,387.82,391.50,392.17,389.31,389.19,394.66,398.34,396.27,390.33,392.97,397.42,400.06,399.42,398.40,391.17,390.84,387.42,380.73,383.18,L7
2003-07-21 21:42:09+00:00,431.82,421.30,424.34,421.15,421.76,423.09,427.86,426.04,424.94,416.85,418.05,424.06,416.25,407.42,399.56,400.67,402.96,404.74,400.41,403.25,399.47,388.61,387.68,392.39,393.08,388.58,389.87,395.09,400.36,397.64,391.50,394.54,399.20,401.08,400.90,399.41,393.38,391.72,388.02,382.40,380.57,L5
2003-08-05 22:00:11+00:00,431.47,418.92,424.62,420.42,421.23,423.95,427.05,426.38,424.91,416.01,418.62,424.13,416.02,406.71,399.03,400.15,402.59,404.30,397.41,400.75,397.74,386.83,385.73,389.04,390.58,386.41,386.77,392.70,397.97,395.04,389.98,394.63,398.49,399.12,399.13,397.23,390.81,389.85,385.27,379.28,377.16,L7
2003-08-06 21:42:27+00:00,431.47,418.48,423.05,421.09,421.31,424.67,427.25,426.44,423.92,415.84,416.54,421.47,414.24,404.46,397.35,397.35,401.48,403.39,397.33,399.51,396.50,386.02,385.19,387.26,389.26,384.46,385.37,389.95,395.78,393.37,390.82,395.44,398.61,398.81,399.52,397.16,390.18,389.56,385.25,378.44,376.65,L5
2003-08-13 21:48:45+00:00,427.21,416.75,420.94,420.33,419.94,423.23,425.37,424.83,422.19,414.26,414.53,419.04,412.32,402.93,395.40,395.90,400.27,403.00,397.16,399.15,395.73,385.51,383.75,385.71,387.82,383.62,384.20,388.70,394.22,393.26,390.58,394.48,397.75,398.35,398.84,396.95,389.76,389.18,385.05,377.49,376.84,L5
2003-08-22 21:42:44+00:00,427.21,416.75,420.94,420.33,419.94,423.23,425.37,424.83,418.28,414.26,414.53,419.04,412.32,402.93,395.40,395.90,400.27,403.00,397.16,399.15,395.73,385.51,383.75,385.71,387.82,383.62,384.20,388.70,394.22,393.26,390.58,394.48,397.75,398.35,398.84,396.95,389.76,389.18,385.05,377.49,376.84,L5
2003-08-30 21:53:59+00:00,427.21,416.75,420.94,418.85,418.22,421.38,423.10,422.46,416.80,412.69,413.31,419.04,412.32,402.93,395.40,395.90,397.90,401.39,396.53,397.51,393.92,384.24,382.75,385.23,387.12,383.62,384.20,388.70,394.22,393.26,390.58,394.48,397.75,398.35,398.84,396.95,389.76,389.18,385.05,377.49,376.84,L7
2003-10-25 21:43:40+00:00,429.32,418.63,423.46,421.90,420.28,422.16,423.92,422.53,414.23,412.67,411.93,418.02,411.60,401.79,394.01,395.12,397.94,401.05,397.28,396.82,393.15,383.98,382.15,384.72,386.53,382.61,384.21,387.62,393.88,393.32,391.19,397.71,398.74,398.24,398.95,398.32,390.49,390.00,386.05,377.80,375.92,L5
2003-11-17 21:50:09+00:00,431.11,421.89,426.72,424.52,422.52,422.27,424.36,423.96,413.27,412.98,411.40,419.42,413.94,404.42,398.22,397.15,399.50,402.70,398.52,397.05,393.64,384.49,383.23,385.38,389.62,386.73,388.00,391.22,398.05,398.28,396.15,401.97,401.40,400.19,401.26,401.42,393.70,393.30,389.45,381.78,381.01,L5
2003-11-18 21:54:15+00:00,431.11,421.89,427.32,424.71,422.62,423.14,425.33,424.57,414.26,413.91,411.40,419.42,413.94,404.42,398.22,397.81,398.94,402.43,398.88,397.15,393.50,384.39,383.54,385.39,389.62,386.73,388.00,391.22,398.05,398.28,396.13,401.92,401.57,400.71,401.67,401.70,394.53,394.23,390.78,383.48,382.34,L7
2003-12-04 21:54:19+00:00,432.56,423.33,428.71,425.89,424.20,424.96,426.60,424.57,414.26,413.91,411.40,419.42,416.17,408.14,401.84,401.24,400.73,403.61,401.55,399.92,393.50,384.39,383.54,385.39,389.62,386.73,392.15,395.03,400.57,402.03,399.41,404.31,404.31,402.47,404.68,404.44,397.35,394.23,390.78,383.48,382.34,L7
2003-12-12 21:44:10+00:00,433.77,425.58,430.22,427.61,426.00,426.30,427.59,425.98,416.16,415.94,414.20,422.45,418.47,409.79,403.32,401.86,401.34,404.55,402.20,400.85,394.30,385.83,385.52,387.40,391.37,389.80,393.71,396.79,402.09,402.98,399.53,403.97,404.48,403.00,405.13,404.99,397.56,395.43,392.11,384.93,384.76,L5
2004-01-21 21:54:39+00:00,432.26,426.09,428.63,426.01,425.01,425.34,425.09,422.95,413.26,414.11,411.64,418.88,416.11,407.93,401.69,399.07,398.43,402.49,400.52,398.91,392.25,384.39,384.93,386.64,389.94,389.76,392.76,395.94,400.94,402.47,398.64,402.90,403.28,401.73,403.71,403.34,396.06,394.29,390.95,382.79,383.51,L7
2004-02-14 21:44:33+00:00,436.85,431.76,434.43,428.77,428.65,429.18,428.61,425.33,415.69,419.01,419.30,428.65,424.57,414.95,407.98,405.63,401.47,405.34,405.66,403.23,395.16,388.05,390.15,391.99,396.24,399.87,403.09,404.67,408.88,409.71,403.97,408.02,410.12,408.51,410.65,410.57,402.90,401.15,397.96,389.83,388.78,L5
2004-03-01 21:44:38+00:00,433.66,428.82,432.53,430.40,428.61,430.87,430.86,426.12,419.79,419.38,421.92,426.94,422.48,412.93,406.59,405.08,404.41,407.40,407.69,406.76,398.50,391.05,393.50,394.02,397.92,398.04,400.69,402.98,408.38,410.28,404.27,407.72,409.27,408.25,410.22,410.14,403.19,401.48,397.72,390.13,390.45,L5
2004-03-25 21:54:54+00:00,434.88,430.34,432.53,430.40,428.61,430.87,430.86,426.90,421.26,421.23,423.25,427.61,422.37,412.32,407.07,405.08,404.41,407.40,407.69,406.76,399.36,392.06,394.40,394.98,398.48,398.31,400.75,403.40,408.48,410.43,404.27,407.72,409.27,408.25,410.22,410.14,402.71,401.89,397.49,390.08,390.89,L7
2004-05-03 22:00:59+00:00,436.19,432.35,434.56,432.24,429.51,432.49,432.51,428.67,423.07,422.84,425.89,430.43,424.45,414.71,408.40,407.18,405.10,408.03,408.81,408.07,400.78,393.68,395.72,396.22,400.79,400.94,403.07,406.13,410.87,412.14,406.22,407.84,410.01,409.60,412.13,411.66,404.60,403.24,398.56,390.82,391.13,L7
2004-05-04 21:45:52+00:00,436.19,432.35,434.52,432.24,430.87,433.39,433.73,429.58,423.89,423.38,426.74,429.24,423.38,413.39,407.07,405.76,404.02,409.02,409.54,409.28,401.87,394.35,396.47,397.09,400.95,400.60,402.53,405.58,410.40,411.18,405.27,407.17,409.70,409.52,411.22,411.66,404.60,403.24,398.56,390.82,391.13,L5
2004-05-12 21:54:49+00:00,436.19,432.35,434.52,432.24,430.87,433.39,433.73,429.58,423.89,423.38,426.74,429.24,421.96,412.71,405.93,404.67,403.27,408.12,408.91,408.48,401.56,394.35,396.47,397.09,400.95,400.60,402.53,405.58,410.40,411.18,405.27,407.17,409.70,409.52,411.22,410.48,404.21,402.90,398.56,390.82,391.13,L7
2004-06-21 21:47:16+00:00,434.10,432.31,433.20,432.18,430.47,434.07,434.25,429.43,424.53,424.47,427.28,425.62,418.17,409.00,403.06,402.39,401.50,407.97,409.78,410.89,405.51,399.89,400.45,401.45,402.52,403.15,402.46,403.86,409.76,410.12,407.48,408.38,410.00,412.39,411.52,410.41,403.33,403.43,398.20,389.00,389.28,L5
2004-06-29 21:54:39+00:00,434.10,432.31,433.20,432.18,430.47,434.07,434.25,429.43,424.53,424.47,427.28,425.62,418.17,409.00,403.06,402.39,399.49,405.55,407.19,407.99,403.34,397.07,397.92,398.68,399.10,403.15,402.46,403.86,409.76,410.12,407.48,405.46,407.45,409.70,409.73,407.93,402.42,402.43,396.04,387.25,385.90,L7
2004-07-06 22:00:48+00:00,434.10,432.31,433.20,432.18,430.47,434.07,434.25,429.43,424.53,424.47,427.68,425.92,418.36,409.08,403.04,401.71,398.92,404.62,407.19,407.99,403.34,397.07,397.92,397.73,398.64,401.77,400.70,402.04,408.20,408.72,404.77,403.57,405.37,409.70,409.73,407.93,402.42,402.43,396.04,387.25,385.90,L7
2004-07-07 21:47:45+00:00,434.10,432.31,433.20,432.18,430.47,434.07,434.25,429.43,424.53,424.47,427.68,425.92,418.36,409.08,403.04,401.71,398.92,404.62,407.19,407.99,403.34,397.07,397.92,397.73,398.64,401.77,400.70,402.04,408.22,408.24,404.39,403.48,404.93,409.34,411.53,408.67,402.72,402.38,396.33,387.13,386.41,L5
2004-07-23 21:48:09+00:00,433.27,431.28,433.55,432.64,432.05,435.39,435.24,430.67,426.28,425.19,428.76,426.02,418.66,409.33,403.08,401.63,399.10,405.55,407.43,408.10,404.23,397.05,398.04,398.45,399.40,402.17,401.20,402.95,408.32,408.32,404.16,403.43,405.68,409.84,411.72,409.29,403.74,403.08,396.46,388.29,387.91,L5
2004-07-30 21:54:28+00:00,435.04,432.07,433.33,432.40,431.08,434.84,435.13,430.38,427.19,425.57,428.97,425.38,418.59,409.81,403.24,400.99,398.94,405.17,406.84,407.24,403.69,397.19,398.29,398.43,399.53,401.16,400.77,403.01,408.57,407.50,403.51,403.81,405.49,408.88,411.42,409.75,403.99,403.46,397.16,389.21,388.13,L5
2004-07-31 21:54:28+00:00,434.85,432.07,433.33,432.40,431.08,434.84,434.56,429.92,426.49,424.70,427.79,424.54,417.64,409.05,403.24,400.99,398.94,405.17,406.84,406.25,402.96,396.21,397.08,397.31,398.54,399.70,399.38,401.65,408.57,407.50,403.51,403.81,405.49,408.88,411.42,408.71,402.87,402.43,395.69,387.69,386.38,L7
2004-08-08 21:48:26+00:00,434.85,431.86,434.44,434.51,432.62,435.97,435.59,430.98,427.51,425.09,428.17,424.20,417.64,409.53,404.23,401.32,399.39,405.38,407.23,405.97,403.02,396.36,397.22,397.80,399.26,399.39,399.16,401.96,408.14,407.25,403.20,403.97,405.81,409.61,411.10,408.66,403.29,403.00,395.37,387.01,384.07,L5
2004-08-16 21:54:26+00:00,433.47,429.83,433.21,433.41,431.95,434.19,434.82,429.82,427.04,424.56,427.62,423.46,416.49,407.57,403.13,399.10,397.63,403.41,405.04,404.75,402.04,395.86,396.49,397.23,398.48,398.59,396.80,399.26,405.63,404.64,400.49,402.02,403.41,407.22,408.61,406.81,401.48,401.32,394.12,386.22,383.80,L7
2004-09-16 21:55:41+00:00,437.97,433.32,436.99,436.62,436.39,437.04,436.59,432.13,429.98,427.29,425.95,424.10,417.21,408.24,403.62,398.80,397.20,403.47,406.02,404.62,401.96,395.98,396.71,398.19,399.94,400.29,398.84,400.63,405.85,404.22,400.29,401.91,403.66,407.64,408.65,407.03,401.17,401.09,394.09,385.48,382.33,L5
2004-09-25 21:49:43+00:00,437.61,431.88,436.83,437.29,436.82,437.34,436.71,432.82,430.17,426.67,425.41,422.68,416.90,408.57,402.66,398.93,398.23,405.34,407.92,404.96,402.06,395.99,396.21,397.81,399.46,399.69,398.84,400.98,405.39,404.04,400.33,402.83,404.79,408.35,409.54,408.73,403.30,402.37,395.88,386.88,383.41,L5
2004-10-02 21:56:02+00:00,436.20,430.89,436.53,437.14,436.26,437.13,436.80,432.11,429.15,425.95,425.16,422.77,416.88,408.08,402.70,399.03,398.21,405.03,407.39,404.67,401.69,395.29,395.69,397.36,398.87,398.96,398.15,400.40,405.20,404.13,400.39,402.50,404.80,408.46,409.26,408.90,403.39,402.54,396.11,387.09,384.87,L5
