dates,nzd0124-0000,nzd0124-0001,nzd0124-0002,nzd0124-0003,nzd0124-0004,nzd0124-0005,nzd0124-0006,nzd0124-0007,nzd0124-0008,nzd0124-0009,nzd0124-0010,nzd0124-0011,nzd0124-0012,nzd0124-0013,nzd0124-0014,nzd0124-0015,nzd0124-0016,nzd0124-0017,nzd0124-0018,nzd0124-0019,nzd0124-0020,nzd0124-0021,nzd0124-0022,nzd0124-0023,nzd0124-0024,nzd0124-0025,nzd0124-0026,nzd0124-0027,nzd0124-0028,nzd0124-0029,nzd0124-0030,nzd0124-0031,nzd0124-0032,nzd0124-0033,nzd0124-0034,nzd0124-0035,nzd0124-0036,nzd0124-0037,nzd0124-0038,nzd0124-0039,nzd0124-0040,satname
2001-02-04 22:02:14+00:00,439.99,432.23,438.09,434.20,421.49,424.86,437.05,433.31,429.38,417.26,414.85,411.53,417.26,412.07,403.21,399.77,403.52,408.67,411.75,404.42,394.74,383.31,384.49,386.00,386.71,386.49,391.49,397.65,408.59,411.49,413.70,426.20,431.78,432.93,438.50,418.55,422.47,412.00,,,,L7
2001-03-01 21:55:57+00:00,438.80,424.54,440.91,432.86,430.64,421.20,437.29,430.58,420.84,417.79,417.33,418.66,415.54,404.31,397.99,389.52,391.17,395.77,394.53,397.27,387.72,375.07,380.33,384.61,386.80,386.60,387.55,388.92,391.25,398.22,,,,,,,,,,,,L7
2001-03-24 22:01:59+00:00,431.27,417.33,425.41,425.14,415.24,414.69,419.56,422.46,413.61,406.18,408.28,409.35,412.12,403.20,390.85,383.57,386.68,388.64,390.06,391.33,383.16,376.58,381.12,384.63,385.62,384.16,381.63,387.62,392.42,396.22,397.69,397.83,398.47,404.07,403.62,399.60,393.03,393.87,385.24,380.07,380.52,L7
2001-06-28 22:01:09+00:00,439.33,424.07,422.38,431.97,435.45,445.61,443.06,432.60,420.90,413.60,408.41,410.57,407.53,398.11,388.70,391.51,413.77,406.25,,430.95,394.50,384.72,383.17,385.91,384.69,385.69,388.27,388.91,400.03,399.20,392.53,395.56,400.83,403.62,404.20,405.00,398.05,396.38,389.40,384.31,381.09,L7
2001-09-09 21:54:12+00:00,430.21,419.76,426.05,428.20,421.85,416.17,428.56,419.86,411.12,410.61,407.63,407.26,412.16,399.35,393.88,392.41,393.74,395.93,394.63,396.96,388.50,380.48,381.38,380.49,383.76,383.07,385.72,386.49,386.46,391.32,388.46,394.60,394.60,395.33,394.11,395.67,385.82,382.07,382.39,367.97,371.46,L7
2001-09-25 21:54:04+00:00,436.04,424.70,426.89,425.92,421.84,423.11,424.31,427.97,422.02,415.63,412.18,409.63,405.17,406.65,394.33,393.38,390.68,395.60,395.49,391.01,386.55,381.68,381.81,378.48,380.25,375.37,376.29,384.22,388.81,387.59,385.48,389.24,393.14,389.83,392.90,397.34,379.54,383.49,379.48,372.78,377.60,L7
2001-10-02 22:00:04+00:00,437.75,424.94,431.06,431.56,427.59,428.14,430.11,424.42,418.27,409.64,414.59,412.58,411.36,404.71,399.56,390.04,392.18,391.54,394.26,394.32,388.38,382.02,380.89,378.77,381.78,382.76,382.24,388.89,390.28,389.11,391.13,392.90,392.02,397.53,395.33,396.73,389.25,384.94,379.60,375.46,373.52,L7
2001-10-11 21:53:46+00:00,439.61,419.45,427.54,421.45,420.38,416.57,426.74,419.48,413.26,400.94,403.38,402.48,398.50,397.96,390.46,382.72,384.80,385.24,390.28,385.54,387.72,375.28,374.22,371.71,373.31,373.74,369.50,376.63,382.98,381.31,379.60,384.21,386.75,388.49,388.10,386.61,380.87,379.40,369.08,367.09,381.60,L7
2001-11-28 21:54:11+00:00,420.84,405.92,413.30,412.84,410.60,413.49,416.11,414.84,401.75,400.83,397.22,399.69,398.40,395.14,387.04,382.00,386.02,383.19,382.43,388.25,385.77,374.16,376.67,377.49,374.14,374.65,373.62,376.46,383.71,384.02,381.18,386.55,387.78,390.34,390.39,390.44,381.20,381.06,374.46,366.22,363.46,L7
2002-01-22 22:00:40+00:00,,,,441.03,433.10,432.98,438.52,435.36,425.65,425.47,422.89,426.25,423.62,417.68,410.16,402.36,398.22,405.37,410.18,408.45,408.21,396.34,391.01,396.98,393.74,387.49,393.71,398.86,405.90,415.02,408.49,405.99,405.96,416.03,418.08,422.43,414.35,413.85,402.78,394.96,388.31,L7
2002-01-31 21:54:26+00:00,439.27,424.61,433.38,425.84,420.28,417.92,423.28,418.83,417.00,413.98,415.48,421.05,415.63,405.91,395.66,393.61,387.97,395.56,396.27,394.59,384.23,376.58,380.50,384.40,383.98,390.94,387.42,390.74,392.32,395.31,389.44,393.14,392.20,381.27,377.52,,386.68,391.97,384.92,371.21,380.52,L7
2002-02-23 22:00:43+00:00,438.60,430.23,438.40,434.43,431.22,408.88,,408.85,406.51,420.95,418.59,415.36,415.79,410.10,399.49,400.10,401.95,406.56,408.20,410.62,408.37,397.59,382.43,382.73,385.66,387.24,382.94,390.27,392.33,394.60,390.93,396.10,399.37,401.03,,,,,,,,L7
2002-03-27 22:00:37+00:00,427.32,411.48,417.45,419.68,410.05,413.24,418.85,410.30,405.21,401.27,398.31,401.71,400.35,389.11,383.02,377.64,382.16,383.07,383.69,386.40,381.83,375.15,376.58,379.07,378.32,376.98,378.84,380.73,385.54,386.41,383.37,389.03,392.28,394.90,398.41,395.51,389.51,387.53,378.19,373.57,,L7
2002-05-23 21:54:18+00:00,,,,,,,,,,,,,,,,,,391.51,397.61,391.22,385.51,377.65,377.73,377.07,376.19,376.09,380.33,385.81,387.75,390.67,381.54,386.15,394.17,394.64,393.75,391.93,391.67,389.96,374.13,370.41,391.59,L7
2002-06-15 22:00:19+00:00,435.49,428.10,435.44,439.12,436.63,437.47,438.50,434.05,430.49,421.77,418.25,427.88,419.54,405.38,407.48,400.14,400.59,401.71,406.50,404.04,403.00,391.39,392.34,394.73,396.83,395.71,392.75,396.42,400.04,402.39,399.42,403.20,403.42,408.73,405.45,404.97,396.97,401.56,394.08,386.70,401.31,L7
2002-07-17 22:00:08+00:00,433.88,418.32,420.77,423.98,423.18,423.43,430.05,424.45,409.11,405.85,406.05,404.46,402.54,393.62,388.04,382.07,387.45,387.09,390.02,391.25,386.33,379.53,379.31,380.17,379.77,379.50,379.92,380.63,389.21,388.06,386.32,389.47,390.54,392.00,392.59,388.93,381.98,383.06,375.66,369.67,371.32,L7
2002-08-02 22:00:01+00:00,401.00,385.23,401.24,413.20,414.22,416.27,413.06,408.61,403.54,398.83,401.11,398.68,401.02,391.15,383.61,379.05,382.62,382.09,387.23,384.68,379.92,371.56,363.41,355.06,358.27,361.67,364.84,375.71,391.05,385.47,375.01,378.29,385.72,383.98,383.14,384.28,375.99,374.92,373.02,365.70,360.63,L7
2002-08-18 21:59:57+00:00,428.91,413.88,412.77,418.03,422.55,423.43,424.56,427.43,404.92,405.65,412.68,417.14,411.40,409.47,396.53,378.83,382.70,386.37,383.53,383.07,385.96,376.00,372.74,372.86,375.76,373.82,379.40,379.42,387.29,381.74,377.85,382.38,385.24,388.39,384.31,382.71,388.15,387.65,370.99,371.71,365.30,L7
2002-08-27 21:53:36+00:00,433.83,428.76,429.29,431.89,421.61,415.70,423.67,416.25,413.35,414.27,413.94,422.46,418.11,406.95,400.45,390.48,396.09,397.60,396.37,400.64,394.82,383.06,385.27,385.02,389.20,390.89,389.29,392.30,396.31,398.15,390.88,395.33,398.32,401.21,400.78,401.95,390.98,394.24,388.50,380.98,381.26,L7
2002-09-12 21:53:31+00:00,436.08,428.73,430.92,430.40,426.40,415.53,423.64,417.53,409.41,411.40,407.33,421.28,416.87,406.04,400.09,386.43,391.86,389.28,392.03,392.65,386.76,379.33,377.86,379.98,383.09,384.68,382.98,378.36,382.67,387.20,380.55,387.54,389.92,,,,,,,,,L7
2002-09-19 21:59:35+00:00,421.09,417.32,415.00,417.27,409.34,403.80,413.49,409.30,396.55,394.59,392.95,392.08,389.24,386.97,380.48,372.55,376.27,375.46,377.66,379.10,378.92,370.36,367.90,369.26,370.13,369.47,372.96,377.02,380.76,379.20,375.97,380.49,384.10,387.84,389.48,385.66,382.00,379.57,371.81,368.79,365.19,L7
2002-10-05 21:59:31+00:00,424.69,413.96,418.04,418.49,417.70,422.32,419.47,409.95,407.62,402.78,408.96,,,,,,,,,,,,,,376.51,375.84,380.91,381.49,386.36,385.25,383.26,386.65,389.54,392.32,393.91,394.58,389.75,388.28,382.61,375.74,378.06,L7
2002-10-14 21:53:19+00:00,435.47,428.07,422.67,431.84,429.17,431.46,431.79,431.80,423.91,420.72,416.72,412.97,408.69,409.03,397.42,393.05,392.62,398.56,391.99,394.21,403.84,384.77,382.03,383.26,387.58,387.86,397.01,392.16,395.34,397.03,393.15,398.38,406.77,412.21,415.46,409.04,400.41,398.39,394.61,390.27,388.50,L7
2002-10-30 21:53:25+00:00,426.56,417.27,418.04,426.23,425.07,427.00,427.46,421.57,421.32,416.64,413.93,410.44,404.13,405.94,393.19,393.20,394.55,396.96,395.59,402.49,411.99,390.96,380.95,381.14,384.85,382.09,403.31,407.03,393.31,397.81,396.17,,,,,,,,395.92,393.67,389.36,L7
2002-11-06 21:59:41+00:00,409.59,409.17,407.04,409.12,406.76,407.03,406.91,406.11,402.38,400.93,406.65,407.73,399.57,,,,,,,,,,,,,,,,,,,376.74,382.88,385.62,383.56,387.27,379.87,377.87,376.49,365.56,365.62,L7
2002-12-24 22:00:09+00:00,435.74,425.11,432.74,436.97,425.99,424.10,432.21,418.61,419.99,419.79,417.67,426.66,422.17,404.53,407.79,397.97,400.98,403.00,405.32,405.63,404.43,394.96,398.81,399.44,401.68,399.07,397.53,404.06,406.26,403.21,399.94,403.59,405.21,408.08,409.11,413.13,400.74,405.08,402.14,392.79,404.96,L7
2003-01-18 21:54:06+00:00,437.68,420.29,427.22,426.04,419.09,413.78,424.38,423.12,417.23,416.16,411.70,421.55,416.51,405.90,401.41,393.88,396.05,400.85,398.30,402.81,402.45,392.42,392.42,392.94,394.86,392.64,391.14,394.95,398.61,,,,,,,,,,,,,L7
2003-01-25 22:00:18+00:00,433.23,430.85,423.25,424.81,424.42,415.66,426.88,419.20,410.99,410.84,402.44,411.84,409.55,410.93,402.25,403.24,404.83,405.05,407.95,406.93,402.28,392.14,393.96,401.30,399.82,393.18,397.64,404.67,409.94,408.01,397.59,394.17,400.92,404.12,403.46,401.52,397.80,394.83,392.57,387.78,387.16,L7
2003-03-23 21:54:16+00:00,419.75,412.47,417.47,421.48,416.46,417.81,419.12,418.67,413.81,411.25,407.69,411.95,411.20,399.61,396.41,389.93,393.88,401.78,398.65,402.46,399.31,388.89,390.19,391.41,392.03,390.21,385.91,392.26,394.11,394.89,388.56,390.91,397.33,402.96,398.80,397.98,392.09,390.59,385.64,381.35,381.33,L7
2003-03-30 22:00:31+00:00,,,,421.33,417.46,418.23,419.91,419.61,414.84,404.62,409.50,411.69,405.50,399.55,394.23,389.30,388.92,395.42,393.79,393.58,393.00,383.01,380.98,383.71,383.81,382.00,382.75,386.05,391.28,389.57,385.21,390.11,394.39,395.23,396.34,393.03,384.92,385.44,381.61,374.46,379.27,L7
2003-04-24 21:54:22+00:00,424.73,411.52,414.77,397.47,417.76,427.21,427.16,428.07,440.48,424.16,426.49,431.28,420.12,407.99,394.50,399.82,406.34,407.56,393.19,401.52,392.47,381.67,382.38,,,,,,,,,,,,,,,,,,,L7
2003-05-10 21:54:22+00:00,433.38,418.05,424.85,421.46,420.56,424.66,424.01,413.09,419.03,410.60,418.20,426.63,415.68,404.88,393.90,400.31,399.18,395.55,391.56,396.67,389.10,378.35,375.99,380.22,380.81,378.78,380.15,385.95,389.84,385.69,380.33,386.06,389.27,389.89,389.40,386.34,380.29,378.28,375.13,367.27,363.16,L7
2003-07-21 21:42:09+00:00,448.03,433.62,441.37,440.38,433.93,434.97,450.08,457.60,450.47,439.62,443.96,450.97,435.46,421.54,416.09,421.40,424.62,423.07,417.31,418.36,420.68,407.62,402.57,405.33,408.91,398.71,402.91,406.54,416.64,410.02,405.80,411.45,414.11,413.19,416.51,418.20,411.80,409.44,405.15,401.13,391.95,L5
2003-08-05 22:00:11+00:00,,,,,,420.83,421.99,421.26,410.83,405.81,405.86,412.26,408.16,,,,,402.41,389.98,391.91,391.86,381.46,382.28,384.53,387.35,382.35,382.11,,,,,,397.33,394.33,394.58,390.59,384.95,385.51,378.82,372.18,370.09,L7
2003-08-06 21:42:27+00:00,,416.74,416.78,424.39,421.71,429.00,428.45,426.80,417.97,414.84,404.08,405.49,403.55,393.20,388.94,383.35,395.97,397.94,396.85,392.09,389.08,381.11,381.95,378.38,382.65,374.73,378.38,378.95,387.03,386.68,394.19,398.66,399.22,397.25,401.50,396.82,387.05,388.10,385.18,374.25,374.12,L5
2003-08-13 21:48:45+00:00,410.16,408.08,410.38,415.77,411.67,413.13,412.20,413.54,410.13,403.22,400.49,402.06,398.92,393.75,383.70,387.20,392.99,400.25,395.98,396.60,390.30,381.95,373.62,376.39,379.20,378.56,377.21,382.44,386.41,392.73,389.41,389.70,392.57,395.63,394.74,395.71,387.23,386.91,383.79,371.81,377.98,L5
2003-08-22 21:42:44+00:00,,,,,,,,,386.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-08-30 21:53:59+00:00,,,,408.51,406.22,406.56,404.95,403.49,403.55,400.09,403.50,,,,,,381.31,388.57,391.44,384.39,379.49,374.08,374.83,381.88,382.17,,,,,,,,,,,,,,,,,L7
2003-10-25 21:43:40+00:00,425.72,416.68,423.90,420.90,427.58,425.97,425.79,421.93,414.93,414.54,407.43,410.73,407.84,395.57,387.40,383.36,393.59,399.58,397.87,397.72,391.52,383.32,383.82,386.32,384.65,382.52,384.52,384.23,389.50,391.49,386.20,402.67,399.95,399.15,396.97,402.27,391.60,391.74,388.22,380.16,378.20,L5
2003-11-17 21:50:09+00:00,440.52,434.35,441.15,437.18,434.00,425.44,427.05,423.09,411.35,412.76,414.49,435.00,429.70,418.04,414.97,410.44,408.54,407.06,400.22,398.25,392.52,381.86,383.52,384.82,402.40,403.49,402.87,403.92,410.66,410.47,405.13,407.39,405.20,401.58,403.28,404.91,399.55,398.07,395.54,391.15,393.72,L5
2003-11-18 21:54:15+00:00,,,430.35,425.81,423.21,429.20,432.14,428.83,422.15,420.36,,,,,,401.13,395.53,400.57,401.40,397.86,392.58,383.73,385.75,385.44,,,,,,,396.08,401.65,402.58,403.81,404.13,403.39,399.53,399.84,398.77,393.68,390.34,L7
2003-12-04 21:54:19+00:00,438.37,430.53,437.06,434.20,435.25,439.53,436.77,,,,,,429.59,426.77,419.97,421.82,413.25,413.03,422.91,422.06,,,,,,,417.05,414.10,413.17,420.79,419.03,418.68,423.51,414.85,425.74,423.61,417.08,,,,,L7
2003-12-12 21:44:10+00:00,439.79,439.06,440.76,441.31,440.46,438.37,436.48,437.26,433.28,432.21,433.83,440.67,434.54,419.68,412.14,406.20,406.25,413.02,408.07,409.27,400.66,397.33,401.38,403.53,403.60,408.21,404.63,407.32,411.23,408.67,400.44,401.53,405.87,407.21,408.70,409.43,399.28,403.83,401.43,395.09,401.72,L5
2004-01-21 21:54:39+00:00,438.99,437.18,,,,,,430.34,421.51,423.20,423.43,425.96,416.54,408.51,404.72,,,,,,402.28,394.67,397.21,398.50,397.50,398.47,395.32,400.61,408.58,406.43,,,,,,,398.31,400.33,395.89,383.97,381.91,L7
2004-02-14 21:44:33+00:00,437.70,432.78,433.38,433.45,433.84,439.17,437.09,432.37,431.78,429.88,433.09,430.90,429.19,421.12,408.70,410.83,411.82,415.55,417.74,413.09,407.09,401.34,404.57,403.46,407.11,406.64,414.15,417.86,420.15,420.40,416.96,416.21,423.61,424.45,425.10,419.84,414.96,413.10,407.90,394.94,386.76,L5
2004-03-01 21:44:38+00:00,414.56,411.17,421.11,419.95,405.93,418.42,420.68,409.04,403.51,402.70,419.27,418.35,409.99,400.84,398.25,401.81,401.92,402.99,405.59,409.04,402.85,395.12,398.25,396.09,392.26,388.90,386.27,392.85,405.37,413.71,406.06,405.94,404.16,406.70,407.65,407.50,405.22,403.46,396.31,391.93,400.49,L5
2004-03-25 21:54:54+00:00,443.43,440.98,,,,,,432.36,431.56,434.21,431.24,431.69,421.57,408.00,410.43,,,,,,405.35,399.08,400.69,401.68,401.87,399.94,401.17,406.28,409.14,411.44,,,,,,,398.86,404.78,395.86,389.73,393.99,L7
2004-05-03 22:00:59+00:00,,432.73,438.11,433.81,433.86,437.33,437.35,436.07,429.45,427.42,,,,,397.98,398.05,398.42,404.02,405.75,406.90,402.93,396.31,394.43,,,,,,408.65,405.24,399.85,403.47,405.15,408.58,410.32,412.94,408.63,402.52,396.76,386.07,380.14,L7
2004-05-04 21:45:52+00:00,,,434.20,432.21,440.40,439.64,442.31,436.86,430.45,427.65,431.84,422.11,415.93,404.17,396.43,395.82,396.46,415.91,414.67,417.74,410.56,399.67,402.47,403.24,401.94,398.52,398.82,401.68,406.65,403.50,398.61,402.53,407.50,409.01,404.80,,,,,,,L5
2004-05-12 21:54:49+00:00,,,,,,,,,,,,,410.61,407.30,395.69,395.94,397.21,400.96,403.84,402.09,398.76,,,,,,,,,,,,,,,402.21,400.70,400.19,,,,L7
2004-06-21 21:47:16+00:00,435.83,439.01,439.22,441.48,438.30,435.78,433.80,428.96,423.45,426.20,424.79,424.70,423.37,413.09,412.24,411.88,403.20,408.41,411.09,416.51,414.27,413.02,405.55,405.75,414.43,426.42,419.06,,,,415.91,413.75,409.57,413.21,409.72,409.57,396.64,399.62,396.48,387.34,392.37,L5
2004-06-29 21:54:39+00:00,,,,,,,,,,,,,,,,,387.38,391.00,391.66,390.58,386.01,377.36,380.22,382.06,378.59,,,,,,,390.88,394.69,396.23,400.79,395.51,396.07,395.40,383.08,376.80,365.65,L7
2004-07-06 22:00:48+00:00,,,,,,,,,,,430.11,427.76,419.69,409.58,402.94,397.62,394.98,398.16,,,,,,391.07,395.45,393.51,390.12,392.98,398.83,400.31,391.22,392.22,392.91,,,,,,,,,L7
2004-07-07 21:47:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.40,404.87,402.09,402.80,401.81,407.19,422.30,413.11,405.09,402.01,398.38,386.28,390.00,L5
2004-07-23 21:48:09+00:00,434.83,431.03,435.29,434.94,439.98,442.03,440.22,439.00,433.79,428.26,431.01,426.63,418.96,410.53,405.10,401.07,400.50,412.91,409.13,408.82,410.23,394.52,398.10,404.23,403.52,401.29,398.78,406.06,409.38,407.08,402.57,403.08,411.68,413.37,413.07,413.63,407.46,406.66,396.93,393.24,393.89,L5
2004-07-30 21:54:28+00:00,443.90,436.80,431.98,430.97,425.23,431.53,434.43,428.38,433.51,428.28,430.42,420.86,417.96,413.66,404.65,395.93,397.47,401.81,402.08,400.40,398.88,398.25,400.35,398.32,400.61,394.10,397.81,403.37,410.56,400.94,398.33,407.27,403.80,401.21,409.04,413.40,406.26,406.81,402.77,396.60,389.90,L5
2004-07-31 21:54:28+00:00,433.68,,,,,,430.58,426.26,420.93,417.70,418.35,417.90,409.13,402.24,,,,,,397.35,395.59,387.42,386.20,387.18,389.64,387.98,388.23,392.13,,,,,,,,399.36,391.66,392.23,382.38,373.96,370.65,L7
2004-08-08 21:48:26+00:00,,430.38,442.22,449.31,443.46,443.85,443.88,440.53,436.71,428.59,431.57,421.14,417.68,414.29,414.08,404.29,403.96,407.51,410.72,403.19,403.71,397.83,398.64,402.72,406.45,396.62,397.22,404.43,404.26,404.96,400.44,405.53,408.98,416.10,408.19,408.24,407.89,409.22,392.20,380.23,360.90,L5
2004-08-16 21:54:26+00:00,428.09,416.55,423.59,424.63,428.44,424.97,430.13,420.72,,,,,,399.54,396.63,388.56,392.39,393.82,395.83,399.60,395.39,,,,,,390.55,393.52,395.03,394.38,389.84,394.80,397.23,400.63,400.23,399.48,393.25,392.93,,,,L7
2004-09-16 21:55:41+00:00,446.05,439.07,451.32,445.58,441.46,441.23,,,,,404.24,,,,,,,403.68,415.40,407.60,401.88,396.32,400.40,405.64,406.92,404.20,406.59,405.20,407.64,409.51,404.07,404.73,406.89,410.92,408.02,409.89,401.50,400.71,396.11,384.52,385.77,L5
2004-09-25 21:49:43+00:00,440.91,429.48,435.51,442.69,440.26,439.73,437.73,438.61,433.04,429.28,426.37,420.32,418.80,411.27,400.90,400.16,408.57,425.94,426.91,408.72,406.50,399.16,395.72,397.89,397.04,394.61,401.26,409.41,404.54,409.65,400.69,412.87,417.29,415.44,418.49,427.40,424.46,420.14,413.72,403.80,404.85,L5
2004-10-02 21:56:02+00:00,426.28,422.92,433.84,435.75,431.17,435.21,437.53,425.66,421.00,420.18,422.92,423.49,416.68,403.20,403.08,400.00,397.94,401.23,401.64,401.23,397.28,388.28,390.48,392.84,392.96,392.37,391.26,395.25,403.24,405.04,401.06,398.55,404.89,409.65,406.11,410.94,404.51,404.53,398.36,389.18,399.43,L5
2004-11-03 21:56:42+00:00,440.12,436.28,453.30,453.44,442.73,444.95,448.84,442.09,431.40,425.51,426.96,424.40,419.37,409.55,409.45,412.73,412.09,417.85,420.05,416.91,410.97,395.57,393.59,396.29,394.92,393.88,394.73,397.43,408.76,413.34,407.91,409.21,413.59,416.68,415.22,417.29,412.56,411.93,409.87,397.27,392.95,L5
2004-11-04 21:54:31+00:00,,,449.27,451.07,446.87,,,,,432.17,428.57,425.91,425.17,417.73,406.25,407.93,408.80,411.39,,,,,,400.38,399.12,398.64,401.50,401.08,407.12,408.23,404.35,405.81,409.31,,,,,,,,,L7
2004-11-19 21:56:55+00:00,451.81,437.40,442.52,444.80,442.22,,,,,,,,,,,,,412.35,416.79,430.79,437.38,421.13,418.53,418.56,416.41,414.70,405.08,406.39,410.95,417.62,409.90,416.85,412.11,416.32,430.18,433.35,431.36,430.33,420.89,401.94,,L5
2005-01-14 22:01:13+00:00,455.00,451.53,461.88,458.93,,,,,,443.71,444.13,,,,,,,,,,,,,,415.11,407.74,403.96,418.70,421.13,422.26,413.90,414.09,,,,,,,,,,L7
2005-01-15 21:51:45+00:00,461.82,459.78,462.43,465.36,466.95,464.57,466.82,467.91,461.40,452.22,456.79,450.31,442.41,429.89,418.94,416.42,419.66,422.73,427.68,431.36,430.43,426.19,424.63,425.11,423.64,420.02,416.43,422.39,429.34,429.81,420.27,426.28,427.85,419.82,416.95,420.76,410.70,423.45,416.58,406.17,399.73,L5
2005-02-23 21:58:31+00:00,434.20,426.75,434.41,434.80,432.40,434.17,434.93,434.57,431.28,422.21,427.19,425.11,420.01,412.92,401.78,401.33,399.29,404.11,407.80,408.43,408.68,398.88,393.52,394.20,395.58,395.57,396.38,399.82,402.91,404.30,400.70,401.32,405.93,406.91,407.00,411.25,410.20,409.44,401.09,397.29,392.55,L5
2005-03-11 21:58:44+00:00,436.16,431.58,437.40,437.43,438.88,439.75,443.15,438.53,428.80,423.85,427.52,423.49,417.05,403.77,401.08,395.68,397.03,403.79,408.25,409.59,405.21,394.76,394.78,397.33,397.88,397.81,397.00,403.10,404.37,404.18,398.32,399.32,402.90,406.30,405.13,409.67,398.78,398.40,394.03,388.01,393.64,L5
2005-03-19 22:01:30+00:00,436.45,436.15,,,,,434.32,436.33,431.46,427.51,428.20,428.64,423.99,416.44,410.93,,,,,417.47,413.22,401.01,400.35,397.17,399.32,399.35,405.08,407.21,412.02,,,,,,,432.08,420.49,417.98,409.72,406.16,404.79,L7
2005-03-28 21:55:18+00:00,,,,436.77,424.42,426.41,428.70,435.58,424.48,428.80,,,,,,398.90,404.74,415.50,410.10,412.33,410.16,401.31,401.03,404.24,,,,,,,402.74,405.24,404.62,409.94,409.18,411.03,408.43,408.66,402.26,396.77,392.68,L7
