,dates,usa_HI_0019-0000,usa_HI_0019-0001,usa_HI_0019-0002,usa_HI_0019-0003,usa_HI_0019-0004,usa_HI_0019-0005,usa_HI_0019-0006,usa_HI_0019-0007,usa_HI_0019-0008,usa_HI_0019-0009,usa_HI_0019-0010
0,1999-07-26 20:53:05+00:00,223.31888409562927,218.73834274597723,213.83858689036077,212.07689362706734,208.55443823517342,213.88649252149798,211.01436755802118,211.21350613096132,221.65816063144644,214.99391730978263,212.99014219478795
1,1999-08-11 20:53:07+00:00,217.64090454075415,217.62966973177762,213.10453691861088,210.7409753012381,206.97326889867762,223.83789275698194,211.95633700937685,215.16296201181945,218.9143975301677,217.5126432666843,211.6736042708523
2,1999-11-15 20:53:07+00:00,,,,199.40170327837544,197.4178612110271,191.6361214593436,212.70564285982806,199.70642877311084,220.92246030513866,222.06955192786373,212.31537013031206
3,1999-12-17 20:53:11+00:00,224.9886766116134,221.05518098476358,218.25786003970643,215.27633199690797,211.99896136339615,216.49291456081244,204.1364779323648,202.69403175268633,207.6824328185886,207.60661642084008,208.1977904467945
4,2000-01-02 20:53:03+00:00,213.73316275997843,218.48743968403315,209.05139670138033,212.74781646184576,202.69384258745873,196.9541921235143,196.05946560182906,194.02959268037276,207.48995962548534,209.85619300859435,206.873145353249
5,2000-01-18 20:53:00+00:00,218.70962440583165,214.916939811128,212.70345682618398,208.65348300991093,206.81893377238313,204.70308200399805,206.40260047858087,200.3438302253565,216.30757989921065,217.28291631457992,217.1312478779705
6,2000-02-19 20:52:54+00:00,226.27516487210934,220.38451705265732,218.5613366226304,214.7288065175919,213.66609927579873,208.4100153404117,205.74748766304702,199.92817030109586,208.64514552527328,214.9730172617216,212.46182796466863
7,2000-03-06 20:52:49+00:00,209.5626001606597,209.50027802773855,202.30710409992412,203.63205338217807,205.2713901606234,203.08396074495363,208.78978455552038,,,,
8,2000-03-22 20:52:50+00:00,214.884689207471,217.78627944953593,212.43359895590396,209.5387171731562,205.28953559014127,197.5933152863875,196.57577278773002,190.2017555476063,204.95823430418162,197.3694605126071,201.33931327537485
9,2000-04-07 20:52:39+00:00,227.28599625694397,218.97111577945074,213.43817242138894,211.81028171195106,206.87430177517567,200.53729412604594,198.41184833296768,199.66484011707365,211.73085159745435,209.99776750385038,206.45269547669383
10,2000-04-23 20:52:33+00:00,,,,,,,,,,,
11,2000-05-25 20:52:12+00:00,204.40225213278993,203.07576400057596,205.15752788875898,195.00837398069132,196.92191799976183,196.15033984536745,200.16881838291476,191.0992356401777,204.05977200963576,201.33697617656932,196.85596953330307
12,2000-06-26 20:51:56+00:00,199.0341106392765,206.20960878119678,198.57291882492112,193.84183229610616,189.60605007111317,189.20090650696977,198.932897380957,194.19561250669148,203.13836200762643,208.5371662943313,191.4787882012085
13,2000-09-14 20:50:50+00:00,219.32088073441946,209.98339623583863,168.27360095505603,189.687397859445,178.98012036655174,220.5756371253352,214.6024514128074,216.39138160505786,220.8676374398009,221.69221389787205,212.1488850155171
14,2000-09-30 20:50:41+00:00,215.51710895236087,214.93306456929267,202.96190205423065,212.82537270477394,208.04727373731535,215.24350192532273,209.15971791661036,206.14685399590866,218.95269786577768,217.5097159109907,206.76639952356675
15,2000-11-17 20:50:34+00:00,,,,200.4010650074867,211.59935105974034,208.57057151762484,204.7654122950645,205.73106691125656,210.97190789393144,203.36681968647835,205.4505144505901
