dates,satname,nzd0273-0000,nzd0273-0001,nzd0273-0002,nzd0273-0003,nzd0273-0004,nzd0273-0005,nzd0273-0006,nzd0273-0007,nzd0273-0008,nzd0273-0009,nzd0273-0010,nzd0273-0011,nzd0273-0012,nzd0273-0013,nzd0273-0014,nzd0273-0015
1999-12-09 21:59:21+00:00,L7,330.90,326.39,322.55,331.56,337.89,340.82,335.80,331.34,325.83,318.36,319.15,308.27,314.01,305.43,308.59,315.78
1999-12-25 21:59:16+00:00,L7,324.24,324.88,325.12,331.37,335.25,341.82,332.19,332.44,323.67,321.24,320.02,307.16,316.92,307.03,314.70,321.28
2000-01-10 21:59:16+00:00,L7,333.67,335.05,337.47,342.80,344.01,348.96,342.99,339.70,334.43,324.59,321.52,314.29,321.62,313.37,321.33,328.77
2000-01-26 21:59:14+00:00,L7,365.69,371.97,379.50,377.33,378.81,375.29,376.59,363.55,368.02,357.42,352.46,353.32,350.02,347.36,364.81,355.98
2000-03-30 21:58:57+00:00,L7,334.04,325.78,331.03,337.23,347.27,347.60,340.75,341.53,331.30,334.00,328.51,315.81,325.89,313.07,322.32,324.14
2000-06-18 21:58:15+00:00,L7,210.87,,,120.91,,95.99,78.01,,202.34,,,,,115.70,,174.99
2000-07-04 21:58:02+00:00,L7,423.25,311.51,320.99,318.39,336.40,343.36,329.68,333.98,324.75,324.27,318.83,310.21,320.02,297.91,309.58,311.30
2000-08-05 21:57:32+00:00,L7,422.24,313.04,320.70,322.79,334.90,344.23,331.40,334.57,325.97,319.57,321.71,309.09,323.86,297.70,304.93,310.81
2000-11-09 21:56:45+00:00,L7,422.69,323.10,326.56,333.19,345.43,344.86,337.76,335.80,329.75,329.03,325.06,315.29,325.00,314.58,319.99,323.96
2000-11-25 21:56:47+00:00,L7,316.18,313.14,316.78,323.88,327.98,334.34,326.53,325.83,320.15,315.25,314.95,303.93,309.94,299.17,305.98,306.25
2001-03-17 21:56:40+00:00,L7,348.61,360.09,366.60,374.96,380.31,383.97,411.57,,,357.77,,337.48,341.84,354.24,372.77,360.95
2001-06-05 21:56:04+00:00,L7,423.31,311.96,316.94,327.93,336.31,337.92,328.68,325.66,324.92,325.78,317.63,309.33,316.89,300.98,308.85,316.65
2001-08-24 21:55:12+00:00,L7,303.17,,289.74,,,,,,,,,,,,,
2001-09-25 21:54:52+00:00,L7,422.53,371.73,368.50,381.04,358.36,373.35,371.83,362.30,359.67,343.42,339.62,345.59,341.06,338.05,325.89,334.29
2001-10-11 21:54:33+00:00,L7,368.35,365.78,375.41,350.25,360.12,358.90,355.94,352.33,352.50,339.97,332.67,338.20,348.58,329.16,331.30,356.33
2001-12-30 21:55:01+00:00,L7,329.85,308.86,306.00,324.87,,,,,,315.35,321.59,306.31,312.43,,,
2002-02-16 21:55:18+00:00,L7,353.91,346.57,347.22,344.09,347.37,348.22,339.23,338.91,329.83,324.02,326.01,316.50,327.41,315.14,322.57,329.22
2002-05-07 21:55:15+00:00,L7,376.52,319.18,329.27,324.66,334.55,336.77,327.00,326.31,324.11,318.83,315.14,302.80,318.59,302.71,306.85,313.40
2002-08-27 21:54:24+00:00,L7,422.33,316.54,327.54,327.52,338.47,343.86,331.52,333.85,323.61,328.77,320.12,312.69,328.41,296.30,312.29,315.05
2002-10-14 21:54:07+00:00,L7,349.42,362.91,369.35,352.52,348.91,363.82,361.48,351.07,352.40,334.06,332.67,330.00,333.42,343.00,325.61,342.10
