dates,nzd0273-0000,nzd0273-0001,nzd0273-0002,nzd0273-0003,nzd0273-0004,nzd0273-0005,nzd0273-0006,nzd0273-0007,nzd0273-0008,nzd0273-0009,nzd0273-0010,nzd0273-0011,nzd0273-0012,nzd0273-0013,nzd0273-0014,nzd0273-0015,satname
1999-12-09 21:59:21+00:00,341.76,334.25,333.95,339.16,344.05,351.68,345.30,342.20,334.95,326.80,325.31,318.63,324.37,314.55,318.50,326.64,L7
1999-12-25 21:59:16+00:00,336.28,331.94,332.99,337.57,341.51,350.03,341.62,340.61,332.07,326.58,324.53,316.03,323.78,313.55,319.60,327.25,L7
2000-01-10 21:59:16+00:00,336.62,333.85,335.75,340.15,343.03,350.88,343.13,341.51,333.87,326.85,324.21,316.60,324.21,314.50,321.28,328.96,L7
2000-01-26 21:59:14+00:00,342.29,342.23,345.01,348.33,351.07,355.39,350.10,345.43,341.07,333.25,330.37,324.26,329.14,321.38,330.70,334.12,L7
2000-03-30 21:58:57+00:00,340.47,338.81,342.03,345.99,350.21,353.66,348.08,344.47,338.97,333.27,329.90,322.40,328.33,319.57,328.87,331.95,L7
2000-07-04 21:58:02+00:00,343.26,336.49,342.85,344.33,351.94,354.37,348.00,345.26,340.11,335.51,330.65,323.95,329.93,318.41,330.03,330.62,L7
2000-08-05 21:57:32+00:00,333.18,316.23,323.44,325.60,339.09,344.30,333.28,335.93,326.70,325.35,322.58,310.98,322.53,302.25,311.58,314.65,L7
2000-11-09 21:56:45+00:00,,317.40,324.95,326.26,340.10,346.24,334.78,336.88,328.58,325.92,323.06,313.53,324.96,305.16,313.41,317.45,L7
2000-11-25 21:56:47+00:00,329.99,318.84,326.53,328.08,339.03,346.72,335.74,337.57,329.38,325.94,322.99,314.43,324.50,306.56,314.70,318.10,L7
2001-03-17 21:56:40+00:00,336.49,335.95,342.21,347.72,354.25,359.69,341.56,341.57,333.99,338.14,326.12,323.96,330.65,327.12,322.81,335.69,L7
2001-06-05 21:56:04+00:00,342.99,338.78,345.77,354.12,360.47,364.75,340.26,338.90,336.04,344.74,325.14,327.05,333.00,330.81,320.94,342.61,L7
2001-09-25 21:54:52+00:00,,321.55,346.07,356.72,349.14,358.83,353.04,347.17,344.98,337.08,330.44,330.50,332.02,322.20,320.28,328.66,L7
2001-10-11 21:54:33+00:00,360.54,340.84,353.12,352.74,351.33,356.25,351.73,346.29,345.30,336.02,329.70,330.59,335.06,322.33,321.58,335.28,L7
2001-12-30 21:55:01+00:00,352.91,340.07,350.24,352.23,355.08,358.79,357.47,349.98,349.93,333.11,331.44,330.28,334.27,327.44,321.90,337.97,L7
2002-02-16 21:55:18+00:00,354.01,342.79,350.08,350.59,352.94,356.03,352.06,347.05,343.87,331.29,330.41,327.38,333.10,323.98,322.82,335.82,L7
2002-05-07 21:55:15+00:00,359.68,329.40,334.06,335.58,341.90,344.16,334.58,334.28,328.37,324.26,324.46,314.51,325.45,310.32,316.24,322.98,L7
2002-08-27 21:54:24+00:00,377.57,318.27,329.00,326.49,336.83,340.89,329.76,330.65,324.34,324.24,317.95,308.29,324.04,299.99,310.10,314.80,L7
2002-10-14 21:54:07+00:00,360.21,331.57,340.15,333.63,339.61,346.34,338.42,335.27,331.85,325.81,321.61,313.44,325.08,312.48,313.27,321.71,L7
2002-12-01 21:54:40+00:00,341.31,335.65,342.23,339.73,344.74,352.41,344.15,341.52,336.00,331.73,326.56,319.02,328.19,320.16,321.23,327.36,L7
2003-01-18 21:54:54+00:00,338.54,333.30,339.15,338.04,344.35,352.71,343.65,340.58,335.32,329.99,325.53,317.64,328.19,320.16,321.23,327.36,L7
2003-02-19 21:55:06+00:00,336.63,330.91,336.68,337.72,343.35,352.16,342.84,339.87,334.84,328.58,325.53,317.78,327.16,317.05,321.83,325.99,L7
2003-03-07 21:55:10+00:00,338.08,334.98,339.55,340.89,345.79,353.90,345.33,340.63,335.61,326.93,326.80,319.40,327.98,318.21,324.75,328.58,L7
2003-04-08 21:55:11+00:00,349.07,334.65,338.81,340.51,346.20,352.32,343.75,340.21,333.98,324.83,324.77,317.85,328.69,321.27,327.21,329.77,L7
2003-04-24 21:55:10+00:00,358.97,329.95,334.08,336.56,345.40,351.12,340.20,340.29,331.48,322.77,323.05,316.00,327.48,317.21,332.35,328.34,L7
