,dates,chi0008-0000,chi0008-0001,chi0008-0002,chi0008-0003,chi0008-0004
0,1985-03-28 14:12:25+00:00,,,,185.5077031954191,190.33350101376715
1,1986-11-26 14:00:17+00:00,206.2279351138617,207.32849982946192,201.4189665623654,198.32741913981303,208.8758714153001
2,1986-12-28 14:01:13+00:00,189.68974695648697,192.09633307948963,193.99192601677197,192.2213495781824,186.92070157973436
3,1987-01-13 14:01:42+00:00,191.42356668588502,190.87070868787012,197.61767802003268,193.1179421666504,201.6921099084476
4,1987-11-29 14:10:21+00:00,188.47956539457462,189.73880947922333,190.37665101683297,186.55196047669145,193.80743878378323
5,1987-12-31 14:10:51+00:00,178.8633248939614,200.44757771724957,202.27077044258735,205.1843421526878,197.02873150290603
6,1988-02-01 14:11:26+00:00,195.86566190409343,192.47264934354735,197.16992212421488,197.20222080890963,194.88650628239807
7,1988-02-17 14:11:41+00:00,182.55567124769544,,189.19008980768047,184.194544164167,187.54862262037742
8,1988-03-04 14:11:51+00:00,,,192.12309698937275,189.57939093223388,199.44453999403493
9,1988-06-08 14:12:34+00:00,,,,,
10,1988-10-14 14:12:36+00:00,198.47698155147597,209.35509926962047,198.58943974985328,198.48331673235674,198.2970248773946
11,1988-12-01 14:12:36+00:00,195.4503270172158,204.02746203099372,198.6098312226819,198.01039717882705,199.96249259297366
12,1989-03-07 14:11:38+00:00,,,182.2813260497292,175.79426395002878,182.83893144925386
13,1989-03-23 14:10:57+00:00,,,,184.2862398422691,183.9620572468429
14,1989-04-24 14:10:54+00:00,,,,,
15,1989-09-15 14:07:51+00:00,,,191.5019912049302,185.4992396781215,187.66131311340996
16,1989-12-04 14:05:49+00:00,196.85254052906126,208.58086750168636,202.54231220767474,203.52863589651113,210.28265281448938
17,1989-12-20 14:05:21+00:00,202.20936153723878,207.57126082908067,201.5705806339684,197.37909838707128,199.76723547530884
18,1990-01-21 14:04:21+00:00,191.21121142726898,,203.8024755296262,202.504049079489,204.1531055185161
19,1990-02-22 14:03:18+00:00,,,192.16177841767077,200.82985525102782,204.3136323896391
20,1990-03-10 14:02:44+00:00,,,,188.25508131169875,189.52589207320486
