dates,nzd0167-0000,nzd0167-0001,nzd0167-0002,nzd0167-0003,nzd0167-0004,nzd0167-0005,nzd0167-0006,nzd0167-0007,nzd0167-0008,nzd0167-0009,nzd0167-0010,satname
1999-08-26 22:04:44+00:00,373.02,375.95,379.52,379.76,384.41,389.90,385.71,380.06,382.08,376.13,370.59,L7
1999-09-27 22:04:48+00:00,378.51,384.87,379.58,380.54,380.34,385.19,380.77,374.91,379.48,375.26,375.46,L7
1999-10-13 22:04:48+00:00,379.07,384.87,379.58,379.07,378.08,382.19,378.25,372.33,377.19,373.34,375.71,L7
1999-12-25 21:58:52+00:00,381.26,384.52,374.71,377.47,376.00,380.16,377.83,372.05,375.41,374.90,377.69,L7
2000-02-11 21:58:45+00:00,381.62,383.69,374.92,377.00,376.49,381.19,378.27,373.32,377.95,375.88,378.96,L7
2000-03-30 21:58:33+00:00,380.90,377.73,373.58,376.28,371.68,377.34,375.91,372.01,379.56,378.28,380.18,L7
2000-05-24 22:03:46+00:00,380.17,380.12,374.30,376.29,373.09,378.90,377.29,373.90,382.98,380.90,380.28,L7
2000-07-11 22:03:17+00:00,382.11,387.71,380.07,380.18,378.25,383.95,380.03,375.40,385.26,382.14,383.60,L7
2000-08-12 22:02:54+00:00,380.68,389.88,380.96,380.59,380.20,386.12,382.40,377.06,384.04,378.80,382.95,L7
2000-08-21 21:57:02+00:00,380.68,386.12,379.17,378.44,379.17,385.30,382.24,376.03,381.84,377.03,381.90,L7
2000-11-09 21:56:21+00:00,379.25,392.10,378.90,377.74,382.73,388.18,384.35,376.25,378.93,372.82,380.62,L7
2001-01-03 22:02:12+00:00,379.65,394.50,379.72,378.27,383.29,389.02,385.53,377.52,377.12,371.64,381.27,L7
2001-01-12 21:56:30+00:00,378.66,374.84,375.56,374.63,379.98,386.57,384.30,376.88,377.59,369.56,379.31,L7
2001-02-04 22:02:14+00:00,379.71,374.84,377.27,373.62,379.11,385.60,383.47,376.81,376.96,369.95,381.37,L7
2001-02-13 21:56:27+00:00,381.52,380.38,376.20,373.79,377.67,384.46,382.21,375.50,376.30,372.15,381.37,L7
2001-03-01 21:56:21+00:00,381.73,385.91,378.78,376.49,380.22,386.73,383.30,377.30,378.11,373.65,382.00,L7
2001-03-24 22:01:59+00:00,380.86,384.25,377.80,376.28,379.76,387.56,383.56,377.68,378.98,373.81,380.91,L7
2001-06-21 21:55:29+00:00,381.78,382.91,377.07,375.84,378.79,386.76,383.33,378.69,379.42,374.88,381.66,L7
2001-08-08 21:55:01+00:00,379.90,384.25,376.52,377.15,378.88,387.83,382.61,379.31,379.84,375.13,378.31,L7
2001-08-15 22:00:38+00:00,381.51,392.00,379.76,381.89,378.02,386.06,381.68,378.50,379.58,375.76,381.12,L7
2001-09-09 21:54:36+00:00,380.93,391.08,379.31,381.10,377.36,385.44,381.16,377.58,378.83,374.77,379.66,L7
2001-09-25 21:54:28+00:00,382.09,393.20,380.42,382.50,376.54,382.03,378.95,375.59,377.57,373.18,381.40,L7
