dates,satname,nzd0298-0000,nzd0298-0001,nzd0298-0002,nzd0298-0003,nzd0298-0004,nzd0298-0005,nzd0298-0006,nzd0298-0007,nzd0298-0008,nzd0298-0009
1999-08-05 21:47:23+00:00,L7,337.33,329.25,337.35,353.05,335.47,335.12,338.13,345.62,342.64,343.75
1999-08-12 21:53:32+00:00,L7,354.01,342.80,343.47,356.62,352.16,353.66,353.62,354.67,354.57,362.66
1999-08-21 21:47:20+00:00,L7,353.97,348.51,347.39,353.89,354.75,355.26,347.00,346.78,342.58,360.45
1999-09-22 21:47:24+00:00,L7,375.80,364.52,354.10,366.71,370.24,361.47,358.51,359.09,369.66,378.11
1999-09-29 21:53:40+00:00,L7,325.58,321.39,322.39,340.90,327.08,326.21,320.44,324.70,334.13,343.90
1999-10-24 21:47:20+00:00,L7,365.75,360.30,363.49,373.65,370.71,368.72,356.98,360.09,367.94,377.49
1999-11-16 21:53:32+00:00,L7,343.48,338.42,347.55,354.12,345.34,351.37,340.53,343.79,348.37,356.39
1999-11-25 21:47:14+00:00,L7,324.77,325.65,,312.34,342.12,,,327.23,,
2000-01-19 21:53:25+00:00,L7,369.52,365.92,357.44,372.39,367.88,382.36,372.20,367.98,383.28,379.61
2000-02-04 21:53:25+00:00,L7,358.72,349.90,349.96,361.38,358.67,358.80,355.33,365.40,365.07,371.93
2000-02-20 21:53:17+00:00,L7,352.88,341.12,344.35,356.20,352.23,350.19,349.11,352.17,352.40,357.59
2000-05-03 21:46:43+00:00,L7,370.95,358.09,361.04,374.70,365.82,357.71,350.17,355.87,362.03,372.67
2000-05-19 21:46:31+00:00,L7,342.17,335.61,342.64,356.64,353.33,345.43,343.33,341.90,354.50,356.72
2000-05-26 21:52:36+00:00,L7,344.99,332.92,339.87,355.93,351.03,341.05,,,343.88,352.61
2000-07-13 21:52:07+00:00,L7,366.95,,351.52,353.72,347.41,346.25,,,350.96,363.12
2000-07-29 21:51:50+00:00,L7,369.18,360.44,357.84,384.92,373.09,357.57,350.41,367.14,369.25,374.05
2000-08-07 21:45:32+00:00,L7,324.01,325.45,338.02,347.88,346.09,336.60,328.43,332.33,342.46,347.84
2000-08-14 21:51:44+00:00,L7,331.17,334.13,338.60,354.42,345.53,340.38,330.52,335.92,344.04,362.96
2000-09-15 21:51:13+00:00,L7,331.32,328.92,331.32,348.54,337.16,328.84,321.91,335.04,340.85,348.84
2000-10-26 21:44:46+00:00,L7,,,344.50,366.21,359.99,345.14,338.05,349.51,356.82,368.67
2000-11-27 21:44:50+00:00,L7,346.31,341.31,334.78,355.13,349.57,341.16,336.09,335.80,346.53,349.36
2001-01-05 21:51:04+00:00,L7,369.10,357.60,355.50,376.84,369.80,360.18,358.02,367.12,366.43,373.49
2001-01-14 21:44:57+00:00,L7,327.82,322.77,324.14,342.61,335.13,324.80,322.69,327.17,336.53,342.83
2001-01-21 21:51:10+00:00,L7,358.35,345.89,351.53,372.79,365.56,347.43,352.49,356.71,355.40,368.92
2001-04-04 21:44:30+00:00,L7,359.17,351.00,357.06,370.68,364.02,350.57,355.78,365.69,367.14,370.41
2001-04-20 21:44:34+00:00,L7,364.49,361.05,369.27,380.00,369.11,355.73,364.69,369.64,372.49,376.14
