dates,nzd0298-0000,nzd0298-0001,nzd0298-0002,nzd0298-0003,nzd0298-0004,nzd0298-0005,nzd0298-0006,nzd0298-0007,nzd0298-0008,nzd0298-0009,satname
1999-08-05 21:47:23+00:00,343.04,333.25,341.35,357.05,339.91,339.56,342.13,349.62,346.64,347.75,L7
1999-08-12 21:53:32+00:00,350.30,340.20,340.87,354.02,349.27,350.77,351.02,352.07,351.97,360.06,L7
1999-08-21 21:47:20+00:00,347.97,344.31,343.19,349.69,350.08,350.59,342.80,342.58,338.38,356.25,L7
1999-09-22 21:47:24+00:00,361.23,354.32,343.90,356.51,358.91,350.14,348.31,348.89,359.46,367.91,L7
1999-09-29 21:53:40+00:00,347.58,336.79,337.79,356.30,344.19,343.32,335.84,340.10,349.53,359.30,L7
1999-10-24 21:47:20+00:00,350.32,349.50,352.69,362.85,358.71,356.72,346.18,349.29,357.14,366.69,L7
1999-11-16 21:53:32+00:00,353.48,345.42,354.55,361.12,353.12,359.15,347.53,350.79,355.37,363.39,L7
1999-11-25 21:47:14+00:00,337.06,334.25,,320.94,351.68,,,335.83,,,L7
2000-01-19 21:53:25+00:00,348.09,350.92,342.44,357.39,351.21,365.69,357.20,352.98,368.28,364.61,L7
2000-02-04 21:53:25+00:00,349.58,343.50,343.56,354.98,351.56,351.69,348.93,359.00,358.67,365.53,L7
2000-02-20 21:53:17+00:00,352.59,340.92,344.15,356.00,352.01,349.97,348.91,351.97,352.20,357.39,L7
2000-05-03 21:46:43+00:00,355.81,347.49,350.44,364.10,354.04,345.93,339.57,345.27,351.43,362.07,L7
2000-05-19 21:46:31+00:00,342.17,335.61,342.64,356.64,353.33,345.43,343.33,341.90,354.50,356.72,L7
2000-05-26 21:52:36+00:00,348.70,335.52,342.47,358.53,353.92,343.94,,,346.48,355.21,L7
2000-07-13 21:52:07+00:00,350.66,,340.12,342.32,334.74,333.58,,,339.56,351.72,L7
2000-07-29 21:51:50+00:00,346.32,344.44,341.84,368.92,355.31,339.79,334.41,351.14,353.25,358.05,L7
2000-08-07 21:45:32+00:00,329.72,329.45,342.02,351.88,350.53,341.04,332.43,336.33,346.46,351.84,L7
2000-08-14 21:51:44+00:00,320.88,326.93,331.40,347.22,337.53,332.38,323.32,328.72,336.84,355.76,L7
2000-09-15 21:51:13+00:00,333.32,330.32,332.72,349.94,338.72,330.40,323.31,336.44,342.25,350.24,L7
2000-10-26 21:44:46+00:00,,,334.50,356.21,348.88,334.03,328.05,339.51,346.82,358.67,L7
2000-11-27 21:44:50+00:00,351.74,345.11,338.58,358.93,353.79,345.38,339.89,339.60,350.33,353.16,L7
2001-01-05 21:51:04+00:00,361.96,352.60,350.50,371.84,364.24,354.62,353.02,362.12,361.43,368.49,L7
2001-01-14 21:44:57+00:00,353.53,340.77,342.14,360.61,355.13,344.80,340.69,345.17,354.53,360.83,L7
2001-01-21 21:51:10+00:00,343.78,335.69,341.33,362.59,354.23,336.10,342.29,346.51,345.20,358.72,L7
2001-04-04 21:44:30+00:00,340.60,338.00,344.06,357.68,349.58,336.13,342.78,352.69,354.14,357.41,L7
2001-04-20 21:44:34+00:00,349.06,350.25,358.47,369.20,357.11,343.73,353.89,358.84,361.69,365.34,L7
2001-04-27 21:50:43+00:00,334.56,336.72,345.21,356.29,349.07,340.42,340.07,344.23,351.07,359.50,L7
2001-05-13 21:50:33+00:00,318.11,321.24,335.09,349.20,338.80,335.05,330.52,336.87,342.19,352.92,L7
2001-05-22 21:44:18+00:00,342.88,330.47,346.46,351.42,342.73,339.60,342.17,347.02,353.09,360.35,L7
2001-07-25 21:43:42+00:00,318.54,329.54,331.53,352.87,339.20,331.69,329.23,343.22,353.09,358.36,L7
2001-08-26 21:43:13+00:00,350.16,335.48,331.83,352.52,339.54,339.46,338.11,341.87,342.87,353.16,L7
2001-09-11 21:43:02+00:00,,,,,,,,343.28,349.49,353.64,L7
2001-09-18 21:49:05+00:00,343.94,343.44,335.56,347.67,346.54,347.31,342.17,344.37,344.27,350.93,L7
2001-10-04 21:48:54+00:00,,,338.03,356.70,358.69,353.05,349.94,348.93,347.05,349.40,L7
2001-10-13 21:42:40+00:00,344.32,339.50,342.58,354.14,358.17,352.48,340.67,349.76,352.59,359.60,L7
2001-10-29 21:42:45+00:00,349.86,337.27,345.29,363.53,364.28,347.95,341.67,355.24,352.14,359.66,L7
2002-02-18 21:43:18+00:00,342.85,336.99,340.16,352.85,343.81,335.81,338.25,342.56,343.62,351.60,L7
2002-02-25 21:49:35+00:00,346.86,345.55,353.80,366.23,347.87,339.04,355.59,350.90,353.17,353.09,L7
2002-03-13 21:49:32+00:00,325.79,324.66,332.01,347.92,336.03,332.32,333.24,336.31,335.08,341.16,L7
2002-04-07 21:43:17+00:00,340.01,334.06,338.99,350.29,337.53,331.51,331.78,336.27,341.13,351.06,L7
2002-04-14 21:49:26+00:00,343.28,338.39,346.69,358.99,350.27,343.31,343.36,344.33,354.57,359.92,L7
2002-05-09 21:43:16+00:00,323.30,322.50,325.91,348.52,341.29,332.82,325.64,328.52,340.00,341.73,L7
2002-06-10 21:43:00+00:00,332.13,340.51,329.64,346.06,345.89,348.03,321.77,327.70,344.50,354.89,L7
2002-07-19 21:48:57+00:00,358.81,333.18,332.25,348.24,349.77,344.70,,334.29,344.03,357.86,L7
2002-09-05 21:48:38+00:00,346.35,335.46,342.01,354.95,352.83,354.33,343.19,337.34,344.90,360.42,L7
