,dates,nzd0002-0000,nzd0002-0001,nzd0002-0002,nzd0002-0003,nzd0002-0004,nzd0002-0005,nzd0002-0006,nzd0002-0007,nzd0002-0008,nzd0002-0009,nzd0002-0010,nzd0002-0011,nzd0002-0012,nzd0002-0013,nzd0002-0014,nzd0002-0015,nzd0002-0016,nzd0002-0017,nzd0002-0018,nzd0002-0019,nzd0002-0020,nzd0002-0021
0,1999-10-04 22:10:38+00:00,190.64954233326404,190.79052152448088,164.37150077099193,169.25008757598692,160.51113320921488,179.17229833566918,162.1087971944642,162.66234319446133,174.3645034616106,179.20144678926454,183.3072888494371,171.804056005721,165.3258043523855,168.50461301655784,169.71893908890883,179.59329502830565,161.5938532328609,175.27167394664315,197.62045837107294,,274.15219300957654,204.6038131125939
1,2000-02-09 22:10:19+00:00,,,,,,,,,,218.43490536681608,224.16388975982503,217.96577084496099,202.58874850605187,208.20300842456464,208.98198113153583,,214.78443910489622,,227.3406751718486,255.57766789452174,301.0667842287691,232.25903321584926
2,2000-03-28 22:10:07+00:00,185.80584089839644,182.90845699191726,168.9461114267656,174.906231137625,173.37295518090193,180.7424697166854,190.50268126165665,197.0887059409834,204.369783597177,,216.2122535095024,,187.4408396430038,185.86017759338276,180.1128194743451,186.1357527623592,186.91093087108206,,,227.4674269222095,269.5338230213672,215.9099906068918
3,2000-04-29 22:09:53+00:00,,,,,,,,164.16235973221964,188.7842197693803,,187.98814812133548,194.82729061842315,183.25170990090766,174.85462887049863,188.61341645422388,193.14273781460557,173.91656606694306,177.71196861589092,202.5042170764331,244.1946586828042,288.1001732389369,
4,2000-08-03 22:08:44+00:00,151.74744346902978,146.90210667266413,,,,142.51125040309628,151.11195487870012,163.11350985381796,171.6446458241173,177.59329306751022,,174.91791210427584,167.92332628143615,166.01602616550804,165.29439554152694,164.9542271689119,164.83640690082532,169.3858024967682,191.367876253497,225.47133674655655,,184.30655597306585
5,2000-09-20 22:08:03+00:00,154.9825905910153,154.1593185384659,160.3236443428353,156.26146848287237,168.71365826792425,144.80511630033925,147.20934482749655,157.8961999996681,170.04548559104052,185.1030964366128,197.85264382676405,176.44419480838664,171.29756397256617,169.61142626002842,182.19967288316124,173.44048639744622,169.98353672887498,,,231.3738660548142,274.9429209990178,186.48878359737657
6,2000-10-06 22:07:59+00:00,162.1595854833298,161.08334454463443,161.03475693199374,162.93199795668212,166.9933668184952,165.817011505607,171.01950259633335,168.1746950293677,166.5128147124555,182.61836371544607,185.3484847743397,178.19435376837453,173.3101245490028,174.9546044636951,180.929136777148,180.46055331125547,168.67676907433116,181.0673064475321,207.27464127347292,239.88297112179592,289.714759652813,196.5167725347881
7,2001-04-16 22:07:42+00:00,179.34017017003353,158.70186195737483,150.2430284330168,142.2663031147346,140.1579332726265,141.69097440592466,157.83101396922007,159.29256966595838,163.67171785014213,176.25451482293897,187.3865274913433,180.6743297181418,174.19167076479212,164.16627120874648,168.49514823970338,175.12311961297794,169.33445127598267,176.54125866985413,187.73677462113287,212.63233876500854,257.1757244999355,213.05059666293627
8,2001-06-03 22:07:16+00:00,,176.1494296315358,183.08865731106476,175.4765731233739,177.28500652373216,167.31881136790275,189.61865040962354,174.75813537207802,177.07406433688496,185.0461695481169,198.66141416277702,190.85709305992387,188.99795475234328,171.79771862315246,172.3456719451001,188.5632858733148,180.58516485152546,184.2575785979845,206.82001853322814,221.23711040123018,275.9565287817374,220.65839509253897
9,2001-06-19 22:07:05+00:00,203.45975637323662,177.70259318863086,157.80355404070139,150.76858306221328,155.85497110466304,165.41468488402546,169.46908444700378,165.7753562164858,175.63132829534388,181.01044670417144,187.3321841425037,176.46669981963458,171.51590021154533,174.85171275122372,170.46730177527516,173.38537663240245,168.57927370011794,175.59412465773482,190.369312498056,221.62646443652656,265.5793859621133,217.48254433586285
10,2001-08-22 22:06:23+00:00,148.72442779952684,176.95121463790383,149.23705955028908,,,,,,,,,,,,,,,,174.39868787533646,199.51441513649277,,
11,2001-12-28 22:06:14+00:00,161.6225245634402,148.63435668708,145.56345933365517,154.03879261554346,150.07065310950975,153.87416790206302,168.6772649885556,175.6086678385653,174.28876337974188,180.81567065237056,188.93482434270487,181.44750866921848,176.83097920741727,172.99337078789063,175.05586610537887,178.3797129975061,167.5773390752967,180.80811712753075,196.2109041640682,217.7870376953848,264.84603866546047,204.28395441541832
12,2002-01-29 22:06:21+00:00,175.44063780751134,149.0669417880893,153.58701330633244,153.2893513208567,148.08464608160148,152.5654673120785,159.90625519991494,171.62306548934598,178.38067189144715,182.48884698071038,186.41199733862905,182.87320873503074,172.74914999201192,177.2172617314354,172.66861843001658,177.60382799974664,175.45290334392553,172.41175006831753,191.8664872638745,218.38993330459036,253.46230282341085,206.61940179549944
13,2002-02-14 22:06:29+00:00,175.09457868036654,159.23365837685387,155.62362797623337,153.01636186722712,146.74934610498997,151.50020441893625,159.9555780468432,174.2618510717042,175.18218742661574,178.5845667953538,189.00899632330731,178.08415410682593,174.31674873330735,165.07775735923443,166.2114599686582,171.94542484447055,177.84587447268734,174.49400060188358,190.18225102558648,212.7502561593947,254.97140586068656,205.6018468384798
14,2002-03-18 22:06:22+00:00,183.4369552771828,174.62558082620268,161.0178760990668,155.53001357678062,152.86078056716957,160.57058247436154,161.497359623367,172.92517355752594,174.4994147471815,187.44122664751512,201.86169215696395,190.96342758830866,180.55517208166017,171.26180976293364,171.6196073665333,180.49265009603295,185.60569627915962,188.85950757849162,196.79009823642664,225.58590743787596,260.68363013706784,216.99775129626357
15,2002-04-03 22:06:21+00:00,165.68498710729702,148.99171153067624,143.6645725804802,136.75617745116114,139.64991129171634,164.53867214539085,157.90549102633688,160.63425547015805,161.01920436608833,171.10384629552178,191.20023030758458,180.88472660944126,173.87436028214262,171.52447530593324,178.4213366832619,168.04525271296436,166.80422627408592,180.07335370708964,191.09595876570435,218.9264728720568,271.9935514014481,205.61443809556087
16,2002-05-21 22:06:17+00:00,113.87289006327966,,,,78.57467642763983,77.5903798574628,99.03080379644473,,,,,,134.05443560996616,125.3382490485178,124.49724516602845,120.17479621210619,119.9388703725791,,147.42219401453903,188.85131700673531,,
17,2002-06-22 22:06:03+00:00,,,,,,,139.4123711307022,147.20039005341062,183.00862384632487,177.62087800285315,196.06918438341236,179.68846392509934,157.9416966855709,159.9317794311462,167.1067150866135,160.5683110804703,150.993778406376,168.85942132850948,178.1855568994717,209.6968238174409,266.15306691671583,203.111743004898
18,2002-07-24 22:05:50+00:00,145.03029147279327,120.16015759806545,,117.54018071913276,121.9970724591353,134.7986548972121,144.36649284138267,146.6914620187294,,166.3208262738043,,157.85822158093507,153.75983789180125,148.46612348018957,152.80206220039125,151.0767116546568,155.37124397382865,161.99526251178403,,202.59896832924085,,196.1129224192001
