,dates,nzd0521-0000,nzd0521-0001,nzd0521-0002,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0024,nzd0521-0025,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0040,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0088,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100
0,1999-08-17 22:13:37+00:00,,,,,183.6301345128773,181.0848913408897,162.43035873311064,167.49362962329275,,206.4136034769238,177.83305857991286,,172.0978097268232,179.99668414530913,193.3016098353253,210.0824633153984,212.81505498733577,215.64876615499855,212.528578503092,210.86141279143132,209.37612415784804,206.81256760436187,213.51810511874723,220.49398072082624,211.69291136931264,218.8590178224787,226.24673657879677,216.7188482887752,211.53354857622807,,205.2977845791691,189.02857885547363,166.96031678911513,154.76226683927777,155.63933287593164,166.56720765954003,163.39989403181033,173.37719131627395,167.64530227290408,158.2124648887353,149.06661620399277,,153.63963056194868,156.33012656182473,158.2826098106492,149.005880134689,142.61818260660854,129.27812958573935,112.84590360036731,111.99964222088914,110.85396989296298,107.62352602260825,107.61976222876686,116.03770516062585,113.15635044861237,99.47659917966946,91.43200057164887,82.36238785196211,89.30254953534094,,112.32050803673447,113.10605094862898,139.27568738727402,105.85477015162355,,,84.38151336865414,,,113.66280693678877,,,,,164.05636575370005,,,157.01873100741693,165.7550306195222,153.50020663789974,136.53706371526056,147.06921734175063,179.4617715344666,187.99062391973789,204.47202275435373,,219.12506676410575,219.75093751367237,221.12419435170946,216.63084912685366,210.21477821746691,,,236.96855753860575,255.33813635993556,295.36830203848433,315.5903227545423,316.9645108316392,297.7029552918927,283.47294786738416,262.2927716713338
1,1999-09-27 22:07:36+00:00,205.09540899357245,166.12131533791342,240.289851180364,219.1852224104245,178.77224466342238,170.48540318783066,141.85145833403493,150.6739471196879,,200.72772892031617,166.78599300682515,,,168.1807675462447,170.11809319029504,178.932778249565,183.3593826027579,182.5436186422275,189.64329399653354,189.07979593433845,179.5192783747166,192.8593419932097,200.93070381883695,,202.30340543636615,194.34785377768327,187.25013976845844,182.73592993172633,184.84381798785327,,183.6845410993651,168.9551581257858,163.78782950798626,139.50706572794311,140.08470200922162,162.20273206441576,,160.3181717667211,153.6687394886577,142.27687785040143,130.00063188284122,,128.72977495249435,132.004243193925,133.16747780135546,125.45422478323346,123.32750102041706,113.19640408572303,,95.51163385961337,96.02562904446971,99.56078711727098,103.9928342256481,106.95692799447235,,91.68732055634878,73.54832891360346,68.89603696941973,77.96939132738268,,92.95663378392665,119.87396133618284,103.84951023328874,82.44463912440709,,,85.02652505866408,,,,,,,,160.8393190394392,191.23597393860524,,150.0892806589875,131.34516425014772,125.56499800151359,128.47997851419157,129.173003369992,153.02553891032898,171.44188355813532,162.23127105274986,,172.57804306056318,177.49652480966523,199.87671635789962,,201.0312533598546,,,,,285.0322510195895,286.49797658083975,270.9572952636805,256.83996899642085,240.9106552939989,242.25152290250378
2,1999-10-04 22:13:49+00:00,,,,,,,,,,,,,159.76129857012722,,167.08300444247905,180.72690909403352,,,,,,,,,,,,173.90062070779146,176.08204920302947,,,,,,134.2228507541091,,135.27942904869718,,,,,,,,,,117.21804037491923,,93.82117586239728,92.55548246551362,,102.85295572018768,102.60222515564067,,99.4365521545567,,75.50616685946704,60.19136297460065,69.23955227784381,,,,,,,,,,,97.36359514846359,,,114.69032509611927,,,,,,,,,,145.60082506932451,157.79473306495686,161.1372160077872,,172.4470698213738,179.18010155828816,,186.12514902976895,,,,238.55958446646474,253.71859179846368,,,,,,
3,1999-12-07 22:13:41+00:00,192.04027282086093,212.1146175513807,239.44982588560828,227.07891590081505,192.36350192547505,196.94647839794942,175.94848171923954,187.140780820762,,234.84176243494565,215.86815302044087,,,221.38107931991178,228.78063079539362,242.4814687161222,,,214.05320285457208,221.50718161733067,234.1146407996971,236.16862306731565,232.45867901309677,236.25896084377158,235.3562650313352,230.53071789716012,,,217.54694530630027,215.6928694688651,204.03010840855026,201.65208640799608,183.7893828953862,183.54021417674716,180.79020489839,197.27122649059908,,198.13627087511426,184.5357167492368,169.8885771165624,150.8865912880278,152.32755619237452,165.59449726836462,158.9073380579958,152.5208791699835,154.1650589062735,152.44274687284158,146.34824700238076,133.14275203504803,132.95203911599467,134.19405731636465,,147.90389558726244,144.96851246615594,140.7878169752664,132.8573103029815,120.94013413523085,92.66963173693456,94.30254385672303,91.70782653977277,104.2415405182718,112.04387720617581,120.88841887548796,,,,,,180.15613090020585,,154.07347866184543,,,,,208.0141426485352,,174.79535574232614,163.77588742056932,,154.7882365441329,145.9459181022248,142.0539360945746,151.60409439374436,,,213.34422596148144,206.99852752681986,221.30709017494797,,244.19560070774142,,,,296.8573942528253,,,,,316.12719118620674,307.4427084160218
4,1999-12-16 22:07:33+00:00,,,,,188.69680382761734,,,172.5394765039352,183.47955855521965,213.83724038120985,202.96536720712612,,222.5968165586826,207.02391176355107,218.51180340144802,228.72591463892965,223.7950137804937,222.2718475046153,221.59363799363064,217.842146624128,212.86047392480447,222.09475397163723,226.1179966301873,223.1869315203027,222.83114055543138,222.41719582563084,,209.45941126090503,207.36487201600846,204.51445420367878,194.48601719268626,,170.5305391523806,,165.7817105202366,,171.03755487007368,,161.2000153761615,151.5208808606689,140.09307643201583,134.06338066326848,152.56968019456238,151.43831640957578,149.9765062260502,155.45604074121715,145.12822252416177,130.9521542181313,123.03206967568353,124.46312167537722,129.26533757169966,133.7278135723622,140.23169797437723,131.96557624486496,129.98486067511135,124.59559766468327,104.68087571461875,88.80360455680473,96.35045191040321,,87.41664581803381,99.66506479225617,110.9218348417779,123.5951810285554,,133.00075959429816,139.4431523932458,167.91876148463888,,143.7919217780885,137.66800414993605,,,159.41674176978097,181.15082389133474,,151.2174792864889,,170.6532012669771,,142.2440517136843,132.8664879253644,,165.96071331170415,181.98476106033854,200.74631188740344,201.54917600980713,204.22208853733179,215.14587291529824,215.33825804306773,224.27988159939244,242.45002400872792,264.42169833762097,282.2015983008532,290.32657362571734,327.93137537362986,341.08173695811234,,314.2187834521953,315.08832913348203,300.27882165432203
5,2000-02-02 22:07:23+00:00,,,,,,,,,,,,,200.6987395987868,195.01761629275424,200.1295770146168,205.06221834824677,194.59310875140972,193.79369191182226,191.71864822448055,200.63224520266166,200.45844445585325,207.33629533462212,215.47384336047514,210.31696515510896,207.9702033048732,202.12339285345718,202.69635690265562,197.80363057129094,188.21877325196692,191.53671815789355,173.82299867007484,,151.5088580005762,,143.2803907507153,,137.6761842414677,,148.49905095026404,136.83734440995542,123.21733009055158,108.64727757335889,130.35221183587606,131.68177650399565,128.44244118654376,132.20091096086477,126.74194536937522,114.77253412099832,100.29853127251862,97.10332575232165,97.04663322187915,107.05062190786974,114.76444220500022,114.96991450604649,119.10593850546074,112.25548340121256,102.2009372272659,68.39604143710719,80.02022056406217,,77.24480575024535,84.70278256886898,91.94909390048018,90.25626656415605,,78.18068442249195,120.43713045419199,137.15674142408994,,,133.95999646183756,141.59611437035292,,132.5112519350797,122.6524321010096,,99.86589175220125,,128.14977084843602,132.55953325509296,126.2332325409691,129.60588739971396,142.7236330068617,146.42203112395973,157.86934082425998,176.77551531835007,190.1372997352093,196.84451895760233,203.65287522579297,203.7090860041841,207.07983715030934,213.72248359646954,231.39687820851464,261.82488602800436,295.12251201966416,319.20597256814784,332.7872051925372,318.05660673100044,298.9169636227934,284.7314933050565,272.25081576357616
6,2000-02-18 22:07:16+00:00,,,274.30805220468994,241.48336001795144,183.1442095197447,195.0061119980366,177.05918706902835,174.4983567766085,,214.94289119155997,199.68198612144056,,,,219.21806258943877,208.6261578213306,,239.99526479668384,235.98466143290597,215.7631848598052,215.66193013318005,215.5800228616714,223.24767717706473,228.30869054539139,227.6050883186582,233.000765157804,230.79432909037484,231.7885688479073,235.70302528293067,234.45442035627568,220.82223840411118,202.74783731523772,187.87509054678617,180.25675555340507,184.80120445638218,196.05136978958956,188.00249042006052,193.0393624200519,174.2861092413871,167.84378997375057,,,155.81147504285707,159.00399160390754,153.50336932680372,151.26607158572207,147.34806857606503,131.6414819097826,126.26603749472099,128.3955546615582,110.70036220008598,118.63298092701743,137.22605259584614,,148.40255608887642,118.15404515520879,104.10041043454316,97.17196036622187,109.28049585267222,107.79308664604744,104.73238954685343,,121.65748889120148,,,,,,145.37797157403327,,130.5845693719657,,,,,179.31885131215577,,185.6367170664911,,,146.95919086011793,133.73644973866476,152.6214510166703,164.21752834217438,186.14070848207135,,,,,,219.1072320781409,226.25082453663651,263.9212898611136,286.80785440668353,317.90451056587,342.26682203772936,354.77337318326977,341.8954040213085,313.99675067795835,297.7053842088328,285.8816835008052
7,2000-05-08 22:06:44+00:00,84.37282316468792,41.94042616883316,192.18639197962304,193.42102077623105,167.89086106781505,161.22723352293042,,151.36360584560396,,196.08456977571797,170.3869758949129,201.2023548411931,189.9048409862389,,213.0570270950402,,213.51192981889034,217.8594918877414,228.52644636901476,233.5375453685169,225.82967264348332,234.34596056192748,,231.3453310964841,232.48195008615025,227.8059977982112,216.41163083322368,,216.05697298628345,,,183.0000387128635,170.5188655452635,161.33841767923403,163.70761083061194,171.5021511684579,164.4987211456887,159.69464812788644,153.86811606139145,143.63375594515458,127.59012883056924,116.50830127134971,119.79036018171844,100.9331687799463,102.64771522946245,114.26425256368478,135.65471996622665,134.3262454672107,113.2723317019922,103.49545194147143,105.9552211776577,116.73271333205108,117.77248314102185,116.93834523117793,,113.92113033523319,86.43464959008502,86.13324872306758,90.17404681002851,96.35517400675676,89.50325611329296,88.35424967039725,94.83088511635344,89.32852740464396,79.72315304449907,,89.17470615893653,116.55235098656317,98.28397346130014,95.54744099022194,,141.44595411803954,,134.82305597134786,130.35855785824248,,81.65153296269978,95.51613239210837,119.54249514910875,135.62687615146834,136.37909097156515,133.92208625861826,148.15588678380385,155.78814421707523,169.81203640974888,176.56114392691848,184.15154517808423,191.86439173748536,189.65714439017682,200.29562410259032,209.2947133009135,223.32002172943476,255.23969282673517,311.25165953202725,320.99430165390805,329.5777728962156,,306.8329367701016,285.20545803478996,269.2610678598784,264.07981693772695
8,2000-05-15 22:12:54+00:00,99.85537956990524,79.24664207277428,197.70182749705754,198.13066991711102,179.43608937847242,172.83728400672624,157.87256811980194,165.2544981882835,182.1758412488986,205.84452794120148,184.07288170827513,223.34790014330346,,227.19304490066386,212.9020681179121,,231.9679166463918,235.41141610896005,247.10445726399482,230.49779366911508,237.165345243145,250.28026920846793,,240.03562653930538,242.10473551765963,237.53966298167077,221.4489534095901,218.92803346310023,223.9629213700839,219.46408382482002,197.6276999028927,182.93832268689704,174.700348222012,166.12121411404735,161.94679828906624,177.17806975665493,167.8196706167979,170.16921879965776,155.70271565929434,143.34734854068952,131.00063134253497,115.85626702136216,117.77304092254558,111.50897309657354,114.9354793528815,142.4886826839647,149.89230208849995,115.67536992837395,101.64216632735078,104.46733961963865,115.06487905257146,139.95105386967225,133.58447623016627,125.83097325881475,123.72954399855819,110.26893571429083,94.47814599738363,91.44254038752766,96.34610949107649,,108.0397531069239,99.68961313893776,97.20434408855301,96.57939368372028,93.73984189257676,82.48379661855725,100.10220427901466,118.76164225714301,,96.447139149354,,,,,143.55591798796246,,86.3163192936498,106.17639708105504,138.2902955307352,148.8258951475562,143.67527297061383,132.99780667546898,152.47352722797916,159.24261645154652,172.22887082616586,187.12932068233906,196.438688378597,192.1592926492435,205.39421465735055,216.3059906497324,222.18811169973674,242.6791132993627,287.17039791600206,324.4024276140056,,337.04593473230824,339.99792995187687,313.134644273152,292.4804415257007,279.13901112663245,270.9695524748715
9,2000-06-16 22:12:38+00:00,,,,,,,142.204434549846,146.32542120584623,155.220483208452,181.43799913431803,144.9715784866295,176.54289245638557,200.5585167764513,190.12714951154243,207.98067253754246,214.73453735018705,214.7854246776824,220.8548893928217,219.74354985110963,214.06761159712664,216.91888547287402,233.21978139584388,230.53646930717287,,219.3312843102702,212.84493096749205,208.86654553510326,216.81294340094706,213.82478444984625,209.63563360860388,196.5216955168276,175.88492013756235,165.29372187761246,159.13228701663908,155.70885799634974,161.43104153807815,164.60345739334252,168.31792967423794,160.02117207619318,143.27586317936638,125.71046775964733,118.90568396135616,125.80738559053123,114.94839641173677,117.52438361245748,118.46735532778105,103.6390941474939,91.69297238647486,96.67561276172708,99.60319408536223,113.4951595956639,127.5282408757203,134.5959861247823,124.03468938178098,116.89488147452677,96.3436223888107,72.29181920386814,77.87656883648675,88.49781078908163,87.10382616177256,90.7729743972596,92.67469457928125,95.53835036972444,91.37127541556065,78.39815566644099,85.27030888666853,88.11318635362211,,87.84296654692562,90.85016502618902,,,,,104.24844046929901,,82.15176803314056,108.31994849338516,117.07488733349821,120.91728807719953,124.10996855959341,120.8437730403402,134.7933161946514,146.93656133897792,169.03989517963686,184.17492239948328,212.16521909028012,,242.20644117133423,229.2651511731184,,235.12520136773398,263.6241155670621,279.9619239931457,296.69594358025444,310.37608549644517,306.13515700861944,294.8130120433312,285.0586670513251,277.593995612521,267.51455219389203
