dates,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122,satname
2008-03-02 22:10:10+00:00,352.55,343.06,341.51,345.11,356.50,351.84,345.03,350.62,350.22,344.19,346.66,341.87,335.37,342.21,341.97,337.86,341.63,336.32,335.00,338.80,341.35,333.97,338.50,341.80,338.39,347.17,348.45,356.88,356.18,362.21,359.12,357.60,355.01,357.30,357.50,354.19,356.09,349.56,343.00,336.88,334.08,338.99,340.91,340.03,345.09,347.39,346.11,347.57,350.42,355.10,352.84,349.54,346.71,346.01,352.30,350.27,348.10,350.95,355.58,359.43,359.00,363.00,368.54,368.67,367.41,362.71,356.59,359.59,356.04,350.25,351.90,352.35,356.28,362.75,363.41,360.38,365.53,365.79,366.13,356.37,360.62,359.94,355.94,356.70,348.92,354.44,356.84,353.43,358.51,360.51,368.02,361.32,362.80,347.25,345.49,353.63,352.67,354.48,347.18,355.65,357.20,358.32,360.55,357.39,354.79,353.53,349.30,350.07,349.09,349.10,352.46,343.39,344.57,349.53,349.90,345.56,342.74,340.65,338.20,341.20,341.65,339.35,319.39,L7
2008-04-19 22:10:06+00:00,358.55,350.11,351.18,347.45,353.17,356.60,351.49,347.99,349.34,349.52,351.01,361.47,358.34,339.36,335.56,347.29,338.82,345.34,348.68,347.67,350.29,338.27,338.63,343.31,349.27,356.74,357.65,362.24,363.99,363.62,368.30,365.95,367.31,365.18,363.44,362.52,360.96,352.75,346.43,339.81,340.06,340.07,338.38,338.53,343.73,340.72,337.81,346.30,350.99,349.26,354.73,350.74,352.76,355.02,351.70,352.68,357.27,357.20,354.73,359.95,360.55,362.76,366.03,365.11,370.83,363.31,354.58,348.64,349.96,352.86,355.07,353.62,355.11,358.88,360.86,365.97,367.68,373.74,369.28,364.14,364.88,364.29,363.73,363.51,360.04,355.57,349.86,348.56,348.39,355.39,359.53,358.74,350.01,353.95,354.92,355.76,354.60,351.40,356.63,353.81,353.51,354.64,359.99,352.52,353.35,353.22,349.80,358.15,363.90,352.85,357.55,354.49,349.99,348.53,350.11,352.29,348.04,345.31,342.73,350.59,352.69,359.27,366.98,L7
2008-05-05 22:10:02+00:00,362.03,357.91,355.97,351.60,354.88,359.82,354.44,346.72,356.04,353.53,354.54,363.50,359.58,342.13,343.17,353.91,347.39,350.15,354.65,352.74,357.88,349.34,348.48,345.44,354.60,361.77,357.80,366.85,368.49,366.44,370.30,370.93,367.25,367.46,366.93,361.76,362.34,357.92,352.78,348.42,349.42,346.00,349.91,351.58,352.71,352.95,352.24,359.98,355.63,353.01,355.99,358.18,360.81,357.65,360.97,359.57,353.24,361.92,361.01,363.47,366.14,366.46,370.85,367.64,373.50,369.10,364.21,354.73,357.34,362.19,356.75,362.73,364.79,364.85,365.57,368.74,367.93,382.43,371.36,365.37,364.57,364.99,364.74,358.55,352.42,355.42,358.73,355.50,360.29,365.42,370.09,369.42,362.10,363.81,370.69,363.18,368.45,361.64,359.99,364.67,362.05,364.65,367.68,360.65,361.44,359.32,355.65,364.26,364.57,339.82,359.47,354.27,353.59,347.62,350.79,353.87,354.68,343.98,347.72,356.18,361.26,368.20,372.00,L7
2008-07-08 22:09:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.32,369.10,368.35,367.79,368.32,360.49,357.77,366.26,365.32,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-07-24 22:09:16+00:00,,,,,,,,,,,,,,363.30,,356.31,362.44,360.11,356.25,356.83,354.37,357.60,357.71,370.77,367.67,369.37,379.84,386.85,379.25,,376.56,369.61,369.14,367.89,364.34,365.59,363.59,363.82,357.95,359.16,363.33,377.64,371.91,368.52,,363.87,365.48,350.87,347.89,343.55,347.21,339.67,348.04,355.06,360.64,364.57,364.93,363.75,,361.08,363.38,362.70,361.99,364.26,359.99,362.32,362.80,364.06,362.63,359.63,361.18,361.47,361.88,365.58,365.04,366.49,361.04,365.14,368.97,376.53,375.92,370.51,366.25,363.79,360.01,353.15,357.08,357.91,366.67,365.49,368.00,366.84,367.63,366.59,362.93,364.10,362.59,364.24,360.13,357.51,356.55,355.12,358.67,366.73,366.49,362.14,355.36,356.19,355.99,,,,,,,,,,,,,,,L7
2008-08-25 22:09:04+00:00,360.33,362.09,356.53,360.62,357.67,355.06,353.69,354.25,356.77,355.02,357.13,353.15,346.62,350.48,349.60,355.29,348.25,345.77,342.79,340.93,344.98,343.61,343.53,343.49,347.99,349.13,355.23,358.06,362.72,364.20,369.08,363.61,358.88,357.07,351.22,350.70,347.73,348.30,345.74,345.30,343.84,351.96,361.57,360.00,356.96,358.18,361.96,352.72,342.04,339.68,334.43,344.90,344.40,347.12,350.89,359.65,360.79,351.23,349.42,348.13,353.97,359.10,355.04,358.31,355.72,353.51,355.22,355.22,355.40,355.27,358.88,359.42,359.36,357.13,357.52,354.62,361.37,366.56,376.76,370.94,365.88,361.80,359.62,354.40,351.97,350.28,343.89,348.84,349.78,355.49,363.25,366.91,367.65,362.73,353.80,349.65,352.45,356.69,356.03,351.21,350.66,355.68,357.88,358.17,357.63,353.00,351.29,345.99,349.05,359.47,364.32,354.94,346.13,336.51,334.97,344.77,350.29,345.24,345.92,342.14,342.95,342.42,332.57,L7
2008-09-10 22:08:56+00:00,364.84,358.25,359.20,359.55,358.22,354.62,349.69,355.01,358.01,361.85,359.58,360.72,353.16,358.78,356.88,355.61,350.75,353.75,349.48,346.46,349.27,341.99,336.78,337.91,339.54,341.82,351.60,351.09,353.51,352.19,350.78,353.84,352.74,343.73,339.17,335.37,333.23,338.73,340.07,341.73,347.37,357.60,357.60,354.42,353.29,352.68,349.92,349.82,341.73,338.10,337.91,345.77,352.41,356.02,360.59,361.66,363.02,358.17,353.63,358.02,353.53,355.36,359.48,359.54,352.88,352.21,347.90,346.83,349.04,351.89,356.52,354.99,354.64,353.73,351.03,352.83,352.09,359.70,368.94,365.33,364.21,359.73,359.32,364.12,360.27,356.84,351.93,353.85,352.18,356.35,362.44,356.57,358.70,360.74,351.94,357.30,357.99,355.44,356.09,354.33,356.03,354.56,353.52,346.78,348.00,347.21,349.71,350.13,356.48,358.85,356.21,359.65,352.38,346.17,339.19,342.28,339.67,337.45,335.24,338.12,335.60,343.30,337.99,L7
2008-10-12 22:08:37+00:00,347.92,339.10,342.76,336.36,347.26,349.76,343.15,340.11,340.37,344.88,344.75,352.24,352.45,343.62,340.56,345.53,339.07,344.44,338.25,333.29,339.76,331.12,336.67,332.74,335.32,343.09,343.29,350.81,357.41,355.57,355.21,352.99,351.15,351.76,350.18,349.87,344.93,338.77,335.06,332.47,340.05,343.27,344.05,343.73,344.09,339.43,333.84,335.17,334.70,338.18,339.54,343.25,340.33,342.03,342.24,341.98,342.54,342.44,343.36,345.10,348.11,345.97,349.36,351.25,355.62,355.12,352.21,347.03,349.11,353.04,354.89,355.28,357.49,354.08,362.65,359.31,362.34,362.19,360.02,354.78,357.62,356.80,356.49,351.25,346.14,349.83,346.98,347.16,348.71,352.53,359.79,353.95,353.14,357.83,355.09,350.70,352.45,351.20,353.82,351.95,348.95,344.11,347.65,342.81,349.60,344.23,338.70,350.57,348.73,338.20,347.17,345.47,343.01,341.30,342.54,345.23,341.12,336.14,330.63,340.35,339.55,342.56,352.73,L7
2008-10-28 22:08:53+00:00,340.79,338.31,342.10,335.76,343.38,348.82,337.97,341.30,339.56,345.04,347.90,352.87,357.36,342.98,341.64,348.49,339.96,343.67,347.12,342.12,339.93,330.96,330.54,335.31,341.64,341.49,344.53,345.91,353.45,349.36,353.91,354.19,352.50,350.00,343.86,347.13,342.56,340.08,341.37,341.19,342.55,346.16,348.55,340.23,339.15,338.37,337.27,336.68,334.08,333.95,333.35,340.44,336.21,339.43,341.58,342.85,344.69,344.55,343.27,347.08,347.66,349.98,353.71,347.81,356.37,356.74,359.74,345.91,345.31,343.82,349.84,346.71,347.61,343.21,354.26,353.38,350.37,359.06,355.97,358.59,355.87,351.73,353.15,349.79,351.71,350.37,345.80,343.77,347.94,349.54,360.09,350.17,344.57,353.41,352.81,350.91,355.90,353.51,348.82,349.11,343.35,349.70,352.73,347.86,344.91,344.27,345.43,352.10,348.85,343.80,348.95,342.89,342.98,341.42,343.56,348.79,342.91,340.85,343.82,342.39,350.21,349.11,360.30,L7
2009-02-17 22:09:55+00:00,352.08,358.30,353.08,354.56,346.41,352.02,352.55,354.60,359.36,359.59,363.80,361.30,361.94,361.10,354.90,351.52,350.21,345.03,337.45,338.43,336.08,337.12,339.65,342.64,337.64,345.66,350.45,352.85,354.68,354.95,351.12,352.29,353.00,352.60,353.83,349.63,350.62,347.63,344.13,344.26,343.92,347.05,352.19,354.82,356.04,352.01,347.52,343.68,340.29,339.43,332.70,336.78,341.87,344.78,349.02,350.02,355.43,355.10,364.84,369.86,367.62,373.19,366.52,366.06,350.51,347.00,347.12,347.52,346.66,350.03,354.72,353.18,361.50,361.69,360.80,360.62,354.55,352.00,357.36,357.23,356.61,355.37,352.07,351.28,351.29,347.94,353.25,352.37,350.85,359.44,359.06,358.36,352.32,351.81,353.86,356.10,352.50,349.66,351.66,354.31,354.32,351.22,351.91,349.08,349.62,348.81,349.46,347.22,348.12,353.82,354.47,344.81,337.39,338.39,342.17,339.17,342.83,349.91,350.74,353.43,351.43,352.68,345.33,L7
2009-03-21 22:10:11+00:00,363.78,367.35,359.92,357.54,359.64,362.37,360.81,362.38,365.38,364.47,365.86,368.27,373.80,365.80,367.48,365.61,362.67,359.98,352.86,348.77,347.83,347.39,353.70,351.80,352.22,355.43,360.34,362.39,364.63,362.77,364.03,361.06,361.27,362.44,359.47,360.27,362.37,360.42,361.08,356.09,355.51,360.64,362.92,363.12,366.88,363.68,360.71,358.84,358.37,358.92,359.30,356.76,360.00,362.99,363.85,371.15,368.79,372.77,373.82,373.78,374.23,378.92,375.90,377.46,374.75,370.95,364.32,360.02,359.88,361.85,364.26,368.03,373.69,374.77,372.35,369.94,369.66,373.95,373.47,372.34,373.78,372.30,367.63,367.49,365.62,367.42,365.22,366.95,366.84,366.00,372.16,369.74,364.46,364.97,361.44,362.00,365.95,366.95,368.18,368.53,364.40,364.72,369.88,361.91,361.59,361.69,357.00,362.83,363.64,366.10,371.40,362.61,362.82,353.99,357.49,362.04,359.42,355.92,358.52,362.82,360.02,359.46,363.98,L7
2009-04-22 22:10:22+00:00,351.79,346.25,351.99,347.79,359.20,360.66,357.27,355.86,355.57,357.54,356.84,368.46,367.57,357.16,354.26,360.60,353.81,358.65,360.51,354.15,356.35,351.08,350.45,346.61,351.74,354.20,356.58,362.59,365.04,362.73,368.11,366.23,360.69,359.78,356.55,354.64,353.17,351.75,353.50,347.96,350.52,353.84,357.55,360.44,359.55,354.14,353.47,353.96,352.80,353.14,348.85,351.66,353.40,350.72,354.74,359.70,361.16,362.91,360.69,370.35,372.10,369.40,377.15,371.87,375.07,370.63,363.49,359.45,363.91,365.08,364.52,365.21,369.25,364.85,363.97,358.90,359.17,366.56,364.30,361.28,356.51,360.70,362.97,362.07,358.10,358.27,358.20,360.16,356.26,358.90,363.15,361.27,361.58,360.63,361.62,358.02,361.07,357.63,351.81,352.38,351.98,355.34,360.34,355.14,354.51,355.70,355.03,359.69,360.04,355.52,369.25,357.19,357.55,354.26,362.16,362.87,357.73,355.65,354.50,361.75,360.24,359.01,366.30,L7
2009-05-24 22:10:26+00:00,376.18,375.06,366.85,358.07,364.58,368.48,361.15,369.67,368.99,364.26,368.97,374.49,374.58,359.64,356.71,359.70,354.62,364.61,364.80,360.04,368.81,360.43,360.54,356.52,362.29,369.69,367.17,369.12,372.23,370.20,372.00,373.43,371.90,371.34,368.05,369.26,367.05,363.82,360.66,355.70,363.08,361.05,364.98,364.07,366.26,361.03,362.87,363.58,361.76,359.03,370.27,362.02,359.13,364.20,362.29,363.62,371.45,374.82,377.68,378.89,380.92,379.10,383.11,378.00,381.75,373.47,371.41,370.23,374.74,372.83,369.24,367.00,371.75,370.54,378.31,373.71,370.43,377.22,370.99,371.30,374.29,378.64,373.21,380.20,370.29,371.97,371.36,369.66,371.96,375.32,379.05,374.78,373.53,376.48,373.64,376.15,378.48,375.14,363.84,363.55,359.60,367.30,365.44,366.46,368.69,368.90,369.11,371.53,376.73,359.44,372.77,360.66,364.64,362.39,358.40,365.44,364.57,364.27,361.45,372.36,375.40,374.21,384.11,L7
2009-06-25 22:10:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.83,358.04,352.80,355.79,361.63,356.34,357.64,354.78,349.09,353.54,353.15,348.07,351.75,358.36,356.45,352.80,354.18,356.01,363.64,363.23,371.58,367.34,371.38,363.38,360.25,361.68,365.17,366.44,370.83,357.56,361.90,358.84,357.28,357.97,356.42,360.63,361.37,355.32,353.71,359.89,362.29,355.29,357.56,354.85,351.63,353.62,355.45,353.92,354.92,358.01,361.56,359.48,362.30,363.14,359.60,360.40,361.46,355.06,350.33,349.31,357.68,349.90,345.50,348.71,349.91,354.05,353.60,351.67,358.53,352.19,,344.08,341.01,346.41,344.52,343.90,344.59,346.51,343.57,347.64,348.81,349.36,,L7
2009-07-11 22:10:19+00:00,,,,,,,,,,,,,,,,,,,,,,343.58,347.99,362.89,361.17,362.08,368.40,373.79,373.28,372.61,370.35,368.84,368.96,371.78,362.47,361.74,361.81,363.21,360.84,363.04,360.93,363.64,369.00,361.74,366.11,365.21,366.31,360.58,363.78,356.55,357.93,366.40,363.45,370.73,367.46,366.21,364.01,366.25,367.90,371.40,371.84,370.83,372.31,370.75,369.05,370.10,372.17,375.38,373.10,371.53,377.50,372.21,373.90,378.53,380.49,374.88,372.55,369.98,376.06,375.67,372.26,372.12,368.55,366.50,370.47,362.61,360.84,361.09,365.69,371.40,370.92,370.88,366.78,369.30,368.53,368.63,368.35,364.45,371.98,365.10,364.58,361.42,360.10,361.29,360.15,366.80,362.10,366.00,366.61,367.12,372.34,365.68,362.64,355.28,352.99,356.97,354.41,361.53,357.52,355.91,355.61,353.09,,L7
2009-08-28 22:10:09+00:00,345.11,346.88,348.36,359.28,353.03,356.59,357.65,354.02,352.71,356.30,355.75,352.86,347.00,350.94,349.02,346.02,337.53,333.70,332.64,323.13,323.77,326.03,325.83,326.08,337.87,335.22,340.08,345.27,348.49,352.21,353.37,345.26,351.45,346.76,344.15,349.81,352.84,349.87,346.71,342.58,342.41,337.65,339.46,346.46,347.33,345.70,344.98,337.09,327.29,335.75,335.25,346.65,357.56,358.66,350.92,349.43,352.55,347.23,349.46,345.91,350.65,346.04,345.93,350.87,353.13,358.39,362.27,357.48,356.60,349.15,350.77,350.46,352.89,354.97,354.59,350.71,355.07,347.33,352.31,355.75,358.04,360.36,350.98,354.32,347.67,343.52,335.69,345.00,343.10,349.83,349.25,355.08,348.14,348.66,342.86,346.71,342.16,351.93,339.63,339.72,332.65,332.92,326.63,325.06,333.23,335.04,333.68,329.46,338.29,335.19,340.15,334.54,329.78,320.88,323.45,325.35,323.74,322.23,327.47,317.35,315.50,316.62,,L7
2009-09-29 22:10:06+00:00,372.51,372.11,368.28,356.47,358.60,351.03,345.21,343.36,346.34,346.95,353.43,352.72,351.69,347.91,350.22,344.38,339.68,342.78,343.34,342.48,342.19,338.85,339.61,340.29,342.92,341.86,348.30,348.89,351.39,355.52,358.93,350.60,352.00,351.49,356.07,350.73,350.11,347.36,344.42,344.21,344.07,343.29,341.77,340.52,346.32,343.89,344.48,344.87,344.78,347.25,352.93,350.06,350.24,350.23,353.88,357.13,362.81,361.45,350.10,344.40,348.39,350.40,354.01,352.11,357.82,356.20,353.60,354.76,364.23,364.19,360.86,364.21,364.01,358.41,355.06,352.71,348.77,352.92,347.28,349.55,358.51,359.04,355.35,350.52,346.83,348.61,351.47,349.80,350.81,356.10,357.35,355.59,349.42,346.23,350.62,350.49,350.24,350.90,354.03,353.25,346.34,343.97,349.40,346.13,350.52,344.82,347.44,345.58,348.70,349.20,349.66,338.61,336.99,337.71,333.73,336.18,333.96,332.92,339.37,337.93,334.75,326.65,,L7
2009-12-02 22:10:48+00:00,369.28,372.23,371.32,368.23,368.18,372.53,361.95,366.19,364.46,370.53,380.60,382.16,376.41,360.49,360.94,361.64,357.00,355.05,354.22,346.92,342.76,332.54,329.74,331.21,337.12,350.06,350.62,346.64,346.89,350.55,353.03,351.30,346.72,346.53,351.99,348.14,345.84,342.16,342.90,344.36,346.78,344.87,347.58,346.26,348.88,341.67,342.64,352.68,346.61,350.00,353.16,353.11,354.01,362.26,363.47,371.15,367.89,371.70,357.39,354.95,354.33,349.88,360.43,358.03,359.86,354.41,347.61,351.80,346.67,355.64,357.21,363.66,366.61,359.01,370.70,364.46,368.71,373.21,370.87,362.56,359.09,354.24,352.74,352.87,350.63,352.58,349.15,351.67,350.18,351.39,362.64,359.02,357.01,360.33,361.65,359.37,355.81,355.23,351.75,348.08,351.85,348.44,351.90,348.37,356.13,355.49,350.45,357.51,357.99,355.18,356.96,348.16,347.38,343.81,343.87,345.23,347.00,346.92,342.06,354.70,355.40,359.47,369.49,L7
2010-01-27 22:10:50+00:00,360.60,362.66,357.39,365.96,377.55,384.53,372.50,373.94,376.22,371.99,376.28,387.70,375.55,361.08,361.62,365.78,359.79,360.45,359.69,356.39,348.59,345.39,352.18,352.38,354.05,357.38,355.19,357.63,361.48,361.46,368.64,366.90,363.57,362.11,354.84,354.14,351.81,355.63,351.85,348.50,354.70,352.22,354.96,352.07,352.64,345.73,339.59,348.57,348.81,354.47,350.61,357.44,366.58,364.92,362.18,363.38,361.45,362.55,361.44,365.47,370.25,368.33,375.61,374.14,377.43,367.18,364.73,366.07,365.95,361.36,359.31,363.21,363.45,364.96,359.15,360.41,360.03,366.37,361.08,359.08,355.28,358.61,363.52,361.88,363.56,364.40,364.86,361.73,364.43,358.74,362.83,360.43,359.54,358.52,354.14,356.78,355.03,353.26,350.68,356.78,352.32,352.11,356.77,353.28,359.60,360.50,360.18,361.98,358.77,345.68,349.72,345.76,344.78,351.52,351.68,358.63,355.56,350.86,361.36,365.95,365.93,370.91,374.65,L5
2010-04-09 22:12:12+00:00,367.66,366.90,362.92,360.96,365.36,366.40,363.14,366.91,368.25,360.17,365.31,373.07,368.08,364.77,365.26,372.42,369.46,366.87,365.06,364.80,366.07,361.47,359.32,358.50,360.71,366.56,370.38,368.56,368.15,368.08,370.91,,,,365.87,364.47,359.76,357.97,350.34,341.27,345.29,353.92,352.97,349.69,361.71,359.86,358.25,354.32,355.41,356.75,,,356.85,348.71,342.40,361.70,362.65,,,,,362.42,,,,,,,,,,,,,,,,,,,,,,,,,368.18,359.68,363.49,364.05,368.64,371.84,367.90,367.57,366.51,373.94,369.68,361.71,355.96,,,,,,,360.27,360.24,358.11,361.16,349.11,352.16,349.08,355.35,343.59,350.40,359.12,360.39,357.67,356.23,364.15,367.33,362.64,368.00,L7
2010-10-02 22:12:13+00:00,379.51,380.42,379.75,377.97,375.55,375.12,377.02,371.74,366.27,371.81,373.82,364.60,361.62,366.19,367.38,366.24,354.94,345.49,354.84,353.76,352.55,354.42,356.44,363.67,360.56,361.05,365.89,371.05,370.48,370.06,373.01,377.01,379.24,374.54,370.42,358.14,355.76,355.86,361.52,358.38,353.86,355.69,356.15,355.19,355.16,360.19,363.57,365.36,358.07,355.29,360.40,367.01,357.94,361.97,355.78,355.35,359.36,355.62,355.99,364.53,366.81,365.38,369.01,372.72,373.28,371.56,362.70,361.38,362.41,364.48,370.76,367.70,370.44,368.72,370.28,362.39,363.33,369.64,364.50,362.44,363.47,364.39,363.39,364.34,360.69,358.78,364.04,362.51,359.85,367.10,370.64,370.67,368.99,369.02,365.41,363.86,364.37,361.57,356.72,356.74,358.86,365.86,368.52,368.61,364.70,357.12,360.78,355.80,352.38,357.08,361.63,354.88,354.95,358.67,355.37,346.85,336.50,342.71,345.44,340.75,349.63,353.95,351.61,L7
2011-01-06 22:13:13+00:00,359.70,355.82,351.76,346.89,345.00,350.95,344.59,346.58,347.57,351.45,349.18,352.30,344.12,345.09,345.89,345.00,343.56,341.72,340.74,345.67,346.19,336.85,336.57,336.09,344.52,344.13,342.49,342.47,346.77,347.50,346.46,347.93,352.41,356.85,358.81,350.36,346.05,345.66,336.69,336.87,337.70,341.54,338.57,333.25,336.03,340.84,346.74,346.19,344.89,344.96,345.66,346.74,350.60,356.47,353.19,356.81,356.07,350.45,350.30,341.75,341.03,344.39,347.89,342.41,352.23,352.21,351.92,350.15,351.50,352.07,351.23,349.63,349.31,348.13,348.96,349.15,348.14,350.06,347.32,348.64,348.21,340.95,346.28,343.30,347.24,349.61,345.82,351.60,350.47,351.45,355.09,359.62,358.70,358.66,355.44,355.90,354.69,349.00,350.06,347.68,345.73,343.48,348.23,344.73,341.63,343.38,343.17,345.25,347.78,342.49,343.84,338.50,336.11,340.72,334.26,332.16,329.21,332.55,335.46,340.02,339.73,340.65,342.59,L7
2011-02-15 22:09:58+00:00,363.24,364.16,359.36,362.49,361.63,365.79,368.73,365.68,365.69,362.06,360.70,367.01,374.13,360.80,347.98,361.19,362.50,370.64,373.75,364.91,366.70,368.01,366.84,360.11,365.17,359.99,359.84,361.57,353.93,352.31,358.51,353.36,356.90,355.21,356.59,361.60,359.36,354.16,352.29,350.87,349.58,354.72,353.44,345.39,339.56,341.31,338.12,345.55,342.37,345.91,348.71,354.02,356.46,365.84,368.07,372.11,372.51,367.20,348.93,348.57,346.79,356.03,357.01,357.69,360.71,360.99,360.85,358.47,361.62,359.15,365.77,361.34,349.19,350.84,352.64,353.54,352.11,357.40,352.84,361.14,359.40,355.00,358.62,356.07,357.88,361.00,350.02,355.61,356.78,363.73,364.56,359.66,358.65,368.90,365.48,366.91,364.66,366.70,366.34,358.80,344.56,349.91,354.24,354.58,349.63,350.58,355.85,364.34,360.21,346.12,359.41,356.73,358.31,337.23,339.11,342.77,340.07,337.66,334.81,338.87,351.33,360.75,368.36,L5
2011-03-11 22:13:33+00:00,380.34,376.67,373.16,376.10,370.84,363.22,364.57,366.48,372.88,367.09,361.38,366.85,360.59,366.09,372.10,371.64,374.00,373.96,369.23,368.57,361.82,370.16,372.00,371.47,365.61,367.03,367.56,366.17,366.26,373.09,369.54,370.39,369.59,371.24,367.26,363.86,362.91,352.80,350.45,346.27,336.28,341.53,354.14,355.94,,,,,,,,,,,,361.28,346.47,356.57,369.88,367.85,369.17,364.55,374.19,369.20,368.36,370.73,365.90,370.67,369.13,367.54,365.09,368.96,366.91,370.08,369.85,367.50,361.08,360.18,,,,,,,,,,,,364.80,366.50,368.36,365.96,370.06,366.70,366.44,367.48,373.98,372.93,367.48,359.20,362.15,364.64,355.76,362.44,359.29,356.35,358.52,360.94,363.37,372.43,371.42,353.02,351.73,357.74,347.10,357.83,,,,,,,L7
2011-03-19 22:09:50+00:00,350.60,354.93,350.22,347.50,350.19,350.69,340.83,340.86,340.25,341.94,347.76,360.89,364.35,348.32,346.51,355.94,354.56,356.98,361.53,356.67,357.71,342.17,343.33,337.73,338.21,342.84,346.54,344.42,348.83,354.01,354.06,357.51,356.69,358.30,354.67,356.20,347.19,339.16,336.80,335.00,336.60,341.86,340.41,335.96,336.78,338.86,339.92,344.99,343.95,345.84,342.69,351.76,353.10,350.86,354.71,352.81,349.31,350.15,348.53,347.93,354.04,355.82,359.12,354.99,359.18,350.04,351.26,341.94,346.70,348.64,349.02,347.87,349.29,349.16,350.18,347.88,351.70,357.82,357.08,350.40,350.57,343.57,350.63,349.52,351.56,350.01,344.20,342.30,345.93,347.06,350.47,343.72,342.67,345.27,351.10,348.88,349.79,350.24,346.03,345.71,343.77,345.98,349.00,347.63,347.47,342.89,346.27,349.44,354.78,332.93,347.70,344.46,339.99,340.99,341.12,347.33,343.43,340.54,339.84,344.64,341.58,342.97,357.07,L5
2011-03-27 22:13:34+00:00,351.89,350.22,355.47,352.97,355.76,351.06,348.29,351.35,351.17,345.72,351.95,354.40,358.52,352.82,354.80,348.54,352.40,351.48,355.08,362.98,359.70,362.84,360.32,362.83,358.69,359.27,351.32,354.85,360.46,364.08,358.22,362.21,362.35,362.86,364.17,357.07,349.24,352.07,349.73,349.27,344.66,345.74,345.66,348.64,343.31,345.14,336.62,337.29,339.08,348.03,344.18,346.25,345.34,353.32,356.59,352.10,356.05,353.60,349.91,347.07,349.42,349.88,351.51,356.75,354.16,357.38,356.19,356.41,353.85,352.68,346.93,341.32,340.98,339.80,343.22,347.27,351.51,351.98,353.85,350.56,357.06,352.23,343.69,348.71,345.96,345.15,347.61,345.62,351.49,347.16,357.96,359.54,359.26,343.08,354.46,345.35,347.69,346.79,351.03,353.66,357.01,352.32,351.83,355.70,360.14,351.39,354.71,348.79,346.67,348.97,356.44,344.03,341.19,341.40,337.81,337.93,326.27,320.46,324.82,332.32,341.81,342.25,329.93,L7
