dates,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122,satname
2009-02-17 22:09:55+00:00,353.19,351.21,350.73,349.37,350.59,352.06,347.41,349.05,350.81,353.28,354.63,356.06,354.31,351.39,348.72,351.29,345.65,346.53,343.02,340.25,342.00,336.96,337.43,338.42,340.43,344.24,349.02,351.74,356.35,355.25,356.02,355.38,353.65,351.03,347.65,346.54,343.81,342.70,341.27,340.99,343.55,349.21,352.79,350.64,349.91,348.13,346.10,343.61,338.57,337.87,335.59,342.23,343.04,345.88,348.86,351.23,353.29,350.30,350.90,353.64,354.18,356.72,356.82,356.59,354.22,352.92,352.44,348.50,349.10,350.81,354.97,353.92,356.12,353.97,357.25,356.15,356.14,359.90,363.81,361.37,360.04,357.09,356.13,354.17,352.28,351.05,348.37,349.20,349.89,354.67,360.93,357.19,355.28,357.30,353.50,352.93,354.26,353.30,353.28,352.18,350.66,351.05,352.74,348.94,349.95,347.50,346.92,349.20,350.25,350.83,354.22,349.55,344.38,340.76,340.49,344.05,343.36,341.92,341.27,343.29,343.95,346.01,345.78,L7
2009-03-21 22:10:11+00:00,351.14,350.76,349.47,346.06,349.17,353.24,348.62,349.60,351.17,353.50,355.58,358.67,361.39,353.38,351.14,352.79,347.98,348.28,343.92,340.65,340.90,336.65,340.14,340.62,341.71,346.42,349.65,352.99,357.54,355.66,356.07,355.13,354.48,354.20,351.83,351.73,350.12,346.72,345.41,343.50,345.51,349.28,351.93,350.48,351.54,348.37,344.83,343.59,341.86,342.62,341.22,344.31,344.60,347.31,349.17,351.50,352.86,353.71,356.32,358.96,359.40,362.01,361.37,360.64,359.31,357.45,355.85,350.12,350.24,352.19,355.93,355.80,360.07,358.44,362.51,360.81,359.23,361.80,361.70,360.74,360.97,359.05,357.34,354.95,353.69,353.89,352.81,352.56,353.58,356.88,362.78,358.06,353.62,357.00,355.80,354.93,356.70,355.33,355.62,355.97,352.75,352.44,355.54,350.42,351.43,349.75,347.65,353.18,352.34,350.48,355.50,348.94,346.55,343.77,346.44,348.81,346.57,345.71,345.93,349.75,350.30,350.95,355.59,L7
2009-04-22 22:10:22+00:00,352.11,352.55,351.77,348.91,352.16,355.97,352.15,353.54,354.97,356.66,358.60,362.73,365.17,356.76,354.57,356.55,351.66,351.83,349.49,345.87,345.05,341.64,343.58,344.09,345.81,349.19,352.97,355.94,359.45,357.45,359.29,358.44,356.87,356.20,353.43,352.92,352.18,349.97,350.02,347.38,348.12,351.92,355.30,354.65,355.40,352.05,349.74,348.29,346.38,346.36,343.55,346.41,347.87,349.48,352.30,355.93,357.52,358.83,360.65,365.27,365.40,367.87,368.32,365.80,364.18,361.33,358.67,353.22,353.94,355.19,358.34,358.28,363.01,361.13,362.84,360.71,358.44,362.89,362.78,362.36,360.69,360.03,358.95,357.66,356.68,356.00,355.62,355.81,355.47,358.47,363.62,359.88,355.73,357.71,357.43,356.76,358.86,356.94,355.12,356.08,353.51,355.25,358.71,353.50,352.66,352.62,351.73,355.46,355.16,354.81,361.02,351.88,350.19,347.01,351.35,353.22,350.72,350.58,351.89,355.10,355.48,355.07,358.98,L7
2009-05-24 22:10:26+00:00,360.96,361.74,357.96,354.49,357.46,360.88,357.94,360.63,362.32,361.47,363.87,368.13,369.47,360.93,358.34,359.36,355.33,357.07,353.91,350.35,352.27,349.00,351.09,349.39,350.97,356.25,358.63,361.74,364.14,362.66,363.81,363.25,361.71,361.54,359.48,358.45,358.30,355.90,354.84,351.00,353.26,355.64,359.41,360.61,362.18,357.71,356.14,355.01,353.31,352.63,352.78,351.80,353.60,355.67,357.48,361.12,364.21,366.40,369.26,373.22,373.72,375.15,375.67,373.35,370.52,365.51,361.59,359.30,361.30,362.45,363.18,363.35,369.05,367.96,368.86,365.79,363.45,367.43,366.53,365.54,365.30,366.75,363.97,365.26,361.32,361.40,362.01,362.29,361.48,364.91,368.36,366.04,362.97,363.47,362.64,363.07,364.50,362.35,358.87,359.69,357.57,359.64,361.89,358.15,358.60,358.77,357.65,360.32,362.13,358.72,366.97,356.32,355.60,352.26,355.06,357.38,356.14,356.44,356.30,362.59,361.77,361.34,364.93,L7
2009-06-25 22:10:23+00:00,360.96,361.74,357.96,354.49,357.46,360.88,357.94,360.63,362.32,361.47,363.87,368.13,369.47,360.93,358.34,359.36,355.33,357.07,353.91,350.35,352.27,349.00,351.09,349.39,350.97,356.25,358.63,361.74,364.14,362.66,363.81,363.25,361.71,361.54,359.48,358.45,358.30,355.90,354.84,351.00,352.77,356.12,358.09,359.65,362.07,357.44,356.44,354.97,352.46,352.81,352.85,351.06,353.23,356.21,357.27,359.46,362.20,364.32,368.13,371.22,373.29,373.59,374.81,371.35,368.47,364.75,362.30,360.73,363.20,361.47,362.93,362.45,366.69,365.96,366.37,364.76,363.04,365.01,363.97,364.41,364.70,364.46,362.69,363.18,359.39,359.84,360.70,360.61,360.17,363.53,367.00,364.73,362.84,363.41,362.03,362.53,363.89,360.89,357.16,357.62,357.60,357.70,358.61,356.26,356.86,357.83,356.84,358.59,361.41,357.41,366.97,353.87,352.68,351.09,352.95,354.68,353.83,354.45,353.76,359.60,359.18,358.94,364.93,L7
2009-07-11 22:10:19+00:00,360.96,361.74,357.96,354.49,357.46,360.88,357.94,360.63,362.32,361.47,363.87,368.13,369.47,360.93,358.34,359.36,355.33,357.07,353.91,350.35,352.27,347.92,350.47,352.09,353.01,357.41,360.59,364.15,365.97,364.65,365.12,364.37,363.16,363.59,360.07,359.11,359.00,357.37,356.04,353.41,354.13,357.38,359.91,360.00,362.74,358.73,358.09,355.90,354.35,353.44,353.70,353.62,354.93,358.63,358.97,360.58,362.50,364.64,368.09,371.25,373.05,373.13,374.39,371.25,368.56,365.64,363.95,363.17,364.85,363.15,365.36,364.08,367.89,368.06,368.72,366.45,364.62,365.84,365.98,366.29,365.96,365.74,363.66,363.73,361.23,360.31,360.72,360.69,361.09,364.84,367.65,365.75,363.49,364.39,363.12,363.55,364.63,361.48,359.63,358.86,358.76,358.32,358.86,357.10,357.41,359.32,357.72,359.82,362.28,359.03,368.05,355.84,354.34,351.79,352.95,355.06,353.93,355.63,354.38,358.98,358.59,357.97,364.93,L7
2009-08-28 22:10:09+00:00,359.21,358.88,356.78,355.67,359.11,362.03,359.22,360.48,360.66,360.64,361.86,366.02,365.74,358.38,356.87,357.98,352.16,354.24,352.70,346.52,349.19,345.70,347.70,348.78,353.06,355.32,358.51,362.63,364.73,364.10,365.57,362.96,362.85,362.42,358.14,359.14,359.45,357.81,356.56,353.07,353.88,355.81,357.79,358.60,361.29,357.68,357.66,354.81,352.18,352.82,354.12,355.26,357.55,360.94,359.29,360.48,362.02,363.33,365.53,367.26,370.22,368.61,370.96,368.72,369.00,367.54,366.47,364.83,366.51,363.00,364.70,363.62,366.46,366.94,367.69,364.80,364.71,365.06,365.14,366.04,366.19,366.57,363.48,364.24,360.63,359.57,357.79,359.46,359.80,363.24,366.02,365.20,362.80,363.86,361.28,361.98,362.91,361.86,357.63,356.43,355.15,355.27,354.65,353.10,354.68,357.03,355.09,356.86,360.64,355.93,365.18,354.13,353.07,348.87,349.84,352.76,350.74,351.02,350.50,352.97,352.60,351.96,371.46,L7
2009-09-29 22:10:06+00:00,361.40,360.08,358.87,355.40,358.85,359.19,355.32,355.73,355.90,356.26,358.75,362.13,360.21,353.91,352.55,352.68,346.41,349.94,350.32,344.95,347.78,343.99,344.88,346.48,351.20,352.61,356.11,359.93,362.09,362.65,364.55,360.87,361.00,360.23,357.46,357.24,357.00,355.20,353.23,350.70,351.97,352.92,354.26,354.84,357.87,354.38,354.96,352.48,349.92,350.88,353.06,354.14,355.92,358.82,357.62,358.15,361.03,361.44,361.58,362.36,365.91,363.85,367.31,364.50,366.18,365.08,364.69,363.96,367.23,363.39,364.13,362.99,364.85,364.21,364.81,361.92,361.23,361.56,360.78,362.24,363.65,364.36,361.44,361.41,357.50,356.43,355.50,356.61,357.12,361.59,363.55,362.85,360.29,360.74,359.48,360.07,360.29,359.19,355.27,353.88,352.14,351.81,351.23,350.46,352.84,354.22,353.49,353.99,358.15,353.11,360.83,350.13,348.77,346.15,345.88,348.45,346.50,347.18,347.31,348.82,348.38,346.49,375.21,L7
2009-12-02 22:10:48+00:00,362.30,363.74,362.65,361.33,359.94,360.05,354.94,354.52,354.50,357.93,363.26,362.58,358.37,353.11,353.39,350.68,344.74,343.84,343.40,337.51,336.24,335.25,335.79,340.12,344.77,347.31,351.85,353.65,355.01,357.72,358.92,354.00,354.78,354.14,353.67,352.61,352.65,350.65,348.72,348.55,349.00,349.50,350.12,350.15,354.05,350.56,351.21,350.00,346.31,348.62,350.48,352.86,355.40,360.05,358.44,359.34,360.29,360.53,357.70,355.98,359.36,356.90,360.81,359.03,360.02,360.16,360.16,361.17,362.29,359.61,361.65,361.88,362.94,361.78,363.45,360.68,361.29,359.75,360.05,360.68,362.04,360.21,357.04,355.81,353.45,352.19,350.52,352.30,352.94,357.35,360.34,360.01,356.73,357.53,356.65,357.12,355.60,355.51,353.54,351.09,350.62,347.33,346.71,345.91,349.99,351.24,349.45,350.04,354.02,351.78,354.78,346.21,343.56,340.82,339.71,341.53,340.74,342.02,342.00,342.71,342.01,341.04,369.49,L7
2010-01-27 22:10:50+00:00,361.88,363.47,361.34,362.49,364.34,366.17,359.33,359.38,359.93,361.44,366.51,368.86,362.66,355.11,355.45,354.45,348.50,348.00,347.47,342.23,339.33,335.70,336.84,337.49,342.99,346.13,348.55,349.61,352.06,354.94,358.49,353.51,353.44,351.72,351.76,350.70,350.15,348.75,346.47,344.91,346.99,344.51,345.94,346.33,348.79,344.25,342.92,345.80,341.87,346.87,347.99,351.81,357.10,359.02,357.61,360.27,361.18,360.73,354.60,352.68,355.90,353.66,359.00,358.79,362.06,359.05,357.05,357.53,358.36,357.58,357.04,360.38,361.74,359.34,359.88,357.07,358.14,359.96,357.88,356.74,357.73,358.06,355.65,354.90,352.17,352.28,350.29,352.05,352.13,354.01,358.02,357.53,353.53,353.44,352.32,353.34,350.81,352.83,349.02,349.46,345.79,344.36,346.18,343.21,349.87,348.96,347.94,348.63,350.94,346.31,349.12,341.77,339.73,338.48,338.18,341.35,340.06,338.23,342.56,343.98,342.89,343.41,372.07,L5
2010-04-09 22:12:12+00:00,365.85,367.26,363.88,365.05,370.36,374.49,365.86,369.01,369.64,367.56,374.06,380.98,373.35,362.11,362.61,366.61,362.08,360.79,359.66,356.04,352.47,346.47,347.08,347.36,350.63,358.00,358.73,357.61,358.84,360.03,364.19,359.10,355.14,354.32,357.57,355.58,352.47,351.92,348.36,344.71,348.92,350.34,351.84,349.34,354.41,349.09,346.83,351.86,350.28,353.74,351.89,355.27,359.15,358.63,356.02,365.41,364.00,367.12,359.41,360.21,362.29,360.21,368.02,366.08,368.64,360.80,356.17,358.94,356.31,358.50,358.26,363.43,365.03,361.98,364.92,362.43,364.37,369.79,365.97,360.82,357.19,356.42,358.13,357.38,357.10,358.49,360.73,357.69,359.37,358.06,364.70,363.76,361.48,362.14,360.77,363.36,360.17,356.73,352.80,352.43,352.09,350.28,354.34,350.82,357.87,358.75,356.96,359.20,359.31,349.99,352.95,347.67,349.17,346.31,348.65,354.33,354.32,351.82,353.22,361.60,362.89,364.34,370.71,L7
2010-10-02 22:12:13+00:00,373.59,373.66,371.34,369.47,370.46,370.76,370.08,369.33,367.26,365.99,369.56,368.84,364.85,365.48,366.32,369.33,362.20,356.18,359.95,359.28,359.31,357.95,357.88,361.09,360.63,363.81,368.13,369.81,369.31,369.07,371.96,377.01,379.24,374.54,368.14,361.31,357.76,356.92,355.93,349.82,349.58,354.81,354.56,352.44,358.44,360.02,360.91,359.84,356.74,356.02,360.40,367.01,357.39,355.34,349.09,358.52,361.00,355.62,355.99,364.53,366.81,363.90,369.01,372.72,373.28,371.56,362.70,361.38,362.41,364.48,370.76,367.70,370.44,368.72,370.28,362.39,363.33,369.64,364.50,362.44,363.47,364.39,363.39,364.34,360.69,358.78,366.11,361.10,361.67,365.58,369.64,371.25,368.44,368.29,365.96,368.90,367.02,361.64,356.34,356.74,358.86,365.86,368.52,368.61,364.70,358.69,360.51,356.96,356.77,353.10,356.89,351.98,355.15,351.13,352.88,352.99,348.44,350.19,350.84,352.45,358.48,358.29,359.81,L7
2011-01-06 22:13:13+00:00,369.61,368.12,365.75,362.43,360.27,363.03,360.80,359.16,356.92,361.63,361.50,358.45,352.87,355.64,356.63,355.62,349.25,343.61,347.79,349.72,349.37,345.63,346.50,349.88,352.54,352.59,354.19,356.76,358.62,358.78,359.74,362.47,365.83,365.70,364.62,354.25,350.90,350.76,349.11,347.62,345.78,348.62,347.36,344.22,345.60,350.51,355.15,355.77,351.48,350.12,353.03,356.88,354.27,359.22,354.49,356.08,357.72,353.03,353.14,353.14,353.92,354.88,358.45,357.57,362.75,361.88,357.31,355.76,356.96,358.27,361.00,358.66,359.88,358.43,359.62,355.77,355.74,359.85,355.91,355.54,355.84,352.67,354.83,353.82,353.97,354.19,354.93,357.06,355.16,359.27,362.87,365.14,363.85,363.84,360.43,359.88,359.53,355.28,353.39,352.21,352.30,354.67,358.38,356.67,353.16,350.25,351.98,350.52,350.08,349.78,352.74,346.69,345.53,349.70,344.81,339.50,332.86,337.63,340.45,340.38,344.68,347.30,347.10,L7
2011-02-15 22:09:58+00:00,367.48,366.80,363.62,362.45,360.73,363.95,363.45,361.33,359.84,361.77,361.23,361.30,359.96,357.36,353.75,357.48,353.67,352.62,356.44,354.78,355.15,353.09,353.28,353.29,356.75,355.06,356.07,358.36,357.06,356.62,359.33,359.43,362.85,362.20,361.94,356.70,353.72,351.89,350.17,348.71,347.05,350.65,349.39,344.61,343.58,347.45,349.48,352.37,348.44,348.72,351.59,355.92,355.00,361.43,359.01,361.42,362.65,357.76,351.74,351.62,351.54,355.27,357.97,357.61,362.07,361.59,358.49,356.67,358.51,358.57,362.59,359.56,356.31,355.90,357.29,355.03,354.53,359.03,354.89,357.41,357.03,353.45,356.10,354.57,355.27,356.46,353.29,356.57,355.70,360.76,363.43,363.32,362.11,365.53,362.11,362.22,361.24,359.09,357.71,354.41,349.72,353.08,357.00,355.97,351.99,350.36,353.27,355.13,353.46,348.56,354.96,350.04,349.79,345.54,342.91,340.59,335.26,337.64,338.57,339.88,346.90,351.78,354.19,L5
2011-03-11 22:13:33+00:00,370.70,369.27,366.01,365.86,363.25,363.77,363.73,362.62,363.10,363.10,361.27,362.69,360.12,359.54,358.34,361.02,358.75,357.95,359.64,358.23,356.81,357.36,357.96,357.84,358.97,358.05,358.94,360.31,359.36,360.74,361.88,362.17,364.53,364.46,363.27,358.49,356.02,352.12,350.24,348.10,344.36,348.37,350.57,347.44,343.58,347.45,349.48,352.37,348.44,348.72,351.59,355.92,355.00,361.43,359.01,361.39,358.60,357.46,356.27,355.68,355.95,357.59,362.02,360.50,363.64,363.87,360.34,360.17,361.17,360.81,363.21,361.91,358.96,359.44,360.43,358.14,356.16,359.32,354.89,357.41,357.03,353.45,356.10,354.57,355.27,356.46,353.29,356.57,355.70,361.77,364.20,364.58,363.07,366.66,363.26,363.28,362.80,362.81,361.51,357.68,352.09,355.35,358.91,355.92,354.60,352.59,354.04,355.98,355.33,352.26,359.33,355.38,350.60,347.09,346.62,342.22,340.90,337.64,338.57,339.88,346.90,351.78,354.19,L7
2011-03-19 22:09:50+00:00,366.68,366.40,362.85,362.19,360.64,361.15,359.15,358.27,358.53,358.87,358.57,362.33,360.96,357.30,355.97,360.00,357.91,357.76,360.02,357.92,356.99,354.32,355.04,353.81,354.81,355.01,356.46,357.14,357.25,359.39,360.32,361.24,362.97,363.23,361.55,358.03,354.25,349.53,347.55,345.48,342.80,347.07,348.54,345.15,341.88,345.30,347.09,350.52,347.32,348.00,349.37,354.88,354.52,358.79,357.94,359.67,356.74,356.00,354.73,354.13,355.57,357.23,361.44,359.40,362.75,361.11,358.53,356.52,358.27,358.38,360.37,359.10,357.03,357.39,358.38,356.09,355.27,359.02,355.44,355.65,355.41,350.98,354.73,353.31,354.34,354.85,351.02,353.00,353.26,358.83,361.45,360.41,358.99,362.38,360.83,360.40,360.20,360.30,358.42,355.28,350.42,353.48,356.93,354.26,353.17,350.65,352.48,354.67,355.22,348.40,357.00,353.20,348.48,345.87,345.52,343.24,341.41,338.37,338.89,341.07,345.57,349.58,354.91,L5
2011-03-27 22:13:34+00:00,364.21,363.70,361.62,360.65,359.83,359.47,357.34,357.12,357.31,356.68,357.46,361.01,360.56,356.55,355.78,358.09,356.99,356.71,359.19,358.76,357.44,355.74,355.92,355.32,355.46,355.72,355.61,356.76,357.79,360.18,359.97,361.40,362.86,363.17,361.99,357.87,353.42,349.95,347.91,346.11,343.11,346.85,348.06,345.73,342.17,345.27,344.99,347.88,345.67,348.01,348.33,353.16,352.69,357.69,357.67,358.41,356.63,355.60,353.92,352.95,354.54,356.01,359.79,358.96,361.32,360.48,358.14,356.50,357.54,357.43,358.13,356.14,354.35,354.45,355.86,354.62,354.64,357.85,355.12,354.64,355.74,351.23,352.52,352.39,352.67,352.91,350.34,351.53,352.90,356.88,360.87,360.26,359.04,359.16,359.77,357.89,358.11,358.05,357.19,355.01,351.52,353.28,356.08,354.50,354.34,350.78,352.86,353.69,353.79,348.49,356.91,351.67,347.26,345.12,344.23,342.36,338.88,334.78,336.07,339.32,344.82,348.11,349.91,L7
2011-04-28 22:13:36+00:00,360.98,360.13,358.59,358.16,358.64,359.02,354.75,356.05,357.04,354.92,355.53,361.65,363.28,357.13,356.24,359.55,360.28,362.37,364.28,363.80,363.25,360.20,359.92,357.67,358.29,358.19,356.84,358.34,359.27,360.46,360.88,361.15,361.93,363.19,362.14,359.26,354.56,350.73,347.23,345.09,343.01,346.60,347.98,346.22,344.59,346.31,345.16,348.22,346.56,349.51,348.85,353.60,354.60,360.30,360.85,360.72,358.52,357.91,356.80,354.29,354.80,356.61,360.55,359.12,361.58,360.68,359.05,357.66,357.80,357.43,356.98,356.06,353.94,353.79,355.19,355.70,355.22,358.38,355.75,355.15,354.88,351.21,351.79,351.76,352.67,352.55,348.70,350.79,352.26,355.95,360.00,360.26,358.46,358.39,359.42,357.50,358.15,358.30,358.02,355.77,352.30,353.31,355.89,353.88,354.29,352.95,352.81,354.93,355.56,348.86,357.42,351.82,347.23,343.91,344.60,343.41,341.96,336.85,337.85,342.22,346.90,350.63,349.49,L7
2011-05-30 22:13:35+00:00,363.51,364.11,362.50,359.61,361.71,360.69,356.23,356.64,357.04,354.92,355.53,361.65,363.28,357.13,356.24,359.55,360.28,362.37,364.28,363.80,363.25,360.20,359.92,357.67,358.29,358.19,356.84,358.34,359.27,360.46,360.88,361.15,361.93,363.19,362.29,359.93,355.19,351.65,348.89,346.14,344.78,347.89,349.33,347.17,347.47,347.71,347.61,350.30,348.17,350.64,351.08,355.12,356.11,359.86,362.45,361.45,359.66,358.24,358.04,356.16,356.05,357.93,361.78,359.97,363.85,361.54,359.97,358.92,358.05,357.17,357.43,356.67,356.06,354.86,355.93,356.47,356.56,360.48,357.75,356.05,355.88,353.73,353.03,353.02,354.18,354.66,349.80,351.70,351.91,356.14,360.10,361.17,359.47,359.34,359.10,358.64,356.83,358.25,357.92,355.36,352.93,353.69,356.63,354.22,354.98,353.53,354.58,356.07,356.30,349.52,357.42,352.32,347.62,344.99,344.94,346.62,344.87,339.92,340.84,345.28,347.88,350.62,349.49,L7
2011-06-15 22:13:34+00:00,363.51,364.11,362.50,359.61,361.71,360.69,354.72,355.14,354.90,353.00,355.53,361.65,363.28,357.13,356.24,359.55,360.28,362.37,364.28,363.80,363.25,360.20,359.92,357.67,358.29,358.19,356.84,358.34,359.27,360.46,360.88,361.15,361.93,363.19,362.29,359.93,355.19,351.39,349.00,345.69,344.98,347.92,349.66,347.81,348.58,347.34,347.88,351.26,348.86,351.04,351.37,354.91,355.18,358.56,361.62,360.49,359.39,358.09,358.46,355.99,356.63,357.92,362.16,359.84,364.12,362.38,360.53,359.11,358.05,356.90,355.87,356.31,355.90,356.19,355.70,357.23,356.24,360.86,358.15,355.80,355.62,353.73,352.46,353.59,353.78,354.48,349.06,350.20,351.46,355.96,358.98,360.38,358.03,358.71,358.32,358.22,356.84,356.89,356.69,354.80,352.08,354.02,356.22,353.93,354.38,353.87,354.31,355.04,355.80,348.08,356.43,352.01,347.63,344.72,346.49,347.05,345.52,340.45,342.40,345.95,347.59,349.35,349.49,L7
2011-07-01 22:13:30+00:00,363.51,364.11,362.50,359.61,361.71,360.69,354.72,355.14,354.90,353.00,355.53,361.65,363.28,357.13,356.24,359.55,362.27,364.50,366.68,365.61,365.42,362.62,362.70,359.29,360.53,359.78,358.38,360.61,360.60,361.97,362.23,362.26,363.87,364.23,362.69,360.08,355.86,352.75,349.54,346.90,345.96,348.87,349.77,348.13,350.02,349.08,348.83,352.15,350.35,352.60,353.53,355.75,356.06,359.06,361.12,361.10,359.47,359.53,360.22,358.46,358.43,359.09,362.89,360.70,363.76,362.22,359.97,359.07,358.70,357.70,355.66,356.71,356.54,357.06,356.49,357.61,356.32,360.86,358.41,356.02,356.31,354.36,354.10,354.96,354.84,355.17,349.76,350.77,351.21,356.02,360.13,361.22,358.76,359.37,358.91,358.30,357.48,356.83,357.80,355.84,351.74,353.81,355.22,353.94,354.27,354.49,354.71,356.39,357.67,348.67,356.43,351.84,349.64,346.09,346.79,347.20,345.29,341.06,342.69,348.02,348.58,349.60,349.49,L7
2011-07-17 22:13:30+00:00,364.15,365.49,364.29,361.73,366.38,359.60,356.17,356.36,356.12,353.26,356.80,363.52,367.11,359.54,358.31,362.46,365.39,369.49,371.00,368.93,368.63,366.92,367.06,363.16,363.19,362.39,361.03,363.63,362.91,364.38,364.86,364.65,365.78,365.46,363.25,361.46,357.26,353.64,351.14,348.15,347.00,349.78,351.17,349.99,352.02,350.26,349.13,353.00,351.13,353.69,354.65,357.03,356.84,359.43,362.25,361.64,359.90,360.66,361.46,360.54,360.60,360.93,364.76,362.99,365.20,363.48,360.98,360.19,359.72,360.29,356.21,357.60,357.44,358.18,357.43,358.67,357.35,362.21,360.00,357.08,357.46,356.27,355.22,356.62,355.93,355.97,350.33,350.65,351.31,356.59,360.76,361.42,358.76,359.46,359.34,358.60,357.82,357.81,358.77,356.86,352.49,355.10,356.09,355.10,355.85,355.88,356.15,357.78,358.90,344.92,358.53,353.51,351.33,346.76,348.36,349.08,347.29,342.28,343.72,349.17,349.84,350.88,351.79,L7
2011-08-02 22:13:26+00:00,364.15,365.49,364.29,361.73,366.38,359.60,356.17,356.36,356.12,353.26,356.80,363.52,367.11,359.54,358.31,362.46,365.39,369.49,371.00,368.93,368.63,366.92,367.06,363.16,363.19,362.39,361.03,363.63,365.52,366.84,365.57,364.49,365.44,364.30,363.05,361.64,358.52,354.99,351.75,348.57,348.07,350.75,352.20,351.53,353.53,351.54,350.88,353.53,352.02,354.65,355.40,357.69,357.39,360.40,362.68,362.60,361.08,362.34,363.23,362.00,362.52,362.73,366.34,364.57,366.40,363.69,360.98,360.34,358.93,359.62,356.32,357.60,357.55,358.61,357.17,358.83,357.36,361.73,360.12,356.28,355.57,355.72,355.38,358.16,357.60,356.95,352.66,352.66,353.31,357.82,361.88,362.15,359.80,360.35,360.88,360.48,358.35,357.76,359.81,357.99,353.68,356.12,356.17,354.93,355.77,355.66,356.10,357.35,358.24,345.25,357.60,352.22,351.31,347.50,347.58,348.88,346.65,342.86,344.25,349.90,350.77,351.75,347.81,L7
2011-08-18 22:13:23+00:00,364.33,365.75,365.28,361.58,367.17,358.57,354.07,354.81,354.21,351.50,355.83,362.64,365.36,359.23,360.89,362.77,365.97,369.30,370.45,369.73,369.01,369.32,368.58,365.65,363.94,364.79,363.47,365.38,368.73,370.43,368.01,366.25,366.83,364.89,364.51,363.16,359.19,356.27,352.91,350.06,349.55,352.15,353.10,353.68,357.28,355.25,355.18,355.72,354.65,356.78,356.35,358.21,357.52,359.62,361.91,361.41,359.65,361.73,365.02,363.68,364.49,363.57,367.50,365.43,367.11,364.03,361.00,360.57,358.54,359.68,355.14,357.98,359.35,360.26,358.60,360.00,358.94,362.22,361.29,356.50,356.29,356.83,356.26,358.46,357.56,356.37,353.04,352.24,352.82,357.08,361.55,362.47,359.94,359.28,360.31,359.68,357.56,356.64,359.00,357.89,354.82,356.89,356.41,354.98,356.53,356.30,356.14,356.48,357.99,345.15,357.30,351.65,350.43,348.79,347.83,347.19,345.33,344.05,346.91,352.35,352.33,352.40,345.15,L7
2011-09-19 22:13:15+00:00,360.01,363.83,363.64,360.49,366.42,357.82,353.91,354.41,355.07,352.02,358.77,361.93,364.03,360.14,362.71,363.19,368.08,371.71,373.69,372.87,376.18,376.77,375.06,372.04,370.59,370.16,367.77,369.99,371.61,371.45,369.26,366.36,366.91,363.93,364.87,362.50,359.80,358.79,354.81,352.44,352.07,354.11,353.53,355.63,360.43,358.26,358.26,357.26,355.93,356.98,357.33,358.12,356.87,359.87,361.80,362.18,362.59,363.75,366.16,365.55,365.59,365.50,368.55,366.75,366.88,364.10,360.91,361.10,359.26,359.77,355.07,357.64,359.47,360.36,358.49,360.51,359.08,361.88,360.41,356.47,355.89,357.04,356.26,358.65,357.65,357.15,354.51,353.96,354.24,356.68,362.54,364.70,362.19,360.60,361.23,360.45,357.50,355.46,358.71,358.10,354.83,356.62,355.37,355.20,356.09,356.09,356.13,355.95,355.69,345.00,355.58,349.76,351.08,349.76,348.23,346.78,342.06,343.95,347.16,352.85,353.33,353.54,340.71,L7
