dates,satname,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122
2008-08-25 22:09:04+00:00,L7,361.90,363.19,358.00,361.72,360.11,357.99,354.82,355.35,357.87,356.12,358.23,356.08,350.00,351.61,350.70,357.88,349.94,348.70,346.46,344.31,348.65,345.61,345.36,344.59,350.09,351.13,356.99,359.89,364.55,365.83,371.28,365.71,360.79,359.27,353.42,353.29,349.93,349.93,347.26,346.40,345.84,353.79,363.33,361.10,358.06,359.28,363.06,355.16,344.24,342.27,337.02,347.65,346.84,349.44,352.99,361.65,362.89,353.43,351.25,350.45,356.56,361.69,357.97,361.06,359.39,356.26,357.54,357.13,357.50,357.47,360.98,361.33,361.56,359.13,359.84,356.72,363.57,370.23,379.90,373.26,368.32,364.24,362.37,357.15,354.41,352.87,346.09,350.75,351.69,357.49,365.45,368.82,369.17,364.83,356.12,351.97,354.89,359.01,358.47,353.53,352.66,358.00,360.81,360.49,360.38,355.59,353.73,349.66,352.72,360.99,366.32,357.26,348.57,338.95,337.29,348.15,353.22,347.68,348.51,345.81,346.09,345.35,338.07
2008-09-10 22:08:56+00:00,L7,362.91,356.90,357.40,358.20,355.22,351.02,348.31,353.66,356.66,360.50,358.23,357.12,349.01,357.40,355.53,352.43,348.67,350.15,344.98,342.31,344.77,339.54,334.53,336.56,336.97,339.37,349.44,348.84,351.26,350.19,348.08,351.27,350.39,341.03,336.47,332.19,330.53,336.73,338.21,340.38,344.92,355.35,355.44,353.07,351.94,351.33,348.57,346.82,339.03,334.92,334.73,342.40,349.41,353.18,358.02,359.21,360.45,355.47,351.38,355.18,350.35,352.18,355.88,356.16,348.38,348.84,345.06,344.48,346.47,349.19,353.95,352.64,351.94,351.28,348.19,350.26,349.39,355.20,365.08,362.49,361.21,356.73,355.95,360.74,357.27,353.66,349.23,351.50,349.83,353.90,359.74,354.22,356.84,358.17,349.10,354.46,354.99,352.60,353.09,351.49,353.58,351.72,349.92,343.94,344.63,344.03,346.71,345.63,351.98,356.99,353.76,356.81,349.38,343.17,336.35,338.13,336.07,334.45,332.06,333.62,331.74,339.70,331.24
2008-10-12 22:08:37+00:00,L7,340.56,333.95,335.89,331.21,335.82,336.03,337.87,334.96,335.22,339.73,339.60,338.51,336.60,338.34,335.41,333.41,331.15,330.71,321.08,317.44,322.59,321.76,328.09,327.59,325.51,333.73,335.05,342.23,348.83,347.94,344.91,343.18,342.19,341.46,339.88,337.75,334.63,331.14,327.96,327.32,330.69,334.69,335.81,338.58,338.94,334.28,328.69,323.73,324.40,326.06,327.42,330.37,328.89,331.19,332.43,332.62,332.73,332.14,334.78,334.26,335.99,333.85,335.63,338.37,338.45,342.25,341.37,338.07,339.30,342.74,345.08,346.32,347.19,344.72,351.81,349.50,352.04,345.02,345.31,343.94,346.18,345.36,343.61,338.38,334.70,337.71,336.68,338.20,339.75,343.17,349.49,344.99,346.04,348.02,344.25,339.86,341.01,340.36,342.38,341.11,339.59,333.27,333.92,331.97,336.72,332.11,327.26,333.40,331.56,331.10,337.81,334.63,331.57,329.86,331.70,329.38,327.39,324.70,318.51,323.18,324.84,328.83,326.98
2008-10-28 22:08:53+00:00,L7,333.36,333.11,335.17,330.56,331.82,334.95,332.64,336.10,334.36,339.84,342.70,339.00,341.36,337.65,336.44,336.25,331.96,329.80,329.79,326.12,322.60,321.51,321.87,330.11,331.74,332.04,336.21,337.24,344.78,341.66,343.51,344.29,343.46,339.60,333.46,334.89,332.16,332.38,334.20,335.99,333.10,337.49,340.23,335.03,333.95,333.17,332.07,325.12,323.68,321.71,321.11,327.44,324.65,328.48,331.68,333.40,334.79,334.15,334.60,336.13,335.42,337.74,339.84,334.81,339.04,343.74,348.79,336.87,335.41,333.42,339.94,337.67,337.21,333.76,343.31,343.48,339.97,341.73,341.11,347.64,344.31,340.17,340.15,336.79,340.15,338.13,335.40,334.73,338.90,340.09,349.69,341.13,337.40,343.51,341.86,339.96,344.34,342.56,337.26,338.16,333.90,338.75,338.86,336.91,331.91,332.03,333.87,334.77,331.52,336.63,339.50,331.94,331.42,329.86,332.61,332.79,329.04,329.29,331.58,325.06,335.35,335.24,334.30
2009-02-17 22:09:55+00:00,L7,354.94,360.30,355.75,356.56,350.85,357.35,354.60,356.60,361.36,361.59,365.80,366.63,368.09,363.15,356.90,356.23,353.29,350.36,344.12,344.58,342.75,340.76,342.98,344.64,341.45,349.30,353.65,356.18,358.01,357.91,355.12,356.10,356.48,356.60,357.83,354.34,354.62,350.59,346.89,346.26,347.56,350.38,355.39,356.82,358.04,354.01,349.52,348.12,344.29,344.14,337.41,341.78,346.31,348.99,352.83,353.66,359.24,359.10,368.17,374.07,372.33,377.90,371.85,371.06,357.18,352.00,351.33,351.00,350.47,354.03,358.53,356.66,365.50,365.33,365.01,364.43,358.55,358.67,363.07,361.44,361.05,359.81,357.07,356.28,355.73,352.65,357.25,355.85,354.33,363.08,363.06,361.84,355.08,355.62,358.07,360.31,356.94,353.87,356.10,358.52,357.96,355.43,357.24,353.29,354.62,353.52,353.90,353.89,354.79,356.58,358.11,349.02,341.83,342.83,346.38,345.32,348.16,354.35,355.45,360.10,357.14,358.01,355.33
2009-03-21 22:10:11+00:00,L7,361.64,365.85,357.92,356.04,356.31,358.37,359.27,360.88,363.88,362.97,364.36,364.27,369.18,364.26,365.98,362.08,360.36,355.98,347.86,344.15,342.83,344.66,351.20,350.30,349.36,352.70,357.94,359.89,362.13,360.55,361.03,358.20,358.66,359.44,356.47,356.74,359.37,358.20,359.01,354.59,352.78,358.14,360.52,361.62,365.38,362.18,359.21,355.51,355.37,355.39,355.77,353.01,356.67,359.83,360.99,368.42,365.93,369.77,371.32,370.62,370.70,375.39,371.90,373.71,369.75,367.20,361.16,357.41,357.02,358.85,361.40,365.42,370.69,372.04,369.19,367.08,366.66,368.95,369.18,369.18,370.45,368.97,363.88,363.74,362.29,363.89,362.22,364.34,364.23,363.27,369.16,367.13,362.39,362.11,358.28,358.84,362.62,363.79,364.85,365.37,361.67,361.56,365.88,358.75,357.84,358.16,353.67,357.83,358.64,364.03,368.67,359.45,359.49,350.66,354.33,357.42,355.42,352.59,354.99,357.82,355.73,355.46,356.48
2009-04-22 22:10:22+00:00,L7,344.65,341.25,345.32,342.79,348.09,347.33,352.14,350.86,350.57,352.54,351.84,355.13,352.19,352.03,349.26,348.84,346.12,345.32,343.84,338.77,339.68,341.99,342.12,341.61,342.22,345.11,348.58,354.26,356.71,355.32,358.11,356.71,351.99,349.78,346.55,342.88,343.17,344.34,346.60,342.96,341.43,345.51,349.55,355.44,354.55,349.14,348.47,342.85,342.80,341.38,337.09,339.16,342.29,340.19,345.22,350.61,351.64,352.91,352.36,359.82,360.34,357.64,363.82,359.37,358.40,358.13,352.96,350.75,354.39,355.08,355.00,356.51,359.25,355.76,353.44,349.38,349.17,349.89,350.01,350.75,345.40,349.59,350.47,349.57,346.99,346.51,348.20,351.46,347.56,349.81,353.15,352.57,354.68,351.11,351.09,347.49,349.96,347.10,340.70,341.85,342.89,344.81,347.01,344.61,342.01,343.94,343.92,343.02,343.37,348.62,360.16,346.66,346.44,343.15,351.63,347.49,344.40,344.54,342.74,345.08,345.95,345.68,341.30
2009-05-24 22:10:26+00:00,L7,367.89,369.26,359.12,352.27,351.69,353.01,355.20,363.87,363.19,358.46,363.17,359.02,356.73,353.69,350.91,346.05,345.70,349.14,345.47,342.19,349.48,349.88,350.87,350.72,351.24,359.14,357.89,359.45,362.56,361.61,360.40,362.38,361.81,359.74,356.45,355.61,355.45,355.23,352.66,349.90,352.53,351.38,355.70,358.27,360.46,355.23,357.07,350.69,350.16,345.38,356.62,347.52,346.24,351.99,351.24,353.07,360.40,363.22,368.01,366.68,367.27,365.45,367.64,363.50,362.42,358.97,359.20,360.14,363.69,361.23,358.19,356.91,360.15,359.99,366.10,362.66,358.83,357.89,354.42,359.09,361.40,365.75,358.71,365.70,357.40,358.32,359.76,359.57,361.87,364.77,367.45,364.69,365.53,365.43,361.43,363.94,365.59,362.93,350.95,351.34,349.05,355.09,349.97,354.25,354.19,355.25,356.22,352.20,357.40,351.44,362.22,348.45,351.75,349.50,346.19,347.59,349.10,351.38,347.80,353.03,358.83,358.74,355.11
2009-06-25 22:10:23+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.01,360.04,354.72,356.99,362.83,357.54,358.84,357.45,351.49,356.36,355.97,351.07,354.42,360.89,358.74,354.98,356.47,358.41,365.64,365.76,374.40,370.16,374.58,366.38,364.25,364.68,367.70,368.53,373.12,359.96,364.19,360.93,359.68,360.15,358.95,362.92,363.77,359.32,357.14,362.42,364.96,357.96,360.56,357.85,354.30,356.44,357.85,356.01,357.01,360.19,363.96,361.57,363.96,365.43,362.13,362.93,364.13,357.59,353.00,351.84,359.86,352.43,348.70,351.24,352.91,356.87,356.27,355.67,362.53,353.85,,346.61,343.68,349.08,347.05,347.59,347.79,349.18,346.39,351.64,352.24,352.56,322.08
2009-07-11 22:10:19+00:00,L7,,,,,,,,,,,,,,,,,,,,,,346.58,350.74,364.54,364.31,365.08,371.04,376.54,376.03,375.05,373.65,371.98,371.83,375.08,365.77,365.62,365.11,365.65,363.12,364.69,363.93,366.39,371.64,363.39,367.76,366.86,367.96,364.25,367.08,360.43,361.81,370.53,367.12,374.20,370.60,369.21,367.15,369.55,370.65,374.87,375.72,374.71,376.71,374.87,374.55,374.22,375.64,378.25,376.24,374.83,380.64,375.08,377.20,381.53,383.96,378.02,375.85,375.48,380.77,379.14,375.93,375.79,372.67,370.63,374.14,366.49,364.14,363.96,368.56,374.40,374.22,373.75,369.06,372.44,372.00,372.10,372.02,367.92,375.65,368.57,367.58,364.89,364.50,364.76,364.28,370.68,365.77,371.50,372.11,369.40,375.34,369.15,366.31,358.95,356.46,362.05,358.81,365.20,361.40,361.41,360.32,357.49,164.09
2009-08-28 22:10:09+00:00,L7,347.54,348.58,350.63,360.98,356.81,361.12,359.39,355.72,354.41,358.00,357.45,357.39,352.23,352.68,350.72,350.02,340.15,338.23,338.31,328.36,329.44,329.12,328.66,327.78,341.11,338.31,342.80,348.10,351.32,354.73,356.77,348.50,354.41,350.16,347.55,353.81,356.24,352.39,349.05,344.28,345.50,340.48,342.18,348.16,349.03,347.40,346.68,340.87,330.69,339.75,339.25,350.90,361.34,362.24,354.16,352.52,355.79,350.63,352.29,349.49,354.65,350.04,350.46,355.12,358.80,362.64,365.85,360.44,359.84,352.55,354.01,353.42,356.29,358.06,358.17,353.95,358.47,353.00,357.17,359.33,361.82,364.14,355.23,358.57,351.45,347.52,339.09,347.96,346.06,352.92,352.65,358.04,350.48,351.90,346.44,350.29,345.94,355.51,343.41,343.30,335.74,336.50,331.16,328.64,337.48,339.04,337.46,335.13,343.96,337.53,343.24,338.12,333.56,324.66,327.03,330.58,328.27,326.01,331.47,323.02,320.36,321.15,314.92
2009-09-29 22:10:06+00:00,L7,369.72,370.16,365.68,354.52,354.27,345.83,343.21,341.41,344.39,345.00,351.48,347.52,345.69,345.91,348.27,339.79,336.68,337.58,336.84,336.48,335.69,335.30,336.36,338.34,339.21,338.31,345.18,345.64,348.14,352.63,355.03,346.89,348.61,347.59,352.17,346.14,346.21,344.47,341.73,342.26,340.52,340.04,338.65,338.57,344.37,341.94,342.53,340.54,340.88,342.66,348.34,345.18,345.91,346.12,350.17,353.58,359.10,357.55,346.85,340.29,343.80,345.81,348.81,347.23,351.32,351.33,349.49,351.37,360.52,360.29,357.15,360.82,360.11,354.86,350.95,349.00,344.87,346.42,341.71,345.44,354.18,354.71,350.47,345.65,342.50,344.02,347.57,346.41,347.42,352.55,353.45,352.20,346.73,342.52,346.51,346.38,345.91,346.79,349.70,349.14,342.79,339.86,344.20,342.02,345.65,340.23,343.11,339.08,342.20,346.51,346.11,334.50,332.66,333.38,329.62,330.18,328.76,328.59,334.78,331.43,329.18,321.45,315.92
2009-12-02 22:10:48+00:00,L7,361.71,366.93,364.25,362.93,356.40,358.40,356.51,360.89,359.16,365.23,375.30,368.03,360.10,355.05,355.64,349.17,348.85,340.92,336.55,330.61,325.09,322.90,320.91,325.91,327.02,340.42,342.14,337.81,338.06,342.70,342.43,341.20,337.50,335.93,341.39,335.67,335.24,334.31,335.59,339.06,337.14,336.04,339.10,340.96,343.58,336.37,337.34,340.90,336.01,337.53,340.69,339.86,342.23,351.10,353.37,361.51,357.79,361.10,348.56,343.79,341.86,337.41,346.30,344.78,342.19,341.16,336.45,342.58,336.57,345.04,347.11,354.44,356.01,349.37,359.54,354.36,358.11,355.54,355.73,351.40,347.31,342.46,339.49,339.62,338.85,340.11,338.55,342.45,340.96,341.75,352.04,349.80,349.70,350.23,350.49,348.21,344.03,344.07,339.97,336.92,342.21,337.28,337.77,337.21,342.88,343.02,338.67,339.84,340.32,347.87,347.32,337.00,335.60,332.03,332.71,328.92,332.87,335.14,329.59,337.03,340.26,345.34,342.99
2010-01-27 22:10:50+00:00,L5,354.24,358.21,351.46,361.51,367.66,372.66,367.94,369.49,371.77,367.54,371.83,375.83,361.86,356.52,357.17,355.31,352.94,348.58,344.86,342.70,333.76,337.30,344.76,347.93,345.57,349.29,348.07,350.21,354.06,354.87,359.74,358.42,355.83,353.21,345.94,343.67,342.91,349.04,345.71,344.05,346.61,344.80,347.84,347.62,348.19,341.28,335.14,338.68,339.91,344.00,340.14,346.32,356.69,355.55,353.70,355.29,352.97,353.65,354.02,356.10,359.78,357.86,363.74,363.02,362.60,356.05,355.36,358.33,357.47,352.46,350.83,355.47,354.55,356.87,349.78,351.93,351.13,351.54,348.37,349.71,345.39,348.72,352.40,350.76,353.67,353.93,355.96,353.99,356.69,350.65,353.93,352.69,353.40,350.04,344.77,347.41,345.14,343.89,340.79,347.41,344.23,342.74,344.90,343.91,348.47,350.03,350.29,347.15,343.94,339.54,341.63,336.39,334.89,341.63,342.31,344.94,343.69,340.97,350.89,351.12,353.22,359.04,352.40
2010-04-09 22:12:12+00:00,L7,364.73,364.85,360.19,358.91,360.80,360.93,361.04,364.86,366.20,358.12,363.26,367.60,361.77,362.67,363.21,367.60,366.31,361.40,358.23,358.49,359.24,357.74,355.90,356.45,356.81,362.83,367.10,365.14,364.73,365.04,366.81,,,,361.77,359.65,355.66,354.93,347.51,339.22,341.56,350.50,349.69,347.64,359.66,357.81,356.20,349.76,351.31,351.93,,,352.29,344.39,338.50,357.97,358.75,,,,,357.60,,,411.14,415.60,,,,,,,,,,,,,,,,,,,,,364.08,356.11,359.92,360.32,364.54,368.27,365.07,363.67,362.19,369.62,365.12,357.39,351.40,291.79,258.52,,,,,355.45,355.68,351.28,354.33,346.28,348.43,344.76,350.79,339.03,346.08,352.81,354.92,353.11,351.41,357.32,361.47,357.17,357.75
2010-10-02 22:12:13+00:00,L7,381.65,381.92,381.75,379.47,378.88,379.12,378.56,373.24,367.77,373.31,375.32,368.60,366.24,367.73,368.88,369.77,357.25,349.49,359.84,358.38,357.55,357.15,358.94,365.17,363.42,363.78,368.29,373.55,372.98,372.28,376.01,379.87,381.85,377.54,373.42,361.67,358.76,358.08,363.59,359.88,356.59,358.19,358.55,356.69,356.66,361.69,365.07,368.69,361.07,358.82,363.93,370.76,361.27,365.13,358.64,358.08,362.22,358.62,358.49,367.69,370.34,368.91,373.01,376.47,378.28,375.31,365.86,363.99,365.27,367.48,373.62,370.31,373.44,371.45,373.44,365.25,366.33,374.64,368.79,365.60,366.80,367.72,367.14,368.09,364.02,362.31,367.04,365.12,362.46,369.83,373.64,373.28,371.06,371.88,368.57,367.02,367.70,364.73,360.05,359.90,361.59,369.02,372.52,371.77,368.45,360.65,364.11,360.80,357.38,359.15,364.36,358.04,358.28,362.00,358.53,351.47,340.50,346.04,348.97,345.75,353.92,357.95,359.11
2011-01-06 22:13:13+00:00,L7,358.13,354.72,350.29,345.79,342.56,348.02,343.46,345.48,346.47,350.35,348.08,349.37,340.74,343.96,344.79,342.41,341.87,338.79,337.07,342.29,342.52,334.85,334.74,334.99,342.42,342.13,340.73,340.64,344.94,345.87,344.26,345.83,350.50,354.65,356.61,347.77,343.85,344.03,335.17,335.77,335.70,339.71,336.81,332.15,334.93,339.74,345.64,343.75,342.69,342.37,343.07,343.99,348.16,354.15,351.09,354.81,353.97,348.25,348.47,339.43,338.44,341.80,344.96,339.66,348.56,349.46,349.60,348.24,349.40,349.87,349.13,347.72,347.11,346.13,346.64,347.05,345.94,346.39,344.18,346.32,345.77,338.51,343.53,340.55,344.80,347.02,343.62,349.69,348.56,349.45,352.89,357.71,357.18,356.56,353.12,353.58,352.25,346.68,347.62,345.36,343.73,341.16,345.30,342.41,338.88,340.79,340.73,341.58,344.11,340.97,341.84,336.18,333.67,338.28,331.94,328.78,326.28,330.11,332.87,336.35,336.59,337.72,337.09
2011-02-15 22:09:58+00:00,L5,356.81,359.66,353.36,357.99,351.63,353.79,364.11,361.18,361.19,357.56,356.20,355.01,360.28,356.18,343.48,350.60,355.58,358.64,358.75,351.06,351.70,359.83,359.34,355.61,356.60,351.81,352.64,354.07,346.43,345.64,349.51,344.79,349.07,346.21,347.59,351.01,350.36,347.49,346.08,346.37,341.40,347.22,346.24,340.89,335.06,336.81,333.62,335.55,333.37,335.32,338.12,342.77,346.46,356.37,359.50,363.93,363.94,358.20,341.43,339.10,336.20,345.44,345.01,346.44,345.71,349.74,351.38,350.64,353.05,350.15,357.20,353.51,340.19,342.66,343.17,344.97,343.11,342.40,339.98,351.67,349.40,345.00,347.37,344.82,347.88,350.41,341.02,347.78,348.95,355.55,355.56,351.83,352.44,360.33,356.01,357.44,354.66,357.23,356.34,349.33,336.38,340.44,342.24,345.11,338.38,339.99,345.85,349.34,345.21,339.91,351.23,347.26,348.31,327.23,329.64,328.92,328.07,327.66,324.22,323.87,338.47,348.75,345.86
2011-03-11 22:13:33+00:00,L7,384.91,379.87,377.43,379.30,377.95,371.75,367.85,369.68,376.08,370.29,364.58,375.38,370.44,369.37,375.30,379.17,378.92,382.49,379.90,378.42,372.49,375.98,377.33,374.67,371.71,372.85,372.68,371.50,371.59,377.83,375.94,376.49,375.16,377.64,373.66,371.39,369.31,357.54,354.86,349.47,342.10,346.86,359.26,359.14,193.87,197.22,181.94,,,,,,,,,367.10,352.57,362.97,375.21,374.59,376.70,372.08,382.72,377.20,379.03,378.73,372.64,376.24,375.23,373.94,371.19,374.53,373.31,375.90,376.59,373.60,367.48,370.85,,,,,,,,,,,,370.62,372.90,373.93,370.37,376.16,373.44,373.18,374.59,380.72,380.04,374.22,365.02,368.89,373.17,362.50,370.44,366.82,363.46,369.19,371.61,367.78,378.25,378.16,360.13,358.84,364.48,356.95,366.36,,,,,,
2011-03-19 22:09:50+00:00,L5,340.74,348.03,341.02,340.60,334.86,332.29,333.75,333.96,333.35,335.04,340.86,342.49,343.12,341.24,339.61,339.70,343.94,338.58,338.53,335.44,334.71,329.62,331.83,330.83,325.07,330.29,335.50,332.92,337.33,343.79,340.26,344.37,344.69,344.50,340.87,339.96,333.39,328.94,327.28,328.10,324.05,330.36,329.37,329.06,329.88,331.96,333.02,329.66,330.15,329.60,326.45,334.51,337.77,336.33,341.57,340.26,336.17,336.35,337.03,333.40,337.80,339.58,340.72,337.74,336.18,332.79,336.73,329.94,333.56,334.84,335.88,335.87,335.49,336.61,335.65,334.74,337.90,334.82,337.37,335.87,335.24,328.24,333.38,332.27,336.23,333.77,330.40,330.30,333.93,334.51,336.67,331.72,333.15,332.13,336.57,334.35,334.46,335.71,330.70,331.18,331.22,331.45,330.60,333.10,330.22,326.65,330.94,326.44,331.78,323.41,335.15,329.93,324.66,325.66,326.59,326.10,325.03,325.21,323.60,321.64,321.87,324.57,322.57
2011-03-27 22:13:34+00:00,L7,353.82,351.57,357.27,354.32,358.76,354.66,349.67,352.70,352.52,347.07,353.30,358.00,362.67,354.20,356.15,351.72,354.48,355.08,359.58,367.13,364.20,365.29,362.57,364.18,361.26,361.72,353.48,357.10,362.71,366.08,360.92,364.78,364.70,365.56,366.87,360.25,351.94,354.07,351.59,350.62,347.11,347.99,347.82,349.99,344.66,346.49,337.97,340.29,341.78,351.21,347.36,349.62,348.34,356.16,359.16,354.55,358.62,356.30,352.16,349.91,352.60,353.06,355.11,360.12,358.66,360.76,359.03,358.76,356.42,355.38,349.50,343.67,343.68,342.25,346.06,349.84,354.21,356.48,357.71,353.40,360.06,355.23,347.07,352.09,348.96,348.33,350.31,347.97,353.84,349.61,360.66,361.89,361.12,345.65,357.30,348.19,350.69,349.63,354.03,356.50,359.46,355.16,355.43,358.54,363.52,354.57,357.71,353.29,351.17,350.83,358.89,346.87,344.19,344.40,340.65,342.08,329.87,323.46,328.00,336.82,345.67,345.85,336.68
2011-04-28 22:13:36+00:00,L7,356.64,356.52,358.31,360.58,362.97,365.85,358.98,362.88,362.22,358.80,359.78,361.90,370.44,367.17,367.71,369.21,370.87,372.92,377.16,376.44,379.19,376.74,376.38,375.33,372.84,371.40,369.36,376.48,375.31,368.12,373.58,370.85,369.35,369.76,366.42,360.70,357.72,356.93,354.04,349.83,348.81,350.12,351.77,355.69,364.80,362.94,361.95,361.65,357.63,357.05,357.24,363.12,362.06,369.86,367.01,364.74,366.01,364.57,369.14,367.41,362.60,363.24,367.05,367.56,366.69,366.61,363.02,364.09,359.34,359.59,359.20,363.01,363.03,360.30,361.12,364.19,361.90,364.69,360.67,359.87,353.73,358.88,353.59,355.09,355.25,351.24,350.94,354.55,352.35,357.03,360.53,366.38,362.17,359.69,358.17,356.35,359.14,357.94,356.27,356.12,359.06,360.86,360.85,359.69,358.30,364.44,355.04,355.04,354.83,355.92,360.24,350.63,349.35,345.93,352.38,345.63,348.41,347.60,348.54,347.07,353.06,359.99,360.43
2011-05-30 22:13:35+00:00,L7,372.05,383.32,379.76,363.65,369.84,358.34,360.31,355.56,196.40,,,,,,,,,,,,,,,,,,,,,,,,,,353.94,353.05,349.67,350.23,352.41,347.78,346.90,347.86,349.98,348.24,357.24,350.10,355.21,350.35,346.92,345.33,351.28,351.07,353.33,347.85,361.61,357.39,357.70,350.93,357.79,357.60,352.63,354.87,356.77,353.41,361.98,355.09,355.69,358.35,350.66,346.35,351.22,352.21,359.53,352.83,350.61,352.24,355.30,357.54,354.44,350.74,350.51,356.01,347.60,347.66,351.43,354.27,346.00,348.15,342.09,348.84,351.42,358.55,359.07,356.22,347.37,355.70,338.57,348.15,347.02,343.11,348.28,346.15,348.69,346.50,347.48,346.02,354.90,347.46,345.22,347.02,,345.54,339.61,341.17,337.21,351.60,349.97,344.92,344.90,345.06,339.47,338.21,150.31
2011-06-15 22:13:34+00:00,L7,,,,,,,338.32,338.91,336.39,335.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.14,341.94,336.83,336.07,338.62,342.86,346.56,349.54,339.42,343.79,344.34,341.57,340.05,339.74,339.42,336.90,338.78,345.80,343.40,346.58,345.68,351.87,342.79,347.25,344.50,349.63,344.70,346.95,353.95,352.47,350.55,,343.61,334.07,343.84,343.40,355.16,342.08,351.66,342.58,344.56,344.25,342.32,341.40,341.04,334.78,342.77,338.71,339.99,333.26,331.34,338.83,344.36,339.74,344.99,340.14,343.41,340.86,343.29,344.28,335.39,335.42,338.85,335.78,344.39,338.14,339.91,335.97,342.88,339.75,328.80,333.27,330.13,340.12,337.81,335.00,330.16,345.34,332.51,334.88,330.99,338.35,330.98,329.59,326.49,153.17
2011-07-01 22:13:30+00:00,L7,,,,,,,,,,,,,,,,,366.95,364.60,365.24,361.85,362.65,368.50,371.46,364.27,364.93,360.71,360.04,366.29,360.65,364.02,360.82,359.83,367.27,361.00,355.97,349.89,351.06,356.63,347.29,351.83,345.16,348.56,343.04,345.93,355.35,356.52,350.76,347.85,351.27,352.35,357.45,349.71,351.69,352.54,348.52,357.39,351.09,361.51,366.37,368.18,361.65,357.23,356.00,355.72,345.04,349.14,345.49,350.51,354.19,354.60,344.97,351.71,352.11,355.38,352.77,351.64,347.48,345.03,346.71,347.58,350.56,348.19,353.78,352.66,351.73,348.83,345.17,346.47,341.21,347.85,359.81,359.62,357.99,355.61,353.63,348.89,351.99,346.36,356.09,354.23,340.37,342.09,334.57,344.05,341.46,348.29,347.32,351.38,356.80,346.88,,340.51,355.17,346.48,339.20,333.79,330.70,334.79,333.50,346.74,341.92,338.67,159.38
2011-07-17 22:13:30+00:00,L7,627.86,477.43,452.27,531.96,375.30,340.54,141.85,602.05,624.14,597.88,,,,624.20,582.28,522.23,430.22,373.86,311.72,301.96,266.11,,,643.25,609.20,,425.93,,,,,,,,,,,612.94,,417.02,626.43,575.64,434.87,631.74,568.85,609.74,,,,,,,,,,,,,,,,,,,183.14,564.39,507.54,58.17,,373.24,,,,,,,,575.07,632.74,,,,,,,123.60,,490.66,,,614.21,,,,,,,,,,,,,,,,,271.74,275.61,307.32,,399.85,,,,,,,,635.44,227.84,,
