dates,satname,nzd0185-0000,nzd0185-0001,nzd0185-0002,nzd0185-0003,nzd0185-0004,nzd0185-0005,nzd0185-0006
1999-09-29 21:52:52+00:00,L7,364.27,362.32,349.07,345.92,331.28,323.54,310.27
1999-10-15 21:52:49+00:00,L7,341.75,339.72,334.09,324.97,318.26,311.86,301.02
1999-10-22 21:58:52+00:00,L7,370.60,361.09,353.20,343.50,331.67,327.39,311.93
1999-11-16 21:52:44+00:00,L7,354.81,343.60,340.36,332.52,321.30,314.60,312.16
1999-12-09 21:58:57+00:00,L7,350.29,345.63,346.71,336.08,325.75,316.80,308.42
2000-03-14 21:58:35+00:00,L7,362.31,356.72,345.77,336.76,330.10,323.93,313.10
2000-03-30 21:58:33+00:00,L7,365.35,359.10,348.34,342.51,329.38,331.84,316.87
2000-05-01 21:58:18+00:00,L7,367.57,356.88,353.67,341.67,331.44,335.98,323.92
2000-08-05 21:57:08+00:00,L7,337.85,320.77,318.52,305.06,301.32,297.88,292.72
2000-12-11 21:56:24+00:00,L7,340.51,324.01,325.71,315.92,298.13,305.70,300.52
2000-12-20 21:50:16+00:00,L7,,,,,,,
2001-06-05 21:55:40+00:00,L7,353.89,362.90,350.05,348.62,332.06,331.91,325.87
2001-06-21 21:55:29+00:00,L7,365.93,359.63,346.88,336.06,327.16,323.98,317.21
2001-08-24 21:54:48+00:00,L7,,356.43,348.52,336.67,335.77,325.36,312.91
2001-09-09 21:54:36+00:00,L7,343.18,336.04,335.79,320.08,313.67,317.52,310.42
2001-09-25 21:54:28+00:00,L7,342.53,338.44,337.46,323.46,317.01,315.62,308.68
2001-10-11 21:54:09+00:00,L7,347.89,336.56,337.03,324.97,320.99,319.83,317.86
2002-01-24 21:48:42+00:00,L7,356.91,354.57,355.27,342.05,331.33,317.09,305.49
2002-02-16 21:54:54+00:00,L7,314.11,324.28,317.73,313.65,307.05,306.52,286.94
2002-02-25 21:48:47+00:00,L7,361.77,356.91,350.10,345.31,330.02,,307.96
2002-03-13 21:48:44+00:00,L7,,,495.65,,,,
2002-03-20 21:54:48+00:00,L7,537.28,357.65,348.69,344.55,327.27,322.60,312.75
2002-04-05 21:54:49+00:00,L7,284.33,246.12,277.53,,,,
2002-05-16 21:48:34+00:00,L7,454.71,,624.30,,,,573.59
2002-06-01 21:48:28+00:00,L7,,,,,,,
2002-08-20 21:47:58+00:00,L7,440.84,,651.12,,,,
2002-08-27 21:54:00+00:00,L7,346.19,355.49,348.51,345.80,334.41,331.37,326.57
2002-10-07 21:47:33+00:00,L7,342.57,344.23,342.23,329.00,320.30,,
2002-10-14 21:53:43+00:00,L7,351.85,344.76,347.35,334.99,324.41,320.17,304.66
2002-10-23 21:47:39+00:00,L7,365.46,355.47,347.00,342.52,325.07,315.36,300.17
2002-11-08 21:47:44+00:00,L7,368.15,363.18,354.83,345.47,,,
2002-12-01 21:54:16+00:00,L7,364.89,350.21,336.39,330.39,327.18,328.09,334.78
2002-12-26 21:48:11+00:00,L7,,,,,,124.09,153.12
