dates,satname,sar1392-0000,sar1392-0001,sar1392-0002,sar1392-0003
1984-05-06 09:33:27+00:00,L5,208.79,228.47,226.29,220.38
1984-06-07 09:34:18+00:00,L5,,,,
1984-08-26 09:36:09+00:00,L5,221.19,216.73,224.76,230.00
1984-09-11 09:36:14+00:00,L5,218.25,229.20,236.52,226.59
1985-05-25 09:36:15+00:00,L5,,,,
1985-07-12 09:36:05+00:00,L5,,,,
1985-07-28 09:35:58+00:00,L5,219.33,227.11,232.61,224.64
1985-08-13 09:35:48+00:00,L5,219.30,222.01,232.61,231.00
1985-08-29 09:35:38+00:00,L5,220.32,223.89,233.57,227.64
1985-12-03 09:34:19+00:00,L5,219.15,222.73,225.12,222.71
1986-01-04 09:33:44+00:00,L5,193.51,264.75,276.36,215.40
1986-01-20 09:33:24+00:00,L5,229.38,293.17,211.20,207.08
1986-05-12 09:30:53+00:00,L5,219.31,231.61,228.69,221.19
1986-05-28 09:30:26+00:00,L5,215.17,224.34,224.35,225.62
1986-07-15 09:28:53+00:00,L5,,,,
1986-09-17 09:26:37+00:00,L5,214.01,227.90,231.43,222.80
1986-12-22 09:25:09+00:00,L5,204.04,227.51,235.44,214.64
1987-01-07 09:25:37+00:00,L5,,,,
1987-01-23 09:26:04+00:00,L5,214.19,232.78,224.59,222.36
1987-03-28 09:28:28+00:00,L5,208.98,226.73,223.64,218.86
1987-04-29 09:29:30+00:00,L5,205.15,226.90,224.92,218.80
1987-06-16 09:30:43+00:00,L5,208.75,228.12,229.60,218.49
1987-07-02 09:31:03+00:00,L5,214.46,229.16,231.17,223.62
1987-07-18 09:31:20+00:00,L5,223.11,235.04,214.28,223.70
1987-08-19 09:32:18+00:00,L5,213.97,231.72,232.86,225.49
1987-09-04 09:32:43+00:00,L5,,,,
1987-09-20 09:33:05+00:00,L5,209.12,229.89,235.60,219.49
1987-10-06 09:33:26+00:00,L5,,,,
1987-11-07 09:34:02+00:00,L5,,,,
1988-01-10 09:35:05+00:00,L5,217.37,224.35,226.03,231.53
1988-02-11 09:35:41+00:00,L5,216.65,222.20,236.31,233.44
1988-03-14 09:36:03+00:00,L5,204.68,235.43,230.21,221.32
1988-04-15 09:36:14+00:00,L5,209.18,235.88,236.07,217.18
1988-06-02 09:36:38+00:00,L5,,,,
1988-06-18 09:36:43+00:00,L5,,,,
1988-07-04 09:36:48+00:00,L5,,,,
1988-07-20 09:36:51+00:00,L5,,,,
1988-08-05 09:36:52+00:00,L5,223.09,217.13,222.22,231.97
1988-08-21 09:36:53+00:00,L5,221.31,222.11,222.58,229.15
1988-09-22 09:36:50+00:00,L5,,,,
1988-10-24 09:36:41+00:00,L5,195.83,228.29,252.08,211.19
1988-12-11 09:36:33+00:00,L5,215.41,226.30,230.57,228.06
1988-12-27 09:36:27+00:00,L5,,,,
1989-01-12 09:36:20+00:00,L5,208.57,235.07,227.88,211.33
1989-01-28 09:36:07+00:00,L5,216.65,231.24,232.47,221.13
1989-03-17 09:35:16+00:00,L5,213.08,228.08,230.11,218.22
1989-05-20 09:34:32+00:00,L5,213.45,228.72,231.38,219.19
1989-06-21 09:33:55+00:00,L5,209.19,230.37,229.36,214.96
1989-07-07 09:33:39+00:00,L5,,,,
1989-07-23 09:33:21+00:00,L5,,,,
1989-08-24 09:32:39+00:00,L5,216.50,217.15,229.45,230.73
1989-09-25 09:31:52+00:00,L5,213.48,224.20,233.22,227.21
1989-10-27 09:30:51+00:00,L5,203.48,233.54,235.80,212.54
1989-11-12 09:30:31+00:00,L5,208.68,221.55,230.73,226.51
1989-11-28 09:30:04+00:00,L5,,,,
1989-12-14 09:29:38+00:00,L5,195.66,242.04,245.31,203.28
1989-12-30 09:29:08+00:00,L5,,,,
1990-01-31 09:28:06+00:00,L5,217.54,219.03,229.44,225.28
1990-03-04 09:27:02+00:00,L5,216.70,216.78,232.62,228.13
1990-04-21 09:26:22+00:00,L5,213.44,231.14,229.68,217.10
1990-05-07 09:26:19+00:00,L5,203.26,238.31,233.43,210.41
1990-06-08 09:26:19+00:00,L5,,,,
1990-06-24 09:26:18+00:00,L5,,,,
1990-07-10 09:26:16+00:00,L5,215.77,234.84,230.23,217.95
1990-07-26 09:26:12+00:00,L5,,,,
1990-08-11 09:26:07+00:00,L5,,,,
1990-09-12 09:25:59+00:00,L5,210.39,220.87,232.53,224.80
1990-09-28 09:25:50+00:00,L5,215.10,218.72,232.62,229.23
1991-01-02 09:26:01+00:00,L5,223.94,217.08,233.92,254.10
1991-03-23 09:27:43+00:00,L5,208.98,229.77,227.75,213.89
1991-05-26 09:28:46+00:00,L5,228.62,227.01,223.66,229.19
1991-06-11 09:28:57+00:00,L5,,,,
1991-06-27 09:29:13+00:00,L5,216.45,229.96,224.82,215.80
1991-07-13 09:29:21+00:00,L5,208.86,223.05,231.69,222.02
1991-07-29 09:29:36+00:00,L5,215.30,234.76,225.38,213.77
1991-08-14 09:29:39+00:00,L5,216.70,227.62,243.13,224.66
1991-08-30 09:29:49+00:00,L5,,,,
1991-10-01 09:30:07+00:00,L5,,,,
1991-10-17 09:30:18+00:00,L5,,,,
1991-11-02 09:30:16+00:00,L5,221.78,223.07,224.45,222.06
1991-12-04 09:30:36+00:00,L5,,,,
1992-01-05 09:30:23+00:00,L5,215.62,230.03,241.09,254.60
1992-02-22 09:30:17+00:00,L5,213.07,235.94,232.36,220.39
1992-03-09 09:30:19+00:00,L5,226.10,240.18,228.82,251.70
