dates,satname,nzd0203-0000,nzd0203-0001,nzd0203-0002,nzd0203-0003,nzd0203-0004,nzd0203-0005,nzd0203-0006,nzd0203-0007,nzd0203-0008
1999-09-13 21:52:41+00:00,L7,334.78,344.60,349.07,349.22,344.32,339.45,340.22,346.14,349.54
1999-09-29 21:52:52+00:00,L7,356.98,365.64,376.52,375.91,378.71,380.35,371.93,374.26,404.98
1999-10-15 21:52:49+00:00,L7,342.60,347.00,359.14,362.95,359.90,360.91,341.46,347.99,386.69
1999-10-22 21:58:52+00:00,L7,366.60,368.50,375.20,380.54,382.77,379.42,370.78,370.17,377.98
1999-12-02 21:52:40+00:00,L7,359.79,361.27,369.63,378.09,373.05,376.36,376.41,374.96,380.37
2000-02-04 21:52:37+00:00,L7,369.94,361.60,372.85,384.66,387.32,383.76,379.64,387.21,393.76
2000-02-20 21:52:29+00:00,L7,362.80,360.22,364.84,373.95,376.44,376.79,375.10,371.70,403.22
2000-03-07 21:52:24+00:00,L7,364.87,365.25,367.79,368.40,365.72,362.72,357.46,357.76,392.11
2000-03-14 21:58:35+00:00,L7,366.95,371.05,383.80,384.41,383.62,374.17,371.98,370.93,375.84
2000-03-30 21:58:33+00:00,L7,375.23,382.80,386.67,391.44,380.13,370.76,363.91,360.26,364.80
2000-04-24 21:52:10+00:00,L7,376.88,384.56,390.83,388.73,377.62,376.88,366.51,370.63,405.28
2000-05-01 21:58:18+00:00,L7,371.06,378.97,383.49,382.44,380.64,371.16,368.90,370.90,381.15
2000-05-17 21:58:07+00:00,L7,372.18,381.54,387.98,385.71,386.85,380.90,375.05,379.08,406.00
2000-05-26 21:51:48+00:00,L7,361.85,364.99,376.65,367.92,369.75,360.23,361.92,369.81,369.62
2000-07-29 21:51:02+00:00,L7,380.73,381.61,391.33,379.60,382.21,375.56,370.37,367.89,409.33
2000-08-05 21:57:08+00:00,L7,352.62,342.94,356.13,353.77,342.06,335.52,343.12,338.37,388.38
2000-08-14 21:50:56+00:00,L7,373.59,381.69,385.56,386.03,381.07,372.10,368.80,365.89,407.78
2000-09-15 21:50:25+00:00,L7,351.74,356.95,363.87,357.79,361.70,349.72,357.23,372.64,380.18
2000-10-24 21:56:17+00:00,L7,370.39,365.31,364.73,370.59,378.08,372.56,361.99,360.26,366.46
2000-11-09 21:56:21+00:00,L7,360.85,362.58,361.00,369.77,370.82,360.60,357.62,360.69,395.27
2000-11-18 21:50:10+00:00,L7,372.48,383.32,386.44,399.33,381.42,372.02,362.74,359.03,405.80
2001-01-05 21:50:16+00:00,L7,360.42,360.06,371.76,379.70,369.79,359.89,358.39,368.83,370.54
2001-03-10 21:50:10+00:00,L7,347.39,359.02,363.19,365.39,365.22,361.87,355.35,352.12,398.81
2001-03-26 21:50:01+00:00,L7,,,386.56,389.92,380.88,368.72,363.94,362.84,404.27
2001-06-21 21:55:29+00:00,L7,370.11,377.75,384.73,383.86,379.38,378.85,373.19,372.87,409.95
2001-06-30 21:49:12+00:00,L7,357.09,367.04,379.35,372.03,372.20,376.22,366.71,360.44,406.90
2001-09-09 21:54:36+00:00,L7,367.30,369.93,379.03,369.27,363.36,360.12,343.46,354.31,403.42
2001-10-11 21:54:09+00:00,L7,355.25,358.89,362.50,366.32,361.63,366.70,357.65,360.22,366.64
2001-11-05 21:48:14+00:00,L7,332.56,342.24,348.90,349.46,340.92,345.04,346.25,341.07,383.36
