dates,nzd0203-0000,nzd0203-0001,nzd0203-0002,nzd0203-0003,nzd0203-0004,nzd0203-0005,nzd0203-0006,nzd0203-0007,nzd0203-0008,satname
1999-09-13 21:52:41+00:00,344.40,354.23,357.18,357.33,352.88,,346.64,353.14,,L7
1999-09-29 21:52:52+00:00,356.56,365.81,371.80,371.56,371.01,389.30,363.20,367.98,409.68,L7
1999-10-15 21:52:49+00:00,353.91,361.54,369.26,370.38,369.09,377.39,357.29,362.77,399.38,L7
1999-10-22 21:58:52+00:00,355.05,361.25,369.04,371.21,370.70,376.00,359.31,363.14,391.17,L7
1999-12-02 21:52:40+00:00,354.65,359.90,368.02,371.45,369.97,374.81,361.83,364.52,387.79,L7
2000-02-04 21:52:37+00:00,357.34,360.33,368.95,373.77,372.99,376.73,364.89,368.41,389.06,L7
2000-02-20 21:52:29+00:00,359.16,361.35,369.23,374.67,374.41,377.66,367.04,369.63,391.90,L7
2000-03-07 21:52:24+00:00,360.81,362.78,369.84,374.68,374.15,376.34,366.47,368.83,392.36,L7
2000-03-14 21:58:35+00:00,363.11,364.37,372.74,377.63,377.54,375.68,369.29,370.68,390.09,L7
2000-03-30 21:58:33+00:00,363.25,364.37,372.20,377.77,375.81,372.85,366.86,367.37,384.21,L7
2000-04-24 21:52:10+00:00,368.69,370.16,377.16,381.91,378.25,374.97,370.56,370.95,388.16,L7
2000-05-01 21:58:18+00:00,368.00,370.28,377.12,381.15,377.68,373.74,369.70,370.23,386.89,L7
2000-05-17 21:58:07+00:00,368.22,371.28,378.12,381.45,378.47,374.35,370.12,371.03,388.91,L7
2000-05-26 21:51:48+00:00,367.43,370.50,377.85,379.97,377.47,372.82,369.20,370.80,386.93,L7
2000-07-29 21:51:02+00:00,369.32,372.34,379.85,379.95,378.21,372.59,368.47,369.94,389.74,L7
2000-08-05 21:57:08+00:00,368.16,371.03,378.65,377.33,374.18,368.19,365.19,365.47,389.43,L7
2000-08-14 21:50:56+00:00,368.52,371.88,379.17,378.02,374.70,368.45,365.43,365.42,391.05,L7
2000-09-15 21:50:25+00:00,367.38,371.84,379.39,376.16,372.62,365.07,363.27,365.40,389.86,L7
