,dates,mex0309-0000,mex0309-0001,mex0309-0002,mex0309-0003,mex0309-0004,mex0309-0005,mex0309-0006,mex0309-0007,mex0309-0008,mex0309-0009,mex0309-0010,mex0309-0011,mex0309-0012,mex0309-0013,mex0309-0014,mex0309-0015,mex0309-0016,mex0309-0017,mex0309-0018,mex0309-0019,mex0309-0020,mex0309-0021,mex0309-0022
0,1985-09-24 16:53:30+00:00,176.58958296541476,171.9846342660245,168.418132616516,192.05024202110198,,,,,,132.76278440920908,145.98396866776724,148.32436078215557,153.39786094456355,170.99294449962875,182.37498452217744,175.90244617017743,179.68196009445433,182.68181037265373,193.28728196188172,,,183.07158554898027,177.69811867820843
1,1986-03-19 16:50:19+00:00,190.8875412630164,159.47860411639465,183.31521844339557,207.36319408533905,263.3305570647057,261.79055847686504,223.80037579769555,202.36695854355992,179.8040640161969,160.42125122563067,156.0683201873868,153.8091757605554,159.86527059853327,167.75389097812558,189.41780926265466,164.40487410835925,150.15532455023902,157.45585688729233,154.02639381730683,149.05035843683018,150.71940469635885,165.35406067031565,154.7619334893665
2,1986-04-20 16:49:38+00:00,184.5378693992987,178.4512379407093,182.077326780591,195.72949223216457,228.36153874509074,233.18454246944862,214.03870391155817,201.62782850663615,198.9564782455489,194.970693880025,183.4525791811675,176.59035885559223,171.7685730666875,169.71235678115102,179.77163253384194,154.1856117932796,151.36249895249057,158.2511627588034,152.077206293095,147.89196517488213,149.96015109953788,177.31696355438567,170.6892612988151
3,1987-09-14 16:51:10+00:00,157.4735963316771,158.8370176146234,162.80881343631305,179.8762588926868,,,,,,,136.12548516669622,147.26382394056716,163.56447324045195,171.4947869086409,175.95211409441788,149.01787210665043,153.55668471998442,157.96180622926886,169.3936703662602,175.9913216466898,182.57291733296717,191.6863759436684,191.84367129389526
4,1990-02-10 16:45:58+00:00,208.12686627943768,162.76199264619385,176.94191621763497,203.13740054751122,240.40065429047303,232.51868417744006,206.74187827958917,182.77112688821734,178.71312158176192,167.08638493417263,159.7848351118987,149.976033607652,161.09028213117227,164.55963364506758,185.842591423729,180.10996882405783,158.5357019711177,156.32926230092255,163.16987194505776,158.14471844647386,156.31547736297995,180.63234008778653,174.619050137849
5,1990-04-15 16:44:33+00:00,196.58271513811766,178.85054680663893,179.94536036330203,194.21515313460912,218.9728332561449,221.6377005907662,216.21016435746975,185.32080873654576,178.7151177581146,178.9172453357803,178.98025073725265,173.5976569361772,178.63793539091515,181.71417151712186,183.0898309808801,161.78009004252112,161.44157768744356,161.8546641444304,157.57106752303065,151.66917904941792,151.50435887505301,171.7646555931505,180.05656017934015
6,1993-01-17 16:45:59+00:00,204.19438405253945,172.96714380105465,183.34835452224144,204.6273492309317,246.51619635131487,238.88907431987656,211.32447455296133,187.08063341235865,176.2712577332424,171.28315961673636,170.90295168086936,163.5507571299795,170.58945575329966,175.890406977817,196.13920236514895,180.54825702275878,155.64503942991612,163.6273297326901,164.54144542832236,158.57397554744324,154.97617358046733,174.96223688343736,177.52114849512117
7,1993-02-02 16:46:10+00:00,204.1925625919291,177.08671149983905,191.99913444270192,214.0935145312343,256.99453020296346,254.40038177724915,229.35642630652154,208.71445562434536,195.9620777892575,180.49928806393734,177.2388976604248,166.45661184761644,164.95466361292353,185.04161379284403,185.1313415794682,162.87299437983324,142.0647944178431,156.4077565761151,161.37563407643918,161.98662021958597,162.0678622426576,176.46368849677683,181.36072642022043
8,1993-02-18 16:46:17+00:00,183.5781556662605,173.4199196816411,178.495434286322,193.2131986601755,228.60871834369013,224.95966983378764,214.69250549736446,193.67445392064292,180.3959893888087,171.75614234824502,168.16527460680277,156.18361207111667,159.63453530436755,169.97246304667942,183.09457033823145,161.25999789092774,153.63412654932029,156.77250858288517,157.35581956265793,154.6932606568447,158.0133524384599,174.58663932671845,166.49244784204396
9,1993-03-22 16:46:29+00:00,177.3742196311035,153.99240346894462,163.24547330640124,183.26642874514536,222.39163662376654,223.15682662629467,207.56463857726587,192.27331555591837,176.52872936826006,165.13485536581845,155.28892626499544,146.17998521459722,147.6914269750386,164.7870102830594,183.03401771979367,166.838301034062,145.04665867900533,151.2915574137881,143.57645605305203,143.02705461934218,140.58091105849337,162.78759179497433,156.6461408803188
10,1993-04-07 16:46:35+00:00,179.05722673005567,161.66078124071876,173.12780418628307,187.45284326866926,217.5653865474999,224.1411244608982,210.24618524928317,186.98965795097743,186.31805740072787,179.51142981810574,169.08487511983677,154.5247514345163,160.73628899841412,165.79274984252746,183.65444781588428,166.54496404574542,155.482538462013,162.81283352289663,155.51632040643983,147.64614266627103,148.1142364354821,168.9989773430995,159.14146199633063
11,1993-04-23 16:46:44+00:00,178.64852729301873,157.4052093219018,159.9100691495724,183.63621967707655,221.48438380997897,225.9202531571559,211.44168076544636,189.89384265859582,179.5277289623446,170.23069289013176,169.9878093045658,155.14238809274482,152.3141053676934,160.18998513660154,181.49861249009865,156.47651696725669,141.81648879308693,154.8583630361123,146.188207771887,143.05804870661754,143.49100480915064,166.33639344675692,155.94915398573795
12,1993-05-09 16:46:47+00:00,180.76645959529583,153.1605788062061,172.35534594077365,188.2179074155412,220.3747789130685,224.40329198401298,208.47289214758894,187.34990354983842,187.41505309308744,183.40526169046365,178.39870557131798,171.23467373103065,164.86711861725183,164.44393037379746,181.05198806225178,159.69947516786704,147.34707932277036,157.74129609715203,153.62737098293877,148.50137322333887,143.95842978347105,163.8079691006149,161.99876826329103
13,1993-06-10 16:46:51+00:00,185.65667101128838,179.16841827329358,195.01190715495576,196.38291682878142,207.8806086673619,205.9837348045992,202.79564146611256,189.6211929884522,188.56042623637825,185.95366965569656,188.64017539251634,185.2636399986008,184.6403196273056,190.46220996912655,195.76441374644176,172.35588721439848,162.03540912361674,160.4376691881376,157.22059387139126,155.77084226031604,149.86351552067106,175.74909553796766,169.26641475729252
14,1993-06-26 16:46:46+00:00,179.29416430547593,177.60441896095563,176.49308790724223,191.19874389677403,179.38750362812382,184.38550210396764,185.94720381654315,174.990076758386,174.2484732223363,190.5277616897568,194.28248942481378,193.8005108892266,196.38175786978763,198.2563847689495,193.83507986098672,178.7296548026585,168.18292609420988,173.5771987419504,165.3648062435567,158.18664337076996,150.84178795183277,171.49264369296787,159.98576137692842
