dates,nzd0069-0000,nzd0069-0001,nzd0069-0002,nzd0069-0003,nzd0069-0004,nzd0069-0005,nzd0069-0006,nzd0069-0007,nzd0069-0008,nzd0069-0009,nzd0069-0010,nzd0069-0011,nzd0069-0012,nzd0069-0013,nzd0069-0014,nzd0069-0015,nzd0069-0016,nzd0069-0017,satname
1999-08-26 22:04:44+00:00,,275.00,284.91,,278.14,268.17,293.65,264.60,287.04,265.03,,266.24,280.78,,,,,,L7
1999-10-04 22:10:38+00:00,,275.00,284.91,,278.14,268.17,293.65,264.60,287.04,265.03,292.38,274.81,284.17,300.43,298.69,303.33,285.60,286.37,L7
1999-11-14 22:04:42+00:00,332.70,275.00,297.16,,278.14,285.91,293.73,281.25,293.21,281.21,292.38,274.81,284.17,300.43,298.69,303.33,285.60,286.37,L7
2000-03-28 22:10:31+00:00,333.10,313.88,313.62,314.84,308.07,300.99,295.12,302.42,299.85,297.57,291.76,283.75,287.74,293.70,289.96,291.27,287.29,290.39,L7
2000-04-29 22:10:17+00:00,324.19,313.88,314.33,300.40,306.73,301.45,294.41,296.69,293.46,297.57,291.15,281.61,283.58,282.55,282.33,276.77,287.59,296.96,L7
2000-05-31 22:09:54+00:00,311.08,313.88,305.29,300.40,306.73,296.48,290.75,285.55,285.68,277.32,271.53,279.63,280.91,274.11,279.20,273.86,281.43,295.09,L7
2000-06-16 22:09:26+00:00,315.84,319.78,298.32,302.79,304.77,298.96,292.38,284.71,287.91,276.80,270.69,285.75,284.74,275.06,279.72,277.27,283.31,300.46,L7
2000-09-04 22:08:46+00:00,320.30,319.78,304.70,305.50,308.74,301.79,297.23,291.10,290.36,279.33,276.12,285.50,287.45,275.06,282.51,283.85,288.54,311.53,L7
2000-11-23 22:08:18+00:00,320.54,306.94,297.36,306.32,304.32,301.29,296.99,287.78,288.56,269.00,271.12,287.56,284.42,261.26,279.32,288.56,288.06,312.34,L7
2000-12-18 22:02:14+00:00,338.10,288.19,300.77,305.70,306.04,305.01,303.95,316.67,291.80,271.67,292.42,285.24,282.94,248.63,281.53,310.16,297.10,320.72,L7
2001-03-08 22:02:09+00:00,,295.27,289.72,297.75,293.79,295.96,304.24,285.75,283.42,256.44,,285.99,267.62,248.63,269.40,,284.71,285.60,L7
