dates,nzd0019-0000,nzd0019-0001,nzd0019-0002,nzd0019-0003,nzd0019-0004,nzd0019-0005,nzd0019-0006,nzd0019-0007,nzd0019-0008,nzd0019-0009,nzd0019-0010,nzd0019-0011,satname
1999-08-17 22:10:26+00:00,396.62,388.90,385.25,397.18,420.84,420.92,403.47,405.70,400.98,398.15,392.87,,L7
1999-09-27 22:04:25+00:00,,,,,,,,,,,404.68,387.96,L7
1999-10-13 22:04:24+00:00,,,,406.26,428.46,431.08,414.23,407.80,409.18,408.06,406.64,386.18,L7
1999-11-14 22:04:18+00:00,,,,,,,,,414.72,413.26,403.25,395.77,L7
1999-11-21 22:10:24+00:00,390.26,388.47,397.00,402.17,418.70,422.37,410.82,412.64,413.12,412.72,403.72,380.04,L7
2000-02-09 22:10:19+00:00,417.59,416.18,416.61,431.22,442.89,450.55,437.58,433.80,436.86,432.08,434.25,418.00,L7
2000-04-29 22:09:53+00:00,413.86,410.34,413.11,422.28,442.95,443.99,432.94,435.06,433.27,435.90,422.33,,L7
2000-05-15 22:09:42+00:00,401.63,398.24,403.91,417.64,428.22,432.98,423.73,421.96,420.35,418.16,413.88,,L7
2000-08-03 22:08:44+00:00,397.98,394.05,387.55,401.33,414.64,423.53,412.81,407.98,413.31,409.43,,,L7
2000-08-19 22:08:38+00:00,395.35,383.67,386.52,393.02,407.91,416.56,405.25,397.63,403.50,398.13,397.14,373.61,L7
2000-09-20 22:08:03+00:00,402.35,402.92,403.09,406.93,424.19,431.00,417.35,416.41,417.55,413.22,407.88,396.66,L7
2000-10-06 22:07:59+00:00,412.63,405.82,405.26,413.80,430.82,436.31,428.56,425.53,422.37,420.35,412.45,403.63,L7
2000-11-07 22:07:53+00:00,402.57,402.81,400.71,402.32,428.21,433.14,425.43,420.35,412.52,411.34,399.02,381.02,L7
2001-01-26 22:08:07+00:00,417.11,416.55,417.22,434.27,449.00,451.99,442.51,434.09,432.06,432.41,427.38,422.46,L7
2001-02-11 22:08:01+00:00,404.22,400.34,399.44,406.53,434.53,445.49,427.49,420.95,419.87,420.32,419.58,402.47,L7
2001-06-03 22:07:16+00:00,,408.55,416.52,419.27,433.76,440.17,429.75,428.22,427.77,423.81,,,L7
2001-06-19 22:07:05+00:00,,402.77,404.67,414.07,425.64,,424.41,420.64,421.68,419.61,,,L7
2001-11-03 21:59:47+00:00,,,,,,,,,,,,387.11,L7
2001-11-19 21:59:56+00:00,,,,,438.48,444.73,432.80,429.81,427.22,421.91,418.21,409.70,L7
2002-01-22 22:00:16+00:00,,415.92,423.08,425.79,445.18,446.37,434.98,431.40,425.61,431.24,427.30,421.43,L7
2002-01-29 22:06:21+00:00,406.96,399.12,405.69,407.09,432.29,438.35,419.99,417.95,418.83,413.36,410.69,394.14,L7
2002-02-14 22:06:29+00:00,413.23,412.23,413.13,419.99,441.68,450.66,439.64,432.84,432.29,427.51,421.35,411.03,L7
2002-04-03 22:06:21+00:00,428.59,418.14,427.16,427.90,452.42,451.36,437.03,437.56,414.17,408.40,,,L7
2002-06-22 22:06:03+00:00,,396.87,397.59,400.68,425.15,,420.64,413.88,408.01,405.00,,,L7
2002-07-24 22:05:50+00:00,,,,407.24,418.05,,,391.31,389.52,378.30,,,L7
2002-08-09 22:05:46+00:00,390.89,392.24,387.78,398.07,414.00,421.61,408.73,404.46,406.06,403.68,392.76,,L7
2002-10-28 22:05:22+00:00,409.37,404.31,406.69,421.59,432.02,440.77,427.97,424.47,421.64,417.05,411.70,402.91,L7
2002-11-13 22:05:30+00:00,414.38,408.07,414.03,418.48,436.53,438.77,428.99,429.38,427.58,424.59,418.77,415.35,L7
2002-12-08 21:59:39+00:00,,400.47,410.84,410.49,430.12,436.84,419.14,,,,,,L7
2002-12-31 22:05:56+00:00,401.76,399.50,404.18,408.97,425.56,431.50,418.36,418.36,415.67,413.66,406.34,395.16,L7
2003-01-16 22:06:02+00:00,403.19,404.40,404.92,407.83,426.79,435.73,425.47,422.81,419.96,418.93,412.99,405.16,L7
2003-03-21 22:06:15+00:00,415.26,411.04,414.09,419.78,439.65,448.83,432.13,428.44,431.03,424.14,428.83,421.20,L7
2003-05-08 22:06:20+00:00,404.87,403.90,405.98,414.47,430.88,437.45,429.82,425.22,426.75,422.21,422.58,,L7
2003-05-24 22:06:17+00:00,,399.31,402.15,407.53,424.50,,424.22,420.07,419.12,418.34,,,L7
2003-07-28 21:48:04+00:00,402.36,393.12,400.48,402.32,418.47,425.99,412.00,410.41,410.28,409.24,406.84,396.29,L5
2003-08-20 21:54:39+00:00,392.75,388.84,394.70,395.40,416.36,422.05,413.68,414.84,411.33,409.06,404.23,391.60,L5
2003-08-28 22:05:57+00:00,,,,,,,,412.41,412.71,408.22,406.31,,L7
2003-08-29 21:48:38+00:00,407.69,414.88,414.76,408.00,426.18,432.86,422.03,420.07,423.36,415.76,420.14,411.77,L5
2003-09-30 21:49:06+00:00,,,400.54,409.96,432.92,438.49,423.52,419.13,416.26,408.30,408.96,396.79,L5
2003-11-16 22:06:11+00:00,,,,,,,,,417.17,410.30,403.20,391.42,L7
2003-12-18 22:06:24+00:00,401.20,401.30,411.74,416.68,438.71,437.60,424.42,419.48,417.67,,,,L7
2003-12-19 21:50:03+00:00,413.47,413.46,419.44,425.30,444.09,447.73,437.16,437.09,435.23,432.67,418.58,408.97,L5
2004-02-04 22:06:41+00:00,,,,,,427.42,419.51,416.28,415.06,408.64,406.82,396.05,L7
2004-03-07 22:06:48+00:00,407.04,407.82,408.31,406.63,430.18,427.33,413.24,407.43,414.56,410.53,415.49,,L7
2004-04-08 22:06:49+00:00,,,,,,,,422.55,423.55,413.85,411.46,398.37,L7
2004-04-16 21:57:19+00:00,409.13,404.34,408.86,413.78,436.21,438.18,425.15,425.98,426.16,423.35,417.65,411.45,L5
2004-05-18 21:58:14+00:00,404.93,404.05,400.55,402.26,424.69,429.01,416.78,411.67,415.18,410.80,405.43,,L5
2004-06-11 22:06:38+00:00,,400.76,407.50,414.70,426.35,,423.69,420.58,420.79,417.74,,,L7
2004-06-12 21:52:47+00:00,,404.92,403.61,406.59,420.28,427.96,416.26,422.03,419.14,415.69,,,L5
2004-07-29 22:06:27+00:00,398.39,394.06,393.85,395.95,412.20,416.26,409.84,406.14,405.22,405.11,,,L7
2004-07-30 21:54:04+00:00,,,,,,422.42,410.64,410.72,411.26,411.25,405.54,396.48,L5
2004-08-06 22:00:22+00:00,,,395.10,400.44,417.13,423.56,411.94,414.08,407.64,409.40,404.80,,L5
2004-08-30 22:06:20+00:00,405.32,406.87,405.73,407.23,428.13,435.41,417.16,415.76,418.05,411.01,409.96,,L7
2004-09-16 21:55:17+00:00,409.37,400.58,404.38,411.05,430.00,434.81,419.97,416.72,418.63,418.09,418.97,404.02,L5
2004-10-10 21:59:56+00:00,,,,,,,,,422.94,419.03,,,L7
2004-10-17 22:06:14+00:00,399.29,392.76,388.90,393.73,417.79,423.16,412.38,407.87,,,,,L7
2004-10-18 21:55:59+00:00,409.14,405.42,410.33,414.61,436.88,444.86,427.35,418.92,419.52,412.87,408.90,399.61,L5
2004-11-02 22:06:28+00:00,,,,,,441.34,427.89,426.58,425.13,420.34,414.91,408.91,L7
2004-11-03 21:56:19+00:00,417.82,407.48,413.33,421.41,441.65,442.85,431.16,428.90,427.96,422.86,419.52,410.91,L5
2004-11-11 22:00:21+00:00,404.91,406.02,409.06,412.53,431.44,436.65,426.10,424.13,428.86,,,,L7
2005-01-13 22:03:41+00:00,417.50,413.83,413.04,419.78,439.76,443.38,429.85,424.84,436.37,431.32,434.77,425.73,L5
2005-01-21 22:06:59+00:00,398.70,399.41,402.82,406.45,427.40,431.59,422.31,419.90,417.73,416.66,411.23,404.58,L7
2005-02-14 22:04:09+00:00,415.09,414.12,415.93,425.82,442.34,450.41,433.07,421.43,418.20,414.54,406.41,407.22,L5
2005-02-22 22:07:14+00:00,405.82,404.41,411.19,412.85,434.77,440.58,426.31,427.86,426.48,423.32,421.61,414.76,L7
2005-02-23 21:58:07+00:00,418.62,417.56,422.02,429.67,446.54,451.32,445.79,436.90,436.92,434.33,434.42,425.12,L5
2005-03-02 22:04:24+00:00,427.74,420.34,430.80,434.90,456.69,456.57,447.31,447.81,450.02,438.36,432.58,424.33,L5
2005-04-03 22:04:40+00:00,424.97,422.03,427.43,433.16,449.18,450.32,440.41,440.35,439.55,439.08,428.65,423.92,L5
2005-04-19 22:04:43+00:00,423.09,421.27,423.26,426.59,443.97,450.63,441.21,439.78,440.31,440.57,430.55,422.68,L5
2005-04-27 22:07:10+00:00,415.85,415.48,415.10,417.78,435.47,448.85,440.87,431.10,434.64,420.04,,,L7
2005-05-29 22:07:09+00:00,397.93,390.70,396.48,401.89,421.82,,416.44,413.37,409.92,408.24,,,L7
2005-06-06 22:05:05+00:00,416.45,407.65,411.61,417.84,437.61,442.18,430.25,429.92,426.02,421.99,418.78,395.41,L5
