dates,satname,nzd0019-0000,nzd0019-0001,nzd0019-0002,nzd0019-0003,nzd0019-0004,nzd0019-0005,nzd0019-0006,nzd0019-0007,nzd0019-0008,nzd0019-0009,nzd0019-0010,nzd0019-0011
1999-08-17 22:10:26+00:00,L7,393.39,386.57,383.34,394.97,418.04,418.12,400.67,403.60,398.51,396.15,389.64,
1999-09-27 22:04:25+00:00,L7,,,,,,,,,,,388.99,370.96
1999-10-13 22:04:24+00:00,L7,,,,398.15,418.19,420.81,403.96,400.10,400.12,400.73,394.79,373.35
1999-11-14 22:04:18+00:00,L7,,,,,,,,,411.54,410.69,399.10,391.27
1999-11-21 22:10:24+00:00,L7,395.95,392.58,400.36,406.06,423.63,427.30,415.75,416.34,417.47,416.24,409.41,386.21
2000-02-09 22:10:19+00:00,L7,403.90,406.29,408.52,421.85,431.02,438.68,425.71,424.90,426.39,423.60,420.56,403.17
2000-04-29 22:09:53+00:00,L7,422.78,416.78,418.38,428.39,450.68,451.72,440.67,440.86,440.09,441.42,431.25,
2000-05-15 22:09:42+00:00,L7,408.09,402.91,407.73,422.06,433.82,438.58,429.33,426.16,425.29,422.16,420.34,
2000-08-03 22:08:44+00:00,L7,383.83,383.83,379.19,391.65,402.37,411.26,400.54,398.78,402.49,400.67,,
2000-08-19 22:08:38+00:00,L7,384.73,376.00,380.25,385.76,398.71,407.36,396.05,390.73,395.38,391.56,386.52,362.11
2000-09-20 22:08:03+00:00,L7,401.58,402.36,402.64,406.40,423.52,430.33,416.68,415.91,416.96,412.74,407.11,395.83
2000-10-06 22:07:59+00:00,L7,419.25,410.60,409.17,418.33,436.55,442.04,434.29,429.83,427.43,424.45,419.07,410.80
2000-11-07 22:07:53+00:00,L7,411.80,409.48,406.16,408.64,436.21,441.14,433.43,426.35,419.58,417.05,408.25,391.02
2001-01-26 22:08:07+00:00,L7,403.42,406.66,409.13,424.90,437.13,440.12,430.64,425.19,421.59,423.93,413.69,407.63
2001-02-11 22:08:01+00:00,L7,386.84,387.78,389.17,394.64,419.46,430.42,412.42,409.65,406.58,409.56,402.20,383.64
2001-06-03 22:07:16+00:00,L7,,414.22,421.16,424.64,440.56,446.97,436.55,433.32,433.77,428.67,,
2001-06-19 22:07:05+00:00,L7,,407.88,408.85,418.91,431.77,,430.54,425.24,427.09,423.99,,
2001-11-03 21:59:47+00:00,L7,,,,,,,,,,,,372.28
2001-11-19 21:59:56+00:00,L7,,,,,428.35,434.60,422.67,422.21,418.28,414.67,406.52,397.03
2001-12-21 22:00:05+00:00,L7,,,,,,,,,,,,
2002-01-22 22:00:16+00:00,L7,,418.92,425.53,428.63,448.78,449.97,438.58,434.10,428.79,433.81,431.45,425.93
2002-01-29 22:06:21+00:00,L7,393.73,389.56,397.87,398.04,420.82,426.88,408.52,409.35,408.71,405.17,397.46,379.81
2002-02-14 22:06:29+00:00,L7,399.23,402.12,404.86,410.41,429.55,438.53,427.51,423.74,421.58,418.84,407.35,395.86
2002-02-23 22:00:19+00:00,L7,,,,,,,,,,,,195.53
2002-04-03 22:06:21+00:00,L7,425.67,416.03,425.43,425.90,449.89,448.83,434.50,435.66,411.93,406.59,,
2002-04-28 22:00:14+00:00,L7,,,,,,,,,,,,
2002-06-22 22:06:03+00:00,L7,,403.65,403.14,407.10,433.28,,428.77,419.98,415.19,410.81,,
2002-07-24 22:05:50+00:00,L7,,,,404.40,414.45,,,388.61,386.34,375.73,,
2002-08-09 22:05:46+00:00,L7,382.43,386.13,382.78,392.28,406.67,414.28,401.40,398.96,399.59,398.44,384.30,
2002-10-28 22:05:22+00:00,L7,408.29,403.53,406.05,420.85,431.09,439.84,427.04,423.77,420.82,416.38,410.62,401.74
2002-11-13 22:05:30+00:00,L7,422.53,413.96,418.85,424.06,443.60,445.84,436.06,434.68,433.82,429.64,426.92,424.18
2002-12-08 21:59:39+00:00,L7,,391.91,403.84,402.38,419.85,426.57,408.87,368.60,,,,
2002-12-24 21:59:45+00:00,L7,,,,,,,,,,,,
2002-12-31 22:05:56+00:00,L7,407.14,403.39,407.36,412.65,430.23,436.17,423.03,421.86,419.79,416.99,411.72,400.99
2003-01-16 22:06:02+00:00,L7,402.88,404.18,404.74,407.62,426.52,435.46,425.20,422.61,419.72,418.74,412.68,404.83
2003-02-10 22:00:05+00:00,L7,,,,,,,,,,,,
2003-03-21 22:06:15+00:00,L7,398.18,398.71,404.00,408.10,424.85,434.03,417.33,417.34,417.97,413.57,411.75,402.70
2003-05-08 22:06:20+00:00,L7,404.10,403.34,405.53,413.94,430.21,436.78,429.15,424.72,426.16,421.73,421.81,
2003-05-24 22:06:17+00:00,L7,,405.75,407.42,413.64,432.23,,431.95,425.87,425.94,423.86,,
