dates,nzd0019-0000,nzd0019-0001,nzd0019-0002,nzd0019-0003,nzd0019-0004,nzd0019-0005,nzd0019-0006,nzd0019-0007,nzd0019-0008,nzd0019-0009,nzd0019-0010,nzd0019-0011,satname
1999-08-17 22:10:26+00:00,396.62,388.90,385.25,397.18,420.84,420.92,403.47,405.70,400.98,398.15,392.87,,L7
1999-09-27 22:04:25+00:00,396.62,388.90,385.25,397.18,420.84,420.92,403.47,405.70,400.98,398.15,398.77,387.96,L7
1999-10-13 22:04:24+00:00,396.62,388.90,385.25,401.72,424.65,426.00,408.85,406.75,405.08,403.11,401.40,387.07,L7
1999-11-14 22:04:18+00:00,396.62,388.90,385.25,401.72,424.65,426.00,408.85,406.75,408.29,406.49,401.86,389.97,L7
1999-11-21 22:10:24+00:00,393.44,388.69,391.12,401.87,422.67,424.79,409.51,408.71,409.50,408.05,402.23,387.49,L7
2000-02-09 22:10:19+00:00,401.49,397.85,399.62,409.21,427.72,431.23,416.52,414.99,414.97,412.85,407.57,393.59,L7
2000-04-29 22:09:53+00:00,407.24,405.00,408.91,418.56,434.85,438.97,427.11,427.17,424.49,423.49,415.89,397.94,L7
2000-05-15 22:09:42+00:00,405.83,403.31,407.66,418.33,433.19,437.47,426.27,425.87,425.90,424.71,418.54,399.02,L7
2000-08-03 22:08:44+00:00,407.76,404.70,405.30,418.12,432.17,437.76,426.76,424.70,425.95,423.89,423.49,418.00,L7
2000-08-19 22:08:38+00:00,402.21,396.57,397.77,408.57,423.43,429.26,418.68,415.66,417.61,415.40,411.12,373.61,L7
2000-09-20 22:08:03+00:00,402.23,397.84,398.84,408.24,423.58,429.61,418.42,415.81,417.60,414.97,410.31,385.13,L7
2000-10-06 22:07:59+00:00,403.97,399.17,399.91,409.17,424.79,430.73,420.11,417.43,418.39,415.87,410.74,391.30,L7
2000-11-07 22:07:53+00:00,402.09,397.92,397.84,405.84,422.33,428.92,418.86,414.98,414.93,411.77,406.07,388.73,L7
2001-01-26 22:08:07+00:00,404.67,400.97,400.06,408.61,425.80,432.09,421.98,417.00,416.88,414.15,408.77,395.48,L7
2001-02-11 22:08:01+00:00,405.70,402.02,402.04,409.48,429.11,435.75,424.43,419.16,417.98,415.96,410.57,396.64,L7
2001-06-03 22:07:16+00:00,410.66,408.48,411.06,420.02,439.10,445.88,433.25,427.75,426.57,425.51,423.48,412.46,L7
2001-06-19 22:07:05+00:00,410.66,407.05,409.46,418.53,435.73,445.88,431.04,425.98,425.35,424.04,423.48,412.46,L7
2001-11-03 21:59:47+00:00,,405.66,410.59,416.67,429.70,440.17,427.08,424.43,424.73,421.71,,387.11,L7
2001-11-19 21:59:56+00:00,,405.66,410.59,416.67,432.63,442.45,428.99,426.22,425.56,421.78,418.21,398.40,L7
2002-01-22 22:00:16+00:00,,415.92,423.08,425.79,441.83,445.55,433.89,430.61,426.42,426.58,422.75,406.08,L7
2002-01-29 22:06:21+00:00,406.96,407.52,414.38,416.44,438.65,443.15,429.26,426.39,423.89,422.17,418.73,403.10,L7
2002-02-14 22:06:29+00:00,410.10,409.09,413.97,417.62,439.41,445.03,431.85,428.00,425.99,423.50,419.39,404.68,L7
2002-04-03 22:06:21+00:00,416.26,411.35,417.26,420.19,442.01,446.29,432.89,429.91,423.62,420.48,419.39,404.68,L7
2002-06-22 22:06:03+00:00,416.26,408.46,413.33,416.29,439.34,446.69,430.46,426.73,419.78,417.10,419.78,408.87,L7
2002-07-24 22:05:50+00:00,416.26,406.59,410.89,412.58,433.92,446.79,429.33,418.71,412.56,406.51,416.02,402.58,L7
2002-08-09 22:05:46+00:00,410.90,404.87,406.41,410.78,430.26,441.21,426.51,416.01,410.01,404.58,407.06,411.03,L7
2002-10-28 22:05:22+00:00,400.13,397.81,397.35,406.89,422.31,431.19,419.11,408.53,406.31,401.01,402.23,402.91,L7
2002-11-13 22:05:30+00:00,404.88,400.37,401.52,409.21,425.15,433.72,421.58,412.70,410.56,405.72,407.74,409.13,L7
