,dates,chi0330-0000,chi0330-0001,chi0330-0002,chi0330-0003,chi0330-0004,chi0330-0005,chi0330-0006,chi0330-0007,chi0330-0008,chi0330-0009,chi0330-0010,chi0330-0011,chi0330-0012,chi0330-0013,chi0330-0014,chi0330-0015,chi0330-0016,chi0330-0017,chi0330-0018,chi0330-0019,chi0330-0020,chi0330-0021,chi0330-0022,chi0330-0023,chi0330-0024,chi0330-0025,chi0330-0026,chi0330-0027,chi0330-0028,chi0330-0029,chi0330-0030,chi0330-0031,chi0330-0032,chi0330-0033,chi0330-0034,chi0330-0035,chi0330-0036,chi0330-0037,chi0330-0038
0,1985-01-25 14:04:03+00:00,218.20777706842395,223.90761307666,234.7428852887021,247.95090347507778,253.0220287862824,251.80416997939483,254.833988848026,244.24047385020117,245.01051352836032,248.06092434571727,252.66476666524943,239.70207625198907,244.00514323268442,245.24573058384732,246.41919896652385,238.61877968764946,246.1203973390767,249.73188909820513,253.39051630791676,247.3338328907519,239.00342786942625,222.10014205535435,222.65716073078687,226.1519974022416,233.73022626674606,224.0310251752787,226.50235543754027,221.32823944556623,218.9847363548382,218.86807383597278,220.0973338841087,213.80657698288883,222.0902891884761,222.41987251535136,228.21408218180713,226.24478459732063,232.39392174830846,224.4849357405701,225.05287765386518
1,1986-01-28 14:00:46+00:00,211.96029414227763,213.22902366256443,234.89645694619702,238.34271661521865,232.62332999353262,240.1103558543135,240.424522476155,236.58654809481584,233.63528873724016,235.83076470624508,225.9719778550104,215.63108150305814,222.14737811500333,222.30462874807625,221.5532720823837,235.8599936869735,235.4021054488024,235.2977082163282,239.30364110628278,241.81129728771572,222.5216878897616,216.40807578403576,214.50554803776203,214.19954152872018,220.78875550971782,233.4068659540766,220.51277894584223,216.9082010833227,219.15369241861438,224.06858345084657,210.47882892732923,216.68411493636538,218.60977868601285,216.42227990329403,220.5812310881248,230.70055014249394,224.39422432102282,223.85643192784335,224.80183340345306
2,1986-02-13 14:00:24+00:00,216.05627012261078,217.83899104546177,241.1411012194327,249.9832760455061,247.44229816882122,242.92891077729377,238.69685328944712,223.11268562365865,221.96484873184386,228.90331354447704,223.23794462205979,221.01919828902876,235.86311012205306,230.15367048197822,231.98565077706877,227.56995610686462,229.80791451593475,218.6578846335429,225.78226671529637,236.6118131906171,232.03025868453642,224.54311358369193,226.57024739963268,227.69904142863396,232.081676777177,229.27783735691975,214.85484500659845,199.1529408250173,196.11217254826846,198.81485234754453,201.51409754040995,209.42132309615215,218.84654024042823,224.63585944242388,228.7652400551176,228.60621657200343,225.77051620486048,207.84230851420028,190.55228611958051
3,1986-03-01 14:00:01+00:00,219.9374876880889,225.51415341243242,239.7910977426473,256.4629832972286,257.1561789932183,260.1961836123312,264.99259417318814,252.96093126973705,253.56825558321373,244.22080574345526,235.71556716068557,232.55341522193623,236.9514369770342,232.5588456160557,235.79412539105851,230.4533645901499,228.22356245921642,230.44227487497744,238.27932000014908,236.12549652343978,225.98464541501215,218.65045097862074,221.93153954545028,228.0047952833225,235.44740216111592,239.8637991736199,225.38805186373799,223.9191226687738,224.53886640358024,211.37858786708026,220.18282160509264,223.17855350769167,226.51665668894503,226.68516906019386,238.66745514363888,236.89356656219806,223.09552065340313,222.63168157983853,219.55172857592348
4,1986-04-02 13:59:23+00:00,225.19254157341737,227.94757760611498,247.7656671944553,252.9200277690608,254.25830701819348,248.56954684193278,248.903564507549,244.34459370253327,240.8307867668354,239.4909879136399,243.1762712702598,245.1494882636544,248.45479368117466,238.8458181832023,237.19864928379022,236.17602985174614,227.209193633572,234.47836619536852,234.23783418187958,227.87946971698514,230.33137982563505,231.7569791218159,232.8376333098907,227.08694925099127,234.9503778313797,225.37288590755475,214.35597829056164,212.82015785995966,220.49884623300838,219.8935248291321,228.74572931304462,228.3825989195766,230.81527834264858,229.25267120454612,236.22051425429294,226.69706234551563,221.8068269940228,217.87627374920842,217.44867248260746
5,1986-05-04 13:58:38+00:00,216.34851327339368,224.8384090274709,238.38060615431573,243.6389798711545,236.42384255184237,233.35644218283664,233.70910747426962,235.52197578340125,246.51939426709015,255.39201404674546,252.37816377094333,243.03270555838498,246.61035222327166,243.30413985895515,229.55477561960737,225.41289188072824,,,,222.81388392117967,219.57614455259346,217.3597918193288,216.96623526366537,210.2844558478165,209.05798415947453,202.46818876459685,198.12758329367207,190.99709705807788,204.23877582585843,200.1928639599676,201.80412616187846,202.79826242141004,206.94662530579808,199.52262854626838,200.62002355409302,198.8010160178929,188.7080463715102,,146.79435808336746
6,1986-05-20 13:58:12+00:00,189.2615214613295,200.72023379927845,204.4214823428776,217.40494968741493,224.30320702721068,228.0534054907356,233.68828786780526,228.76567638204506,232.5946169156635,236.59960480758687,245.20742714003177,224.47600165078023,219.59113587902655,220.6945844335305,216.24734782092915,221.2423616563358,,,,,,188.58883045347127,179.60268036153954,181.48866801593914,183.127387753365,182.454498978466,181.9188106153597,181.333608805211,188.75642901298065,181.60252299457125,180.42006718144037,181.65880764253723,180.205861911481,182.66604379444897,178.90521354909305,180.86048077994226,170.9190161109475,,117.4538730415793
7,1986-06-05 13:57:43+00:00,212.71474748587462,212.41344969608448,210.35862775900068,243.05614688203292,250.4685526714765,255.35862746203026,251.30185196647483,247.65111564984147,240.41038481349037,252.61856517492623,256.325985169896,246.92788827997734,245.68446411333574,250.52780899672985,242.53221230790265,245.68135256594041,231.57004571430593,235.65594356604643,226.08061581515017,214.773833333675,217.3881066029677,216.3310487061974,214.947717150565,206.63462208674645,210.67818273952525,210.68193979886763,199.08310592603374,192.8493297593512,194.69773234193804,192.3099206244761,197.84395352388248,202.29307397501583,201.50457956400237,195.62857681633815,190.9179356694627,185.70058081591773,167.24049885140838,,118.0655421402699
8,1986-07-30 14:02:04+00:00,214.22321411157463,221.27929474458486,245.84326728860646,270.2144609864927,272.59902173497073,275.57634458094515,276.3624651347426,271.97966479866653,267.93368938702434,270.52344003562285,258.36748732194195,254.54855965637262,260.4057648126876,258.32969657489036,253.76252431669116,252.8324776946854,244.00498823234875,244.52735144893387,237.48693408428895,244.24801849774173,234.77082214438175,225.24764896899038,217.35583829541366,227.4942964555592,220.62627856103336,216.5846579061653,210.79379717423188,202.3529288133168,205.84092414215064,203.19820683105834,200.27280752847815,199.03916988744297,201.04208836451673,198.05947752558004,193.47984442676295,194.62615646101722,181.48951222784194,,111.86804215168209
9,1986-08-31 14:00:53+00:00,206.20591230349302,216.88055590872204,228.66386673653324,254.33404176183626,263.68368608670784,260.34904383568954,270.24150406759384,257.0249279996016,261.0990117234668,266.09677418752176,256.438119452508,256.11102253178353,252.56135892016752,250.3586980979955,231.41692124651013,238.06622568212228,238.26924689956758,230.25373641838607,228.58671524849046,229.4481109602368,227.32597663816034,214.15020456665235,215.69239095879155,219.6014771791538,219.65833503481156,206.59370423413657,206.159959646262,197.7944661820655,201.43728251345038,193.53632530168755,190.89113806608734,194.20306808275225,196.83449834400568,187.50136093562517,182.82137174578818,181.0900064746498,169.07848663196526,151.5361761061347,160.98667646280688
