,dates,mex0464-0000,mex0464-0001,mex0464-0002,mex0464-0003,mex0464-0004,mex0464-0005,mex0464-0006,mex0464-0007,mex0464-0008,mex0464-0009,mex0464-0010,mex0464-0011,mex0464-0012,mex0464-0013,mex0464-0014,mex0464-0015,mex0464-0016,mex0464-0017,mex0464-0018,mex0464-0019,mex0464-0020,mex0464-0021,mex0464-0022,mex0464-0023,mex0464-0024,mex0464-0025,mex0464-0026,mex0464-0027,mex0464-0028,mex0464-0029,mex0464-0030,mex0464-0031,mex0464-0032,mex0464-0033,mex0464-0034
0,1986-03-13 17:25:55+00:00,205.98326139543,187.38855020669376,184.8355207538053,185.9644798715766,191.92430424417935,189.78003348515986,192.50059118632737,196.10806246891298,197.40672914818893,205.9429287891513,210.1398256086422,203.91428407251115,193.95760308018166,201.12876823437173,203.87620381055714,205.78913779448382,210.62509447422806,203.0716343855054,200.65564025554622,198.56553994577982,206.04278006791813,204.26909540984354,193.47259952971484,196.78361670784196,194.19130663162184,200.2597561407973,195.69726641313875,196.88768994553365,194.6419209529675,195.3930136538342,218.20247825052198,216.17200546508306,204.8204335130708,200.38198847278315,202.24206578331555
1,1986-04-14 17:25:15+00:00,211.54145107717656,196.14696471777722,192.55037115355708,190.11632680459002,195.35964174263927,197.6343416775683,201.46553536067842,203.09615817623646,204.28742135133083,212.7414653321926,216.65412905822149,208.7021835303339,200.14453932710518,205.7355120128589,209.37901617714,213.4861315289171,215.51747523892897,204.22238014250996,199.60030426867945,202.87668033038676,202.79554779381422,201.325409510187,198.23596277999994,203.21944349296285,201.88276001749284,204.69461098622426,202.86564493199518,199.22169047346298,198.25767509676044,202.7118152352868,223.52299228382367,222.22945014547287,207.31636209316667,201.22640526655687,208.34450973744
2,1986-04-23 17:18:52+00:00,214.30973649477647,198.55991575078806,192.6670677828585,191.89336263263198,196.08569458267547,199.03451216541936,201.3800768956553,204.22627197375127,214.01995128955642,218.083787746023,219.147362914356,208.57996623533685,209.29687987090912,213.30050111651474,209.7548461984182,210.86089207922214,212.05201220227187,203.80621157624768,201.6456052364056,199.72857882935918,203.50243957737095,212.72689097523934,205.59516499534195,206.61184487143268,203.69937916298142,205.19061769600214,206.63513228622634,203.20520293878704,198.85465956868208,204.5548998083043,225.4113217990122,214.1887227061476,202.746666267646,197.87825689484507,206.48390566116728
3,1987-09-24 17:26:52+00:00,212.1418735717929,194.45473991216016,186.00527528925667,183.5787121404948,188.2582944169867,192.0397740171588,195.94143754569342,204.64357690091285,202.72757046398243,206.04448995851226,203.14819675876558,200.99183836813535,198.2226035586272,206.29298322750822,207.48003348548247,208.53993784733623,209.46219603142114,200.61191857580505,199.79646651824024,207.4230864460263,204.257420751184,207.14373737676908,202.53066022838792,202.65719504240386,201.66826074779104,206.9558080856674,203.9957067541532,198.7328066207248,199.87622834532817,203.4990116909961,221.2644427900551,218.1299298670041,207.59037980312934,202.81621275883225,203.71930935950004
4,1990-03-24 17:20:03+00:00,212.62346586738835,197.51766976660136,191.86131764138125,194.27376521876792,201.22124983551404,199.94618864867053,200.84769047455777,205.74193782290075,210.70637342670625,216.72502223646765,210.69552686043482,209.45437865153252,208.8716078303167,214.10159962468842,215.22889322857523,220.17758966336976,218.01929675930845,212.46633072167984,212.35177686542136,217.9796457641268,217.31906127617825,232.7838185596247,215.4271822494894,239.87219666157122,206.17510257402944,209.56931885311656,201.69425433507445,199.85661952316178,200.9298539568895,201.50877492158054,223.76156516826225,215.12461190281348,208.56697800990887,205.86701121713998,209.51145063085866
5,1990-04-18 17:13:52+00:00,217.46216719843719,194.0205940184901,193.15946253591213,195.90971418371527,201.65242288761496,204.7822557412502,204.23221711949014,211.64712034034451,217.0398485434182,222.29228640951627,218.90627394661928,218.59625539842366,213.55581928247,214.9362388330878,220.72173719555002,223.60808802137544,224.22261703126114,215.22913512057954,223.15989741790185,225.57805492281747,224.70008101410568,222.7025123866722,221.39754942495804,215.25625725997858,212.3149346295783,215.80537904845005,207.67314235964713,206.44236522509615,209.79281200200836,206.7695074067035,234.0530118700625,223.11192130695866,217.4420480015625,210.87204776798805,215.77800589586622
6,1990-05-04 17:13:46+00:00,226.31980501512518,204.54142873589052,198.7713969438476,199.57101229183334,203.02897634478504,208.759847859185,211.9654417978656,215.34785367327228,216.1003930512151,221.01971208651042,224.42241287903116,222.71152562041786,218.3439375276573,224.34126981890518,227.44414362739536,230.75631413505417,228.85899677571766,221.4606989722624,218.7583298113705,221.89295455023898,222.15199370924626,220.81534019240024,219.8274981784625,215.13601205340308,212.72807497462784,213.53827674546267,205.7180377794453,206.70772805286134,205.16127295842094,204.62926070914264,227.08736072715672,225.40809276611787,214.10059346294938,208.20161274146528,215.89923678942228
7,1990-05-11 17:20:04+00:00,215.36292877020273,196.58837635682528,192.166280490695,191.22651215822168,197.628277030225,198.31937244415658,198.11246854561566,207.96424578200794,210.97340774737822,218.63830570392525,212.30610375738144,208.7604985685245,209.31504953933086,213.90839752952328,218.71188265596837,220.38806982268434,218.24748553663787,213.30457802566977,214.36313727678825,218.77904732836066,217.20348754422062,218.85062168518587,215.11490354679188,211.96569472518524,201.26164087391172,203.36347721214977,200.3177095036626,197.34509038083806,204.74637430810196,203.53154335543476,225.12533955926503,220.41157511012844,203.5841210107021,201.2105131477756,203.0086678343063
8,1992-08-29 17:15:58+00:00,216.74109851610348,197.50519097736768,188.7447803969941,184.25094258891224,198.35652346208244,202.7357169802503,205.16843376354643,209.18917313495507,207.5781249648855,208.28316710746017,210.83312767054935,206.49128356070634,,,205.71572581534778,203.96126833557574,201.0045677412214,208.9712596180507,208.6112160920219,215.33240971866792,215.23482522097842,217.6487813655751,213.03820347178242,215.630271524028,221.271463758674,223.6717114200297,,,,,,,,,
9,1992-09-05 17:22:03+00:00,211.25675727058407,193.15904727321674,196.95942520449694,190.9192369801465,194.20493034595415,197.05758189380413,202.3797039009848,207.03600809278143,208.2322073808964,205.5591018555388,200.10282262146038,196.90849312400363,197.71642642846686,201.13935727043162,199.1368099823397,213.33851875704096,215.6694298296785,200.51629681244106,205.90106977225722,208.43463448359321,213.92666296655065,210.16105880822244,208.072438216147,211.02410910512995,205.90709486310453,204.04502770840224,200.34630451893673,197.70475822798528,201.88524329803914,205.63246517303918,224.5070741925518,218.20659293169112,215.42260800083733,214.16147301701554,207.881440750534
