dates,nzd0323-0000,nzd0323-0001,nzd0323-0002,nzd0323-0003,nzd0323-0004,nzd0323-0005,nzd0323-0006,nzd0323-0007,nzd0323-0008,nzd0323-0009,nzd0323-0010,nzd0323-0011,nzd0323-0012,nzd0323-0013,nzd0323-0014,nzd0323-0015,nzd0323-0016,nzd0323-0017,nzd0323-0018,nzd0323-0019,nzd0323-0020,nzd0323-0021,nzd0323-0022,nzd0323-0023,nzd0323-0024,nzd0323-0025,nzd0323-0026,nzd0323-0027,nzd0323-0028,nzd0323-0029,nzd0323-0030,nzd0323-0031,nzd0323-0032,nzd0323-0033,nzd0323-0034,nzd0323-0035,nzd0323-0036
1999-08-17 22:12:02+00:00,144.0919724543303,127.10574821618155,124.8580396341878,121.66660013395165,114.02266809390954,108.1087719781021,117.93275917160383,119.63166022074572,,,,122.5448999360022,115.23394519459649,111.58886320292083,124.72909795747418,109.93965095252163,,,114.5379111148404,122.095635985079,115.5790809488076,107.05957287721155,112.60980780475431,107.28629242651733,99.52370377137991,94.66793145496712,98.06151961514837,92.93009911056348,,,75.29541592304857,74.83566073456339,69.64903324807034,,,,
1999-08-26 22:05:56+00:00,171.65060641651124,159.03611103743586,152.37237424646455,136.61596160109949,144.33183392734765,146.97422919030248,106.18827288251164,,,,,124.31709354502149,136.69567176076353,135.70999289347836,128.4119064994809,111.6261677477602,105.86830850703141,,,123.39855941739627,134.88273635226793,133.1386034861676,128.01539780671055,128.09905831374488,128.0594819520717,123.73318010957593,110.49497768191165,106.50524769709645,93.10778939035575,,109.7083489971121,98.85478571962793,83.65812496097598,,,,
1999-10-13 22:06:00+00:00,135.30020466569496,122.74250316351308,117.87072036606908,106.31951314227089,91.84877535097836,106.08172346747355,107.59368488473667,123.23004526340686,140.72865435873047,149.45309360200065,129.685305762942,115.21023039855463,105.99445044430068,102.14687131699645,105.68445443363855,100.35910975614146,117.93944559648777,116.4256853951935,98.59669967506149,113.73926497372044,111.15625941801109,117.93118491380262,119.89208736881444,114.16950703158457,100.05586335875996,92.72690832838776,92.21551063206502,84.45955197203003,87.01233844943104,91.3066238072687,78.4934115441613,69.38084272895425,64.11850643537996,68.00283339412293,72.16428393649498,72.62809282325217,
1999-11-21 22:12:00+00:00,175.57570265533377,168.0951898569815,161.4296701806722,149.6057611808999,152.71057124838154,158.06800993039593,155.00476142949418,175.84469278179907,174.18223235438012,172.32044159495504,162.2597354716499,153.51655317331367,142.13458591268025,146.23676614105864,145.82597477648739,136.1247542465361,150.87605228262626,141.22129134386665,150.2123994961199,149.86050413880477,149.93962615829082,148.7444594288881,143.98144187287096,136.14730907431525,131.67435010301716,136.81748002789163,129.03582751746498,121.23820178678268,127.08283730709095,121.18957130258195,107.9636278662125,101.95886833064807,93.86770215724788,100.92008814232481,124.75484726620223,117.44260517962685,120.53068882160322
1999-12-16 22:05:57+00:00,137.16551823826566,127.4684161453138,116.00365720680267,111.78089777435991,100.81996770353108,103.91136189540566,109.34926404604494,117.00781985521388,124.70729733841642,130.98196104265423,136.72033809457503,129.91012137798342,119.36742069861316,125.04600972507457,118.05572554794028,124.43146206203714,128.67622017611242,132.0689550207203,117.09745203137524,116.4531133823457,114.29611130258503,114.85501451245531,113.25686718554243,111.22038512288509,111.65601292536019,106.23984178468073,97.87620488115324,94.80849599173031,98.25414219070392,104.02039245216406,88.09646109603636,90.96458535379453,77.13326569576803,73.10750524285288,81.07591606579706,77.7714510515059,105.32488001419358
2000-04-13 22:11:30+00:00,144.502809162064,129.3658481802172,119.9923790679114,107.07486886497315,99.29806998270016,95.7356502983629,,97.5917265949144,,,,,102.81143853553164,104.26408387213444,89.00027171255596,94.59262829648827,92.96690689239999,95.30943864856054,92.42810306587728,119.10413923873516,118.82531326727901,116.81357724756623,115.90093900080656,113.28788800100735,108.10146853948135,109.15164844759641,106.23180694885569,103.6880292137454,107.66380367633587,117.41552096051394,115.7339329249832,111.81882510633247,104.79669692587368,97.59799788147855,103.0065083046502,77.163658819361,
2000-05-24 22:04:58+00:00,153.65221991504964,136.8194953568487,136.8277965529994,121.21647740312243,117.17198866206266,115.25561765677645,127.10177705422495,127.99100105865983,135.16348940409085,137.41004560785174,122.20787812852389,118.65763561979836,113.40622837485536,118.44454677934242,112.77572684381418,,,,121.6855762170289,,,,,,,,,,,,,,,,,,
2000-06-25 22:04:44+00:00,136.48266145508288,127.7820953822132,123.42605167896852,115.9962838866424,105.14892725615914,99.13541509635978,113.98153092387389,131.8072255329964,130.60024935251062,136.6565128207107,125.21578745790767,129.06805537976257,132.53095299603416,127.90691284281361,114.72731028745056,,,,,,,,,,,,,,,,,,,,,,
2000-08-12 22:04:05+00:00,145.68492895922859,136.84636694084483,134.89188185482118,109.15668779836386,108.80245974834392,131.94629029679348,136.2269353939698,129.32802679824508,129.3474827907176,128.6228646848097,125.65241000945531,114.74236183656303,102.821146148693,112.79511306572692,99.67432392881429,101.47047618324446,95.71763567399057,,119.38716041575424,121.547628900931,125.39850759378362,114.77479043349489,111.98808136285773,106.12680401153538,110.40490881770062,110.81287806896029,108.0714902061525,103.61337918169399,87.7498333106975,94.9736046848408,98.95968712634591,98.21347010372091,95.06566438566266,87.88712695310693,,,
2000-08-19 22:10:13+00:00,,,,,,,,,,,,,,,,,,94.51921883337518,,,95.57279644044586,,108.12366579174207,102.4477390135405,109.704890160797,103.30203816054777,99.16189061517292,95.43229185160246,89.18472921735484,99.09745341467085,105.25936017593872,98.69203312328472,100.29015090305025,,,,
