dates,satname,nzd0323-0000,nzd0323-0001,nzd0323-0002,nzd0323-0003,nzd0323-0004,nzd0323-0005,nzd0323-0006,nzd0323-0007,nzd0323-0008,nzd0323-0009,nzd0323-0010,nzd0323-0011,nzd0323-0012,nzd0323-0013,nzd0323-0014,nzd0323-0015,nzd0323-0016,nzd0323-0017,nzd0323-0018,nzd0323-0019,nzd0323-0020,nzd0323-0021,nzd0323-0022,nzd0323-0023,nzd0323-0024,nzd0323-0025,nzd0323-0026,nzd0323-0027,nzd0323-0028,nzd0323-0029,nzd0323-0030,nzd0323-0031,nzd0323-0032,nzd0323-0033,nzd0323-0034,nzd0323-0035,nzd0323-0036
1999-08-17 22:12:02+00:00,L7,358.03,342.33,341.67,340.42,335.46,337.24,341.75,345.20,345.13,348.00,343.14,335.66,333.85,334.20,344.73,329.38,338.22,326.27,330.01,334.67,330.50,324.95,331.32,319.99,318.28,311.32,311.22,304.54,,258.57,290.97,287.66,281.92,154.27,221.39,239.02,
1999-08-26 22:05:56+00:00,L7,346.48,331.43,322.15,312.41,307.52,303.38,267.09,203.42,168.51,156.03,290.87,301.00,309.93,311.36,298.78,285.85,286.14,,297.77,313.87,314.61,314.61,301.66,306.09,303.79,300.69,291.79,288.15,273.01,277.06,284.22,278.70,264.04,178.03,282.81,274.40,222.08
1999-10-13 22:06:00+00:00,L7,336.42,324.83,321.23,311.20,300.75,313.67,317.30,324.80,343.75,355.25,332.81,319.76,309.85,306.15,309.85,305.92,322.04,320.15,314.69,316.47,314.08,320.62,323.04,317.18,302.17,297.58,295.54,291.39,290.14,297.38,280.63,272.68,267.94,273.30,282.56,280.06,269.51
1999-11-21 22:12:00+00:00,L7,353.26,343.94,334.81,322.91,319.58,320.48,321.69,340.46,347.53,345.63,339.95,333.11,317.70,324.08,319.14,313.94,328.81,322.22,326.44,334.23,331.00,328.17,319.67,317.07,309.29,314.47,311.48,303.57,305.10,300.90,285.67,284.36,276.03,278.81,297.92,296.88,298.28
1999-12-16 22:05:57+00:00,L7,358.18,347.05,337.90,335.28,330.63,335.24,337.86,343.62,346.45,354.52,357.96,350.08,343.54,344.52,342.15,344.34,348.74,349.90,339.17,330.63,333.30,334.39,335.01,329.07,331.15,327.54,319.66,311.91,317.54,323.59,307.93,309.99,293.88,294.37,312.95,296.92,322.06
2000-04-13 22:11:30+00:00,L7,347.88,333.77,324.10,321.25,309.22,308.22,317.14,318.33,324.30,332.03,321.33,316.14,310.32,311.28,306.87,303.87,301.67,290.76,300.10,325.03,323.37,321.14,319.84,317.36,313.50,312.87,311.41,307.83,313.82,325.95,321.15,315.53,309.92,301.93,310.36,288.52,
2000-05-24 22:04:58+00:00,L7,364.17,348.36,349.55,336.14,333.20,333.51,343.43,347.74,351.05,357.81,333.02,328.46,325.91,329.16,327.08,318.30,,,333.35,337.30,,,,,,,,,,,,,,71.38,212.69,216.58,
2000-06-25 22:04:44+00:00,L7,352.93,345.13,340.70,336.94,332.19,330.69,334.96,356.85,352.31,359.76,340.33,345.53,349.82,343.49,,,,,,,,,,,,,,,,,,,,,,,
2000-08-12 22:04:05+00:00,L7,330.35,319.45,316.56,298.21,287.50,308.30,313.72,306.06,313.56,312.65,313.85,301.51,293.99,298.14,285.15,291.29,282.75,,302.36,314.08,315.11,302.97,295.44,294.95,295.06,297.34,296.53,296.13,275.91,283.48,283.24,286.87,289.39,274.59,261.21,250.94,
2000-08-19 22:10:13+00:00,L7,,,,,,,,,,,,,,,,321.00,328.44,290.95,,281.81,316.57,324.89,325.58,318.20,321.19,313.03,311.83,304.49,303.40,310.79,314.21,310.31,309.33,304.12,313.81,303.51,
