dates,nzd0323-0000,nzd0323-0001,nzd0323-0002,nzd0323-0003,nzd0323-0004,nzd0323-0005,nzd0323-0006,nzd0323-0007,nzd0323-0008,nzd0323-0009,nzd0323-0010,nzd0323-0011,nzd0323-0012,nzd0323-0013,nzd0323-0014,nzd0323-0015,nzd0323-0016,nzd0323-0017,nzd0323-0018,nzd0323-0019,nzd0323-0020,nzd0323-0021,nzd0323-0022,nzd0323-0023,nzd0323-0024,nzd0323-0025,nzd0323-0026,nzd0323-0027,nzd0323-0028,nzd0323-0029,nzd0323-0030,nzd0323-0031,nzd0323-0032,nzd0323-0033,nzd0323-0034,nzd0323-0035,nzd0323-0036,satname
1999-08-17 22:12:02+00:00,346.96,331.26,327.84,331.20,324.39,322.15,328.98,,,,332.76,325.90,323.48,323.82,329.64,314.29,319.78,309.67,317.24,326.37,320.12,314.57,318.55,309.62,309.98,303.42,302.00,293.47,,,279.11,274.89,268.09,,,,,L7
1999-08-26 22:05:56+00:00,356.52,341.14,337.25,329.97,325.75,326.13,309.35,,,,321.00,322.10,325.89,326.78,327.57,313.44,319.29,309.67,318.81,327.47,326.56,323.78,321.41,317.04,314.24,309.06,305.06,300.61,292.61,301.56,292.17,288.11,278.31,,303.81,290.73,243.08,L7
1999-10-13 22:06:00+00:00,349.91,335.80,332.02,323.79,317.51,322.10,312.10,325.16,344.04,355.56,325.02,321.40,320.63,319.99,321.79,311.05,320.36,315.11,317.54,323.87,322.48,322.81,322.06,317.17,310.28,305.29,301.96,297.63,291.51,299.63,288.42,283.07,274.97,273.63,293.33,285.50,256.44,L7
1999-11-21 22:12:00+00:00,355.25,342.33,338.34,327.32,322.53,327.83,319.69,345.09,355.43,360.98,332.97,328.30,324.12,325.23,327.26,317.91,329.97,326.48,324.96,329.84,328.83,328.37,326.65,321.36,313.41,310.80,308.09,303.61,302.04,307.56,292.55,288.58,280.86,287.47,301.29,294.30,276.82,L7
1999-12-16 22:05:57+00:00,353.30,340.74,335.09,326.80,321.61,325.86,320.40,338.84,347.91,353.95,335.59,330.42,325.63,326.71,326.79,319.74,329.50,327.59,324.88,328.09,327.35,327.20,325.40,320.53,315.06,312.34,308.29,302.74,302.75,307.61,292.91,289.94,280.30,284.49,300.81,292.31,284.74,L7
2000-04-13 22:11:30+00:00,354.39,342.87,333.88,327.55,321.10,323.07,327.05,335.90,340.81,345.55,340.95,334.25,325.06,327.83,324.48,322.48,328.56,340.06,323.39,330.93,330.44,329.11,326.33,322.37,318.95,319.21,315.26,309.06,313.44,318.43,306.30,304.78,294.89,293.32,308.46,295.18,313.03,L7
2000-05-24 22:04:58+00:00,349.19,335.50,327.74,324.59,316.79,315.35,324.09,326.26,332.51,339.40,330.35,324.89,319.51,321.23,315.06,311.87,313.43,330.90,315.49,325.32,321.72,321.13,319.27,316.59,317.02,315.15,309.64,302.80,308.61,315.94,306.97,304.61,293.07,289.32,304.08,286.83,308.49,L7
2000-06-25 22:04:44+00:00,347.88,335.31,329.23,325.52,317.76,314.44,323.64,331.28,334.94,341.66,324.89,323.77,322.01,321.31,310.16,304.26,299.23,,310.96,327.42,322.00,319.76,318.15,315.99,312.40,311.82,310.19,306.36,312.35,324.12,319.58,313.84,308.09,300.10,308.79,287.30,,L7
2000-08-12 22:04:05+00:00,346.77,334.61,330.14,321.41,313.46,317.36,324.93,329.43,333.09,338.18,325.19,321.09,318.07,318.58,307.76,305.88,301.88,,313.12,326.24,324.68,317.49,314.33,311.60,308.63,309.25,308.81,307.78,300.67,311.97,308.41,307.89,306.90,295.51,292.00,274.56,,L7
2000-08-19 22:10:13+00:00,346.77,334.61,330.14,321.41,313.46,317.36,324.93,329.43,333.09,338.18,325.19,321.09,318.07,318.58,307.76,308.98,309.62,,313.12,326.24,321.35,319.33,317.31,313.17,312.32,310.03,309.26,306.02,300.91,310.74,309.63,307.93,306.88,297.55,298.56,283.66,,L7
2000-11-23 22:09:30+00:00,342.26,333.66,329.45,318.90,310.75,326.72,331.66,338.63,337.78,343.86,333.86,325.59,321.22,320.32,315.49,317.51,319.61,330.18,320.96,326.16,322.52,321.76,318.28,311.14,312.11,307.62,310.57,310.74,305.80,307.88,302.56,301.37,302.02,295.35,293.78,283.82,283.30,L7
2000-12-18 22:03:25+00:00,342.55,334.38,327.81,320.32,313.22,327.49,330.44,336.90,335.83,342.78,332.77,326.68,319.96,320.00,314.01,314.90,317.14,322.83,318.77,324.49,320.88,320.14,318.82,313.90,313.98,309.65,310.63,312.77,307.58,308.46,301.24,299.56,301.03,298.53,297.77,285.11,293.85,L7
2001-01-03 22:03:24+00:00,344.03,336.26,329.57,320.55,316.61,331.97,334.16,336.00,335.87,341.52,334.43,325.31,314.24,316.84,315.18,313.57,316.77,319.27,319.87,326.29,323.03,319.96,319.96,318.47,318.09,314.79,313.98,312.94,308.99,310.19,302.45,300.73,303.34,301.79,302.68,287.28,300.15,L7
2001-01-10 22:09:39+00:00,346.01,338.44,332.30,321.34,316.92,334.23,335.95,338.46,337.46,344.24,336.83,326.49,315.88,318.06,319.20,316.08,320.70,323.47,320.10,326.01,324.95,321.76,322.56,320.90,319.14,316.55,314.97,316.50,311.17,313.75,305.66,303.52,305.48,306.09,304.08,288.93,301.36,L7
2001-01-19 22:03:31+00:00,346.03,336.42,330.53,319.66,315.69,330.51,333.26,336.68,337.16,343.42,336.30,325.84,315.85,318.33,319.02,315.52,320.05,322.72,318.55,323.29,323.47,321.57,322.28,320.30,318.76,316.37,315.73,315.75,311.74,313.60,305.73,304.06,305.88,306.64,305.65,290.47,300.72,L7
2001-03-15 22:09:27+00:00,347.54,337.97,330.21,322.92,319.23,330.40,333.05,337.73,337.45,344.33,335.77,327.52,318.72,320.07,320.19,314.58,319.96,321.16,317.25,322.64,322.23,320.69,322.38,321.68,318.61,316.74,318.11,319.49,317.88,317.54,306.86,303.83,306.72,311.09,312.34,297.27,302.55,L7
2001-03-31 22:09:19+00:00,350.87,341.37,333.54,327.27,323.61,334.21,336.23,340.07,339.09,345.71,337.18,330.08,321.71,322.43,323.38,317.44,319.96,324.98,317.25,325.88,324.96,323.59,323.95,321.64,318.88,317.92,319.61,320.69,320.93,320.61,309.75,307.01,310.85,315.76,317.26,303.22,304.55,L7
2001-05-27 22:02:48+00:00,352.38,342.49,333.35,328.11,324.11,334.87,333.48,337.56,337.35,343.37,335.41,331.17,319.78,320.78,325.32,316.15,317.38,327.73,314.88,324.96,322.28,322.22,324.33,323.31,316.68,318.52,318.94,318.82,316.37,320.92,310.42,306.45,311.81,317.26,321.06,303.27,308.25,L7
2001-06-19 22:08:41+00:00,356.87,344.80,337.45,328.80,323.99,333.96,333.64,337.54,338.77,343.27,335.66,330.13,320.23,320.14,327.70,317.97,318.91,329.77,314.97,320.01,323.33,323.38,324.98,323.49,316.19,318.98,320.30,318.82,316.95,320.23,311.60,308.00,314.10,318.80,323.32,305.66,308.89,L7
2001-07-05 22:08:33+00:00,359.94,346.79,340.20,329.54,322.02,333.52,333.68,338.08,338.50,342.96,336.06,330.33,321.62,321.11,329.50,320.40,319.82,333.29,314.27,317.07,321.67,324.20,325.07,320.84,312.52,315.71,318.88,319.86,315.37,320.36,313.83,308.36,311.46,319.59,323.58,303.05,302.88,L7
