dates,satname,nzd0252-0000,nzd0252-0001,nzd0252-0002,nzd0252-0003,nzd0252-0004,nzd0252-0005,nzd0252-0006,nzd0252-0007,nzd0252-0008,nzd0252-0009,nzd0252-0010,nzd0252-0011,nzd0252-0012,nzd0252-0013,nzd0252-0014,nzd0252-0015,nzd0252-0016,nzd0252-0017,nzd0252-0018,nzd0252-0019,nzd0252-0020,nzd0252-0021,nzd0252-0022,nzd0252-0023,nzd0252-0024,nzd0252-0025,nzd0252-0026,nzd0252-0027,nzd0252-0028,nzd0252-0029,nzd0252-0030,nzd0252-0031,nzd0252-0032
1999-12-25 21:59:16+00:00,L7,319.89,317.02,324.73,341.23,333.09,317.77,314.30,306.72,312.81,320.38,302.47,302.00,310.17,289.85,300.27,293.70,293.02,293.61,289.52,281.96,248.91,270.93,280.34,286.82,299.22,323.52,322.33,325.43,322.17,326.12,324.09,324.54,317.78
2000-01-10 21:59:16+00:00,L7,324.33,325.12,330.45,343.42,349.94,328.91,321.53,311.01,316.24,321.26,307.59,307.64,311.40,309.67,315.28,305.92,306.63,304.30,302.42,305.00,296.12,294.23,291.88,307.74,327.32,321.89,324.68,337.84,333.44,329.08,325.67,325.18,331.07
2000-03-14 21:58:59+00:00,L7,329.84,327.76,338.84,372.50,385.97,375.02,360.86,333.28,344.61,354.87,331.11,337.63,348.71,360.42,357.84,341.47,330.09,318.49,314.18,341.52,365.74,336.28,363.76,373.89,376.64,370.87,373.72,364.20,335.41,343.18,363.42,364.73,363.85
2000-03-30 21:58:57+00:00,L7,330.92,328.17,334.99,335.35,350.35,329.12,329.62,318.81,327.80,324.96,306.20,311.61,314.06,327.32,329.39,323.65,318.80,304.37,303.88,312.56,317.37,321.80,324.36,338.51,348.05,350.38,325.06,327.74,253.17,333.90,336.13,345.67,347.81
2000-07-04 21:58:02+00:00,L7,315.53,209.96,231.00,277.06,124.03,246.86,225.73,152.50,162.57,110.37,190.19,203.85,292.09,255.48,187.89,197.40,216.12,228.07,244.03,,277.85,267.67,274.08,277.77,276.12,303.18,310.76,126.68,148.78,170.67,194.83,203.22,208.45
2000-08-05 21:57:32+00:00,L7,320.91,307.99,234.82,299.74,252.58,239.49,316.44,149.11,326.40,337.43,192.32,224.91,290.75,254.35,191.08,196.34,217.40,227.88,244.90,,301.54,305.07,316.82,334.13,332.04,318.25,323.55,296.28,158.22,168.05,196.19,205.82,205.84
2000-08-21 21:57:26+00:00,L7,336.67,330.69,342.47,371.34,390.97,374.16,312.66,326.01,334.12,337.78,325.08,316.10,327.29,311.71,313.45,321.08,297.57,297.98,299.79,325.58,342.67,320.71,338.80,346.89,345.41,339.25,322.86,345.12,290.40,322.15,348.79,337.66,335.10
2000-09-22 21:56:53+00:00,L7,327.42,322.92,332.26,350.47,365.31,347.96,326.49,323.72,319.67,330.15,307.07,304.56,311.29,301.40,310.64,302.28,313.98,320.90,325.37,315.63,250.04,319.95,311.93,333.85,345.81,340.28,340.93,345.05,322.10,203.09,350.15,355.76,345.25
2000-11-09 21:56:45+00:00,L7,326.02,323.17,333.30,342.74,342.25,326.10,320.99,317.41,316.35,318.60,306.02,293.73,310.08,296.68,299.16,294.69,283.83,293.22,299.54,305.06,301.49,288.64,292.73,301.65,318.35,318.96,325.41,328.26,319.91,308.25,320.61,320.73,330.63
2001-03-17 21:56:40+00:00,L7,335.06,333.23,345.25,377.61,387.37,367.64,360.39,332.48,352.81,349.87,330.19,323.49,333.43,335.52,350.98,352.89,347.67,350.91,361.19,350.34,328.60,349.35,353.56,370.78,371.40,376.65,354.93,367.06,356.87,367.95,380.11,380.06,376.70
2001-07-07 21:55:48+00:00,L7,316.23,294.53,294.54,318.69,317.67,315.61,292.79,291.02,302.23,290.38,285.10,267.15,295.07,275.62,259.72,273.62,279.24,273.77,269.54,271.80,259.17,266.48,223.23,278.87,256.28,314.57,329.42,311.25,291.18,286.55,300.44,309.52,326.35
2001-09-09 21:55:00+00:00,L7,331.53,334.90,351.99,388.81,402.95,381.99,375.84,347.21,358.09,356.87,334.45,327.96,347.35,361.52,350.10,330.39,318.39,313.29,327.96,370.60,329.51,349.69,376.28,388.11,388.80,380.40,381.47,374.53,358.66,355.04,350.17,344.89,351.59
2001-10-11 21:54:33+00:00,L7,336.78,332.76,358.50,381.82,398.94,371.74,365.78,332.44,353.65,351.62,324.48,308.74,325.44,334.58,347.03,326.80,314.22,319.24,337.95,353.61,344.57,333.50,353.90,363.23,380.70,373.33,366.92,373.69,348.85,340.30,340.13,347.95,354.11
2002-02-16 21:55:18+00:00,L7,329.64,332.99,339.08,357.73,360.39,344.50,331.06,314.44,333.95,337.02,311.77,310.40,322.69,323.55,323.97,317.50,327.53,339.40,340.07,334.48,322.84,328.48,328.45,344.30,350.09,347.56,346.71,350.74,343.49,332.74,334.33,342.75,342.42
2002-08-27 21:54:24+00:00,L7,320.11,313.48,317.17,311.33,358.44,345.82,330.97,320.34,324.80,330.81,307.23,297.69,311.77,281.71,198.97,210.94,225.98,278.13,286.08,286.55,301.37,290.25,291.14,297.36,319.77,318.84,328.75,317.01,169.34,190.99,208.83,207.24,220.61
2002-10-14 21:54:07+00:00,L7,324.89,332.83,355.64,385.41,388.21,368.64,358.71,337.56,348.93,356.87,336.97,339.34,347.59,341.67,328.30,301.92,304.63,313.13,315.37,330.15,324.07,349.96,355.06,362.24,363.69,350.68,361.65,377.15,359.61,334.51,333.12,321.82,342.62
2002-12-01 21:54:40+00:00,L7,314.23,313.16,324.76,340.25,344.94,328.57,325.07,311.65,320.10,325.35,311.21,312.89,317.42,315.85,319.87,297.05,285.09,278.88,283.59,288.19,277.45,291.91,301.96,311.43,324.70,317.88,324.25,325.63,318.70,306.88,302.35,303.61,309.21
2003-01-18 21:54:54+00:00,L7,300.73,300.03,309.64,315.87,316.89,299.12,300.72,294.64,291.94,293.90,284.95,278.24,295.11,285.82,298.47,282.35,263.67,266.36,264.79,265.34,237.73,257.94,264.82,280.57,293.27,311.31,318.26,310.55,290.66,294.93,270.15,288.43,305.57
2003-02-19 21:55:06+00:00,L7,309.49,306.23,322.95,333.87,327.77,302.72,312.89,302.42,309.42,305.49,299.99,298.51,302.72,296.72,298.68,301.48,285.15,288.31,255.38,246.35,223.54,170.55,173.85,164.01,233.60,291.91,301.63,302.35,144.94,170.39,177.75,197.09,214.52
2003-04-24 21:55:10+00:00,L7,321.57,319.93,347.62,369.44,375.88,363.12,352.62,327.90,353.16,351.01,328.24,293.46,310.17,296.71,343.90,334.04,334.16,332.91,327.01,326.56,321.43,315.26,325.99,327.11,345.56,322.58,331.49,313.30,167.81,186.53,207.29,207.22,220.84
