dates,nzd0252-0000,nzd0252-0001,nzd0252-0002,nzd0252-0003,nzd0252-0004,nzd0252-0005,nzd0252-0006,nzd0252-0007,nzd0252-0008,nzd0252-0009,nzd0252-0010,nzd0252-0011,nzd0252-0012,nzd0252-0013,nzd0252-0014,nzd0252-0015,nzd0252-0016,nzd0252-0017,nzd0252-0018,nzd0252-0019,nzd0252-0020,nzd0252-0021,nzd0252-0022,nzd0252-0023,nzd0252-0024,nzd0252-0025,nzd0252-0026,nzd0252-0027,nzd0252-0028,nzd0252-0029,nzd0252-0030,nzd0252-0031,nzd0252-0032,satname
1999-12-25 21:59:16+00:00,327.78,325.37,334.20,357.01,353.38,341.44,337.97,327.01,333.10,344.05,320.22,310.35,322.00,304.05,318.02,309.48,308.80,306.52,300.44,296.16,,294.60,304.01,301.02,311.05,329.97,331.20,334.90,333.09,337.04,337.00,337.45,333.56,L7
2000-01-10 21:59:16+00:00,328.27,327.60,334.99,354.66,357.38,341.84,336.42,324.73,330.38,339.32,318.90,311.35,320.03,310.86,321.65,312.14,312.16,309.04,304.50,304.58,,301.08,304.61,308.38,322.52,327.75,330.44,339.03,336.34,336.13,334.97,334.95,336.76,L7
2000-03-14 21:58:59+00:00,326.20,324.91,333.16,355.42,360.24,345.12,336.79,320.91,328.46,336.73,317.14,317.36,325.70,322.71,327.88,316.73,312.95,307.95,304.14,312.23,351.74,305.04,316.55,308.38,336.67,340.00,341.95,344.31,332.44,334.89,340.21,340.63,340.60,L7
2000-03-30 21:58:57+00:00,327.05,325.37,333.22,349.74,356.91,340.12,334.00,319.53,327.44,332.78,313.65,315.57,322.29,323.26,327.51,317.80,313.75,306.51,303.61,311.71,333.36,308.23,317.50,317.62,339.01,342.32,337.35,339.77,332.44,334.18,338.64,341.35,341.74,L7
2000-07-04 21:58:02+00:00,325.76,325.37,332.89,347.31,358.09,339.68,332.67,317.03,325.55,329.03,311.47,317.31,317.48,329.67,330.67,320.57,315.39,306.51,304.67,316.89,319.12,306.83,315.35,314.14,332.95,337.08,334.24,341.39,332.12,333.23,339.19,342.65,344.46,L7
2000-08-05 21:57:32+00:00,321.80,315.27,331.45,344.81,356.45,338.40,318.53,314.33,318.27,321.98,308.40,319.79,307.65,335.67,333.37,323.45,315.33,303.98,302.72,318.84,311.12,300.21,312.25,315.47,329.46,333.62,330.46,322.56,324.64,332.23,342.32,347.74,346.72,L7
2000-08-21 21:57:26+00:00,323.24,317.09,332.06,348.54,361.38,342.66,311.31,311.65,317.31,320.18,308.21,315.86,309.28,323.08,320.98,317.55,304.30,297.79,298.20,316.49,311.12,299.71,312.96,319.88,330.35,333.50,327.22,325.90,302.21,325.33,340.29,340.20,337.73,L7
2000-09-22 21:56:53+00:00,322.40,315.41,329.15,340.02,352.97,331.86,301.38,306.94,309.93,312.66,298.87,304.21,301.26,302.34,303.91,303.30,297.75,297.63,301.11,306.79,297.59,295.37,301.53,319.23,323.65,327.09,320.26,320.58,294.32,321.79,334.90,336.24,330.35,L7
2000-11-09 21:56:45+00:00,323.35,316.72,332.45,348.93,358.56,340.52,306.48,314.76,313.28,318.32,306.06,301.66,303.37,297.93,301.08,300.09,292.54,299.18,304.13,310.09,298.09,294.54,301.00,315.34,320.61,322.38,322.50,323.61,306.70,315.66,335.00,333.20,331.07,L7
2001-03-17 21:56:40+00:00,326.94,323.73,333.87,351.83,358.41,339.57,328.29,317.97,323.04,325.21,308.68,304.55,314.43,306.60,314.51,311.51,310.05,317.49,311.61,319.08,316.75,311.65,311.74,316.65,341.35,329.12,337.55,343.72,329.42,339.41,346.11,348.00,345.75,L7
2001-07-07 21:55:48+00:00,327.71,316.06,322.37,352.26,357.81,347.79,332.76,317.04,332.81,326.30,312.27,297.50,317.33,309.27,336.48,317.37,317.56,315.70,284.16,338.74,297.59,314.08,334.23,297.87,361.73,323.21,344.49,341.62,347.95,359.03,343.63,348.15,355.63,L7
2001-09-09 21:55:00+00:00,326.83,320.07,329.66,360.15,367.33,352.75,340.68,321.57,335.71,330.04,314.83,305.38,324.11,322.82,336.04,317.41,313.54,311.38,301.60,348.87,304.36,319.51,345.59,337.19,370.43,349.17,354.40,350.02,348.85,352.57,342.30,343.55,349.99,L7
2001-10-11 21:54:33+00:00,326.59,319.05,333.10,359.92,369.09,351.67,340.03,319.46,333.89,328.18,311.09,299.60,320.23,321.04,331.31,307.08,300.76,299.49,309.61,348.31,308.22,311.78,342.09,340.54,373.25,354.80,357.48,351.25,343.14,337.06,327.64,331.51,340.83,L7
2002-02-16 21:55:18+00:00,328.54,329.20,344.92,367.90,376.85,353.74,345.23,320.79,337.99,336.17,314.32,311.35,325.66,332.48,331.12,316.67,311.82,317.25,329.63,345.50,324.91,324.89,340.54,357.81,367.03,363.73,360.41,361.39,344.64,337.00,334.81,338.47,341.15,L7
2002-08-27 21:54:24+00:00,320.55,313.95,317.70,,359.58,347.15,332.30,321.48,325.94,332.14,308.23,298.16,312.44,,,,,278.86,286.70,287.35,302.17,291.58,,,320.44,319.20,329.25,317.54,,,,,,L7
2002-10-14 21:54:07+00:00,319.00,319.45,332.20,370.52,364.32,346.73,334.34,319.95,327.87,333.34,314.23,314.81,324.43,328.27,311.55,287.03,289.74,289.90,295.88,302.05,306.42,309.61,332.73,348.84,336.48,331.89,341.26,342.88,349.30,324.20,320.94,309.64,327.73,L7
2002-12-01 21:54:40+00:00,319.45,319.51,332.17,361.50,363.10,346.79,337.36,322.42,330.51,336.79,317.80,316.33,325.15,327.56,322.59,298.15,293.52,289.56,294.60,301.10,300.43,309.82,326.51,335.63,335.61,328.89,337.88,339.57,338.23,319.77,316.64,311.62,324.58,L7
2003-01-18 21:54:54+00:00,318.74,318.85,331.30,356.88,361.76,346.79,340.12,325.69,331.09,337.98,318.53,311.01,323.60,323.18,326.46,303.48,294.17,290.26,292.65,299.31,291.90,308.76,321.84,326.81,330.98,327.75,337.44,337.09,329.71,318.82,309.81,312.56,328.84,L7
2003-02-19 21:55:06+00:00,318.91,318.46,332.06,356.18,360.16,344.04,340.74,326.24,331.95,337.55,319.37,310.65,322.46,321.12,325.21,308.03,296.97,293.18,288.00,292.36,281.87,308.76,321.84,326.81,330.98,322.23,332.55,332.56,287.01,318.82,309.81,312.56,328.84,L7
2003-04-24 21:55:10+00:00,317.87,316.57,333.88,352.58,357.73,342.46,341.91,325.51,335.01,338.02,320.41,302.51,315.90,310.23,329.54,316.45,304.74,302.03,282.74,293.06,276.49,303.70,312.92,315.57,328.84,316.12,326.06,320.59,239.34,316.13,304.25,314.02,329.39,L7
2003-07-21 21:42:57+00:00,317.25,314.90,337.35,355.10,356.25,338.08,337.92,319.59,335.72,333.41,317.99,297.81,309.03,299.82,325.16,321.20,306.34,313.95,269.38,289.56,277.19,288.28,302.77,316.62,330.28,307.62,313.08,309.89,151.46,,,,,L5
2003-07-29 21:54:53+00:00,315.28,307.61,337.35,343.22,356.25,338.08,327.94,319.59,335.72,333.41,317.99,281.49,308.15,295.03,325.16,321.20,306.34,313.95,266.18,288.38,274.02,278.33,300.37,309.47,316.30,309.56,317.60,309.89,157.96,,,,,L7
2003-11-18 21:55:03+00:00,309.64,302.55,329.88,340.02,364.54,332.40,314.91,,,324.41,309.65,282.48,312.73,304.10,314.94,306.64,299.41,313.97,286.10,302.38,272.45,269.87,305.80,319.26,317.54,319.63,326.45,351.50,217.20,326.72,,,,L7
2003-12-04 21:55:07+00:00,308.05,304.52,327.73,341.71,355.90,327.88,317.36,311.51,315.37,324.41,309.65,286.28,312.30,306.55,315.43,304.05,298.64,308.11,289.00,299.11,275.58,269.87,305.80,319.26,318.81,321.26,326.39,338.16,243.58,318.29,328.60,340.48,,L7
2004-03-09 21:55:39+00:00,310.46,313.38,327.77,349.03,355.90,327.88,331.45,319.76,323.62,330.37,308.63,301.29,316.14,316.82,319.08,310.40,305.22,304.67,302.01,303.99,285.22,,323.63,332.10,328.62,329.20,335.28,334.50,331.35,285.37,328.60,340.48,343.46,L7
2004-03-17 21:45:32+00:00,309.51,312.19,324.77,343.85,345.00,313.41,329.73,314.83,323.62,323.37,299.27,301.29,310.75,312.19,310.09,291.01,290.34,299.64,292.24,298.57,279.75,236.83,316.28,321.95,324.09,325.46,333.66,332.77,323.34,265.78,277.91,288.52,287.37,L5
2004-03-25 21:55:42+00:00,309.11,311.35,324.77,344.59,346.21,317.61,328.45,313.74,323.68,323.84,297.10,297.88,311.00,309.01,310.09,291.01,287.96,297.85,292.11,296.89,278.73,236.83,313.72,323.63,326.36,322.32,332.00,332.77,323.34,252.98,260.39,266.67,267.12,L7
2004-04-02 21:45:42+00:00,307.70,309.39,319.35,339.27,339.76,312.29,327.54,311.68,296.60,316.89,297.10,288.93,307.51,305.81,295.48,277.93,280.93,293.33,287.57,295.10,277.53,239.03,309.51,318.52,323.49,320.33,330.30,330.13,294.82,245.10,251.58,257.35,260.70,L5
2004-04-18 21:46:13+00:00,310.58,310.80,319.35,337.38,336.15,311.59,330.52,311.68,284.13,315.35,297.10,283.23,309.05,305.40,288.35,270.54,277.55,287.98,284.82,293.92,280.09,239.03,310.75,318.11,323.38,320.10,331.24,329.99,276.35,240.32,246.25,253.16,257.54,L5
2004-05-12 21:55:37+00:00,309.67,309.56,319.35,337.16,336.21,315.03,327.84,310.86,284.13,315.08,296.93,283.23,307.65,302.56,288.35,259.63,278.88,287.98,283.74,293.92,280.09,239.03,311.27,321.17,325.45,321.45,330.11,329.99,258.84,233.06,236.66,243.72,257.54,L7
2004-06-05 21:47:36+00:00,309.91,307.18,309.57,332.39,335.49,309.89,329.77,305.02,272.76,307.86,291.08,266.91,300.93,294.58,274.81,237.18,265.12,279.64,269.50,282.60,279.74,239.03,309.43,317.28,323.61,317.40,325.51,325.90,219.24,204.65,218.73,224.36,258.77,L5
2004-06-13 21:55:27+00:00,308.64,304.84,313.18,335.53,342.08,312.92,329.77,305.02,272.76,309.97,291.08,266.91,300.93,294.58,278.06,237.19,259.21,271.55,270.05,282.60,279.74,239.03,314.14,317.28,323.61,317.40,325.51,325.90,219.24,204.65,218.73,224.36,258.77,L7
2004-07-07 21:48:33+00:00,308.64,304.84,313.18,335.53,342.08,312.92,329.77,305.02,272.76,309.97,291.08,266.91,296.88,294.58,278.06,230.11,252.41,263.14,263.91,282.60,279.74,239.03,314.14,317.28,323.61,315.62,321.80,325.90,206.10,198.83,211.72,218.29,258.77,L5
2004-07-23 21:48:56+00:00,308.25,304.84,313.18,335.53,342.08,312.92,329.77,305.02,272.76,309.97,291.08,266.91,295.13,288.04,278.06,225.22,248.41,257.76,261.64,285.59,284.26,250.82,314.14,316.06,322.87,315.05,320.38,325.90,197.82,195.87,208.57,214.84,258.77,L5
2004-09-17 21:55:03+00:00,307.01,301.75,307.42,335.75,345.23,318.61,325.95,299.29,257.99,305.68,289.09,260.17,291.95,281.62,260.26,209.62,238.49,251.46,260.25,283.24,287.05,257.81,314.49,318.22,325.13,313.96,316.09,317.75,156.79,185.01,203.81,211.22,244.46,L7
2004-09-25 21:50:31+00:00,306.59,300.69,309.68,331.88,344.31,314.31,326.43,300.23,254.79,305.09,290.83,257.33,290.65,280.33,269.05,209.62,234.84,250.84,259.05,282.74,287.64,254.85,312.82,312.27,319.56,314.75,315.69,317.55,176.01,182.21,200.73,214.60,248.38,L5
2004-11-04 21:55:19+00:00,306.65,302.04,321.67,347.93,368.48,331.12,329.46,305.01,284.78,308.45,297.82,275.14,289.94,279.37,293.24,208.69,238.34,252.99,260.97,289.82,294.18,261.66,318.15,317.36,324.56,316.22,314.38,320.81,197.61,168.99,191.01,230.79,283.38,L7
2005-01-31 21:52:45+00:00,310.79,312.45,330.68,359.57,381.25,336.23,341.27,316.60,322.05,318.53,305.35,297.98,313.71,304.00,311.72,258.42,270.40,286.51,299.37,305.68,297.96,248.91,309.23,313.76,319.28,320.49,322.79,325.15,282.82,154.62,189.16,304.21,307.64,L5
2005-02-08 21:55:59+00:00,311.80,313.20,328.80,354.02,370.34,337.42,342.25,319.25,324.62,322.27,305.35,297.98,314.65,305.67,315.69,271.20,273.90,290.21,298.23,302.63,290.59,253.04,309.33,313.76,319.28,319.96,325.40,326.07,290.69,154.62,189.16,307.77,315.23,L7
2005-02-24 21:56:05+00:00,313.07,313.38,328.22,351.65,362.73,335.83,341.45,319.25,324.62,322.27,306.57,294.73,315.02,307.33,318.06,281.17,280.91,293.30,299.09,302.32,290.59,253.04,309.33,311.48,319.25,319.69,327.17,326.67,295.96,154.62,189.16,313.24,323.76,L7
2005-03-04 21:53:16+00:00,312.36,312.90,327.48,351.18,361.56,334.61,339.54,315.71,322.84,319.21,303.62,295.42,312.79,306.19,315.32,285.92,285.32,296.36,300.75,301.77,290.05,264.01,307.13,310.70,318.65,319.49,326.90,327.32,299.66,154.62,189.16,314.95,324.97,L5
2005-04-13 21:56:00+00:00,313.92,315.14,329.68,356.55,361.56,339.79,342.39,316.07,326.78,318.39,305.57,284.34,314.77,309.71,320.30,301.91,306.22,309.57,293.66,304.60,293.06,271.56,310.29,313.65,321.41,320.33,331.67,333.98,327.75,155.64,173.64,329.29,341.50,L7
2005-04-21 21:53:34+00:00,312.68,313.78,329.68,348.79,361.56,339.79,336.28,316.07,326.78,312.00,301.74,279.48,312.50,306.43,320.30,301.91,306.22,305.68,290.61,301.40,286.66,271.56,306.68,309.88,318.72,318.45,330.95,332.03,303.74,155.64,173.64,314.94,341.50,L5
2005-05-31 21:55:59+00:00,310.75,311.55,325.71,341.13,355.84,336.74,332.72,313.92,326.78,312.00,297.48,274.60,312.32,306.20,320.30,316.64,308.73,306.68,288.87,296.89,283.52,278.33,303.57,306.79,315.34,314.34,326.35,330.22,271.73,157.25,175.06,290.12,341.15,L7
2005-08-03 21:55:49+00:00,310.25,311.74,324.28,330.58,348.43,333.00,329.78,314.37,323.63,310.87,296.16,264.83,308.44,298.45,317.73,313.43,305.21,303.68,279.74,289.28,268.62,283.36,299.14,302.36,314.46,312.98,327.02,328.23,243.27,165.59,185.74,270.19,342.30,L7
2005-08-19 21:55:44+00:00,310.64,310.50,324.84,330.50,346.68,329.40,324.65,301.55,317.49,306.11,297.78,262.42,309.41,298.91,314.77,315.37,313.88,302.66,277.38,289.12,272.16,296.64,300.78,301.12,311.26,312.63,327.15,327.72,221.78,178.10,199.31,257.84,344.44,L7
2005-08-27 21:54:31+00:00,308.20,309.89,316.88,327.59,350.08,329.35,307.24,301.55,311.03,305.77,291.63,262.16,307.21,299.83,312.98,306.77,306.39,300.59,275.26,285.43,272.81,293.63,301.59,308.93,309.46,312.21,324.34,321.48,194.44,178.68,199.31,242.39,331.00,L5
2005-09-12 21:54:34+00:00,309.25,311.47,321.93,331.12,357.18,332.80,309.27,307.76,316.68,307.42,292.68,262.97,307.31,303.12,321.12,313.99,307.23,299.41,275.72,287.67,275.14,299.68,305.51,318.13,315.64,315.98,327.22,328.16,196.36,205.68,230.95,248.28,346.48,L5
2005-09-28 21:54:32+00:00,308.68,308.72,320.31,328.27,349.65,334.11,312.91,308.37,314.22,306.57,292.55,264.32,304.11,303.12,322.28,312.84,305.14,298.18,278.06,289.64,276.83,296.08,304.60,317.43,317.48,316.23,327.79,329.34,215.70,223.26,247.76,264.03,338.91,L5
2005-10-22 21:55:39+00:00,309.11,309.32,320.31,332.85,349.65,334.11,315.31,308.37,314.22,310.00,294.09,277.44,304.69,305.74,322.28,312.84,305.14,301.16,290.62,296.08,286.50,302.19,306.06,328.82,325.72,320.25,332.08,331.70,221.04,252.49,278.08,280.98,340.03,L7
2005-10-30 21:54:27+00:00,309.39,308.71,319.72,333.83,351.64,337.37,323.11,315.91,318.04,314.48,294.45,276.71,304.51,305.31,319.16,308.92,303.39,303.99,293.74,299.03,288.86,302.25,308.65,326.19,324.38,319.82,332.16,331.00,237.13,262.07,287.07,290.44,342.31,L5
2006-01-10 21:56:16+00:00,309.04,308.71,319.72,334.89,350.94,335.59,324.53,315.69,317.51,314.67,295.05,279.93,305.83,304.82,319.16,308.92,302.73,304.03,297.48,300.30,289.97,300.16,311.56,322.61,323.27,323.52,336.35,331.00,252.01,280.20,306.50,310.96,340.43,L7
2006-01-26 21:56:24+00:00,308.34,308.36,318.70,335.52,348.99,331.16,324.53,315.69,317.79,314.89,295.41,280.71,305.42,304.49,316.71,306.29,301.88,303.06,297.45,300.30,289.97,299.38,311.56,317.88,320.75,322.80,335.40,329.34,263.26,284.06,308.23,313.03,340.43,L7
2006-02-03 21:56:42+00:00,309.91,310.98,323.22,343.56,353.48,333.84,328.39,316.22,320.51,316.77,297.57,285.11,308.19,312.00,318.83,309.91,307.01,303.96,303.30,309.46,296.57,303.91,318.59,317.88,320.75,325.30,336.60,335.62,289.95,301.34,324.10,328.24,341.00,L5
2006-02-19 21:57:03+00:00,310.14,311.43,324.37,346.33,357.93,336.92,331.17,316.96,322.51,319.39,299.94,293.34,309.20,314.75,319.81,311.84,309.41,305.88,306.37,313.59,298.30,307.25,322.01,320.80,323.47,329.80,337.71,338.17,311.83,315.12,337.35,339.29,340.45,L5
2006-03-15 21:56:31+00:00,309.88,309.92,323.78,342.65,355.24,336.31,339.22,318.80,324.45,321.48,304.21,293.69,311.86,313.14,320.88,310.98,310.12,307.83,308.20,319.56,294.78,310.23,325.44,311.39,319.83,330.23,339.38,339.02,335.33,330.63,334.47,327.02,339.44,L7
2006-03-31 21:56:30+00:00,310.98,312.47,324.96,343.87,355.93,336.24,343.06,322.99,328.35,325.28,306.43,294.69,316.87,314.40,317.34,313.43,312.63,312.13,310.48,323.18,296.73,315.41,330.24,312.66,321.61,332.41,340.11,339.33,329.34,330.94,334.92,324.77,341.06,L7
2006-04-16 21:56:25+00:00,311.04,311.79,322.25,341.90,355.23,337.14,343.06,322.99,328.25,324.75,307.30,292.06,315.92,313.00,309.80,313.43,312.63,312.19,309.98,323.18,296.73,313.45,327.96,311.54,321.12,331.62,339.23,337.60,325.15,326.49,334.92,324.77,341.06,L7
