dates,nzd0252-0000,nzd0252-0001,nzd0252-0002,nzd0252-0003,nzd0252-0004,nzd0252-0005,nzd0252-0006,nzd0252-0007,nzd0252-0008,nzd0252-0009,nzd0252-0010,nzd0252-0011,nzd0252-0012,nzd0252-0013,nzd0252-0014,nzd0252-0015,nzd0252-0016,nzd0252-0017,nzd0252-0018,nzd0252-0019,nzd0252-0020,nzd0252-0021,nzd0252-0022,nzd0252-0023,nzd0252-0024,nzd0252-0025,nzd0252-0026,nzd0252-0027,nzd0252-0028,nzd0252-0029,nzd0252-0030,nzd0252-0031,nzd0252-0032
1999-12-25 21:59:16+00:00,134.1345958840525,131.24139480087774,144.37613837391729,159.13475633059898,159.68999687315429,141.72225440552432,139.92592699066233,127.57747201974337,134.20480205423726,135.1337089216059,125.33420400634289,124.96761165014999,122.93246638040075,110.28947404915898,127.34450160037096,127.42343869730911,108.06779067402314,110.35422637485088,112.74188595528172,116.72455148035888,90.06071261115167,104.45061357668865,114.63689235403244,126.2548253549608,128.86297382551152,137.14861141782174,135.335270487282,141.81118621500707,138.07301228208777,140.90655230779552,148.97953562720014,149.96374934666005,143.77892316564706
2000-01-10 21:59:16+00:00,133.35249545593322,134.64380235799058,142.90302208786485,159.36554686682223,162.8796232950458,145.03123702080677,136.90082424804172,126.33347080478296,127.75280215390713,134.82487560225795,120.89458227064988,120.53182025194664,121.10558051977475,122.98011868881946,131.77827171481263,126.538854510845,117.55906197240667,115.80730264138435,117.17762698836846,120.65308310415497,112.60064887085898,114.00999136249165,119.63752332045551,131.45516867907148,140.73403108886436,133.99411919025155,137.76652930148657,148.77260935135985,143.53938943511815,139.93178163820556,141.43123997218987,138.81044006475693,145.8821218480593
2000-03-14 21:58:59+00:00,128.90334890904734,125.3459748994685,136.62471841945518,178.31297449832527,174.3923075539673,165.15858226783467,153.80066694473706,124.12360608632103,133.9213504400506,145.74499950633523,124.48207082596312,132.72290897013517,148.4707324644328,154.39584746508336,149.18952669221227,121.81951285316066,127.79691604461495,116.62699420230881,106.2994074012652,132.48206832596375,157.36944919153564,128.7174170171875,151.21807123692457,168.23149609399024,175.827242705934,152.87382632590777,182.28053338941032,167.7684753178267,138.21219259611695,,155.91397556494266,155.12249984477293,151.0634300593417
2000-03-30 21:58:57+00:00,138.24326658667445,134.25246054632632,141.54309601259365,153.41336184446857,157.0064811018858,140.8766020330607,137.64878267868514,122.14353824736136,131.25261151997492,136.36783657062065,119.5636560946884,121.51817239891044,123.87001378922693,135.3206321537513,135.37547853689128,127.4602173678778,126.51269974831993,112.40442729775404,112.86685683572378,122.66907286343763,134.26824275246156,133.61160312897945,132.0922071727991,140.56118316060298,158.91115887172003,157.30574375160302,137.33547170757407,143.68308843889795,130.58560270848392,,150.13536506782197,151.34862149549926,154.1896448202678
2000-07-04 21:58:02+00:00,134.5841564830153,113.49718217025816,,,,,,,,,,,,,,,,,106.72574385212224,121.22821899782036,118.12286986029964,113.89581755620347,119.17236392325066,128.88420075086754,,110.70635834712316,124.93981573153594,,,,,,
2000-08-05 21:57:32+00:00,128.04745415281027,,,,185.9694297929196,,,,,147.61147281945333,,,,,,110.74618917507529,123.21431189409529,85.513691079823,105.36924883632074,,116.9441911794938,117.28663474711777,110.92094850213557,125.72134109148713,138.8622464910968,,116.79738752950112,92.71453233395734,,,,,
2000-08-21 21:57:26+00:00,134.12929377311593,136.54967605230703,140.9358723507182,164.12414406055782,179.32254452475348,157.80830417502565,137.33037132117505,120.2401991611906,132.3704804453694,138.92404065543002,122.4788582938801,120.89846059693257,129.3577608570272,110.40861374215278,118.51612288059029,107.61011808605974,98.43732676268608,99.0317227196748,116.18262769981175,115.53915047542414,139.8681811404204,,129.90658945279458,148.319807556873,151.24763273420547,151.1960514018433,181.68196685214443,168.77253643664238,169.95621435956454,138.1955408744122,200.4556315932898,188.95214279285625,145.89106725611964
2000-09-22 21:56:53+00:00,130.93533240554308,124.99246532235168,127.91959508607601,166.3963169217222,173.66769609097207,153.04162456741167,126.94518621874899,117.61501029457574,130.66403813208112,134.5758031715102,112.10891682575054,111.3786418675396,114.46420654436582,113.05204179049409,108.48047369170008,91.17999766271265,120.62596788882024,123.08375280967091,121.94183074934563,114.53695928458721,88.10194296085253,111.99938447694728,111.99906472162071,122.37085924600594,152.7099575618571,143.362630415861,158.38071626663458,166.76040901754624,140.1837579763056,127.8937740695552,138.82123238086356,156.6920798975819,132.60246420917105
2000-11-09 21:56:45+00:00,141.70480506141257,137.3876133123253,155.46594778642125,168.0625431262377,161.68480354323097,150.1162066903368,148.81202430256963,140.47397153599283,139.21447256580876,137.71640351812027,126.06031663430356,120.07652016883736,125.88098035193283,117.3726507330309,126.80671295098011,129.3115446096836,99.1289389505414,109.38354144913302,123.88602549107628,134.15586506140636,126.77884484544778,117.0154539921634,126.95902069068752,131.94680678826376,138.08932291578122,131.4205939378395,142.26609278546374,144.08157366985617,138.259718957792,124.4854771933128,144.98059591963406,142.64589493807185,156.71274734341347
2001-03-17 21:56:40+00:00,132.7724836472176,129.34333353928562,140.57282548693715,172.83635735249393,174.61068205821098,157.78652501214566,146.24579047776274,124.52108308852749,146.5126098880737,140.2895512585777,123.20747978019864,118.52849223160676,130.69028708557715,130.6249175776702,139.54301394876273,133.8839441557726,143.72021152275244,145.53802668094553,151.2268408327584,139.59863820480996,125.1256266405729,139.00058376076433,145.74280676648846,160.1782454959034,167.59030460891813,174.38774246404932,161.94753356063225,165.65079538770445,156.79284611836,,170.29891227883675,170.8935309279057,161.99385306031684
2001-07-07 21:55:48+00:00,132.76206086976129,118.62660488743192,133.81385607378107,147.19111713792466,149.27274952479567,,,120.50161212725743,128.99918445763055,112.92833393839177,110.59650284419467,96.31615444955588,112.85081365763376,99.67930063647121,96.36534825301023,124.17318878886357,99.37006204630029,99.12031217440277,108.19482133786765,104.96804718636922,106.06813003327102,,,,97.46793626559152,,154.85244989782132,136.74626931792494,118.94472771364936,107.56332977917616,139.6393191472869,141.78182317349157,164.83480517867676
2001-09-09 21:55:00+00:00,129.89035456720498,133.78378134816174,142.11036695679408,187.77480804030262,197.0490388194711,174.32091220482155,164.05313094401708,139.09664745279895,149.5244433748032,151.79503123088398,127.53606133778439,126.38084022928952,146.79693567859024,159.58044805929546,141.23967851166555,111.3714728088897,116.17601830434958,109.47679553966461,121.46102335203557,160.78924737606303,,145.22885344764447,166.62068057454985,178.97883879188038,186.3142259501628,174.02222788607943,187.4502957471004,171.1660103163983,157.51819891256997,,142.8618520206359,137.39839217015148,140.9573828890338
2001-10-11 21:54:33+00:00,135.51954317959968,128.36687374821472,151.74297005447522,177.85524938340444,189.9945524202783,163.9642432899089,153.96150058451215,126.82544945532032,143.07147537717108,143.2488176777155,123.92189534912703,111.7621656613689,126.91720425419824,129.87889735465924,135.48804047192922,103.07761070047377,110.5787255828514,114.85509878156223,132.59256481729545,143.4724291013538,,130.75613729677232,139.60348898530629,150.00393765564266,179.03448765202396,173.73761105268392,167.49334193103581,172.16865902958867,145.89570521664092,138.74337169791258,128.42527854195953,139.0206466073977,141.8330426600439
2002-02-16 21:55:18+00:00,138.14935818827416,142.1838227922987,151.3413376321892,170.25838163467245,171.65937758989728,156.78708604064042,145.8884373867914,128.01117850587508,142.6748024634819,150.41096884778938,122.8023974936041,121.32432010338756,133.18579003309887,136.27167636205385,139.36955364111625,135.35741279393386,139.19116352539814,149.38246323151657,153.69114183927152,150.66878977726293,134.62592240981246,142.42112850067056,142.86756152003161,158.59406744903237,160.9725943781616,157.12101568892294,159.81939725935757,161.4100419739931,146.8475078967408,141.38058843622798,149.05955078552137,155.34229567089636,155.9781087557111
2002-08-27 21:54:24+00:00,128.42702465194444,127.60557308444068,132.33551835795737,158.10488029528253,173.46935156875483,151.2389974491368,138.75612072248612,133.1750570791273,135.47514992466625,139.10429541025363,117.2141841673246,114.45479550440534,119.3849873039492,112.96003281682938,115.99899106030844,108.939574985831,93.3014804584356,91.48182383200823,99.97594020537086,116.8828047549783,,,126.06069010890772,129.34151136742562,146.23271394826557,140.72827961938947,143.10876494608604,121.88831597152144,,,,,
2002-10-14 21:54:07+00:00,122.03534115255604,130.0526784851,148.60284073542252,174.39688202247598,179.2099465959623,156.95964809192418,142.77713698627926,127.60796641532937,141.1282505277014,147.69354300216148,136.36090980955834,138.45116312510262,144.93646904541652,134.75599199220818,115.00385550934249,83.49389819232074,99.69293990357468,112.06803607965425,109.04970793286356,119.94308574314357,113.24181120748301,138.80229051162354,145.11781013422026,149.45507002510325,160.94070261134095,148.7554149345891,163.17065114322682,173.72447358839696,158.1422483805818,132.27917715483176,124.0752507631953,112.38886484625003,130.82758278049553
2002-12-01 21:54:40+00:00,127.08659660578522,125.66356342023236,143.45862309970974,159.5244721493828,168.0680352795951,147.74953417944053,147.76904193746526,131.22376692216446,145.85733292522693,147.21099344266156,127.91668459795356,133.8462895151573,130.80104954948735,133.56110864553474,143.27409771410404,126.5408434912026,97.27662301678399,92.33822003176941,101.66719410268551,113.1375911508079,111.51766607030244,116.3501176946963,123.59596980108267,133.58347816698196,139.58124864515005,130.59042209672754,138.36655626910658,141.0138473826552,133.06374301453818,125.24292387467499,127.39863777429984,126.21991336842389,129.38484325845488
2003-01-18 21:54:54+00:00,124.05871048485369,124.0853478343592,151.8026802291267,157.39440001427414,158.31605325809784,152.15747855080724,151.12435782639776,134.0043390486951,130.81841461363712,132.48660184336543,123.16997059677911,116.39834879225135,123.32824399595695,123.36683404062418,147.45910361544136,149.21329311255133,100.59586452501033,99.72490937084031,,,,,122.5525845937749,138.63308351750314,125.06157419176661,137.29247390356224,144.84852267574297,137.2794384063769,124.13609938326208,120.66626496455146,122.54554756559473,134.38784292598473,153.8279136375466
2003-02-19 21:55:06+00:00,125.73148952617319,119.54695287167073,144.30573879752387,158.88183450902378,155.2242810635292,136.79958712067798,142.46047725393942,126.28863660066487,131.66994120713122,128.53914123011046,122.86555821771516,118.31010861499243,119.89285150383708,124.17462456495984,142.98065519879307,146.7158391595596,102.66571163309274,104.39964501219869,108.70471059769902,89.56633988604932,,,,,,109.31426182477544,121.33438139645315,116.87375563277385,,,,,
2003-04-24 21:55:10+00:00,120.45102916515347,121.13982519284832,141.1197485382924,173.9030412869504,190.33698544114225,,144.91007068865883,119.0820009126531,146.53337562576658,154.60250538412723,123.41813319893254,118.25416449904955,117.93996071497295,120.37419374305823,136.03244071946122,123.2039481229827,138.01076280895035,135.7968545879149,130.5962787518747,127.39887604194669,123.55492461999938,,123.27554925406986,125.71910998258141,152.53505425004042,128.4293277307447,133.19976507360073,,,,122.10787559050522,130.79457061783393,135.77648741437775
