,dates,per0188-0000,per0188-0001,per0188-0002,per0188-0003,per0188-0004,per0188-0005,per0188-0006,per0188-0007,per0188-0008,per0188-0009,per0188-0010,per0188-0011,per0188-0012,per0188-0013,per0188-0014,per0188-0015,per0188-0016,per0188-0017,per0188-0018,per0188-0019,per0188-0020,per0188-0021,per0188-0022,per0188-0023,per0188-0024,per0188-0025,per0188-0026
0,1985-01-26 14:42:08+00:00,236.26829417354148,213.0529553668606,216.1778963959079,239.790871641696,,,,,,,,,,,,189.8222440596508,174.0515018689688,169.5551512269284,161.52224139207345,165.18086457999252,180.0195458716265,172.46969747878995,166.43376883520455,171.18884021514228,168.38354683623788,161.00022074030227,174.04655891878105
1,1986-04-19 14:37:04+00:00,233.46239317331074,217.74120826107796,219.70606067588582,237.61239156970896,243.2433695015767,233.4690827761853,248.27910081551516,273.8576144788962,,226.2995377584046,,213.7859927718756,200.94585955965033,196.53915138964788,196.6334507858715,200.04144628690975,177.92501108218426,168.22868907556824,165.34454088628053,172.29141963376804,178.4708121209315,,127.2886778635735,148.77136630082262,163.515046783497,149.3821177624884,159.1218398021837
2,1986-05-05 14:36:40+00:00,228.17938311639574,213.74397569645532,211.98568965933853,226.69495082198415,230.89901094467683,218.13454358140373,215.3934798698952,234.89106107784403,210.18075261763505,189.01819464703948,169.1143743369613,177.35953520355196,170.9049184844441,171.11438881841286,178.24554605484224,185.80332480048838,159.20199435064652,150.63854526754236,151.48620324344654,158.9984192342976,165.85602956674313,,126.28940328066335,147.73388812283832,165.59395455643443,157.79155414692318,163.54348500739417
3,1986-12-15 14:30:32+00:00,235.59909625480194,220.16689434628944,221.85988428548274,244.21070052951148,239.34300974611838,234.82674361795387,243.92027960091517,260.62058115780167,243.23752928765413,220.75840525393286,203.04234398809913,201.61071427813857,182.22735370401813,181.97515493369502,194.4958203700167,193.74237966374426,171.57900610698047,164.45206893232708,158.68016171078835,167.99119504103703,179.3495918242845,173.3964047181721,,181.64581396769154,178.7476306792443,161.9391566084871,184.73939148550866
4,1987-04-06 14:34:23+00:00,227.94370813062886,217.12576413406933,213.65730790161527,235.59084635232995,235.57949575479984,238.97166737461578,244.93123544438868,268.6995803952125,249.04431357141118,227.884595281203,215.7625048832622,212.4359890122094,202.1544925891456,199.0842607169131,194.15751767438567,201.06622682100374,177.4787179668981,163.91745260195069,166.32747392022534,168.93418913518406,180.33265009279228,167.7156149246308,126.74229022390217,149.7593528504753,163.53346604893844,153.00611565726138,175.37743585395458
5,1987-05-24 14:35:48+00:00,236.80982354572492,206.75834917754386,208.0510802282456,221.6489519801855,229.27571065062642,,,,,,,,,180.62345487941673,185.4344802467416,189.64957305996086,160.2426667495177,150.78455365027762,154.3531265639036,165.92317945621,166.4890271227271,,120.9577773659378,149.8950067396413,164.29605952403404,157.59568529570743,164.45219653343878
6,1987-10-31 14:39:29+00:00,225.38132647740917,212.1217831433388,210.83379252754702,228.36456265884436,228.33412493188587,222.55597530503064,223.97003957509003,245.28948911974868,226.69593505188857,197.62683273006468,184.34070005420156,194.78777259674607,180.35727350833457,183.7795017766328,170.8817477687759,187.7065594392455,160.7818809686416,153.33547065512025,161.28416976836363,161.39560296422061,166.32037640739998,173.93149194249236,162.31985613740505,166.45971298596044,166.55625307591333,157.90276971315984,179.11051306574615
7,1987-11-16 14:39:51+00:00,235.07935437717845,214.5342483091308,213.313286076485,233.32606389017008,231.64657872749132,219.61652138663146,222.03112925744452,244.0606057538253,212.65102754959003,192.50354402935437,176.5570809371337,190.97134067754473,179.1292162011276,181.12853151248984,168.82983925211272,179.45113283232584,167.17530864143126,155.43935514820285,156.56906282761582,161.5405410003461,163.55771165787323,168.7569817546473,168.79903910390908,170.025872540058,166.89162497873048,152.79172746809957,184.8292696980339
8,1987-12-18 14:40:20+00:00,239.83944734328986,219.7065620871479,221.3605900964152,247.26195647939682,242.19725327071427,228.7815989837415,235.56867451888215,,,,,,,,,182.61177758132382,174.76078030162103,163.92088608783052,168.0515512115836,167.85195361837611,165.26406514007948,173.06517944096018,172.952000253343,177.10519036310916,176.40644229717458,167.41243997764673,181.8552841987673
9,1988-03-07 14:41:36+00:00,220.60806486666354,214.73026333829603,216.5100907294327,240.34083191891563,242.02614494682044,238.32964814872705,250.08480319981254,272.7366136586234,,230.0349089839395,214.7816184580306,212.40983613232189,202.31026741309302,186.6837128287519,196.3177573440986,193.3200228552491,177.82645763041205,163.94656345032166,164.15478097139516,158.95905257940046,181.8589013792011,171.7090598054678,151.28796563499907,155.21022667169524,162.02436210526287,159.0013722714161,187.30341355506118
