,dates,chi0332-0000,chi0332-0001,chi0332-0002,chi0332-0003,chi0332-0004,chi0332-0005,chi0332-0006,chi0332-0007,chi0332-0008
0,1985-01-25 14:04:03+00:00,222.42617914485652,233.0710158070405,230.1291808495929,232.975084398136,223.7800925105291,234.76730952346628,240.43029021249558,241.57303229624554,237.62378586513896
1,1986-01-28 14:00:46+00:00,228.5673037025984,239.21163216040767,242.66680247375865,241.76049136102748,236.02942866998384,239.75259920312706,249.19241976226576,234.0283776639783,229.09618842766497
2,1986-02-13 14:00:24+00:00,221.31625502484727,224.93277765362478,239.75320662750175,230.98078684595163,224.03562246611656,223.72760195493538,240.1868822551118,227.53295575184455,229.62071988904296
3,1986-03-01 14:00:01+00:00,232.91303313487683,249.3520404946626,242.76956952721642,248.6634871579853,222.79349534714507,231.39323302481105,245.40862525023388,230.3063201518986,231.71423883925692
4,1986-03-17 13:59:42+00:00,246.9272419171095,,,272.6839600981825,233.1789228817232,252.4346332700775,262.8111964871184,225.90593988498256,226.49742369268137
5,1986-04-02 13:59:23+00:00,225.72549246776273,235.69311626309727,227.61452349414208,241.8013292658889,217.35233361891258,225.68851902015322,243.9283998660319,223.14152981939878,227.06726222617908
6,1986-05-04 13:58:38+00:00,234.04676303629313,237.4603976066368,231.56073681186547,238.2938795625907,226.62820247461045,231.91280319291258,245.10187723689864,236.0281159058815,229.7798594245629
7,1986-05-20 13:58:12+00:00,215.51885623502773,225.6161049726806,232.0486637759136,231.37467858952567,219.36330473434901,230.29810248885315,237.3632209661931,228.0859273251167,214.2947715163371
8,1986-06-05 13:57:43+00:00,228.6233919733621,226.7031375014484,228.12856192115345,242.98770244660577,227.2230671933922,235.36977870456636,237.35351173211484,235.63894754494774,230.65421618971936
9,1986-07-30 14:02:04+00:00,226.50353853127854,235.66203652207747,228.79453178927295,239.39890936455896,225.56826639981858,232.39224112538594,238.07071866924574,233.9225039074162,227.36267261802067
10,1986-08-31 14:00:53+00:00,226.45779144445683,230.9935864245443,236.3940049944349,237.00770156020963,225.52716607271705,234.89101750723216,238.46856003166096,225.6139107046406,221.21848328619532
11,1986-09-16 14:00:22+00:00,229.4070658350539,242.11730612829794,235.24417851502457,248.62055889294413,235.47786506545975,241.63034606312027,244.56561465428445,232.77163425091965,227.1290999846709
12,1986-10-11 13:53:23+00:00,225.10715934994428,234.3258074757603,226.67649373083793,236.3781352091135,224.0467566750611,230.86823566844987,238.2612590333646,236.171800593458,232.399153854219
13,1986-10-18 13:59:20+00:00,234.84170119788453,232.65201434194526,235.01379512354464,237.27379298762403,226.1467055103248,232.6833440324582,240.1011973956329,234.6096643927353,222.31158374490505
14,1986-11-03 13:58:46+00:00,244.93839993761173,243.76470102742596,238.2064736544029,245.68463051423316,236.31626576652923,239.17909195766384,244.43831380535642,237.07855320974642,235.91255382446354
15,1986-11-12 13:52:14+00:00,228.5860393199713,240.52436642414412,237.7606398271103,237.8625388065538,229.75033127524497,229.93543057035342,236.80322468953315,226.8751779944311,230.69853652802723
16,1986-12-21 13:58:49+00:00,237.47689564999092,243.71247350230274,250.05134161102626,254.5347458971637,234.46941163148577,238.52918501965033,257.1057876583371,240.0949719040244,237.42570672053418
17,1986-12-30 13:52:55+00:00,237.99569492277396,238.68395853008525,236.5490056643595,247.0650918543453,233.00439294741093,238.1324926359776,244.700512312451,239.42777829850166,232.44286410677168
18,1987-01-31 13:53:53+00:00,231.80743426966018,240.83805565939818,245.42193798985096,243.34930661337287,229.40120971523507,234.34562693680064,245.0136356556643,236.51147987247123,234.21053883691178
19,1987-02-07 14:00:21+00:00,232.8223017821915,240.53615682676246,243.01220514986895,249.05962981479883,236.93999381888239,235.72524289269694,247.54788136140033,235.8943726409991,234.73888207343538
20,1987-03-27 14:02:09+00:00,,241.99987421417768,235.04451196499818,247.83837683623895,228.0867464270296,234.3076043315347,244.6901676839873,234.481792066582,234.5157854834976
21,1987-10-21 14:07:25+00:00,229.1825311013908,238.59485573555128,239.79062971379213,241.45880886230893,225.05247018414673,235.56742233476723,242.01691030970423,234.09385797558414,226.28119039250254
22,1987-11-06 14:07:44+00:00,232.40162728658814,241.46279502588146,237.89988343909985,249.0889305765101,232.84427682637013,243.06370459651666,248.01811530230458,237.02216061908157,239.4673081455863
23,1987-11-15 14:01:45+00:00,225.97783423914632,236.84738123576898,234.24643077626774,245.77562142670163,223.64640611717078,230.48853073464133,239.41519819006544,228.65928560583936,228.41609113228003
24,1987-12-08 14:08:17+00:00,234.52692877958236,248.25376366927574,252.96962795105142,251.68214237721565,235.4563425229116,238.32884758675075,245.81427768474248,236.51102406069975,232.82991247864967
25,1987-12-24 14:08:32+00:00,236.08785101692638,244.8381602033337,250.9693179186679,260.6194170493329,238.56601964661084,236.7128777450148,247.37486883835766,236.768131880692,237.47569693638408
26,1988-01-18 14:02:48+00:00,229.61040839106067,249.6105546611381,248.1023939455813,256.1325871496035,224.2353469983743,235.22313480575843,243.4345390160791,230.76134067303155,232.4293300898072
27,1988-02-26 14:09:36+00:00,235.53911340199676,245.93300103292324,246.43855023957164,256.9499000086741,239.20113522484698,240.21657948997452,248.92157776304163,238.5633539393149,233.39510157476818
28,1988-04-07 14:03:45+00:00,234.94298131224738,242.70057947679675,243.7788909325759,247.83960312022577,232.8166420805163,239.8948598861161,248.09741776691212,240.40349620525407,229.7290305416781
29,1988-04-30 14:10:04+00:00,237.34402301175575,236.67127695097278,230.05603444976416,242.92423182650913,233.14669533070165,233.5437027962155,243.25687444790958,230.124959754469,223.35885092558527
30,1988-05-16 14:10:15+00:00,227.745227436601,240.89513248039157,235.99050855279393,247.72827341530717,229.041496227082,233.00280529370383,247.3113869722049,233.14920755073194,224.8258464128828
31,1988-06-01 14:10:21+00:00,231.77169173293913,240.0895121033102,233.6444398000889,243.79239749939566,230.28917814338345,227.82289699730097,238.43487894318875,225.63266360252743,215.92872579987448
32,1988-06-10 14:04:12+00:00,220.35249574196524,227.37669782894955,232.00707812848253,236.263871168906,223.6626113608424,231.4129366621238,234.41310756951717,218.67277441914132,212.52218755133904
33,1988-07-19 14:10:33+00:00,232.7827377587504,242.89303154476949,243.5936323431049,246.9988994917099,235.56015508689742,241.96821563743032,249.03566828170844,239.66533874516074,235.71807667280507
34,1988-08-04 14:10:35+00:00,227.98723029740043,240.30319701084906,242.96602472594583,246.32055419047776,234.9054379472713,236.94912421475993,250.73893538632376,236.41495946360894,236.89196889721325
35,1988-08-20 14:10:36+00:00,228.95807705894092,245.7844377602122,251.72434574342276,250.30340566732136,239.34752952923492,243.97114306378433,254.37836076003063,229.22332449797844,236.70692706154884
36,1988-09-05 14:10:39+00:00,232.52316334652673,242.54965124104862,244.34312937484154,251.94921093503723,237.42959443514172,241.09692681855944,257.2677210005837,236.9306192989183,232.48295314059268
37,1988-09-14 14:04:25+00:00,231.0820151397905,239.47761127552235,234.17598376070066,241.87560348911,225.91907705090432,239.8243845345595,248.47890364841837,237.6601164615559,233.2056595912656
38,1988-10-16 14:04:14+00:00,226.31205444848035,236.75936274010024,242.0403805576569,246.69921981962372,234.25329176401254,232.4689557479337,251.79559573598178,231.96534853097,231.96302543886412
39,1988-11-01 14:04:16+00:00,234.36688253079097,252.00966041037657,261.65604709252074,256.60222823986606,232.97467111596433,235.29619374009098,254.11284267714498,239.67134725403196,240.65911450386207
40,1988-11-17 14:04:14+00:00,220.42232805847414,231.49816506193693,243.97845058627124,250.1400186930421,226.35419752966675,231.64775590307482,244.64749867996775,233.22745873263133,228.471025612551
41,1988-12-19 14:04:00+00:00,229.03615290655225,244.65323980143995,248.51559694200373,259.2033454085057,235.11369437524368,241.83806395016032,245.9271440454068,230.7544050392008,226.95197827240617
42,1989-01-11 14:10:04+00:00,233.04232525491997,240.57709459565956,243.86999616180233,249.18696078485618,235.40338936052407,235.51052057405644,254.16913732405195,246.18475927507197,225.66173555496894
43,1989-01-20 14:03:39+00:00,242.45478927225582,252.41323477073416,252.89788032244698,258.3406242769646,222.49448133999485,238.40300550513132,246.8070312966542,236.39391755895335,238.95102686675344
44,1989-03-25 14:02:36+00:00,234.8341086808139,246.32769006166586,258.7425716401845,245.05604878203397,227.936169212591,231.83155257747214,248.4958880758523,237.1917002744484,231.49881502458445
45,1989-04-10 14:02:49+00:00,225.7536901229407,235.2293878073956,243.76154821000696,248.750377162191,231.84248862076535,234.6414692529098,245.97990622089614,233.79041916512244,229.1598017895755
46,1989-04-26 14:02:30+00:00,216.25247427922588,227.21917186739347,228.92518582659383,233.59150080179234,221.84628800354167,228.30086714915686,232.38549581700516,224.1829719819493,220.10743232496287
47,1989-06-04 14:08:05+00:00,224.40643289958828,231.5001838931652,234.84288130994932,237.70317581271956,223.12399103940564,231.2846281300282,243.35635502184624,224.34562262609654,212.6020327532796
48,1989-07-22 14:07:04+00:00,229.21739000692952,233.08028677713446,237.1729309657817,243.34394715084179,234.95690686551424,233.59574962404977,238.61840072761703,221.28951162448817,220.08084428873497
49,1989-09-08 14:06:00+00:00,231.2248961252196,254.31335202069414,251.82465760635495,254.93700099024414,239.58526655274298,249.90761443552253,252.7185979380349,237.50740702735263,231.98092236514054
50,1989-09-24 14:05:35+00:00,233.83294771606947,244.66288737541333,246.36652660800928,253.9093493065936,239.33119947636146,236.01339026883588,249.5911815578755,235.8802081991413,237.07306200573686
51,1989-10-03 13:59:20+00:00,228.96583012831826,246.87648069296023,237.26424854548273,250.7592116429177,230.8884924286066,241.53412910307426,252.222700651045,240.73659266487476,238.39261021404215
52,1989-11-04 13:58:20+00:00,237.06526730010927,247.02327977882072,255.6547137470761,257.64394372313006,233.43100529402932,234.15306176938412,247.46245155271257,232.10400433513192,232.1113170502522
53,1989-12-22 13:56:55+00:00,225.65747327770822,243.50646330686612,244.5582698953873,248.40631954050716,233.93394406394484,237.26758369684464,253.04905218586904,237.83357549049205,239.62517056715166
54,1989-12-29 14:02:53+00:00,239.1295529929025,243.22010975131374,241.03080286153616,255.3924763164633,235.13127634440067,238.31567065916607,250.34890890930154,241.38674913076673,235.06954560499756
55,1990-03-03 14:00:47+00:00,237.09410236106652,249.9690844808269,255.4818630213525,252.012991173978,237.66281129208804,238.27180432384134,252.73092735186134,238.04791289329987,241.53119199093334
56,1990-04-29 13:53:47+00:00,235.33378856904085,238.0650217932162,235.88792867281924,244.29040811625882,228.1811834354458,235.48804111279486,241.31554234142558,235.13383011897588,233.85680928955034
57,1990-05-06 14:00:01+00:00,231.40071405603572,237.8542725514254,245.46913522705805,241.76182158276117,229.99415853460678,234.9520337460759,239.17378797674928,231.93545806380942,222.89765570258606
58,1990-05-22 14:00:04+00:00,232.38025261352902,239.11906901745562,240.8374765387904,250.9936628257681,229.64579813840086,239.118703493042,246.75441084688674,248.67429330543868,226.74034052135804
59,1990-06-07 14:00:02+00:00,241.02190026116057,241.90081546386963,240.84022429851538,251.66605526120574,233.64815114184427,240.37424778354725,251.33261056540607,238.96248375351908,235.69063773904674
60,1990-06-23 14:00:01+00:00,224.71001869431157,236.27641831584754,238.0204225158155,248.6945562581535,227.8595225941157,228.90053410913197,246.64627237641665,226.4887720459029,216.2354486254466
61,1990-07-02 13:53:49+00:00,,235.3011706056139,245.7325223635271,248.30348458797553,238.99849052031408,240.69294985278307,236.82156055700935,228.37832196704983,223.72532705918113
62,1990-07-25 13:59:55+00:00,232.02106009599788,238.03618697572938,245.2948045645239,253.27716858660037,237.5164095697587,242.30656046125264,242.43792511981536,232.4628339528855,226.76489742970864
63,1990-08-19 13:53:37+00:00,246.87366971184554,234.11099670480485,236.27541641094834,243.25706219124646,227.82442479235863,234.64067415018388,242.43974859063545,231.75734032106445,214.38366995794436
64,1990-09-11 13:59:42+00:00,,,,,,,,,235.8678677885698
65,1991-02-11 13:54:24+00:00,231.72047842811844,238.73366983797413,257.54450099081674,266.90232040424456,242.4496029648555,231.95492987304323,242.54770608996307,231.8010328900945,230.01336908854952
66,1991-02-27 13:54:42+00:00,223.60381451206393,224.34555067057633,237.64049224427373,244.01727278894947,,,,,
67,1991-03-22 14:01:24+00:00,205.66907072763672,225.43554981517892,268.01213332508746,263.4067573050672,,,,253.0741912154819,234.7303557440876
68,1991-04-07 14:01:37+00:00,231.5040946034996,240.37046020752632,241.5465397668199,252.64655244159712,237.99687886491884,240.69059387760785,246.24240622376274,233.8688761376933,233.36830941403892
69,1991-04-16 13:55:37+00:00,220.18473550798632,231.61207466297296,237.2894975107838,244.90292551092153,235.17074744195878,235.89420603219858,245.2130263734074,236.05784961993032,219.22827308944332
70,1991-04-23 14:01:52+00:00,236.11673284303035,240.76333488447105,240.33197054529506,250.79210673041888,234.27301745541473,230.5827300323561,238.92268549729476,229.36068595007575,233.38961401611922
71,1991-07-05 13:56:53+00:00,221.6704604789679,235.16798279102468,225.21736419771312,242.0921949518725,225.11064872339992,227.17107447355107,243.8394872493742,227.12269521095206,232.72713095041547
72,1991-08-22 13:57:15+00:00,222.58194770419655,233.96822022773392,235.4530970563239,243.66845393208465,224.65705015672268,236.97090744345707,239.8493877706534,230.15706957397896,223.9510161882646
73,1991-09-07 13:57:30+00:00,223.54193025858754,235.9494194132629,239.91887455732544,242.42285614330407,226.19888078271802,234.90243708198548,252.0933170335731,235.2144045199558,222.4741899887266
74,1991-09-30 14:03:49+00:00,225.34077397836379,236.11343689303365,238.14438783704455,243.95944209075884,233.90903905273467,236.20773179651707,244.8999671051062,229.57293905682783,226.30402789862137
75,1991-12-12 13:58:08+00:00,222.90287585825686,233.69076707111685,246.58746145343454,244.26403003143486,229.1248595271738,232.7369789122053,241.3022862508173,238.02200434526776,225.49771675051292
76,1992-02-05 14:04:04+00:00,228.34070860519319,234.92699276934562,241.6512459687515,251.16146276030508,236.19470799605773,238.2202267974563,240.80700612104255,232.41021137693318,226.93541901542756
77,1992-04-09 14:03:49+00:00,232.10556012597533,233.637733015047,238.67519609260646,244.27830136219606,230.36625427573227,235.18934704254565,241.32773373251362,233.57429622203892,231.04522558933095
78,1992-06-28 14:03:04+00:00,223.77535739590326,225.69830229566287,232.21059886078376,235.21317489027206,225.3626604218933,235.87090417956608,239.00752654334545,229.83335322615574,218.88008461081697
79,1992-07-14 14:02:52+00:00,224.92954881712632,234.14118152369815,233.167545190624,243.97951281488585,226.69408497715705,231.03895188305825,244.9755730659355,230.7867119445414,218.84634029218117
80,1992-08-08 13:56:21+00:00,226.69657978666214,229.53865986644493,227.67633450606263,237.75103489600238,218.64117861735915,225.21095337491556,237.1634940881909,230.50833869995628,219.51220170385403
81,1992-08-31 14:02:10+00:00,212.6171949561922,222.68636503971882,230.4615903546221,243.81019828507735,223.41738090473976,226.25414598627424,231.76594715552906,224.47577991751433,219.66767942811722
82,1992-11-03 14:01:06+00:00,224.19626428670279,237.74502687868252,248.88238760742567,252.7249470394039,228.96503849434689,236.0388887322236,244.82031275146224,237.93071459387278,230.86751498731812
83,1992-11-12 13:54:43+00:00,228.0979386393878,231.7804350974348,235.2289862703495,248.57752097696306,231.46148072599473,224.12801158179107,231.51859258399756,225.3802071028341,223.10286816998
84,1992-12-05 14:01:03+00:00,225.51422226782893,231.4689254690831,240.72074498754,250.17793640311993,237.2589811982439,237.4062701446695,241.80770838014917,232.66060953100447,228.08853653425444
85,1992-12-14 13:54:57+00:00,222.40317323198573,244.11564014982008,252.7781996051226,254.93789423653442,233.70660725338985,234.83669440565612,246.6070935015457,235.35785969155032,228.11177388188764
86,1992-12-21 14:01:13+00:00,220.87039021307507,228.40760444599977,235.20064695971007,241.96983498199637,226.14067817318056,231.29686420213653,238.39802296132234,220.82009360000524,222.31752356532417
87,1992-12-30 13:55:06+00:00,225.48670550300122,243.43776899775577,246.67116030236255,252.9381521217667,234.32614025665845,236.5232450906711,246.36060861312478,227.9571172794519,237.43576261399167
88,1993-01-22 14:01:35+00:00,227.344006567996,232.18373129833083,234.70428104737553,250.38423935585564,228.69407026175688,234.6309785262141,242.7288660824657,230.710021998125,224.35634318485253
89,1993-01-31 13:55:30+00:00,228.51796070795862,244.09131705204814,253.2940531120084,254.9330067295182,234.18833019899117,234.55750894910133,246.62118367136435,230.42538849167167,226.8713901354456
90,1993-02-07 14:01:45+00:00,237.26334490927576,235.61044982921786,248.5039915275542,256.77363300131213,239.41622229414085,235.77389526946175,239.2603379019639,233.8729785822687,224.60072886238686
91,1993-02-23 14:01:49+00:00,236.5341099734877,235.5859836368937,237.28634566324075,247.59020626663434,227.75224642342596,234.057275136935,240.98915714142996,231.9917660753364,221.33598320060918
92,1993-04-05 13:55:54+00:00,224.120462496209,231.46430444274668,237.86637331361715,249.1929844840859,227.35444452120169,230.8925034554608,242.26809714578692,229.70337037652138,218.11705446084875
93,1993-06-15 14:02:22+00:00,226.32124939000136,238.10822369524163,242.05022435057833,247.15690265096896,231.11130328328974,238.52890623515168,236.62205873586495,227.78394134687645,223.78189462541343
94,1993-07-10 13:56:04+00:00,222.8966804559126,233.36083177986976,240.4887614773701,236.30957522992887,228.59560084846126,235.473816574372,246.33472689029057,221.4009022509921,219.65163498793706
95,1993-08-02 14:02:14+00:00,232.1271328396369,247.70284576407605,248.59158542939173,258.1912201476433,239.87345602412688,243.2145233812189,244.00733647525956,227.62051882728875,216.40216092312997
96,1993-10-05 14:02:07+00:00,224.08598018352637,234.35964675970024,231.5247417029863,246.198965707545,232.27039587182665,238.21466861426876,240.69338018228913,236.2493809970489,232.28307418162834
