dates,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0039,nzd0513-0040,nzd0513-0041,nzd0513-0042,nzd0513-0043,nzd0513-0044,nzd0513-0045,nzd0513-0046,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,satname
1999-09-18 22:13:39+00:00,323.8369230769231,310.1317647058824,,341.81,,337.84565217391304,332.0805263157895,330.1603703703704,327.4214285714286,328.56,329.6566666666667,328.99666666666667,329.32,340.9233333333333,327.49,323.23837209302326,335.94555555555553,331.69555555555553,329.73555555555555,325.5936363636364,324.3269230769231,330.8169230769231,330.1766666666667,344.42,332.4475,329.7572727272727,322.31117647058824,321.6269230769231,329.58727272727276,338.5071428571428,341.40000000000003,340.28,342.05,352.40714285714284,351.93,348.17,352.02,344.8933333333333,336.73,322.3466666666667,334.1769230769231,350.56333333333333,360.3,352.9611111111111,344.46000000000004,332.36,330.92,336.5672727272727,339.2133333333333,335.87857142857143,352.0911111111111,350.89666666666665,349.8833333333333,355.27857142857147,350.81117647058824,351.86727272727273,346.755,348.14000000000004,347.4266666666667,335.22043478260866,342.435,337.63363636363636,337.25857142857143,333.16692307692307,337.13074074074075,343.5785714285714,347.20037037037036,351.7669230769231,350.7685714285714,347.8872727272728,345.36727272727273,344.01727272727277,350.43857142857144,364.5869230769231,370.36,368.09857142857146,368.35727272727274,358.36857142857144,360.92727272727274,337.18555555555554,341.08727272727276,353.5133333333333,345.70904761904757,351.1666666666667,342.1411764705882,348.76727272727277,358.92727272727274,361.0433333333333,355.675,355.25333333333333,340.87666666666667,344.2,338.9133333333333,346.48,347.65857142857146,344.2211764705882,342.5811764705882,334.4505263157895,341.9669230769231,348.6533333333333,353.70111111111106,L7
1999-12-07 22:13:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,326.77,324.6136363636364,325.1905882352942,325.3638461538461,330.7736363636364,332.4842857142857,330.81,311.3,329.09,345.50428571428574,345.07,344.13,334.78,345.7033333333333,347.32,346.9266666666666,331.1638461538461,355.0333333333333,345.35,337.97777777777776,333.32,334.38,336.25,338.4736363636364,334.3433333333333,337.1271428571428,,,,,,,,,,,,,,,,,,,,,341.8336363636364,347.25363636363636,358.60714285714283,363.6738461538461,366.11,364.41714285714284,353.6636363636364,350.2471428571428,342.6736363636364,335.5988888888889,331.1036363636364,338.12333333333333,349.75476190476195,342.8566666666666,343.3705882352941,351.99363636363637,367.9236363636364,369.9833333333333,360.77,345.50333333333333,353.14666666666665,345.81,341.5733333333333,339.89,330.85714285714283,342.89058823529416,342.4305882352941,341.36315789473684,339.7338461538461,346.87333333333333,359.9977777777778,L7
2000-02-18 22:07:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.36333333333334,328.81538461538463,351.3266666666667,342.23,335.37555555555554,343.84,334.45,335.72999999999996,342.37545454545455,335.50666666666666,335.28857142857146,339.91555555555556,351.8433333333333,344.75666666666666,343.99857142857144,350.1941176470588,341.41545454545457,344.27,348.52,349.54333333333335,339.5552173913044,331.29,337.72272727272724,333.50857142857143,336.9553846153846,335.16703703703706,343.90857142857146,357.70851851851853,361.52538461538467,357.0185714285714,339.10545454545456,336.73545454545456,345.2754545454546,355.74857142857144,348.0753846153846,351.76,354.55857142857144,353.99545454545455,341.84857142857146,335.13545454545454,334.36777777777775,324.7054545454546,331.4866666666667,347.552380952381,357.92333333333335,354.21411764705886,354.2154545454546,365.69545454545454,367.4766666666667,346.51,345.37666666666667,359.2133333333333,339.28999999999996,325.2366666666667,328.42,338.48857142857145,344.3141176470588,344.2541176470588,346.1405263157895,339.24538461538464,352.5366666666667,356.96555555555557,L7
2000-05-08 22:06:44+00:00,305.02,296.64,,316.72,,315.79,327.92,319.03,316.14,325.99,318.19,323.35,332.66,332.24,324.91,319.33,326.0,312.75,319.87,324.8,330.75,327.96,319.47,328.92,340.83,317.22,324.09,324.77,327.04,332.01,333.62,343.6,342.31,345.16,341.95,344.09,348.36,343.0,333.43,334.62,328.75,339.19,343.73,346.93,349.09,349.3,354.85,353.53,,345.0,354.9,350.82,355.36,360.55,347.37,333.65,338.0,341.01,336.28,335.78,339.47,339.83,343.11,346.25,344.22,339.62,346.1,349.04,351.85,359.66,358.87,356.72,352.9,362.85,369.9,370.81,361.96,345.95,343.06,325.04,324.81,341.33,348.36,354.71,355.28,360.34,358.84,359.94,352.17,345.2,342.57,350.19,340.71,341.11,340.9,339.7,340.82,340.84,343.99,343.55,349.06,L7
2000-05-15 22:12:54+00:00,288.3869230769231,277.5370588235294,326.7689655172414,340.19,341.8928571428571,336.5117391304348,341.07,344.69259259259263,,340.9718644067797,349.0266666666667,330.8666666666666,338.84000000000003,344.8433333333333,345.48,340.3025581395349,333.2788888888889,322.8188888888889,324.6288888888889,343.03272727272724,334.9669230769231,329.0269230769231,328.59666666666664,334.12,342.8525,336.48545454545456,330.81470588235294,338.5969230769231,342.62545454545455,337.4214285714286,340.15,344.31,345.69,347.46142857142854,353.93,355.52,348.07,361.5433333333333,355.03999999999996,333.4866666666666,346.2169230769231,353.2233333333333,347.89,350.52777777777777,361.0,366.59,353.09999999999997,355.82545454545453,355.8433333333333,351.0257142857143,358.28777777777776,362.2466666666666,362.8333333333333,361.24571428571426,353.4647058823529,350.6554545454546,344.295,347.52000000000004,348.18666666666667,349.0278260869565,347.275,350.44272727272727,348.0857142857143,351.4769230769231,346.1051851851852,349.5157142857143,352.6725925925926,359.0869230769231,360.1457142857143,357.9654545454546,353.6554545454546,361.25545454545454,364.73571428571427,369.2369230769231,376.3,368.8357142857143,367.73545454545456,357.0757142857143,351.38545454545454,346.5888888888889,340.42545454545456,346.3633333333333,358.7004761904762,356.63666666666666,361.24470588235295,364.47545454545457,372.57545454545453,363.93333333333334,353.125,357.2833333333333,367.38666666666666,364.34999999999997,345.3933333333333,351.69,346.35571428571427,338.9047058823529,337.7947058823529,344.93,345.0069230769231,350.2833333333333,355.7577777777778,L7
2000-05-31 22:12:42+00:00,302.46538461538466,261.83764705882356,295.64827586206894,327.98,328.2685714285715,,311.51421052631576,298.40037037037035,,337.7284745762712,336.5266666666667,329.1066666666667,344.23,326.5433333333333,314.22,322.01348837209304,330.78555555555556,311.52555555555557,316.44555555555553,326.33,310.80538461538464,321.11538461538464,326.45666666666665,322.75,330.875,327.65,327.06176470588235,316.97538461538466,322.01,329.3042857142857,334.91,345.29,345.6,339.25428571428574,340.15,337.07,344.87,353.8233333333333,347.93,337.02666666666664,320.91538461538465,335.3833333333333,341.24,340.5411111111111,343.36,349.17,355.76000000000005,351.44,350.3633333333333,346.2571428571428,348.69111111111107,351.1666666666667,354.9733333333333,353.29714285714283,346.3317647058824,343.09,342.68,347.69,355.63666666666666,344.1169565217391,336.46,333.78,330.9471428571428,322.37538461538463,343.4107407407408,352.5071428571428,348.5003703703704,334.7653846153846,330.02714285714285,330.18,343.91,354.39,351.39714285714285,352.2553846153846,361.78000000000003,361.22714285714284,356.69,345.5071428571428,344.01,333.61555555555555,322.23,342.5333333333333,331.07476190476194,340.9866666666667,348.75176470588235,356.41,355.64,349.1933333333333,355.4,355.87333333333333,355.7366666666667,351.51000000000005,342.9233333333333,333.09000000000003,332.5071428571428,334.50176470588235,331.1617647058824,338.9042105263158,337.78538461538466,340.0333333333333,344.8611111111111,L7
2000-06-16 22:12:38+00:00,287.17615384615385,298.9829411764706,315.9048275862069,296.99,316.0057142857143,311.60130434782604,302.98263157894735,,,,,,,,,,,,,,,295.05615384615385,311.13,308.95,324.335,326.3,324.50529411764705,315.1961538461539,314.16,311.23285714285714,319.12,315.44,,,,,,,,,,,,,,,,,,,,,349.01,340.20142857142855,335.0952941176471,335.58,339.3,347.36,334.06,331.47086956521736,315.69,332.29,335.20142857142855,334.7661538461539,337.2322222222222,336.78142857142853,343.95111111111106,331.92615384615385,346.90142857142854,342.76,336.64,350.03,356.87142857142857,364.35615384615386,362.27000000000004,373.33142857142855,367.15,346.38142857142856,341.26,330.68666666666667,325.21,333.54,352.32428571428574,352.03,348.44529411764705,351.27,356.05,359.03,363.02,352.57,351.96999999999997,344.51,330.32,337.44,347.02142857142854,344.74529411764706,,347.49263157894734,343.3961538461539,347.01,351.1733333333333,L7
2000-06-25 22:06:19+00:00,316.46461538461534,278.00470588235294,,263.52,,,,265.1085185185185,,,,312.60333333333335,326.06,342.19666666666666,329.79,331.2744186046512,336.80777777777774,336.59777777777776,326.7077777777778,320.79545454545456,321.82461538461536,317.41461538461533,313.06333333333333,320.83,318.8525,338.7009090909091,339.7264705882353,340.68461538461537,331.5209090909091,344.73857142857145,326.88,342.4,344.63,353.71857142857147,354.46,347.61,,,,,,,,,,,,,,,355.8355555555555,360.68333333333334,360.0566666666667,349.13428571428574,344.8164705882353,351.40090909090907,353.415,342.55,331.8933333333333,341.28434782608696,337.985,331.06545454545454,,,,,330.42851851851856,347.62461538461537,338.4742857142857,341.66090909090906,351.1309090909091,352.74090909090904,361.4242857142857,368.72461538461533,375.99,371.68428571428575,364.0209090909091,347.4642857142857,347.34090909090907,332.4377777777778,340.6309090909091,,,353.98333333333335,358.83647058823533,366.9509090909091,370.68090909090904,364.3366666666667,361.695,359.4566666666667,358.2233333333333,352.2,334.4066666666667,353.19,346.2942857142857,349.83647058823533,360.64647058823533,348.01105263157893,362.9846153846154,360.9166666666667,367.21555555555557,L7
2000-07-27 22:05:48+00:00,292.79,296.4564705882353,262.41862068965514,312.53,,,,291.0618518518518,,,322.9133333333333,315.3333333333333,,,,,,,,,287.22,296.32,284.2033333333333,,,,,,,,,,,305.8671428571428,,,,,,,,318.1666666666667,332.6,328.2655555555555,330.4,330.33,328.5,337.93454545454546,333.6066666666667,322.7685714285714,334.52555555555557,339.28333333333336,,332.1485714285715,322.3876470588235,,,,309.9633333333333,314.3217391304348,312.76,,,,,,,,,,,,,,338.29999999999995,332.8985714285715,,,,,316.32454545454544,,,317.6333333333333,318.23764705882354,,,,,,,,337.44666666666666,357.53,358.43857142857144,356.3276470588235,365.5776470588235,361.2336842105263,369.35,385.7166666666667,381.72555555555556,L7
2000-08-03 22:11:55+00:00,297.3769230769231,279.2888235294118,256.9196551724138,303.05,,,320.5231578947368,301.8966666666667,,318.6991525423729,316.37,323.71,335.05,318.35,321.46999999999997,317.45395348837206,311.83,324.44,324.46,314.82909090909095,305.5469230769231,300.3369230769231,295.88,294.02,322.5275,320.9981818181818,312.63588235294117,308.5169230769231,314.3781818181818,314.5128571428572,321.7,328.94,336.57,343.16285714285715,342.57,340.49,339.19,352.69,351.79,340.66,342.7069230769231,328.48,335.23,340.72,340.59,337.55,338.07,334.91818181818184,337.32,339.93142857142857,339.68,343.18,337.53,345.47142857142853,347.29588235294113,337.1781818181818,343.625,344.17999999999995,336.81,333.0969565217391,331.535,342.1890909090909,325.00142857142856,321.4569230769231,331.1533333333333,339.03142857142853,348.99666666666667,347.35692307692307,349.57142857142856,348.8781818181818,349.4481818181818,349.8881818181818,346.71142857142854,353.1469230769231,356.92,361.8514285714285,361.5781818181818,344.15142857142854,338.1781818181818,334.73,336.0181818181818,340.13,344.0342857142857,342.7,342.33588235294116,,,,,,,,,,,,,348.8931578947368,350.5469230769231,364.73,367.18,L7
