dates,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0039,nzd0513-0040,nzd0513-0041,nzd0513-0042,nzd0513-0043,nzd0513-0044,nzd0513-0045,nzd0513-0046,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,satname
2000-09-20 22:11:14+00:00,301.16,286.08,293.41,315.95,316.32,312.10,316.72,301.83,311.42,324.55,324.76,321.55,331.90,330.00,325.66,323.87,325.84,321.08,322.08,325.03,315.18,312.84,311.38,318.95,328.22,327.57,325.83,323.66,324.88,330.13,329.13,337.04,341.63,345.12,346.46,345.62,348.30,352.17,344.56,327.23,332.58,328.05,337.89,339.94,342.69,343.34,342.59,343.73,341.05,337.67,345.20,348.17,350.00,346.48,341.77,342.35,342.74,343.97,336.60,334.90,331.98,338.15,335.20,334.69,341.20,344.33,345.59,345.99,346.14,347.14,348.64,353.01,354.31,359.57,361.97,361.93,361.37,346.19,343.57,330.98,327.27,341.23,344.73,345.73,347.39,357.31,360.78,358.06,355.28,352.90,353.12,352.55,338.59,345.27,344.22,343.60,346.57,345.84,349.02,354.34,358.54,L7
2000-10-22 22:11:02+00:00,300.46,285.53,290.57,311.03,316.32,312.10,316.72,298.81,302.07,319.59,319.84,317.98,327.90,325.64,321.46,318.50,321.56,316.38,318.26,322.87,313.61,312.12,311.70,316.56,325.40,323.18,323.27,322.79,325.86,331.85,330.02,334.69,336.92,341.42,343.26,343.61,347.45,348.94,344.56,324.54,332.58,322.30,333.63,336.77,339.00,338.95,337.68,337.91,336.01,333.74,340.61,344.54,346.29,343.35,339.28,338.62,339.26,342.87,335.60,333.40,330.99,335.69,333.29,333.39,338.86,343.22,343.50,344.94,345.29,345.84,347.54,350.57,352.03,356.92,360.05,360.16,357.96,343.01,340.68,328.90,325.20,338.38,342.36,344.23,345.74,353.65,357.85,356.11,352.49,348.54,348.87,352.55,338.59,345.27,341.90,341.73,344.07,343.82,345.95,350.85,355.92,L7
2000-12-18 22:05:01+00:00,304.09,285.67,276.53,296.82,298.05,288.65,303.21,288.70,300.69,303.00,308.83,312.89,318.26,317.97,315.04,309.95,311.53,314.17,317.88,316.55,307.32,308.01,306.52,307.05,317.62,316.79,317.50,322.92,328.33,334.45,327.81,327.97,328.54,336.95,340.07,340.83,346.35,343.98,341.15,321.53,324.69,308.56,329.33,333.73,334.15,328.54,324.98,326.36,327.66,322.49,330.52,337.52,336.24,334.00,333.92,333.29,334.17,337.43,328.41,327.91,326.96,332.18,324.59,324.36,332.85,341.04,339.90,345.63,343.34,343.00,346.07,344.50,347.10,351.37,352.13,353.07,350.81,337.04,335.68,324.96,322.50,332.98,335.91,338.73,340.96,346.30,352.56,353.10,347.90,342.50,341.48,352.20,338.12,350.00,340.71,343.82,349.75,344.72,347.76,354.63,360.01,L7
2001-01-03 22:05:00+00:00,305.42,293.39,284.18,300.86,309.57,300.47,309.55,298.78,305.83,307.38,312.14,316.29,318.89,316.97,313.77,307.54,309.75,313.64,319.22,319.49,309.95,310.39,308.66,308.33,319.62,316.24,315.79,322.77,331.31,336.58,329.48,325.29,324.62,336.49,341.36,343.23,347.53,344.78,345.25,330.59,333.79,314.72,335.13,339.89,338.62,332.79,328.25,329.27,330.56,326.25,329.69,335.94,333.08,332.98,333.43,331.75,331.73,336.15,329.66,326.27,327.26,334.56,330.85,329.96,337.58,345.37,346.93,349.47,349.87,350.30,350.92,348.22,347.82,351.58,353.43,353.19,353.10,339.93,337.97,327.70,323.28,338.09,342.48,341.47,342.65,347.44,355.00,355.81,347.36,340.19,338.78,364.63,346.43,354.00,345.15,346.27,349.63,346.74,347.39,355.09,360.94,L7
2001-02-27 22:11:06+00:00,310.77,296.37,296.71,297.75,309.57,300.47,305.09,299.95,305.83,304.35,308.38,314.74,314.47,316.08,312.36,304.99,309.17,310.77,318.53,321.13,316.78,316.47,317.96,310.59,320.24,314.74,316.44,326.33,336.00,341.39,331.68,323.44,320.98,334.42,340.74,343.35,349.05,342.65,339.73,328.44,331.50,310.13,335.68,342.55,340.19,340.35,335.46,335.59,328.12,323.70,326.10,333.24,331.96,330.09,332.71,329.67,328.47,334.49,332.85,327.51,329.87,331.96,332.53,331.99,339.38,347.33,346.63,349.87,349.97,350.19,350.99,347.08,347.92,350.90,357.51,357.11,349.31,343.97,342.86,330.07,329.34,342.25,347.60,355.11,356.41,353.91,360.82,361.65,354.50,348.04,346.84,367.72,356.95,358.16,348.25,349.64,349.24,345.56,344.00,347.23,357.74,L7
2001-04-09 22:04:41+00:00,313.11,308.51,312.47,312.34,331.37,325.46,320.70,312.56,311.77,312.97,315.45,320.14,321.50,319.87,313.50,307.60,311.89,312.89,320.51,323.82,318.81,317.17,319.75,309.98,317.60,311.97,314.98,328.14,339.31,343.22,332.39,320.67,316.80,332.21,339.33,341.91,346.51,340.65,353.44,340.19,331.50,313.67,338.28,345.53,343.01,344.23,338.90,337.91,328.12,324.60,326.03,334.69,332.74,332.86,335.66,333.69,331.60,333.61,329.60,326.28,328.58,334.91,336.93,340.80,340.49,348.51,347.25,352.43,354.35,355.43,356.27,351.77,353.95,359.81,365.98,365.59,355.51,347.98,345.32,333.75,337.87,344.99,350.91,356.02,359.05,357.68,364.73,365.09,357.25,348.58,348.18,367.72,366.05,365.72,351.54,352.44,351.35,348.45,346.21,349.25,362.69,L7
2001-04-16 22:10:54+00:00,313.33,308.51,315.56,316.30,333.54,326.06,322.37,316.02,315.27,317.06,318.40,322.11,324.44,323.53,317.34,310.95,315.03,316.81,323.07,325.80,319.40,318.07,320.03,312.20,319.44,314.21,317.80,329.44,339.19,343.07,334.98,324.80,323.30,337.12,343.30,346.00,349.22,346.11,348.95,344.88,337.66,325.37,347.01,352.43,348.53,347.99,342.05,342.92,336.81,331.88,332.31,339.20,334.62,336.17,338.79,335.75,333.93,331.51,328.21,325.68,329.33,336.67,340.16,342.28,342.31,348.59,349.22,353.70,356.12,357.21,358.25,351.03,352.97,360.69,366.90,366.24,358.00,348.90,346.42,334.07,335.63,344.75,350.56,356.16,358.52,357.05,363.14,363.88,357.29,351.09,350.51,360.77,359.30,358.60,349.14,350.64,350.35,347.58,345.60,347.24,359.97,L7
2001-05-02 22:10:51+00:00,317.96,317.63,326.07,326.24,333.54,326.06,322.37,325.62,323.25,322.62,325.41,327.16,329.56,329.55,322.60,317.12,319.81,323.96,330.02,329.77,323.58,321.96,321.94,316.32,324.04,321.45,321.94,333.69,341.35,342.80,332.32,325.85,328.50,340.38,346.29,348.13,349.71,349.77,348.95,354.98,341.23,341.28,362.17,366.77,362.56,360.46,354.69,356.56,352.16,345.68,344.63,349.12,343.30,343.48,343.64,339.92,334.68,327.32,324.46,326.75,330.91,342.74,346.28,347.85,348.14,352.59,355.98,359.07,361.72,364.03,364.38,356.87,358.61,368.12,374.32,372.97,365.99,355.94,352.92,338.99,342.39,350.61,356.17,362.15,367.19,365.50,370.75,370.35,364.47,360.66,359.54,360.77,359.30,358.60,356.98,357.98,344.08,354.21,353.64,355.35,366.23,L7
2001-06-28 22:03:56+00:00,319.09,330.05,333.50,335.26,342.22,334.85,322.84,326.58,327.00,324.14,324.76,322.42,335.06,334.07,327.55,322.09,327.41,330.64,333.27,334.66,327.30,325.35,323.67,319.47,330.56,327.60,328.35,336.63,336.22,347.08,335.01,327.83,331.28,338.52,345.73,350.49,351.59,352.64,348.95,359.09,351.30,352.49,368.68,372.97,366.35,366.11,361.08,363.16,360.07,354.72,351.87,352.75,345.04,342.42,341.60,338.56,332.42,326.72,323.65,322.64,328.83,333.12,336.87,344.45,343.26,347.39,353.76,357.17,359.25,360.44,362.35,356.12,355.20,367.86,371.06,370.09,364.87,354.05,351.21,336.80,340.70,348.52,354.17,360.73,364.96,362.68,368.65,368.39,362.08,357.96,357.14,355.56,352.60,354.50,349.64,352.05,341.42,348.84,345.69,344.95,360.07,L7
2001-08-15 22:03:26+00:00,315.82,316.27,329.70,334.04,347.02,340.23,314.22,322.14,322.36,321.45,324.53,321.35,333.27,331.81,321.17,315.51,324.24,326.97,330.13,332.64,326.02,325.83,323.19,320.01,328.38,322.33,321.37,322.38,329.11,337.86,334.09,328.59,334.59,333.90,340.08,345.61,344.16,347.22,335.80,347.60,340.64,335.89,355.79,361.79,355.04,359.06,358.89,361.23,356.40,348.99,348.43,351.22,345.64,342.97,337.88,334.98,333.88,329.70,326.09,325.88,326.88,330.88,331.12,340.03,335.76,341.18,346.40,349.72,352.16,352.29,352.89,347.45,349.56,359.20,361.19,367.99,364.33,352.40,349.40,335.21,339.50,347.10,350.42,357.82,359.88,356.03,362.14,364.32,360.62,359.89,357.61,350.57,351.87,352.94,345.97,349.88,340.53,346.43,343.48,343.20,359.24,L7
2001-12-28 22:09:25+00:00,306.78,294.94,292.84,317.42,,,294.10,306.73,307.31,314.17,327.79,325.63,321.80,327.46,307.05,299.06,318.05,322.01,327.37,332.03,332.52,330.90,325.51,321.15,331.79,323.72,316.48,311.44,322.62,333.26,336.55,330.74,338.00,329.10,334.25,340.58,334.54,330.24,327.15,341.09,328.26,296.67,318.85,330.00,325.83,328.07,330.23,319.24,327.00,326.54,325.26,336.12,335.59,334.32,327.62,326.06,341.86,348.48,345.53,342.36,333.47,336.91,336.92,335.57,330.55,337.25,339.78,343.62,343.71,342.92,342.45,340.39,351.35,353.22,356.13,366.19,367.10,350.19,345.75,338.07,337.61,346.30,343.46,353.09,350.86,341.40,349.60,355.35,354.25,359.43,351.99,344.67,358.47,356.92,346.19,350.51,356.19,349.25,349.69,354.20,366.35,L7
2002-01-29 22:09:33+00:00,318.37,304.50,292.84,315.80,330.24,320.77,290.49,302.14,311.99,321.34,325.58,324.05,326.03,326.62,311.71,307.48,320.52,323.60,323.22,331.97,329.05,326.85,327.13,323.12,326.24,328.49,329.10,320.78,323.97,339.69,337.57,334.05,344.98,335.52,341.46,345.60,342.08,340.24,341.88,342.59,330.59,302.83,314.72,321.82,326.55,331.01,336.36,323.67,325.06,327.09,329.46,335.74,332.96,333.68,328.89,329.20,341.23,346.97,349.03,342.30,335.14,340.62,338.30,341.71,333.26,342.87,350.74,348.55,352.69,348.13,341.92,350.49,357.40,353.22,373.22,378.14,370.16,351.93,355.06,336.68,345.37,359.14,350.75,357.19,360.14,362.92,364.10,364.30,362.97,368.94,378.46,354.50,362.48,361.76,359.64,357.99,361.74,349.25,362.35,357.91,368.31,L7
2002-03-18 22:09:33+00:00,324.16,312.22,274.68,314.17,330.24,320.77,286.88,297.55,316.67,328.51,323.37,322.47,330.27,325.77,316.36,315.89,322.99,325.18,319.06,331.91,325.59,322.79,328.75,325.09,320.69,333.25,341.71,330.12,322.17,342.99,339.42,337.97,351.73,337.91,343.88,349.88,348.15,344.50,356.61,347.71,335.88,306.37,309.33,314.16,326.31,333.59,336.62,317.45,320.55,326.69,326.01,330.04,325.81,328.20,334.08,335.58,339.95,344.89,347.62,339.31,336.77,342.46,343.67,347.51,341.13,348.76,358.70,356.21,359.07,354.63,349.95,358.53,363.14,370.10,386.05,384.49,375.00,360.65,361.46,341.94,351.81,364.56,359.60,363.87,366.94,375.88,376.77,370.58,366.11,369.14,386.81,364.81,366.24,364.22,369.51,363.86,364.07,362.05,369.00,363.36,370.11,L7
2002-04-12 22:03:25+00:00,320.85,309.49,286.97,308.96,313.16,308.11,295.62,301.04,306.36,313.81,315.60,317.27,325.39,319.28,313.44,310.89,317.15,319.06,315.19,320.04,317.69,316.87,320.55,321.41,315.48,324.16,329.20,323.09,319.37,333.35,331.17,335.94,342.94,334.65,341.55,344.91,343.94,343.23,350.15,343.45,330.41,299.71,310.17,316.34,327.08,333.56,333.03,317.56,319.51,323.57,325.19,326.28,327.23,331.09,335.46,337.01,340.78,343.50,345.52,337.12,335.57,341.19,339.52,344.59,339.44,346.64,355.35,353.42,357.95,353.93,349.21,355.84,360.43,366.65,380.99,381.77,375.11,361.10,358.58,340.90,350.16,362.67,359.01,362.71,362.53,370.25,372.58,368.61,362.07,362.93,377.97,359.55,360.46,362.05,368.59,364.43,362.58,361.06,366.10,363.59,370.75,L7
2002-05-05 22:09:37+00:00,316.18,296.22,286.97,308.96,313.16,308.11,295.62,301.04,306.36,313.81,302.61,308.66,314.18,312.91,307.23,301.85,306.89,309.76,307.96,315.25,311.99,310.43,313.58,313.94,312.73,318.56,319.29,315.58,316.14,328.56,327.14,329.81,335.89,332.16,337.21,339.05,338.18,337.38,337.44,338.04,323.50,299.71,306.03,319.10,326.88,330.00,327.73,316.70,319.06,319.37,320.55,323.44,322.19,325.40,330.33,331.72,334.50,337.59,339.05,332.01,331.07,334.64,331.39,333.09,330.10,340.25,349.97,350.22,352.00,349.38,346.08,350.51,355.97,362.19,374.84,377.37,369.82,354.78,353.51,336.33,343.83,356.13,352.05,356.63,355.81,361.55,364.08,361.34,356.21,357.12,377.97,359.55,356.62,356.87,361.56,354.85,356.59,352.29,358.09,355.63,361.59,L7
2002-05-14 22:03:19+00:00,314.77,293.10,293.40,309.04,313.16,312.94,304.45,305.06,306.18,312.44,302.61,308.66,319.95,317.01,312.83,303.88,311.32,313.69,311.67,316.65,315.45,315.64,317.01,316.19,315.96,319.92,320.28,318.03,317.26,323.04,323.50,330.97,336.94,332.11,337.69,337.69,332.57,332.81,338.50,340.89,327.40,310.97,314.19,318.54,326.15,331.01,329.13,320.06,320.48,321.22,321.83,324.53,321.43,322.59,328.34,332.08,333.74,335.10,336.52,328.97,328.47,333.51,330.14,327.78,330.10,340.25,349.97,350.22,352.00,349.38,346.08,350.51,355.97,362.19,374.84,377.37,369.82,354.78,353.51,336.33,343.83,356.13,352.05,356.63,355.81,361.55,364.59,362.11,354.73,356.33,375.49,361.77,356.93,357.73,360.90,355.40,358.05,353.13,356.66,359.07,361.59,L7
2002-06-15 22:03:07+00:00,312.06,284.59,293.40,309.04,313.16,312.94,304.45,305.06,306.18,312.44,293.73,300.92,319.95,309.35,303.36,295.27,311.32,313.69,311.67,311.58,308.75,310.76,308.65,308.03,311.14,312.91,313.18,318.03,312.71,318.15,319.83,330.97,336.94,326.37,333.23,334.46,329.03,328.33,338.06,341.66,329.25,310.62,315.61,319.72,324.69,329.32,328.45,321.82,322.19,319.72,317.66,319.73,317.01,318.39,326.15,328.01,328.80,329.75,332.30,324.51,323.74,333.51,330.14,327.78,319.33,329.63,341.39,350.22,352.00,342.41,339.02,349.80,355.97,362.19,368.78,370.26,363.04,349.86,351.82,336.66,340.78,356.13,352.05,354.61,351.49,359.42,363.87,360.67,352.19,354.80,369.76,355.12,354.47,355.14,358.98,353.90,356.34,352.67,355.05,358.11,360.69,L7
2002-06-22 22:09:15+00:00,312.06,277.98,293.40,309.04,313.16,312.94,304.45,305.06,306.18,312.44,287.46,294.71,319.95,309.35,303.36,295.27,311.32,313.69,311.67,306.44,302.64,305.36,303.06,301.85,306.67,306.16,307.35,318.03,307.58,313.06,319.83,330.97,336.94,320.73,330.86,329.97,324.46,326.50,338.06,341.86,329.52,308.06,315.98,320.16,323.06,326.47,327.00,321.98,322.74,317.96,312.74,315.69,312.99,314.99,322.41,324.51,324.53,325.12,328.50,320.02,317.90,333.51,330.14,327.78,311.12,321.99,341.39,350.22,352.00,336.84,339.02,341.86,355.97,362.19,368.78,370.26,358.30,346.19,351.82,335.61,338.57,356.13,352.05,350.26,348.43,359.42,363.87,360.67,352.19,350.89,369.76,355.12,350.83,352.02,356.02,351.14,353.34,349.36,352.29,355.82,359.30,L7
