,dates,mex0499-0000,mex0499-0001,mex0499-0002,mex0499-0003,mex0499-0004,mex0499-0005,mex0499-0006,mex0499-0007,mex0499-0008,mex0499-0009,mex0499-0010,mex0499-0011,mex0499-0012,mex0499-0013,mex0499-0014,mex0499-0015,mex0499-0036,mex0499-0037,mex0499-0038,mex0499-0039,mex0499-0040,mex0499-0041,mex0499-0042,mex0499-0043,mex0499-0044,mex0499-0045,mex0499-0046,mex0499-0047,mex0499-0048,mex0499-0049,mex0499-0050,mex0499-0051,mex0499-0052,mex0499-0053,mex0499-0054,mex0499-0055,mex0499-0056,mex0499-0057,mex0499-0058,mex0499-0059,mex0499-0060,mex0499-0061,mex0499-0062,mex0499-0063,mex0499-0064,mex0499-0065,mex0499-0066,mex0499-0067,mex0499-0068,mex0499-0069,mex0499-0087,mex0499-0088,mex0499-0089,mex0499-0090,mex0499-0091,mex0499-0092,mex0499-0093,mex0499-0094,mex0499-0095,mex0499-0096,mex0499-0097,mex0499-0098,mex0499-0099,mex0499-0100,mex0499-0101,mex0499-0102,mex0499-0103,mex0499-0104,mex0499-0105,mex0499-0106,mex0499-0107,mex0499-0108,mex0499-0109,mex0499-0110,mex0499-0111,mex0499-0112,mex0499-0113,mex0499-0114,mex0499-0115,mex0499-0116,mex0499-0117,mex0499-0118,mex0499-0119,mex0499-0120,mex0499-0121,mex0499-0122,mex0499-0123,mex0499-0124,mex0499-0125,mex0499-0126,mex0499-0127,mex0499-0128,mex0499-0129,mex0499-0130,mex0499-0131,mex0499-0132,mex0499-0133,mex0499-0134,mex0499-0135,mex0499-0136,mex0499-0137,mex0499-0138,mex0499-0139,mex0499-0140,mex0499-0141,mex0499-0142,mex0499-0143,mex0499-0144,mex0499-0145,mex0499-0146,mex0499-0147,mex0499-0148,mex0499-0149,mex0499-0150
0,1986-04-21 17:30:52+00:00,,,,,,,,,362.97710267985155,376.647525125206,,,,,,,,,384.06101829458515,358.26607043543714,,,,,,,,,,,,,,,,,,344.97057544898405,354.449772465242,365.0031369632078,379.4686638734879,387.6176318195441,389.30268366788687,,,,,,,,,,,274.9273414744218,289.5936364933524,284.1394858652339,279.00310178535057,272.05342235331017,257.8702564516899,247.6117381975745,239.21886715543494,220.56767978315688,210.71069471519544,208.87292767711565,202.61800188123644,207.46857564303892,,,,,211.30807620512587,201.3016153004189,195.4111599227097,194.47047980210155,201.4752510549388,210.35209862244136,226.09361791865032,230.02312452912304,230.85196814871622,227.8532187226451,224.88261171574973,229.7468952422561,236.4983948212791,242.10661408158782,256.7764188781782,258.47452820868574,273.0653403317916,277.5389569974879,266.9108725351354,258.2619162282154,244.0569847974132,232.71476707261112,218.623623357548,211.01787918141306,213.75229298307553,214.60108362255502,219.82329497352453,229.51844508195904,237.45758956486125,250.99213714080602,264.18836406888664,295.40347139881965,321.0012844373692,355.37693085450815,381.35653188591164,385.33536634673715,380.1109606465275,364.7514460209005,346.2013642462154,338.83998467982275,336.33841891823977,349.51101213599947,381.4696976343702,
1,1990-05-02 17:25:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.6482910670454,294.12386731957423,314.37155126029467,306.66428308244076,298.31777213185717,275.2561412126944,257.96785925011255,240.03993472327699,219.7023738661619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1993-02-03 17:27:27+00:00,,,,,,,,,,,,,,,,,,,,,,388.8657652726079,379.19995910864066,,350.03298434640186,351.175901269621,,,,,,,,,,,,,,,,,,,,,,,,,,,335.53634624934546,326.860333522718,320.8552991841188,314.1649647332677,305.51479540306616,288.486234414123,272.9463415741647,263.4316592146678,255.49213351910655,236.6854320483814,226.27400239579453,228.33353133050343,236.14117089320595,242.38234597320553,252.1519200038234,257.45955613129695,,,246.76970615978493,225.9820795406056,211.93307827697237,206.67788458815136,204.92631022477076,214.59060433016396,229.66169047702527,241.20074004174276,246.73581726893056,249.54373533575554,238.78824947768467,237.5322681151995,239.85414037739434,249.19009506031284,257.13429720369544,256.5833514450936,267.9397014511652,277.06190208317014,282.91354917055514,275.07028173194914,260.69220331837766,245.50580064669907,237.10024533456968,227.8291855237335,225.96169357731043,231.29478200581093,231.03463450753364,238.2578796119948,248.00760866335696,260.80065782012235,272.1187242987529,300.56321020586574,331.2755789892666,366.23060414533734,,,387.39860203906267,379.404228475856,371.32277356438095,361.7007932819126,358.43096157679935,372.97546187531424,,
3,1993-03-07 17:27:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,336.15377132239183,328.64010509049757,320.14955244041096,299.1235016588955,295.92295566404937,294.25623350696947,288.57023687424527,296.7857570543604,307.300403565973,316.8003064732603,341.1185256362892,368.0187942507229,368.1162933361509,368.47433876961946,400.9577254456287,,,,,,,,,,324.5578992239292,306.21746798481047,293.0645112323489,287.1714876919207,281.5749133627512,274.4795721801202,263.1458646067682,256.7705504930262,246.68788491088313,242.7825794888872,234.32925530192708,220.8458389217901,214.84759908975585,212.58807639257446,220.91689607954925,225.12306594811258,238.7752222391591,246.11969719004128,243.31233534950792,246.66259805246457,235.97801692499198,216.96974636092187,199.63221985063694,197.2943062078756,197.09699494390725,207.3214372948154,219.7177578881497,235.88200027140843,243.7092107208958,234.3992799249791,228.87970494994966,,,,,,250.6066047069232,257.5946000120578,266.0333957868391,263.10888338155894,242.37850579736198,221.67037970397948,207.8599152912451,208.9980661419719,208.09827383762928,213.15202943766954,218.9776469707513,224.59620876480614,233.01258808664824,249.60784670291014,269.31006101185426,283.59495001008054,313.6811666151879,338.82372636805843,359.73780154817854,373.43260286227974,366.7546584794094,346.40930346513386,339.652997811638,328.8317495782836,329.6661256656533,338.2518309559723,353.13540661804507,403.9382603019295
4,1993-04-08 17:27:52+00:00,,,,,,,,,,,,,,,,,369.95843060153413,363.76828724964264,398.51534741926264,413.0216892087701,410.49381902184507,385.26486429748786,359.73096332880414,341.135448971135,339.5313660748549,349.4397546452522,358.9268632364796,355.77057594113637,342.05913147888907,336.67140524906875,328.67646800975564,314.6666975565303,313.57042398508196,317.9808554304399,330.5371683174468,342.29157500687955,362.73161243252713,373.740291211246,382.8170120200899,399.3537133705462,,,,,,,,,,,342.0893908029393,321.3187068544836,310.3768019151201,305.1900096916339,300.3309094384081,291.25169637836746,276.6308371174688,275.59424156382823,262.5622015091262,260.0167698198527,255.77397379878332,239.2669137266971,230.66554357714904,227.01051229678012,232.69975957868127,239.85093887774707,248.92949587338512,259.2281783055585,261.76240738710186,260.0508700685941,251.48867880160213,236.54796718934827,208.12812763304612,203.25335546993603,211.57319063531128,221.7721218049138,234.31378281037786,244.66440955237243,252.54948191075846,250.38696742378642,240.38716293158666,241.02002422406918,246.7319889074873,240.92607357767955,247.26981611235232,255.9677095153711,263.37536190711137,272.4216101742376,279.9025785304321,277.34201219193636,258.1254224050073,240.41867799297285,228.80990750513365,225.34441431419657,222.56453022128568,223.94644124708577,226.9591879439675,231.15513775269193,242.32394453284186,255.59666110187197,279.45362508183536,304.9664053963199,332.17797388815046,360.3320601464873,379.92991421541507,395.8444868449186,385.074152679087,362.5066525325832,353.69831281706996,339.5838266609428,343.4182232050012,352.6252396864207,367.7890860649194,415.9446548866108
5,1993-08-30 17:27:58+00:00,,,,,,,,,,,,,,,,,357.4687428780488,367.75707495659356,,,394.8642669063921,383.7085012052378,367.2994335648871,352.6391739179152,351.96870571755085,352.5095951284617,353.3093690900225,355.03274903863394,334.11747911502795,326.8264820382398,341.5275923668225,333.10257430561035,328.87173665573084,330.2522911598264,333.97776045422694,355.0813720746012,385.7825036881939,,,,,,,,,,,,,,350.7606755534393,336.1368586227122,320.5091288319118,316.6278162823384,308.69388850625387,299.80864411500363,288.39518862526563,276.43946878114974,273.2155295226679,269.32906869661866,260.77174993820404,246.05046003587276,236.44538466997716,231.42833703484885,234.8143427304498,237.30815329643175,248.93178429650845,254.13496096392143,252.7626246956493,251.05821985996306,239.67187483322127,228.14743482524676,217.49620953607356,213.59238320649905,213.42086423192356,218.0649854941215,225.76977017653732,241.6170746931406,246.19026992740945,240.60738231944512,239.40251998662148,236.64126571277373,237.57103424003125,240.9610291176841,243.98100053889476,251.22625192077615,256.9102112243243,265.71069341228156,270.84896146537585,271.4456359828142,249.74081022886938,237.86234390433108,234.79581605731957,228.80308098609194,222.4351646041628,224.29968855893802,231.49452281143968,235.46610601919383,244.37267555275506,263.80370586770465,283.58801367157423,295.40849876046923,313.95042115258576,342.181336424753,359.95270535803576,369.6822791736946,372.77559996747976,363.30253083837414,360.548641092723,354.7495792439949,355.2651620329011,369.9494117832238,381.64300177450116,
6,1993-11-02 17:27:40+00:00,,,,,,,,,,,,,,,,,372.18802246012535,382.398410847163,397.19969964836383,412.7752997320815,416.6335683815877,390.87344473678866,362.1736862611634,351.75645830737625,347.1960022862985,353.4129471848535,361.7800122251814,362.827450069026,351.92318613561247,345.43912191518973,349.2746448824669,343.25002270860807,332.2362309252969,331.5099065870332,352.66891582723304,367.4435575041949,381.37382257212425,391.62775542585564,408.0991790230128,,,,,,,,,,,,365.01637829226127,348.7578518670121,332.7852630738277,322.87671906527305,303.3068629613292,298.2819483601045,286.49130288009513,285.8531660301106,278.9687219772066,280.9334296688003,275.75690950988354,260.59357394239845,250.28767820226227,238.93628937899916,250.91531104647956,255.2361564645573,256.5612127767555,256.84740210136465,261.1049401246679,263.7821209724583,250.28073297815718,239.1115677139609,227.77573175040072,220.72848533813837,220.31960718136088,228.5100373650656,241.83100188234096,250.29132385921946,251.89030201271984,250.86602519031462,246.76634933237347,240.15105376759806,244.38711479433664,252.4226136261063,252.34482204097168,256.6397356687911,266.64529462008085,277.07192464987526,278.66552962659944,273.004124740804,262.5855264931762,247.7555095494007,235.91483620539486,234.6161202954835,234.68398930863148,239.44142079518622,239.44894438043121,243.72757939295906,259.6287872457465,267.4538957427899,281.72190946123277,304.1265491679248,327.6021650357816,354.9974381769392,360.92027462294294,380.68723735333816,382.10836895131814,365.3128353536304,364.50074591785847,360.7773978704309,363.27818556065506,374.30738275122917,384.9845897613901,
7,1994-01-21 17:26:53+00:00,,,,,,,,,,,,,,,,,,,,,,372.97662846795146,364.9311400686622,355.9745143015632,345.94054157266964,353.3687077120363,347.68421271653807,339.4267334605634,336.98024316223456,341.6333823173488,337.68997232624196,325.9367469065749,324.36395347351805,340.4692721523557,354.4686291940222,354.3914912630822,360.05572872209785,373.98722188433925,,,,,,,,,,,,,359.98564382838447,342.92484142499967,335.57164854198766,326.1745811409165,327.3411681393903,320.19506895868,304.4690201798447,290.2947072174612,275.61334825523176,270.1154338061676,258.18580302711536,250.8847511802955,243.78657951931024,238.0945805034812,236.72661981805135,243.80013261710002,258.4188409506042,261.2095696587557,263.02069743190947,259.160165247481,252.24246066598693,228.71756365766453,212.40004284965678,207.42921130122696,213.08974586043607,218.91305764243546,222.02100045624758,240.32311935113273,246.772829577582,238.22403506576777,232.54889488002135,229.98810215844162,229.75241341174117,236.67650623765783,250.8897599884526,258.656201258913,264.6675732225677,275.9590229952122,284.6185937421962,278.8244286377714,257.1975502191329,240.81368779508534,232.63048690213614,228.5198714810332,227.30300688555926,231.57224747625227,229.21035016841023,233.56963496824932,242.67684652020037,259.83670225841917,282.8055479720934,300.27516929044754,328.04367214417454,372.2774601393558,,,,,,,,,,
8,1994-02-06 17:26:45+00:00,,,,,,,,,,,,,,,,,352.02738195894915,344.8845185576488,363.56099947494175,367.25804988934465,383.313279676245,372.93259504507097,336.37676849033375,335.3853003317837,337.51599924622025,344.01309108385095,345.19214447969915,330.56236791870055,324.93552778859674,334.1741624358775,327.5749783084473,311.2861630575839,322.02849176365413,337.3195258670782,347.37912505081977,353.39682729844964,357.7406832358718,364.90725642170213,384.68813536343976,,,,,,,,,,,,357.8811215844405,341.78855339405857,326.638711777544,317.711847591724,319.19541913046345,311.80319509946213,301.04907892244535,290.16231474873854,281.3609793490532,270.606909627257,257.6196288056307,242.89491353764043,236.80740499248117,234.64936766792854,232.85016376862103,240.6703624002108,252.7346335980726,259.70539917613837,263.9161081050781,261.05392534730134,254.08826571022053,220.4190868706109,204.84336587994352,202.7936750587094,208.93462814037616,211.0521956589606,224.4322931782027,241.229110710989,244.43225861979354,237.2154310807168,229.6731339091913,231.40965937672323,231.84791281274516,234.27217624651118,246.42188153397473,254.0487884062766,263.71603219262744,278.9716519929307,285.11927610090623,276.7588905559645,259.9349732654123,245.89975019560663,237.53509808529694,226.17231448197484,221.89734573020587,228.70765182341074,234.55126625669126,233.0278329688962,242.77241577464085,261.3257210741172,279.54956108110235,303.4111918287243,330.64040279491195,373.60871567462186,,,389.7153804298657,385.52904916094866,365.7468581230372,353.19025766598145,351.8209219107093,364.2198906081751,,
9,1994-02-22 17:26:31+00:00,,,,,,,,,,,,,,,,,352.8526750627605,354.76335071026193,366.0560358657784,373.7472305780262,385.1983329123531,365.13780119223594,340.48340605640806,326.5650195482558,332.3815762025676,342.56186058064014,339.5968913671221,331.95320470759674,327.8618572419336,329.50902652078213,325.6577719979125,315.3302267567812,315.9062113586118,320.0208072067055,331.17743675332184,341.50227477426955,354.6825693102726,361.0017509963969,372.8396357765084,391.8707647568419,,,,,,,,,,,351.8284921407368,332.96680582128545,314.83170012157126,305.4627540687349,304.09963218707566,297.62957477279673,292.4098948264535,283.38529178308266,272.53156952919454,265.53401371171407,250.18629147975435,243.36749951827187,235.82262819406083,225.09767208245464,228.03923892322777,235.13430162883418,242.59376509164537,254.42697066196786,254.4127291580778,252.00101123937853,239.8681711412072,218.24386472872573,206.16122493960978,202.64838933099122,201.7489639583419,206.70520528116342,219.42583351927624,237.17316884452978,241.95080877883112,232.06430848540373,225.03046051308752,225.2149413479778,228.55743573489255,235.135791258992,246.43871772256634,249.4317333156268,257.8813155246686,267.5508188248405,270.9507881973412,262.6787263370671,244.86018373179166,230.92141190903004,223.82273478179104,214.98614261626534,214.98348150868412,222.81235937373324,220.67986890639307,218.72989534281976,228.01583020599912,251.22615052967578,268.18668732759886,290.98559146992795,324.286415643554,362.1519950976499,386.256474463685,,382.5523071456498,366.54890577465153,350.7969886782154,340.6431021915503,341.52623766239356,353.8332575547024,381.21707649867915,
