,dates,usa_CA_0278-0000,usa_CA_0278-0001,usa_CA_0278-0002,usa_CA_0278-0003,usa_CA_0278-0004,usa_CA_0278-0005,usa_CA_0278-0006,usa_CA_0278-0007,usa_CA_0278-0008,usa_CA_0278-0009,usa_CA_0278-0010,usa_CA_0278-0011,usa_CA_0278-0012,usa_CA_0278-0013,usa_CA_0278-0014,usa_CA_0278-0015,usa_CA_0278-0016,usa_CA_0278-0017,usa_CA_0278-0018,usa_CA_0278-0019
0,1984-04-14 18:24:49+00:00,208.44481682949188,208.85714898887392,220.3873997290808,223.19012943661733,224.17566453914932,214.68422119367983,219.70697285280954,216.74528383116424,216.20392918424048,215.70254925305719,208.1219674257831,201.56334856378362,195.1139877209934,194.092144855325,209.64762625338886,195.98578848728243,189.2912013119336,183.85519214792902,185.1581163572995,197.10227649051575
1,1984-05-25 18:19:21+00:00,213.8348490353457,227.4115218083481,236.27938785579428,235.7740613222877,234.40527856971946,224.46532398796185,216.40497098384918,216.4871728407232,220.2678643286669,224.06391854127256,205.9835407318614,207.61106391116004,204.70120106286032,198.81377952344926,204.9311503965522,195.32783237743655,189.9930086936363,196.95336244203784,194.58369072910898,194.71678565044652
2,1984-06-10 18:19:41+00:00,238.1388510944227,241.94330028623173,240.52836560468168,244.9561811611724,235.34364907820395,226.0391521362483,214.08045541193042,213.76877085016977,209.16940123227164,205.69654512274445,193.8657966957782,199.02345818994036,196.85806579414646,195.3886121898533,200.9289597964164,194.98471719073933,195.04063053146888,187.97692735468215,186.5656716025925,193.20073035723786
3,1984-06-17 18:25:59+00:00,257.42086054768606,244.88668362416465,237.6297627090935,241.16176350017824,226.8607408412073,216.5265011014964,209.58220730431887,209.50110986517242,215.28538302580893,199.58583390714597,198.36838452250805,204.4210901896459,200.0658401224906,195.51076188893336,200.6082888205985,,,,,
4,1984-06-26 18:19:55+00:00,238.88111551349328,243.53700450441767,223.3930250441682,221.47914957248386,230.00129707301653,231.2804870979543,223.20344026150784,217.03943598037228,209.8633960163235,210.87067624493667,204.37512652822255,193.21546888225384,194.3718723429323,194.1505484697008,199.0000094829719,186.37392818516412,186.71711354830256,182.0893605336593,184.076252889271,194.8595266016502
5,1984-07-03 18:26:10+00:00,229.02219497164805,243.65993151035764,237.46418657108887,241.8746173872817,236.32273984888354,220.73594196916048,212.88873956244706,209.88382415220224,209.15751164609986,197.48923827375788,187.5063607334106,186.3592262555847,195.11068588801717,191.57805291681672,199.9867146227914,201.3208332168371,196.59737481524243,203.94620596143,185.83178441273316,198.44381115708183
6,1984-07-28 18:20:39+00:00,268.3303978780343,257.47278963059676,251.24164213933886,252.35625230171968,242.12567770397902,218.74669980112526,207.34941144491157,207.89021628354283,206.02949282725126,200.95382966693225,194.89581986050842,204.6451889250772,199.91391898870796,195.66359000807103,200.6619689777277,194.8374617771916,192.08212752926042,187.07400404531552,187.26395119263765,193.45130698819887
7,1984-08-04 18:27:04+00:00,273.02348445940527,267.67852394203993,256.86684821557657,252.83118515654022,243.50321359954887,225.49457684409927,219.80794473723196,213.9375948430798,209.30284538155192,204.4680138060835,190.36565445491803,199.5458810577312,208.29352223940708,201.2503680871813,207.95935225052696,201.81942015426878,203.60072969369674,204.02483196077873,193.22980681335028,200.23176821538905
8,1984-09-21 18:27:45+00:00,257.3804142738252,254.46135488505683,253.23145205410566,245.2158691639212,244.29863412447156,226.73716673170853,217.13237734492634,209.7656961021209,207.43636824771522,200.6418722620229,198.73485717339037,203.27603498052335,199.12524679436882,195.0141347029862,209.35452753754922,198.97898851453016,202.08998138696353,188.12915979145689,184.18382183765192,203.85262026258567
9,1984-10-23 18:27:40+00:00,236.9089413388393,237.62431400127298,244.93688271162932,239.41513260608156,237.4224248500543,232.58842829272362,224.2566051591955,222.41989696652246,221.94411156435754,216.36212194981175,209.64559278585085,204.3955744777463,202.09091501692953,200.22190090093318,210.40160992212103,201.1114132767393,197.5712972176608,175.4729531572753,177.03591024084997,201.5226310751371
