,dates,per0111-0000,per0111-0001,per0111-0002,per0111-0003,per0111-0004,per0111-0005,per0111-0006,per0111-0007,per0111-0008,per0111-0009,per0111-0010,per0111-0011,per0111-0012,per0111-0013,per0111-0014,per0111-0015,per0111-0016,per0111-0017,per0111-0018,per0111-0019,per0111-0020,per0111-0021,per0111-0022,per0111-0023,per0111-0024,per0111-0025,per0111-0026,per0111-0027,per0111-0028,per0111-0029,per0111-0030,per0111-0031,per0111-0032,per0111-0033,per0111-0034,per0111-0035,per0111-0036,per0111-0037,per0111-0038,per0111-0039,per0111-0040,per0111-0041,per0111-0042,per0111-0043,per0111-0044,per0111-0045,per0111-0046,per0111-0047,per0111-0048,per0111-0049,per0111-0050,per0111-0051,per0111-0052,per0111-0053,per0111-0054,per0111-0055,per0111-0056,per0111-0057,per0111-0058,per0111-0059,per0111-0060,per0111-0061,per0111-0062,per0111-0063,per0111-0064,per0111-0065
0,1984-05-06 14:44:03+00:00,,,,,,,,,,123.75943291384938,,,149.5298573731311,,,79.30415311540385,,,,,181.7956533997719,,,,,,,,,,,150.10539568614647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.9465057231675,,,208.62439836808122,206.84912005991464
1,1985-03-22 14:47:32+00:00,,,44.38971286878921,,23.790438792274763,,52.41727421628743,71.77180171023653,,96.6468953330062,114.76048065566098,115.79412415475016,111.72703466488798,115.43385633625718,105.58129474440847,104.91818603132151,129.97909024667254,131.55796322925872,144.51241377484425,148.10868983954302,144.61672193876967,140.4685393200582,132.63890145644356,122.65972290770588,118.42658108649326,127.36818800868518,127.55943310697222,131.340886571146,121.27528214921664,127.39457292672242,135.9212715144361,133.78036767557185,124.12471662707065,129.39092543097513,132.54280583575692,139.7547983762315,125.48484681314056,124.13005755407296,112.55448642935895,135.39570259293595,133.53712193101728,139.09126714398354,140.97378725374793,139.83701750393257,132.79306675419957,,143.65882407452628,154.30100619410487,134.18623448624479,,147.4422135629728,154.0620236103826,149.9340454783817,,141.40929771188686,,156.15681340088145,177.12419947089748,166.06872586603325,182.80972554702024,186.66186579436,181.58758791115164,197.25352256083036,202.22460334121973,217.11310685712883,212.69931300363902
2,1986-04-10 14:42:40+00:00,138.48655954575096,90.0547510072352,63.84674399261925,70.46334472476897,62.018284526915444,89.76625843429991,81.17783005178181,99.79144893981334,142.61180713354705,131.83411029464543,133.2515046210285,134.82690247889744,138.54681354893867,131.7814229791721,120.95971153757692,142.89104465617353,152.22627197447096,110.36317070373116,160.34165792158865,155.7413579555511,149.0446180870402,136.0191987722479,150.3185139085521,142.18173776231782,108.06195117891981,122.80058505095252,130.08855921722454,132.1846297273695,148.50086494088256,139.7850016966702,149.538332870677,150.84067471877717,131.72300551024009,136.27070384820058,135.86483771255047,144.550942083838,132.15744182247678,138.42480051602,152.5918259269584,165.12377372558117,165.7626617483717,168.8561027827251,158.5185969694581,146.85473833096358,165.09761015779875,181.50926899849833,168.0886279475307,140.9335602386732,151.83944866490802,175.40893077745432,170.17090089388068,167.83682245449313,182.47952973739245,180.90613054099737,182.04634287255556,179.34263119975597,192.62607635705592,188.57286246650997,204.5740511830087,194.25063954637645,205.73477049940522,206.8406423049503,201.58670800125088,211.56663477119017,229.5640867483147,247.13527112184235
3,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,139.12935113281807,101.42910370409426,64.48606847733717,46.88798237064511,61.447964143358554,85.97324219468592,89.35136281807634,105.32810809891464,141.8752023208963,145.58089542623895,139.18335385052995,136.82597204148078,126.25981762683568,128.0523362222594,138.29815264108498,126.25227656220129,121.69298795001488,112.39627923129505,136.065813031306,147.00451566911204,159.51748623988348,135.25107895775201,148.9963871510476,162.51072730646396,128.64790613684718,131.58321452491504,127.42351197895687,142.31737458148876,126.21498455473223,139.29328012609838,154.03174012353236,146.2897669369629,129.03063243522467,128.0888309281545,150.06836823846942,153.41661788708865,138.15559698495278,143.57719329339943,136.72830543903422,134.30228075265475,162.03565510066665,165.4343986320157,181.69606179612842,174.56614037740118,158.32454610805001,147.75457734988052,137.224284174184,147.68559913625253,163.19933687094968,181.1030140517103,174.9629194014938,186.6269033617181,155.2479088676859,174.8621830454503,176.32892285855854,174.2101431509682,183.36800768505285,196.88683491440352,196.71067093991988,199.91451310125717,180.33024663447634,180.84098525767624,201.69779460281907,196.87316587319654,222.56625034540977,280.9463319511233
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-03-28 14:39:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.83978629659666,181.58003471987357
8,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1478283115645,167.46663656975574,,,,,,85.21225495025843,116.52163445770087,,,,,,,132.4871785792216,170.64070965942204,155.75851065858114,,,187.8805324712141,153.3063820093105,,,194.6895061573067,180.02863192584587,,,,,,,,219.2916139592341,216.41182312267262
9,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
