,dates,aus0322-0000,aus0322-0001,aus0322-0002,aus0322-0003,aus0322-0004,aus0322-0005,aus0322-0006,aus0322-0007,aus0322-0008,aus0322-0009,aus0322-0010,aus0322-0011,aus0322-0012,aus0322-0013,aus0322-0014,aus0322-0015,aus0322-0016,aus0322-0017,aus0322-0018,aus0322-0019,aus0322-0020,aus0322-0021,aus0322-0022,aus0322-0023,aus0322-0024,aus0322-0025,aus0322-0026,aus0322-0027,aus0322-0028,aus0322-0029
0,1987-05-22 23:08:32+00:00,220.82081184788294,231.04855130342014,219.6976581725587,205.0928282273566,199.94503766054615,208.58329896185086,198.11056990915847,198.89489391719155,198.87588791941008,198.47062311320312,193.73107391300599,201.40308980138326,200.9496972389398,198.08725861546958,193.93657219138206,208.68802855226917,208.12545327918198,216.4681172297983,218.99588617399775,221.78456470626594,216.2247553994397,225.2954349627446,224.22177779142424,224.33039893832884,225.76031147938465,221.6700709668496,220.58453030742277,221.7927625452774,232.94611267260447,220.79801533511244
1,1987-05-29 23:14:53+00:00,216.5496369742912,225.8408019583143,217.29463026326772,211.5680781488259,204.75952697194873,211.94323791276918,207.7748605048894,203.78214645453568,199.962501747704,201.59955628240218,194.20523951340863,197.57246713113832,200.16373061150935,195.7528228635682,195.29152244952215,201.9601224736292,207.6167238752132,217.68736053933358,211.42675979010238,211.8274091964013,216.3197906814521,220.4602304573508,223.03712162290486,223.1293148690527,223.98868772629575,224.86242655552232,223.13853624020012,224.5920701117847,227.1920186675469,212.6950943965822
2,1987-09-18 23:17:38+00:00,265.8938665071005,261.6510574420417,252.38093224648108,243.2555109988214,238.54455459629892,236.57854674812174,232.5965794567713,233.49321706274213,228.68050627191306,219.7117201137065,210.51936969514708,214.99743757499238,214.86641611009807,214.6644966512835,213.29340261649054,213.5439802887991,217.71979294201472,226.47983873624182,222.7336160260804,221.06281674083615,227.00718419424823,232.15604639889418,228.69645832412803,229.37857090301392,226.25928192322885,223.78481422757582,216.871745733106,211.87859138751523,215.52316136634445,206.37046477234173
3,1987-09-27 23:11:39+00:00,271.9002914909886,272.65765001340094,259.3627087412156,252.27254154794198,249.87847830076223,246.20264928186182,244.09663232529294,240.65796591397304,239.43960699482878,224.87111226234217,217.866095214467,219.6962295363757,217.18757276777646,217.99642656711396,218.91530979068702,216.22486603561174,215.2733410590697,223.9739959793232,226.57981253134008,227.5865571544373,225.83750802034047,226.9915622567125,223.90362912909063,224.94109174566856,231.00966411254015,226.0168914580819,218.6233374115622,221.35270570841732,220.47751110900376,211.56248231910627
4,1987-10-04 23:17:58+00:00,262.6048280764911,259.8274701242303,251.0358567386326,246.49075832361646,237.7728562650081,231.6608041090736,234.51563508512575,226.55824062795634,231.2123406372666,223.3441342666201,215.42521427710008,209.41967102537265,212.05106561097023,216.5274834125571,215.07490285026236,208.87269176447805,214.41204787329292,216.8359295011191,217.8280682498786,224.87158938144046,225.21784800568818,227.9838375569585,226.27255697242865,223.45718535844014,227.44001669622708,216.2983295670313,208.0170918354286,204.02954314845084,211.57792300429375,200.28623030646324
5,1987-10-13 23:11:57+00:00,279.5734711060821,267.613544804121,254.0917143005779,252.0598942691239,246.32724431292203,243.00434737952327,235.4409733381431,225.66571123424845,232.07152517021677,224.0132757284856,213.50751040472943,209.82627255746482,210.20948295174642,217.53233422675507,217.8486081287843,210.1557789060643,208.20071180830894,220.03871441270596,221.06627078882357,224.18694687400316,229.4413076606947,222.67987582206803,218.23119558167113,218.5450186501762,224.89067795665056,222.46474345667667,207.81018480554658,208.6571038618742,205.84496120015427,199.54918619793852
6,1987-10-20 23:18:15+00:00,250.9661285927338,253.4383581241735,248.56788382118722,239.27339965091076,230.02154608314237,226.7683619220596,224.67114654724142,221.08370764075445,220.85597426006365,207.6814987869743,192.31112528555067,185.9374529510691,186.16470409277497,206.3237845243161,205.26998992814092,,,218.5188891497328,206.89321405737223,,210.22718404682908,220.41332923380338,216.56431903381713,215.92220115369793,213.45076515808762,203.8770413863235,206.66495460862106,205.12163471359008,204.82154565605015,196.2668491419233
7,1987-10-29 23:12:13+00:00,274.4410582115521,268.08559464856904,263.6147320770536,255.32918571101465,248.7187774599912,238.54384535556,230.36891616078373,234.30528243088236,233.5393620934283,228.70318112738727,220.5250104924412,209.71934755738957,212.0104686286525,215.6218362752303,211.66535495772007,212.13815578357128,211.74334224047954,225.15096569662495,221.89565891833502,221.96162279148248,227.54858270122898,224.28408175630508,218.01325217488196,229.61159421125612,224.41010048585755,219.60771203905554,209.10507650798004,219.24205231667113,215.40726774222858,206.15802378738263
8,1987-11-14 23:12:35+00:00,257.8582638664502,264.8480282487409,251.75138705825051,245.36350633950283,240.83721230403734,237.87377785989284,229.50852128916785,229.65938792809783,230.04882156896028,221.27718929824627,223.13128848273027,204.2151877342605,214.2915994417636,213.5643341181944,214.28555971162254,213.63143830231758,216.12636085731629,225.33577870010586,221.00988048983393,218.86151735415106,224.64576794650267,223.9875765473728,215.15557757199613,224.61314108505547,220.9583044364205,217.410502661902,207.58814605893872,217.55594709799828,225.1480238066638,207.3993018960476
9,1987-11-21 23:18:53+00:00,261.57957779122995,264.357892821243,256.85308802228127,250.25715828160227,244.9505078697031,240.09551613641307,242.75253686049658,242.85781035174796,237.60730139023437,228.8296084948327,221.7999309062048,218.7315431794544,206.8895555435875,218.12636592030535,214.37359803086193,210.68574037233813,221.34666341518965,230.303129799024,219.0167468405876,227.28307818380384,238.20788113972927,230.51027708699684,219.3198673967786,231.00784632253803,223.89853860815444,222.09445345321413,220.5734741743861,229.09030343785517,230.45772030469345,213.76772870743338
