,dates,aus0322-0000,aus0322-0001,aus0322-0002,aus0322-0003,aus0322-0004,aus0322-0005,aus0322-0006,aus0322-0007,aus0322-0008,aus0322-0009,aus0322-0010,aus0322-0011,aus0322-0012,aus0322-0013,aus0322-0014,aus0322-0015,aus0322-0016,aus0322-0017,aus0322-0018,aus0322-0019,aus0322-0020,aus0322-0021,aus0322-0022,aus0322-0023,aus0322-0024,aus0322-0025,aus0322-0026,aus0322-0027,aus0322-0028,aus0322-0029
0,1987-05-22 23:08:32+00:00,224.63655312551862,235.68195142626345,225.10329164920924,209.7262283501999,204.57843778338946,213.21669908469417,203.10038542606668,203.88470943409976,203.5092880422534,203.10402323604643,198.0555806943264,205.45731490887118,205.00392234642771,203.0770741323778,198.56997231422537,213.0125353335896,212.4499600605024,220.79262401111873,223.32039295531817,225.83878981375386,220.2789805069276,228.89919061384495,227.8255334425246,228.14614021596452,229.57605275702034,225.72429607433753,224.6387554149107,225.6085038229131,237.2706194539249,224.61375661274812
1,1987-05-29 23:14:53+00:00,214.79842100019818,223.71432541834423,214.81374096663595,209.44160160885582,202.63305043197866,209.8167613727991,205.48480884646008,201.49209479610636,197.83602520773394,199.4730797424321,192.22052807610322,195.71180015866452,198.30306363903554,193.4627712051389,193.16504590955208,199.9754110363238,205.6320124379078,215.70264910202818,209.44204835279697,209.9667422239275,214.4591237089783,218.8063042595963,221.38319542515035,221.3780988949597,222.23747175220274,223.0017595830485,221.27786926772632,222.84085413769168,225.2073072302415,210.94387842248918
2,1987-09-18 23:17:38+00:00,267.0968391934956,263.1118099898072,254.0851435522075,244.7162635465869,240.00530714406443,238.03929929588725,234.16969758513417,235.066335191105,230.14125881967857,221.172472661472,211.88273873972824,216.2755960542872,216.1445745893929,216.23761477964638,214.75415516425605,214.90734933338027,219.08316198659588,227.84320778082298,224.09698507066156,222.34097522013099,228.28534267354306,233.29218726937847,229.83259919461233,230.58154358940905,227.46225460962398,225.06297270687065,218.14990421240083,213.08156407391036,216.88653041092562,207.57343745873686
3,1987-09-27 23:11:39+00:00,267.80912682252654,267.68980720169696,253.566892127561,247.30469873623804,244.91063548905828,241.23480647015788,238.74664775884253,235.30798134752263,234.47176418312483,219.90326945063822,213.22944192354333,215.34936707613474,212.8407103075355,212.64644200066354,213.94746697898307,211.58821274468806,210.63668776814603,219.33734268839953,221.9431592404164,223.23969469419632,221.4906455600995,223.1276845142761,220.03975138665422,220.84992707720647,226.91849944407807,221.67002899784092,214.27647495132123,217.26154103995523,215.84085781808008,207.47131765064418
4,1987-10-04 23:17:58+00:00,262.1686682742358,259.297847507206,250.41796368543754,245.96113570659213,237.24323364798377,231.13118149204928,233.94527226679187,225.98787780962246,230.68271802024228,222.81451164959577,214.93089983454405,208.95625123547637,211.58764582107395,215.95712059422323,214.54528023323803,208.37837732192202,213.9177334307369,216.34161505856306,217.33375380732258,224.40816959154418,224.7544282157919,227.57190885482845,225.8606282702986,223.0210255561848,227.00385689397174,215.834909777135,207.55367204553232,203.5933833461955,211.08360856173772,199.8500705042079
5,1987-10-13 23:11:57+00:00,279.0676083577613,266.99928289544573,253.37507540712346,251.44563236044866,245.7129824042468,242.39008547084802,234.77946051341593,225.00419840952128,231.45726326154153,223.39901381981036,212.93419928996587,209.28879338737397,209.67200378165558,216.8708214020279,217.23434622010905,209.58246779130076,207.62740069354538,219.4654032979424,220.49295967406002,223.6494677039123,228.90382849060384,222.20211655976507,217.75343631936818,218.0391559018554,224.38481520832977,221.92726428658582,207.27270563545574,208.1512411135534,205.27165008539072,199.04332344961773
6,1987-10-20 23:18:15+00:00,248.52585423765612,250.4751678358649,245.11082848482718,236.31020936260217,227.05835579483377,223.805171633751,221.48001854444755,217.89257963796058,217.89278397175505,204.7183084986657,189.54548101646265,183.34466144879906,183.57191259050492,203.13265652152222,202.30679963983232,,,215.75324488064476,204.1275697882842,,207.63439254455903,218.10862567623002,214.25961547624377,213.48192679862024,211.01049080300993,201.28424988405345,204.072163106351,202.6813603585124,202.05590138696212,193.8265747868456
7,1987-10-29 23:12:13+00:00,276.2378243817498,270.26738214095195,266.160150818167,257.51097320339755,250.9005649523741,240.7256328479429,232.71853346027302,236.65489973037165,235.72114958581122,230.88496861977018,222.5613454853319,211.6284116132246,213.91953268448754,217.9714535747196,213.84714245010298,214.174490776462,213.77967723337025,227.18730068951567,223.93199391122573,223.87068684731753,229.45764675706403,225.98102758371402,219.7101980022909,231.4083603814538,226.20686665605524,221.5167760948906,211.0141405638151,221.03881848686882,217.4436027351193,207.95478995758032
8,1987-11-14 23:12:35+00:00,259.82462319466106,267.2357502901398,254.53706277321592,247.75122838090175,243.22493434543625,240.26149990129176,232.0799142568282,232.2307808957582,232.4365436103592,223.6649113396452,225.35982905470257,206.30444452048454,216.38085622798764,216.13572708585477,216.67328175302146,215.85997887428988,218.3549014292886,227.56431927207817,223.23842106180624,220.9507741403751,226.7350247327267,225.84469369068307,217.0126947153064,226.57950041326635,222.92466376463136,219.49975944812604,209.67740284516276,219.52230642620916,227.3765643786361,209.36566122425847
9,1987-11-21 23:18:53+00:00,252.98186389909804,253.91781166651143,244.67299334176107,239.81707712687069,234.51042671497152,229.65543498168148,231.50937254001641,231.6146460312678,227.16722023550278,218.38952734010113,212.05585516178866,209.59647216906427,197.75448453319737,206.88320159982518,203.93351687613034,200.941664627922,211.60258767077352,220.55905405460786,209.27267109617145,218.1480071734137,229.07281012933913,222.39021396665004,211.1998042764318,222.41013243040612,215.30082471602253,212.959382442824,211.43840316399596,220.49258954572326,220.71364456027732,205.17001481530147
