dates,nzd0054-0000,nzd0054-0001,nzd0054-0002,nzd0054-0003,nzd0054-0004,nzd0054-0005,nzd0054-0006,nzd0054-0007,nzd0054-0008,nzd0054-0009,nzd0054-0010,nzd0054-0011,nzd0054-0012,nzd0054-0013,nzd0054-0014,nzd0054-0015,nzd0054-0016,nzd0054-0017,nzd0054-0018,nzd0054-0019,nzd0054-0020,nzd0054-0021,nzd0054-0022,nzd0054-0023,nzd0054-0024,nzd0054-0025,nzd0054-0026,nzd0054-0027,nzd0054-0028,nzd0054-0029,nzd0054-0030,nzd0054-0031,nzd0054-0032,nzd0054-0033,nzd0054-0034,nzd0054-0035,nzd0054-0036,nzd0054-0037,nzd0054-0038,nzd0054-0039,nzd0054-0040,nzd0054-0041,nzd0054-0042,nzd0054-0043,nzd0054-0044,nzd0054-0045,nzd0054-0046,nzd0054-0047,nzd0054-0048,nzd0054-0049,nzd0054-0050,nzd0054-0051,nzd0054-0052,nzd0054-0053,nzd0054-0054,nzd0054-0055,nzd0054-0056,nzd0054-0057,nzd0054-0058,nzd0054-0059,nzd0054-0060,nzd0054-0061,nzd0054-0062,nzd0054-0063,nzd0054-0064,nzd0054-0065,nzd0054-0066,nzd0054-0067,nzd0054-0068,nzd0054-0069,nzd0054-0070,nzd0054-0071,nzd0054-0072,nzd0054-0073,nzd0054-0074,nzd0054-0075,nzd0054-0076,nzd0054-0077,nzd0054-0078,nzd0054-0079,nzd0054-0080,nzd0054-0081,nzd0054-0082,nzd0054-0083,nzd0054-0084,nzd0054-0085,nzd0054-0086,nzd0054-0087,nzd0054-0088,nzd0054-0089,nzd0054-0090,nzd0054-0091,nzd0054-0092,nzd0054-0093,nzd0054-0094,satname
1999-10-04 22:10:38+00:00,396.86,398.84,397.61,395.34,390.23,384.34,388.60,393.73,401.04,395.66,393.57,395.05,395.07,391.67,397.26,400.05,403.31,401.37,394.61,393.04,392.08,389.67,393.05,392.18,396.56,395.28,391.56,388.36,395.20,395.90,397.37,398.57,405.99,403.07,,400.32,399.96,400.65,399.68,,,420.30,421.25,423.71,426.85,420.67,418.32,415.60,411.03,410.31,409.72,406.30,410.27,409.53,402.56,404.67,407.26,409.94,409.50,410.71,408.91,406.12,404.34,,404.15,400.41,395.83,396.00,391.15,402.88,398.55,384.94,380.98,394.36,383.04,365.77,,,,,397.79,398.02,396.28,393.25,387.43,385.46,388.32,390.64,394.02,392.97,392.19,395.81,400.38,396.86,394.30,L7
2000-02-09 22:10:19+00:00,396.86,398.84,397.61,395.34,390.23,384.34,400.06,401.17,402.76,402.06,400.77,400.19,399.61,398.97,403.42,407.18,405.93,404.95,401.52,398.91,395.45,395.43,399.15,398.40,400.51,400.75,399.35,398.97,402.68,402.21,403.40,402.59,407.25,407.91,420.20,411.32,410.06,411.25,409.13,423.63,429.39,419.68,421.10,422.58,423.64,422.26,422.02,422.12,418.48,417.72,416.98,415.05,414.60,413.01,411.62,410.48,410.41,408.99,410.75,412.78,412.88,412.31,410.41,411.94,409.45,404.95,402.01,401.96,400.69,404.84,401.77,393.25,391.11,399.11,393.91,384.27,403.69,399.21,403.05,404.32,402.81,402.13,401.29,401.21,401.22,398.90,400.86,400.31,402.96,402.36,400.01,398.91,401.41,401.77,400.49,L7
2000-04-29 22:09:53+00:00,420.51,415.06,412.02,408.41,407.02,409.08,409.92,407.51,407.45,411.12,412.31,412.80,410.30,411.79,414.88,420.00,416.60,415.38,413.07,410.57,408.14,406.41,407.63,404.98,404.32,406.62,407.45,410.69,411.26,411.89,414.03,413.40,415.62,418.50,423.70,424.68,422.69,423.51,422.29,424.72,431.72,426.81,429.70,430.22,430.74,435.33,435.90,435.25,431.90,427.17,428.09,425.39,425.12,425.22,424.61,419.09,417.13,415.79,416.33,418.87,417.44,418.99,417.21,415.49,415.07,410.90,411.64,409.76,410.76,409.69,411.26,407.74,405.90,407.61,408.37,408.42,407.34,405.98,406.30,405.22,407.74,408.00,410.51,414.57,416.35,414.01,415.07,416.24,416.03,416.51,412.11,408.28,408.01,408.31,405.19,L7
2000-05-15 22:09:42+00:00,410.23,406.56,403.66,404.32,402.81,403.25,407.06,406.03,405.09,409.52,412.15,409.41,408.53,408.88,411.99,414.35,412.22,411.30,409.25,406.58,404.15,403.00,403.43,404.98,404.32,406.62,407.45,410.69,411.26,408.36,414.03,413.40,413.23,414.86,423.70,420.94,419.17,419.23,418.66,424.72,431.72,422.39,425.16,427.53,427.27,435.33,435.90,435.25,431.90,427.17,424.78,425.39,422.29,425.22,424.61,415.28,412.02,411.25,413.49,413.75,417.44,415.53,412.35,410.19,415.07,410.90,411.64,409.76,406.81,409.69,411.26,407.74,405.90,407.61,408.37,405.93,407.34,405.98,406.30,405.22,404.53,404.74,407.93,410.99,412.37,408.91,410.37,410.24,410.93,411.38,407.42,403.89,402.16,401.93,399.77,L7
2000-09-04 22:08:22+00:00,410.23,406.56,396.91,395.77,402.81,403.25,404.83,404.75,394.52,394.96,414.24,411.45,399.29,399.79,404.35,403.45,414.06,412.68,409.65,398.12,396.72,403.91,402.52,405.33,404.17,407.04,407.77,411.80,412.36,400.11,418.63,420.20,405.68,404.93,427.21,407.39,407.26,408.80,410.43,425.80,434.05,413.61,414.89,419.18,422.14,446.80,446.08,441.87,437.88,429.22,425.06,427.00,413.72,433.95,428.53,406.22,405.74,406.21,406.43,404.12,418.05,414.04,410.28,409.31,415.40,412.31,415.09,411.60,394.90,412.58,417.52,413.92,410.56,411.35,411.96,392.85,410.98,412.74,409.54,406.11,393.23,395.85,398.63,400.64,397.68,392.72,394.44,410.37,410.44,411.20,407.21,404.83,402.02,399.56,396.31,L7
2000-09-20 22:08:03+00:00,407.38,403.83,397.91,396.91,401.13,399.92,399.59,400.27,393.75,394.30,409.73,410.22,400.31,401.67,405.33,404.00,411.30,408.34,406.70,397.45,397.34,401.09,399.15,400.39,402.42,400.38,401.05,406.73,406.65,402.09,410.94,410.31,406.17,404.39,413.35,405.63,406.81,409.58,411.47,417.39,420.98,413.47,415.66,417.58,417.82,426.38,429.78,423.48,421.68,419.18,421.32,420.89,414.12,423.29,416.75,408.76,410.08,409.66,409.24,406.04,411.38,410.51,409.07,410.45,411.99,407.22,407.60,405.99,394.13,412.58,417.52,413.92,410.56,411.35,411.96,388.14,410.98,412.74,409.54,406.11,386.16,387.33,390.61,392.17,389.25,385.82,384.19,393.20,410.44,411.20,407.21,404.83,402.02,399.56,396.31,L7
2000-11-07 22:07:53+00:00,400.82,398.22,393.21,393.08,398.19,395.34,395.24,397.19,388.20,387.80,406.29,405.19,394.93,396.45,400.37,396.77,404.63,401.38,401.19,391.15,390.63,395.82,393.72,395.46,400.67,393.72,394.33,401.65,400.94,397.70,403.24,400.42,400.65,397.77,399.49,398.49,400.68,404.38,406.63,408.99,407.91,410.75,408.07,419.69,418.74,405.95,413.48,405.08,405.47,409.13,416.00,414.78,408.39,412.63,404.96,409.72,414.68,413.52,411.89,405.00,404.72,406.03,404.65,406.16,408.58,402.13,400.11,400.37,394.11,,,,,,,386.52,,,,,378.99,379.86,393.08,390.09,387.48,375.87,373.34,378.56,400.72,401.11,398.03,395.10,390.46,389.18,388.94,L7
2001-06-03 22:07:16+00:00,399.14,396.80,389.80,395.02,398.91,402.28,401.20,395.83,395.26,398.87,396.03,398.05,400.56,402.94,403.49,408.30,405.16,405.98,407.52,406.62,392.75,392.08,389.41,393.52,393.93,393.86,395.98,398.68,404.39,404.85,405.95,406.15,403.05,410.39,,411.04,410.72,407.73,408.07,413.66,416.62,415.80,411.37,414.14,415.66,420.14,421.74,426.75,423.08,421.56,415.92,413.58,413.98,411.74,417.95,414.42,408.10,408.33,411.05,406.84,401.60,406.72,401.64,406.12,404.10,399.86,399.10,401.03,400.73,386.64,389.92,385.28,389.52,389.01,397.16,395.68,399.63,393.04,401.23,395.50,399.97,397.67,400.73,400.42,394.42,393.09,401.29,401.45,395.45,396.20,396.62,396.50,391.44,396.64,392.78,L7
2001-12-12 22:06:14+00:00,,,,,,,,,,,,,370.46,374.92,375.49,376.04,,,,,,,,,,,,,,375.46,,,370.84,373.16,,384.52,384.14,385.21,,,,,,,,,,,,,,,386.30,,,378.42,379.23,380.08,379.69,,,,,,,,,,366.56,,,,,,,360.75,,,,,366.47,372.12,377.67,375.35,373.68,371.24,374.69,,374.32,,,,,,,L7
2002-02-14 22:06:29+00:00,401.82,405.00,405.63,413.04,411.56,405.17,407.43,411.43,400.92,406.49,412.61,408.46,385.61,387.74,390.41,393.60,408.36,409.34,409.44,406.71,395.97,396.91,393.43,,,,,,,379.55,,,389.21,391.05,412.99,397.50,397.86,398.15,415.41,419.93,423.78,417.02,413.55,415.92,420.17,432.28,432.54,431.50,425.12,419.96,420.14,419.76,404.05,418.91,416.76,394.65,394.73,393.77,398.46,417.52,413.70,422.60,418.82,414.15,409.61,407.45,402.49,404.70,389.13,402.16,406.05,399.31,399.41,399.54,398.08,378.18,402.04,404.21,402.13,404.53,385.07,391.40,393.21,391.89,389.69,389.94,389.85,411.46,390.71,410.84,403.61,394.75,397.95,396.72,399.64,L7
2002-03-18 22:06:22+00:00,415.81,416.30,410.19,412.77,408.86,405.92,405.26,407.41,402.33,407.00,411.24,410.67,393.16,396.04,397.97,401.81,410.86,410.76,410.06,407.87,398.71,398.95,394.11,396.70,396.48,394.01,394.37,393.74,396.80,387.84,402.47,405.16,393.95,395.33,411.73,400.85,401.08,400.96,414.22,414.96,416.57,410.64,407.91,412.25,419.74,427.33,426.62,424.93,420.59,415.57,417.51,418.47,408.34,418.15,416.65,400.33,400.41,400.66,403.59,413.22,409.73,418.06,413.87,409.50,403.31,401.37,398.53,398.32,392.50,402.07,401.50,396.15,400.94,398.32,396.92,383.21,399.67,400.74,403.01,401.86,391.34,397.20,397.84,396.58,397.50,399.12,396.77,412.54,396.67,409.28,404.94,399.64,398.88,401.48,397.79,L7
2002-07-08 22:06:00+00:00,401.81,402.51,398.64,399.05,396.83,397.26,398.39,397.83,394.89,401.11,404.57,401.75,398.01,399.76,400.76,405.44,401.05,400.68,399.09,398.11,387.92,398.95,394.11,396.70,396.48,394.01,394.37,393.74,396.80,388.50,402.47,405.16,397.77,399.60,411.73,401.07,401.68,399.80,405.71,414.96,416.57,400.15,399.06,402.37,408.75,427.33,426.62,424.93,420.59,415.57,405.74,408.68,406.59,418.15,416.65,400.86,402.75,402.46,405.89,403.34,409.73,418.06,413.87,409.50,403.31,401.37,398.53,398.32,394.04,402.07,401.50,396.15,400.94,398.32,396.92,385.62,399.67,400.74,403.01,401.86,393.42,399.13,398.21,396.02,400.29,402.98,396.91,397.87,394.27,395.40,392.19,388.73,387.93,390.77,385.31,L7
2002-10-28 22:05:22+00:00,373.80,374.93,375.54,371.61,372.79,379.94,384.64,378.65,380.00,389.33,391.23,383.90,385.01,386.10,383.87,386.94,381.44,380.52,377.16,378.61,366.35,,,,,,,,,377.42,,,381.86,382.58,,387.81,387.48,386.61,389.44,,,383.44,386.67,389.15,390.11,,,,,,382.19,389.11,386.64,,,383.44,381.28,382.95,384.71,384.76,,,,,,,,,365.72,,,,,,,367.14,,,,,367.66,372.69,372.64,371.39,377.82,376.28,372.30,368.52,367.13,367.62,366.67,366.91,366.05,369.36,360.33,L7
2002-11-13 22:05:30+00:00,373.80,374.93,375.54,371.61,372.79,386.78,388.22,385.36,385.15,387.26,390.99,390.02,392.94,395.81,393.06,392.26,389.50,389.35,386.09,387.10,380.56,389.44,392.13,389.49,390.40,381.55,383.90,384.54,389.22,383.23,393.52,390.98,387.91,386.93,394.95,389.22,391.23,392.82,395.11,406.26,405.09,391.94,393.73,394.79,398.22,417.22,417.71,415.47,409.85,406.87,394.90,398.74,393.86,407.69,402.95,390.97,389.43,389.40,390.48,389.65,395.69,397.35,402.30,400.52,396.50,393.63,390.78,393.23,374.61,397.04,393.23,387.79,383.53,387.32,388.89,373.94,382.41,383.25,387.31,388.88,375.08,376.78,375.75,374.04,377.85,376.05,375.05,376.37,377.49,379.81,380.02,380.44,378.89,379.88,369.87,L7
